id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,play_sound,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,set_camera_shake
d_main_12_07_s_11,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_11,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,17,idle,,19,idle,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_12,d_main_12_07_s,Self,rapi,,Locale_MainScenario:d_main_12_07_s_12,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,17,idle,,19,idle,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_13,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_13,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,17,idle,,19,idle,,30,30,1.0,bgm_story_trauma,,,,,,,,,
d_main_12_07_s_14,d_main_12_07_s,Self,rapi,,Locale_MainScenario:d_main_12_07_s_14,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,17,idle,,19,idle,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_15,d_main_12_07_s,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_s_15,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,void,,17,void,,19,void,,S_150,S_150,1.0,,,,,,,,,,
d_main_12_07_s_16,d_main_12_07_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_12_07_s_16,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,void,,17,void,,19,void,,S_150,170,1.0,,,,,,,,,,
d_main_12_07_s_17,d_main_12_07_s,Speech,drake,drake,Locale_MainScenario:d_main_12_07_s_17,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,void,,17,void,,19,void,,170,190,1.0,,,,,,,,,,
d_main_12_07_s_18,d_main_12_07_s,Self,drake,,Locale_MainScenario:d_main_12_07_s_18,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,void,,17,void,,19,void,,190,190,1.0,,,,,,,,,,
d_main_12_07_s_19,d_main_12_07_s,Speech,emma,emma,Locale_MainScenario:d_main_12_07_s_19,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,15,void,,17,void,,19,void,,70,70,1.0,,,,,,,laplace,maxwell,drake,
d_main_12_07_s_20,d_main_12_07_s,Speech,emma,emma,Locale_MainScenario:d_main_12_07_s_20,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,70,70,1.0,,,,,,,,,,
d_main_12_07_s_21,d_main_12_07_s,Speech,emma,emma,Locale_MainScenario:d_main_12_07_s_21,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,70,70,1.0,,,,,,,,,,
d_main_12_07_s_22,d_main_12_07_s,Self,rapi,,Locale_MainScenario:d_main_12_07_s_22,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_23,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_23,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_24,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_24,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_25,d_main_12_07_s,Speech,emma,emma,Locale_MainScenario:d_main_12_07_s_25,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,70,70,1.0,,,,,,,,,,
d_main_12_07_s_26,d_main_12_07_s,Self,emma,,Locale_MainScenario:d_main_12_07_s_26,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,70,6,1.0,,,,,,,,,,
d_main_12_07_s_27,d_main_12_07_s,Speech,emma,emma,Locale_MainScenario:d_main_12_07_s_27,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,6,6,1.0,,,,,,,,,,
d_main_12_07_s_28,d_main_12_07_s,Speech,emma,emma,Locale_MainScenario:d_main_12_07_s_28,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,6,6,1.0,,,,,,,,,,
d_main_12_07_s_29,d_main_12_07_s,Speech,neon,neon,Locale_MainScenario:d_main_12_07_s_29,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,worry,,,,,,,,,,,S_130,S_130,1.0,,,,,,,,,,
d_main_12_07_s_30,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_30,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,worry,,,,,,,,,,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_31,d_main_12_07_s,Self,rapi,,Locale_MainScenario:d_main_12_07_s_31,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_32,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_32,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,30,300,1.0,,,,,,,,,,
d_main_12_07_s_33,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_33,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,300,300,1.0,,,,,,,,,,
d_main_12_07_s_34,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_34,True,,9,idle,,7,worry,,5,idle,,3,think,,1,void,,13,idle,,,,,,,,,,,300,300,1.0,,,,,,,,,,
d_main_12_07_s_35,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_35,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,300,300,1.0,,,,,,,,,,
d_main_12_07_s_36,d_main_12_07_s,Self,rapi,,Locale_MainScenario:d_main_12_07_s_36,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,300,300,1.0,,,,,,,,,,
d_main_12_07_s_37,d_main_12_07_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_s_37,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,300,4,1.0,,,,,,,,,,
d_main_12_07_s_38,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_38,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,4,4,1.0,,,,,,,,,,
d_main_12_07_s_39,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_39,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,4,4,1.0,,,,,,,,,,
d_main_12_07_s_40,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_40,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,4,4,1.0,,,,,,,,,,
d_main_12_07_s_41,d_main_12_07_s,Self,rapi,,Locale_MainScenario:d_main_12_07_s_41,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,4,4,1.0,,,,,,,,,,
d_main_12_07_s_42,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_42,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,4,30,1.0,,,,,,,,,,
d_main_12_07_s_43,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_43,True,,9,idle,,7,worry,,5,idle,,3,think,,1,void,,13,idle,,,,,,,,,,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_44,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_44,True,,9,idle,,7,worry,,5,idle,,3,think,,1,void,,13,idle,,,,,,,,,,,30,30,1.0,,,,,,,,,,
d_main_12_07_s_45,d_main_12_07_s,Speech,anis,anis,Locale_MainScenario:d_main_12_07_s_45,False,,9,idle,,7,worry,,5,idle,,3,think,,1,sad,,13,idle,,,,,,,,,,,30,10,2.0,,,,,,,,,,
d_main_12_07_s_46,d_main_12_07_s,Speech,neon,neon,Locale_MainScenario:d_main_12_07_s_46,False,,9,idle,,7,worry,,5,idle,,3,think,,1,sad,,13,worry,,,,,,,,,,,10,S_130,2.0,,,,,,,,,,
d_main_12_07_s_47,d_main_12_07_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_s_47,True,,9,idle,,7,worry,,5,angry,,3,idle,,1,sad,,13,idle,,,,,,,,,,,50,50,1.0,,,,,,,,,,
d_main_12_07_s_48,d_main_12_07_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_s_48,True,,9,idle,,7,worry,,5,angry,,3,idle,,1,void,,13,idle,,,,,,,,,,,50,50,1.0,,,,,,,,,,
d_main_12_07_s_49,d_main_12_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_s_49,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,50,50,1.0,,shifty,OP_leftup,idle,,,,,,
d_main_12_07_s_50,d_main_12_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_s_50,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,50,50,1.0,,,OP_leftup,idle,,,,,,
d_main_12_07_s_51,d_main_12_07_s,Speech,anis,anis,Locale_MainScenario:d_main_12_07_s_51,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,10,10,1.0,,,OP_leftup,idle,,,,,,
d_main_12_07_s_52,d_main_12_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_s_52,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,10,10,1.0,,,OP_leftup,idle,,,,,,
d_main_12_07_s_53,d_main_12_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_s_53,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,10,10,1.0,none,,OP_leftup,surprise,,,,,,
d_main_12_07_s_54,d_main_12_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_s_54,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,,,,,,,10,2,0.5,bgm_disaster,,OP_leftup,surprise,,,,,,
d_main_12_07_s_55,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_55,True,,9,idle,,7,worry,,5,idle,,3,angry,,1,void,,13,idle,,,,,,,,,,,2,30,0.5,,,OP_leftup,surprise,shifty,,,,,
d_main_12_07_s_56,d_main_12_07_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_s_56,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,50,50,0.5,,,,,,,,,,
d_main_12_07_s_57,d_main_12_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_s_57,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,50,4,1.0,,shifty,OP_leftup,surprise,,,,,,
d_main_12_07_s_58,d_main_12_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_s_58,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,4,4,1.0,,,OP_leftup,surprise,,,,,,
d_main_12_07_s_59,d_main_12_07_s,Narration,shifty,,Locale_MainScenario:d_main_12_07_s_59,False,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,4,4,1.0,,,OP_leftup,surprise,shifty,sfx_scn_abrasion,,,,Low_2
d_main_12_07_s_60,d_main_12_07_s,Monologue,shifty,,Locale_MainScenario:d_main_12_07_s_60,False,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,
d_main_12_07_s_61,d_main_12_07_s,Monologue,shifty,,Locale_MainScenario:d_main_12_07_s_61,False,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,
d_main_12_07_s_62,d_main_12_07_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_s_62,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,4,4,1.0,,,,,,,,,,
d_main_12_07_s_63,d_main_12_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_s_63,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,4,30,0.5,,,,,,,,,,
d_main_12_07_s_64,d_main_12_07_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_s_64,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,30,50,0.5,,,,,,,,,,
d_main_12_07_s_65,d_main_12_07_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_s_65,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,void,,13,idle,,,,,,,,,,,50,500,0.5,,,,,,,,,,
