id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/5/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/1/hide_char_id,characters/0/hide_char_id,play_ambient,fade,play_movie,set_filter_01,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_34_09_e_20,d_main_34_09_e,Narration,behemoth,,Locale_MainScenario:d_main_34_09_e_20,False,,9,idle,,7,smile,,3,angry,,1,void,,13,idle,,15,angry,,90,9,0.5,,sfx_scn_snap,,,,,,,,,,,,,,,,,
d_main_34_09_e_21,d_main_34_09_e,Monologue,behemoth,,Locale_MainScenario:d_main_34_09_e_21,False,,9,idle,,7,smile,,3,angry,,1,void,,13,idle,,15,angry,,9,9,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_22,d_main_34_09_e,Narration,behemoth,,Locale_MainScenario:d_main_34_09_e_22,False,,9,idle,,7,smile,,3,angry,,1,void,,13,idle,,15,angry,,9,9,1.0,,sfx_scn_rapturelandingmany,Low_2,,,,,,,,,,,,,,,,
d_main_34_09_e_23,d_main_34_09_e,Monologue,behemoth,,Locale_MainScenario:d_main_34_09_e_23,False,,9,idle,,7,smile,,3,angry,,1,void,,13,idle,,15,angry,,9,9,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_24,d_main_34_09_e,Monologue,behemoth,,Locale_MainScenario:d_main_34_09_e_24,False,,9,idle,,7,smile,,3,angry,,1,void,,13,idle,,15,angry,,9,9,1.0,,sfx_scn_5rapturestep,,,,,,,,,,,,,,,,,
d_main_34_09_e_25,d_main_34_09_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_09_e_25,True,,9,idle,,7,smile,,3,angry,,1,void,,13,idle,,15,surprise,,15,150,0.7,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_26,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_26,True,,9,idle,,7,surprise,,3,angry,,1,void,,13,idle,,15,surprise,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_27,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_27,True,,9,idle,,7,surprise,,3,angry,,1,void,,13,idle,,15,surprise,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_28,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_28,True,,9,idle,,7,surprise,,3,angry,,1,void,,13,idle,,15,angry,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_29,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_29,True,,9,idle,,7,surprise,,3,angry,,1,void,,13,idle,,15,angry,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_30,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_30,True,,9,idle,,7,surprise,,3,angry,,1,void,,13,idle,,15,angry,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_31,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_31,True,,9,idle,,7,surprise,,3,angry,,1,void,,13,idle,,15,angry,,8,7,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_32,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_32,True,,9,idle,,7,shy,,3,angry,,1,void,,13,idle,,15,angry,,7,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_33,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_33,True,,9,good,,7,shy,,3,angry,,1,void,,13,idle,,15,angry,,S_70,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_34,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_34,True,,9,idle,,7,shy,,3,angry,,1,void,,13,idle,,15,angry,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_35,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_35,True,,9,idle,,7,shy,,3,angry,,1,void,,13,idle,,15,angry,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_36,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_36,True,,9,good,,7,shy,,3,angry,,1,void,,13,idle,,15,angry,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_37,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_37,True,,9,good,,7,idle,,3,angry,,1,void,,13,idle,,15,angry,,90,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_38,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_38,False,,9,good,,7,idle,,3,angry,,1,void,,13,idle,,15,angry,,8,8,1.0,,,,eunhwa_t,,,,,,,,,,,,,,,
d_main_34_09_e_39,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_39,False,,9,good,,7,idle,,3,angry,,1,void,,13,idle,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_40,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_40,True,,9,idle,,7,idle,,3,idle,,1,void,,13,idle,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_41,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_41,True,,9,idle,,7,idle,,3,idle,,1,void,,13,idle,,,,,30,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_42,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_42,True,,9,idle,,7,idle,,3,idle,,1,void,,13,idle,,,,,10,S_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_43,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_43,True,,9,idle,,7,idle,,3,idle,,1,void,,13,idle,,,,,S_130,12,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_44,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_44,True,,9,idle,,7,idle,,3,idle,,1,void,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_45,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_45,True,,9,idle,,7,idle,,3,angry,,1,void,,13,idle,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_46,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_46,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,sfx_scn_nearrunaway,,,,,,,,,,,,,,,,,
d_main_34_09_e_47,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_47,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,sfx_scn_metalheavyhit,,,,,,,,,,,,,,,,,
d_main_34_09_e_48,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_48,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,sfx_scn_hitwall,,,,,,,,,,,,,,,,,
d_main_34_09_e_49,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_49,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,sfx_scn_bodyfall_down,,,rapi,anis,neon,,,,,,,,,,,,
d_main_34_09_e_50,d_main_34_09_e,Monologue,anis,,Locale_MainScenario:d_main_34_09_e_50,False,,9,idle,,7,idle,,,,anis,1,angry,,,,,,,,100,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_51,d_main_34_09_e,Monologue,neon,,Locale_MainScenario:d_main_34_09_e_51,False,,9,idle,,7,idle,,,,,1,angry,neon,13,angry,,,,,S_1300,S_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_52,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_52,False,,9,idle,,7,idle,rapi,3,angry,,1,angry,,13,angry,,,,,300,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_53,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_53,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,angry,,,,,black,black,1.0,,,,,rapi,,,,,,,,,,,,,,
d_main_34_09_e_54,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_54,False,,9,idle,,7,idle,rapi,3,angry,,1,angry,,13,angry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_55,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_55,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,angry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_56,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_56,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_57,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_57,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_58,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_58,False,,9,idle,,7,idle,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_59,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_59,False,,9,void,,7,idle,,3,angry,,1,angry,,13,idle,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_60,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_60,False,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_61,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_61,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,8,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_62,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_62,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_63,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_63,True,,9,void,,7,angry,,3,angry,,1,angry,,13,idle,,,,,90,S_70,0.5,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_64,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_64,True,,9,void,,7,angry,,3,angry,,1,angry,,13,idle,,,,,S_70,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_65,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_65,True,,9,void,,7,angry,,3,angry,,1,angry,,13,idle,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_66,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_66,True,,9,void,,7,angry,,3,angry,,1,angry,,13,idle,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_67,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_67,False,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_68,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_68,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_69,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_69,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,1,10,0.7,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_70,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_70,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_71,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_71,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,10,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_72,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_72,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_73,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_73,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_74,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_74,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,100,S_1300,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_75,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_75,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_76,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_76,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_77,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_77,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_78,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_78,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,S_1300,S_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_79,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_79,True,,9,void,,7,think_01,,3,worry,,1,angry,,13,idle,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_80,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_80,True,,9,void,,7,think_01,,3,worry,,1,angry,,13,idle,,,,,S_130,S_1300,0.7,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_81,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_81,True,,9,void,,7,think_01,,3,worry,,1,angry,,13,idle,,,,,10,100,0.7,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_82,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_82,True,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,30,300,0.7,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_83,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_83,False,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,sfx_scn_nearrunaway,,,rapi,,,,,,,,,,,,,,
d_main_34_09_e_84,d_main_34_09_e,Monologue,anis,,Locale_MainScenario:d_main_34_09_e_84,False,,9,void,,7,think_01,,,,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,anis,neon,,,,,,,,,,,,
d_main_34_09_e_85,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_85,True,,9,void,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_86,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_86,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_87,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_87,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_88,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_88,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_89,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_89,False,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_90,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_90,True,,9,smile,,7,think_01,rapi,3,angry,anis,1,angry,neon,13,idle,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_91,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_91,False,,9,smile,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,sfx_scn_darkwaterspawn,,,,,,,,,,,,,,,,,
d_main_34_09_e_92,d_main_34_09_e,Monologue,rapi,,Locale_MainScenario:d_main_34_09_e_92,False,,9,void,,7,think_01,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,sfx_scn_darkwatergrowhuge,,,rapi,anis,neon,,,,,,,,,,,,
d_main_34_09_e_93,d_main_34_09_e,Self,rapi,,Locale_MainScenario:d_main_34_09_e_93,False,,9,void,,7,think_01,,,,,,,,,,,,,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_94,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_94,True,,9,void,,7,think_01,,,,,,,,,,,,,,S_30,S_70,1.5,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_95,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_95,True,,9,void,,7,smile,,,,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_96,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_96,False,,9,void,,7,smile,,,,,,,,,,,,,,S_70,S_30,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_97,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_97,False,,9,void,,7,smile,,,,,,,,,,,,,,S_30,S_30,1.0,,,Low_2,,,,,,,,,,,,,,,,
d_main_34_09_e_98,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_98,False,,9,void,,7,smile,,,,,,,,,,,,,,S_30,S_300,1.0,,sfx_scn_intodarkwater,,,,,,,,,,,,,,,,,
d_main_34_09_e_99,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_99,False,,9,void,,7,smile,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_100,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_100,True,,9,void,,7,surprise,,,,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_101,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_101,True,,9,void,,7,surprise,,,,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_102,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_102,True,,9,void,,7,surprise,,,,,,,,,,,,,,S_70,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_103,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_103,True,,9,void,,7,surprise,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_104,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_104,True,,9,void,,7,surprise,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_105,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_105,True,,9,void,,7,surprise,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_106,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_106,True,,9,think,,7,surprise,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_107,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_107,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_108,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_108,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
