id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_38_07_e_20,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_20,False,,2,10,1.5,,,,3,surprise,,1,worry,,,,
d_main_38_07_e_21,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_21,True,,10,10,1.0,,,,3,surprise,,1,sad,,,,
d_main_38_07_e_22,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_22,True,,10,10,1.0,,,,3,surprise,,1,sad,,,,
d_main_38_07_e_23,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_23,True,,10,10,1.0,,,,3,surprise,,1,sad,,,,
d_main_38_07_e_24,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_24,True,,10,2,1.0,,,,3,idle,,1,sad,,,,
d_main_38_07_e_25,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_25,False,,2,2,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_26,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_26,True,,2,2,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_27,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_27,True,,2,2,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_28,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_28,True,,2,2,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_29,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_29,False,,2,2,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_30,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_30,True,,2,S_30,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_31,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_31,True,,S_30,S_30,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_32,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_32,True,,S_30,S_30,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_33,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_33,True,,S_30,S_30,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_34,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_34,True,,S_30,S_30,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_35,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_35,False,,10,10,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_36,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_36,True,,S_30,S_30,1.0,,,,3,idle,,1,worry,,,,
d_main_38_07_e_37,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_37,True,,10,1,1.0,,,,3,idle,,1,sad,,,,
d_main_38_07_e_38,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_38,True,,1,1,1.0,,,,3,idle,,1,sad,,,,
d_main_38_07_e_39,d_main_38_07_e,Speech,anis,anis,Locale_MainScenario:d_main_38_07_e_39,True,,1,1,1.0,,,,3,idle,,1,sad,,,,
d_main_38_07_e_40,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_40,True,,1,3,1.0,,,,3,delight,,1,sad,,,,
d_main_38_07_e_41,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_41,True,,3,3,1.0,,,,3,delight,,1,sad,,,,
d_main_38_07_e_42,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_42,True,,3,S_30,1.0,none,,,3,delight,,1,sad,,,,
d_main_38_07_e_43,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_43,True,CommanderRoom_n,S_30,S_30,1.0,bgm_story_whosdumber,black,,3,worry,eyeri,1,void,anis,avistar,13,idle
d_main_38_07_e_44,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_44,True,,12,12,1.0,,,,3,worry,,1,void,,,13,idle
d_main_38_07_e_45,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_45,True,,12,12,1.0,,,,3,worry,,1,void,,,13,idle
d_main_38_07_e_46,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_46,True,,12,2,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_47,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_47,True,,2,2,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_48,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_48,True,,2,2,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_49,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_49,True,,2,2,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_50,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_50,True,,2,2,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_51,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_51,True,,2,2,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_52,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_52,True,,2,2,1.0,,,,3,worry,,1,void,,,13,idle
d_main_38_07_e_53,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_53,True,,2,12,1.0,,,,3,worry,,1,void,,,13,idle
d_main_38_07_e_54,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_54,True,,12,12,1.0,,,,3,worry,,1,void,,,13,idle
d_main_38_07_e_55,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_55,True,,S_30,S_30,1.0,,,,3,surprise,,1,void,,,13,idle
d_main_38_07_e_56,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_56,True,,12,12,1.0,,,,3,surprise,,1,void,,,13,no
d_main_38_07_e_57,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_57,True,,S_30,S_30,1.0,,,,3,worry,,1,void,,,13,no
d_main_38_07_e_58,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_58,True,,12,12,1.0,,,,3,worry,,1,idle,,,13,no
d_main_38_07_e_59,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_59,True,,12,12,1.0,,,,3,worry,,1,idle,,,13,no
d_main_38_07_e_60,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_60,True,,12,12,1.0,,,,3,worry,,1,idle,,,13,no
d_main_38_07_e_61,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_61,True,,12,12,1.0,,,,3,worry,,1,idle,,,13,no
d_main_38_07_e_62,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_62,True,,12,12,1.0,,,,3,worry,,1,idle,,,13,no
d_main_38_07_e_63,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_63,True,,S_30,S_30,1.0,,,,3,surprise,,1,idle,,,13,no
d_main_38_07_e_64,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_64,True,,L_130,L_130,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_65,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_65,True,,S_30,S_30,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_66,d_main_38_07_e,Speech,avistar,avistar,Locale_MainScenario:d_main_38_07_e_66,True,,L_130,L_130,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_67,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_67,True,,S_30,3,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_68,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_68,True,,3,2,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_69,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_69,True,,2,2,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_70,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_70,True,,2,2,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_71,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_71,True,,2,2,1.0,,,,3,surprise,,1,idle,,,13,idle
d_main_38_07_e_72,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_72,False,,2,2,1.0,,,,3,idle,,1,idle,,,13,idle
d_main_38_07_e_73,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_73,True,,2,2,1.0,,,,3,idle,,1,idle,,,13,idle
d_main_38_07_e_74,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_74,True,,2,2,1.0,,,,3,idle,,1,angry,,,13,idle
d_main_38_07_e_75,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_75,True,,2,2,1.0,,,,3,idle,,1,angry,,,13,idle
d_main_38_07_e_76,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_76,True,,2,2,1.0,,,,3,idle,,1,angry,,,13,idle
d_main_38_07_e_77,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_77,True,,2,2,1.0,,,,3,idle,,1,angry,,,13,idle
d_main_38_07_e_78,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_78,True,,2,2,1.0,,,,3,idle,,1,angry,,,13,idle
d_main_38_07_e_79,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_79,True,,2,2,1.0,,,,3,idle,,1,angry,,,13,idle
d_main_38_07_e_80,d_main_38_07_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_38_07_e_80,False,,2,2,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_81,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_81,True,,2,S_30,1.0,,,,3,idle,,1,void,,,13,idle
d_main_38_07_e_82,d_main_38_07_e,Speech,neon,neon,Locale_MainScenario:d_main_38_07_e_82,True,,S_30,S_30,1.0,,,,3,idle,,1,void,,,13,idle
