id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_32_04_37,d_main_32_04,Speech,rapi,rapi,Locale_MainScenario:d_main_32_04_37,False,,113,113,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_38,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_38,True,,113,31,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_39,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_39,True,,31,31,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_40,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_40,True,,31,31,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_41,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_41,True,,31,XS_10,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_42,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_42,False,,XS_10,XS_10,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_43,d_main_32_04,Self,vesti,,Locale_MainScenario:d_main_32_04_43,False,,XS_10,XS_10,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_44,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_44,False,,XS_10,XS_10,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_45,d_main_32_04,Monologue,vesti,,Locale_MainScenario:d_main_32_04_45,False,,XS_10,70,3.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_46,d_main_32_04,Monologue,eunhwa,,Locale_MainScenario:d_main_32_04_46,False,,70,700,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_47,d_main_32_04,Monologue,vesti,,Locale_MainScenario:d_main_32_04_47,False,,700,700,1.0,,,,9,idle,,,7,angry,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_48,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_48,True,,XS_100,XS_100,1.0,,,,9,idle,grave,,7,angry,eunhwa,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_49,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_49,True,,XS_100,XS_100,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_50,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_50,True,,XS_100,XS_100,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_51,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_51,True,,XS_100,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_52,d_main_32_04,Speech,neon,neon,Locale_MainScenario:d_main_32_04_52,True,,1517,1517,1.0,,,,,,,,,,,,15,void,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_53,d_main_32_04,Speech,anis,anis,Locale_MainScenario:d_main_32_04_53,True,,1517,1517,1.0,,,,,,,,,,,,15,angry,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_54,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_54,True,,XS_10,XS_10,1.0,,,,,,,,,,,,15,angry,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_55,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_55,True,,XS_10,XS_10,1.0,,,,,,,,,,,,15,angry,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_56,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_56,True,,XS_10,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_57,d_main_32_04,Speech,rapi,rapi,Locale_MainScenario:d_main_32_04_57,False,,XS_10,113,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_58,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_58,True,,113,113,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_59,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_59,True,,113,113,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_60,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_60,True,,113,113,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_61,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_61,True,,113,113,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_62,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_62,True,,113,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_63,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_63,True,,XS_10,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_64,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_64,True,,XS_10,XS_100,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_65,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_65,True,,XS_100,XS_100,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_66,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_66,True,,XS_100,XS_100,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_67,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_67,True,,XS_100,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_68,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_68,True,,XS_10,30,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_69,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_69,False,,30,300,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_70,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_70,True,,300,300,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_71,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_71,True,,300,300,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_72,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_72,True,,300,XS_100,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_73,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_73,True,,XS_100,XS_100,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_74,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_74,True,,XS_100,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_75,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_75,True,,XS_10,31,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,worry,,17,idle
d_main_32_04_76,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_76,True,,31,31,1.0,,,,,,,,,,,,15,idle,,13,think,,1,shy,,,3,worry,,17,idle
d_main_32_04_77,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_77,True,,31,31,1.0,,,,,,,,,,,,15,idle,,13,think,,1,delight,,,3,worry,,17,idle
d_main_32_04_78,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_78,True,,31,31,1.0,,,,,,,,,,,,15,idle,,13,think,,1,delight,,,3,surprise,,17,idle
d_main_32_04_79,d_main_32_04,Speech,anis,anis,Locale_MainScenario:d_main_32_04_79,True,,150,150,1.0,,,,,,,,,,,,15,idle,,13,think,,1,delight,,,3,surprise,,17,idle
d_main_32_04_80,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_80,True,,XS_10,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,surprise,,17,idle
d_main_32_04_81,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_81,True,,XS_10,XS_10,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_82,d_main_32_04,Speech,rapi,rapi,Locale_MainScenario:d_main_32_04_82,True,,130,130,1.0,,,,,,,,,,,,15,idle,,13,think,,1,idle,,,3,idle,,17,idle
d_main_32_04_83,d_main_32_04,Speech,rapi,rapi,Locale_MainScenario:d_main_32_04_83,True,,130,130,1.0,,,,,,,,,,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_84,d_main_32_04,Speech,emma,emma,Locale_MainScenario:d_main_32_04_84,True,,300,300,1.0,,,,,,,,,,,,15,idle,,13,idle,,1,idle,,,3,delight,,17,idle
d_main_32_04_85,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_85,True,,XS_100,XS_100,1.0,,,,,,,,,,,,15,idle,,13,idle,,1,idle,,,3,delight,,17,idle
d_main_32_04_86,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_86,True,,XS_100,XS_10,1.0,,,,,,,,,,,,15,idle,,13,idle,,1,idle,,,3,delight,,17,idle
d_main_32_04_87,d_main_32_04,Monologue,eunhwa,,Locale_MainScenario:d_main_32_04_87,False,,black,black,1.0,,,grave,7,idle,,eunhwa,5,idle,,,15,idle,,13,idle,,1,idle,,,3,delight,,17,idle
d_main_32_04_88,d_main_32_04,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_04_88,True,,50,50,1.0,,,,7,idle,,,5,idle,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_89,d_main_32_04,Speech,vesti,vesti,Locale_MainScenario:d_main_32_04_89,True,,XS_10,XS_10,1.0,,,,7,idle,,,5,idle,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_90,d_main_32_04,Speech,grave,grave,Locale_MainScenario:d_main_32_04_90,False,,L_70,L_70,1.0,,,,7,idle,,,5,idle,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_91,d_main_32_04,Self,,,Locale_MainScenario:d_main_32_04_91,False,,L_70,L_70,1.0,,,,7,idle,,,5,idle,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_92,d_main_32_04,Speech,grave,grave,Locale_MainScenario:d_main_32_04_92,True,,L_70,L_70,1.0,,,,7,idle,,,5,idle,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_93,d_main_32_04,Self,,,Locale_MainScenario:d_main_32_04_93,False,,L_70,L_70,1.0,,,,7,idle,,,5,idle,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_94,d_main_32_04,Speech,grave,grave,Locale_MainScenario:d_main_32_04_94,True,,L_70,7,1.0,,,,7,idle,,,5,idle,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_95,d_main_32_04,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_04_95,True,,7,75,0.5,,,,7,idle,,,5,angry,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_96,d_main_32_04,Speech,grave,grave,Locale_MainScenario:d_main_32_04_96,True,,75,75,1.0,,,,7,idle,,,5,angry,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
d_main_32_04_97,d_main_32_04,Speech,grave,grave,Locale_MainScenario:d_main_32_04_97,True,,75,75,1.0,,,,7,idle,,,5,angry,,,15,idle,,13,idle,,1,idle,,,3,idle,,17,idle
