id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
d_ex_cafe_06_58,d_ex_cafe_06,Speech,tia,Locale_SuddenStory:d_ex_cafe_06_58,True,,30,30,1.0,,tia,,15,idle,,,13,idle,,3,worry,,1,idle,
d_ex_cafe_06_59,d_ex_cafe_06,Narration,Narration,Locale_SuddenStory:d_ex_cafe_06_59,False,,30,30,1.0,sfx_scn_3shutter,,,15,idle,,,13,idle,,3,worry,,1,idle,
d_ex_cafe_06_60,d_ex_cafe_06,Speech,frima,Locale_SuddenStory:d_ex_cafe_06_60,True,,30,30,1.0,,frima,,15,no,,,13,idle,,3,worry,,1,idle,
d_ex_cafe_06_61,d_ex_cafe_06,Speech,tia,Locale_SuddenStory:d_ex_cafe_06_61,True,,30,30,1.0,,tia,,15,no,,,13,idle,,3,worry,,1,idle,
d_ex_cafe_06_62,d_ex_cafe_06,Speech,tia,Locale_SuddenStory:d_ex_cafe_06_62,True,,30,30,1.0,,tia,,15,no,,,13,idle,,3,worry,,1,idle,
d_ex_cafe_06_63,d_ex_cafe_06,Speech,tia,Locale_SuddenStory:d_ex_cafe_06_63,True,,30,30,1.0,,tia,,15,no,,,13,idle,,3,worry,,1,idle,
d_ex_cafe_06_64,d_ex_cafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_cafe_06_64,False,,30,30,1.0,,,,15,no,,,13,idle,,3,worry,,1,idle,
d_ex_cafe_06_65,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_65,True,,30,12,1.0,,naga,,15,no,,,13,idle,,3,idle,,1,worry,
d_ex_cafe_06_66,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_66,True,,12,12,1.0,,naga,,15,no,,,13,idle,,3,idle,,1,worry,
d_ex_cafe_06_67,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_67,True,,12,12,1.0,,milk,,15,no,,,13,no,,3,idle,,1,worry,
d_ex_cafe_06_68,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_68,True,,12,12,1.0,,milk,,15,no,,,13,no,,3,idle,,1,worry,
d_ex_cafe_06_69,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_69,True,,12,12,1.0,,naga,,15,no,,,13,no,,3,idle,,1,idle,
d_ex_cafe_06_70,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_70,True,,12,12,1.0,,naga,,15,no,,,13,no,,3,idle,,1,idle,
d_ex_cafe_06_71,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_71,True,,12,12,1.0,,naga,,15,no,,,13,no,,3,idle,,1,delight,
d_ex_cafe_06_72,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_72,True,,12,12,1.0,,milk,,15,no,,,13,no,,3,idle,,1,delight,
d_ex_cafe_06_73,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_73,True,,12,150,1.0,,milk,,15,no,,,13,no,,3,idle,,1,delight,
d_ex_cafe_06_74,d_ex_cafe_06,Speech,frima,Locale_SuddenStory:d_ex_cafe_06_74,True,,150,150,1.0,,frima,,15,sleep_02,,,13,no,,3,idle,,1,idle,
d_ex_cafe_06_75,d_ex_cafe_06,Speech,frima,Locale_SuddenStory:d_ex_cafe_06_75,True,,150,150,1.0,,frima,,15,sleep_02,,,13,no,,3,idle,,1,idle,
d_ex_cafe_06_76,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_76,True,,150,150,1.0,,milk,,15,sleep_02,,,13,no,,3,idle,,1,idle,
d_ex_cafe_06_77,d_ex_cafe_06,Speech,frima,Locale_SuddenStory:d_ex_cafe_06_77,True,,150,150,1.0,,frima,,15,sleep_02,,,13,no,,3,idle,,1,idle,
d_ex_cafe_06_78,d_ex_cafe_06,Speech,frima,Locale_SuddenStory:d_ex_cafe_06_78,True,,150,150,1.0,,frima,,15,sleep_02,,,13,no,,3,idle,,1,idle,
d_ex_cafe_06_79,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_79,True,,150,S_130,1.0,,milk,,15,sleep_02,,,13,angry,,3,idle,,1,idle,
d_ex_cafe_06_80,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_80,True,,S_130,12,1.0,,naga,,15,sleep_02,,,13,angry,,3,idle,,1,idle,
d_ex_cafe_06_81,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_81,True,,12,12,1.0,,milk,,15,sleep_02,,,13,idle,,3,idle,,1,idle,
d_ex_cafe_06_82,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_82,True,,12,12,1.0,,milk,,15,sleep_02,,,13,idle,,3,idle,,1,idle,
d_ex_cafe_06_83,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_83,True,,12,12,1.0,,naga,,15,sleep_02,,,13,idle,,3,idle,,1,idle,
d_ex_cafe_06_84,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_84,True,,12,12,1.0,,naga,,15,sleep_02,,,13,idle,,3,idle,,1,idle,
d_ex_cafe_06_85,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_85,True,,12,12,1.0,,naga,,15,sleep_02,,,13,idle,,3,idle,,1,idle,
d_ex_cafe_06_86,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_86,True,,12,12,1.0,,naga,,15,sleep_02,,,13,idle,,3,idle,,1,idle,
d_ex_cafe_06_87,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_87,True,,12,S_130,1.0,,milk,,15,sleep_02,,,13,idle,,3,idle,,1,idle,
d_ex_cafe_06_88,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_88,True,,S_130,S_130,1.0,,milk,,15,sleep_02,,,13,delight,,3,idle,,1,idle,
d_ex_cafe_06_89,d_ex_cafe_06,Speech,milk,Locale_SuddenStory:d_ex_cafe_06_89,True,,S_130,S_130,1.0,,milk,,15,sleep_02,,,13,delight,,3,idle,,1,idle,
d_ex_cafe_06_90,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_90,True,,S_130,12,1.0,,naga,,15,sleep_02,,,13,delight,,3,idle,,1,idle,
d_ex_cafe_06_91,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_91,True,,12,12,1.0,,naga,,15,sleep_02,,,13,delight,,3,idle,,1,idle,
d_ex_cafe_06_92,d_ex_cafe_06,Speech,naga,Locale_SuddenStory:d_ex_cafe_06_92,True,,12,12,1.0,,naga,,15,sleep_02,,,13,delight,,3,idle,,1,idle,
d_ex_cafe_06_93,d_ex_cafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_cafe_06_93,False,,black,black,1.0,,,,15,sleep_02,,,13,delight,,3,idle,,1,idle,black
