id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id
d_main_09af_05_21,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_21,True,,1,idle,,3,idle,,5,pain,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_22,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_22,True,,1,idle,,3,idle,,5,pain,,7,idle,,13,think,,S_130,S_130,1.0,,
d_main_09af_05_23,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_23,False,,1,idle,,3,idle,,5,pain,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_24,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_24,False,,1,surprise,,3,idle,,5,pain,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_25,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_25,False,,1,sad,,3,idle,,5,pain,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_26,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_26,True,,1,sad,,3,idle,,5,worry,,7,idle,,13,think,,S_10,75,1.0,,
d_main_09af_05_27,d_main_09af_05,Speech,neon,neon,Locale_MainScenario:d_main_09af_05_27,True,,1,idle,,3,idle,,5,worry,,7,idle,,13,think,,75,75,1.0,,
d_main_09af_05_28,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_28,False,,1,idle,,3,idle,,5,worry,,7,idle,,13,think,,75,S_10,1.0,,
d_main_09af_05_29,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_29,False,,1,delight,,3,idle,,5,worry,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_30,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_30,True,,1,surprise,,3,idle,,5,worry,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_31,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_31,True,,1,surprise,,3,idle,,5,worry,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_32,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_32,True,,1,surprise,,3,idle,,5,worry,,7,idle,,13,think,,30,30,1.0,,
d_main_09af_05_33,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_33,True,,1,idle,,3,idle,,5,worry,,7,idle,,13,think,,S_10,S_10,1.0,,
d_main_09af_05_34,d_main_09af_05,Narration,,,Locale_MainScenario:d_main_09af_05_34,False,,1,idle,,3,idle,,5,worry,,7,idle,,13,think,,S_10,S_100,1.0,,
d_main_09af_05_35,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_35,True,,1,delight,,3,idle,,5,worry,,7,idle,,13,think,,S_100,S_100,1.0,,
d_main_09af_05_36,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_36,True,,1,delight,,3,idle,,5,worry,,7,idle,,13,think,,S_100,S_100,1.0,,m_main_09af_05_01
d_main_09af_05_37,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_37,False,,1,idle,,3,idle,,5,worry,,7,idle,,13,think,,30,30,1.0,,
d_main_09af_05_38,d_main_09af_05,Speech,neon,neon,Locale_MainScenario:d_main_09af_05_38,True,,1,idle,,3,idle,,5,worry,,7,surprise,,13,think,,S_70,S_70,1.0,,
d_main_09af_05_39,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_39,True,,1,idle,,3,idle,,5,angry,,7,surprise,,13,think,,50,50,1.0,,
d_main_09af_05_40,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_40,True,,1,idle,,3,think,,5,angry,,7,surprise,,13,think,,30,30,1.0,,m_main_09af_05_02
d_main_09af_05_41,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_41,True,,1,idle,,3,think,,5,sad,,7,idle,,13,think,,50,50,1.0,,
d_main_09af_05_42,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_42,True,,1,idle,,3,idle,,5,sad,,7,idle,,13,think,,S_130,S_130,1.0,,
d_main_09af_05_43,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_43,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,think,,S_130,S_1300,1.0,,
d_main_09af_05_44,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_44,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,think,,S_1300,S_1300,1.0,,
d_main_09af_05_45,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_45,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_1300,S_1300,1.0,,
d_main_09af_05_46,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_46,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_1300,S_1300,1.0,,
d_main_09af_05_47,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_47,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_1300,S_1300,1.0,,
d_main_09af_05_48,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_48,True,,1,sad,,3,idle,,5,idle,,7,idle,,13,idle,,S_100,S_100,1.0,,
d_main_09af_05_49,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_49,False,,1,sad,,3,idle,,5,idle,,7,idle,,13,think,,S_1300,S_130,1.0,,
d_main_09af_05_50,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_50,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,think,,S_130,S_130,1.0,,
d_main_09af_05_51,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_51,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,think,,30,30,1.0,,
d_main_09af_05_52,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_52,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,think,,S_130,S_130,1.0,,
d_main_09af_05_53,d_main_09af_05,Speech,neon,neon,Locale_MainScenario:d_main_09af_05_53,True,,1,idle,,3,idle,,5,idle,,7,surprise,,13,think,,S_70,S_70,1.0,,
d_main_09af_05_54,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_54,True,,1,idle,,3,idle,,5,idle,,7,surprise,,13,think,,S_130,S_130,1.0,,
d_main_09af_05_55,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_55,True,,1,idle,,3,idle,,5,idle,,7,surprise,,13,think,,S_130,S_130,1.0,,
d_main_09af_05_56,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_56,True,,1,idle,,3,idle,,5,pain,,7,surprise,,13,think,,S_130,75,1.0,,
d_main_09af_05_57,d_main_09af_05,Speech,neon,neon,Locale_MainScenario:d_main_09af_05_57,True,,1,idle,,3,idle,,5,pain,,7,surprise,,13,think,,75,75,1.0,,
d_main_09af_05_58,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_58,True,,1,idle,,3,idle,,5,sad,,7,surprise,,13,idle,,75,75,1.0,,
d_main_09af_05_59,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_59,True,,1,idle,,3,idle,,5,sad,,7,surprise,,13,idle,,75,75,1.0,,
d_main_09af_05_60,d_main_09af_05,Speech,neon,neon,Locale_MainScenario:d_main_09af_05_60,True,,1,idle,,3,idle,,5,sad,,7,surprise,,13,idle,,75,75,1.0,,
d_main_09af_05_61,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_61,True,,1,idle,,3,idle,,5,idle,,7,surprise,,13,idle,,75,30,1.0,,
d_main_09af_05_62,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_62,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_63,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_63,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_64,d_main_09af_05,Self,,,Locale_MainScenario:d_main_09af_05_64,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_65,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_65,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_66,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_66,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_67,d_main_09af_05,Self,,,Locale_MainScenario:d_main_09af_05_67,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_68,d_main_09af_05,Self,,,Locale_MainScenario:d_main_09af_05_68,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_69,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_69,True,,1,idle,,3,idle,,5,pain,,7,idle,,13,idle,,30,75,1.0,,
d_main_09af_05_70,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_70,True,,1,idle,,3,idle,,5,pain,,7,idle,,13,idle,,75,75,1.0,,
d_main_09af_05_71,d_main_09af_05,Speech,neon,neon,Locale_MainScenario:d_main_09af_05_71,True,,1,idle,,3,idle,,5,pain,,7,worry,,13,idle,,75,75,1.0,,
d_main_09af_05_72,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_72,True,,1,idle,,3,idle,,5,pain,,7,worry,,13,idle,,S_10,S_10,1.0,,
d_main_09af_05_73,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_73,True,,1,idle,,3,idle,,5,sad,,7,idle,,13,idle,,50,50,1.0,,
d_main_09af_05_74,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_74,True,,1,idle,,3,idle,,5,sad,,7,idle,,13,idle,,S_10,S_10,1.0,,
d_main_09af_05_75,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_75,True,,1,idle,,3,idle,,5,pain,,7,idle,,13,idle,,50,50,1.0,,
d_main_09af_05_76,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_76,True,,1,idle,,3,idle,,5,pain,,7,idle,,13,idle,,S_10,S_10,1.0,,
d_main_09af_05_77,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_77,False,,1,idle,,3,idle,,5,pain,,7,idle,,13,idle,,50,50,1.0,,
d_main_09af_05_78,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_78,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_79,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_79,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_80,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_80,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_81,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_81,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_82,d_main_09af_05,Self,,,Locale_MainScenario:d_main_09af_05_82,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_83,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_83,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
d_main_09af_05_84,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_84,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,50,50,1.0,,
d_main_09af_05_85,d_main_09af_05,Speech,neon,neon,Locale_MainScenario:d_main_09af_05_85,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_70,S_70,1.0,,
d_main_09af_05_86,d_main_09af_05,Speech,anis,anis,Locale_MainScenario:d_main_09af_05_86,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,50,50,1.0,,
d_main_09af_05_87,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_87,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,50,113,1.0,,
d_main_09af_05_88,d_main_09af_05,Speech,novel,novel,Locale_MainScenario:d_main_09af_05_88,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,delight,,113,113,1.0,,
d_main_09af_05_89,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_89,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,delight,,113,31,1.0,,
d_main_09af_05_90,d_main_09af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_05_90,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,delight,,31,31,1.0,,
d_main_09af_05_91,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_91,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,delight,,31,31,1.0,,
d_main_09af_05_92,d_main_09af_05,Speech,exia,exia,Locale_MainScenario:d_main_09af_05_92,True,,1,good,,3,idle,,5,idle,,7,idle,,13,delight,,31,31,1.0,,
