id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_powerplant_08_56,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_56,True,,S_50,S_50,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_57,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_57,True,,S_50,S_50,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_58,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_58,True,,S_50,S_50,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_59,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_59,True,,S_30,S_30,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_60,d_ex_powerplant_08,Self,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_60,False,,S_30,S_30,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_61,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_61,True,,S_50,S_50,1.0,,,,,5,think,,,3,idle_2,,,,
d_ex_powerplant_08_62,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_62,True,,S_50,S_50,1.0,,,,,5,think,,,3,idle_2,,,,
d_ex_powerplant_08_63,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_63,True,,S_50,S_50,1.0,,,,,5,think,,,3,idle_2,,,,
d_ex_powerplant_08_64,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_64,True,,S_50,S_50,1.0,,,,,5,delight,,,3,idle_2,,,,
d_ex_powerplant_08_65,d_ex_powerplant_08,Narration,tove,,Locale_SuddenStory:d_ex_powerplant_08_65,False,,S_50,S_50,1.0,,,,,5,delight,,,3,idle_2,,,,
d_ex_powerplant_08_66,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_66,True,,S_50,4,1.0,,,,,5,no,,,3,idle_2,,,,
d_ex_powerplant_08_67,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_67,True,,4,4,1.0,,,,,5,no,,,3,idle_2,,,,
d_ex_powerplant_08_68,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_68,True,,4,4,1.0,,,,,5,no,,,3,think_2,,,,
d_ex_powerplant_08_69,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_69,True,,4,4,1.0,,,,,5,no,,,3,think_2,,,,
d_ex_powerplant_08_70,d_ex_powerplant_08,Self,tove,,Locale_SuddenStory:d_ex_powerplant_08_70,False,,4,4,1.0,,,,,5,no,,,3,think_2,,,,
d_ex_powerplant_08_71,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_71,True,,4,S_30,1.0,,,,,5,no,,,3,delight_2,,,,
d_ex_powerplant_08_72,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_72,True,,S_30,S_30,1.0,,,,,5,no,,,3,idle_2,,,,
d_ex_powerplant_08_73,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_73,True,,S_30,S_30,1.0,,,,,5,idle,,,3,idle_2,,,,
d_ex_powerplant_08_74,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_74,True,,S_30,S_30,1.0,,,,,5,idle,,,3,idle_2,,,,
d_ex_powerplant_08_75,d_ex_powerplant_08,Narration,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_75,False,,S_30,3,0.5,,,,,5,idle,,,3,idle_2,quency_e,,,
d_ex_powerplant_08_76,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_76,False,,S_50,S_50,1.0,,,,,5,surprise,,,,,,,,
d_ex_powerplant_08_77,d_ex_powerplant_08,Monologue,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_77,False,,black,black,1.0,,,,,5,surprise,,,,,,,,
d_ex_powerplant_08_78,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_78,True,,3,3,1.0,,,,,5,surprise,,quency_e,3,idle_2,,,,
d_ex_powerplant_08_79,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_79,True,,3,3,1.0,,,,,5,surprise,,,3,delight_2,,,,
d_ex_powerplant_08_80,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_80,True,,3,4,1.0,,,,,5,surprise,,,3,idle_2,,,,
d_ex_powerplant_08_81,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_81,True,,4,4,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_82,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_82,True,,4,4,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_83,d_ex_powerplant_08,Narration,tove,,Locale_SuddenStory:d_ex_powerplant_08_83,False,,4,4,1.0,,,,,5,special,tove,,3,idle_2,,,,
d_ex_powerplant_08_84,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_84,True,,4,4,1.0,,,,,,,,,3,idle_2,,,,
d_ex_powerplant_08_85,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_85,True,,4,4,1.0,,,,,,,,,3,idle_2,,,,
d_ex_powerplant_08_86,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_86,True,,4,S_30,1.0,,,,,,,,,3,idle_2,,,,
d_ex_powerplant_08_87,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_87,True,,S_30,S_30,1.0,,,,,,,,,3,delight_2,,,,
d_ex_powerplant_08_88,d_ex_powerplant_08,Self,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_88,False,,S_30,S_30,1.0,,,,,,,,,3,idle_2,,,,
d_ex_powerplant_08_89,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_89,True,,S_30,S_30,1.0,,,,,,,,,3,idle_2,,,,
d_ex_powerplant_08_90,d_ex_powerplant_08,Monologue,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_90,False,,black,black,1.0,,black,,,,,,,3,idle_2,,,,
d_ex_powerplant_08_91,d_ex_powerplant_08,Monologue,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_91,False,,black,black,1.0,,,,tove,5,idle,,,3,idle_2,,,,
d_ex_powerplant_08_92,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_92,True,,4,4,1.0,,,,,5,idle,,,3,idle_2,,,,
d_ex_powerplant_08_93,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_93,True,,4,4,1.0,,,,,5,shy,,,3,idle_2,,,,
d_ex_powerplant_08_94,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_94,True,,4,4,1.0,,,,,5,shy,,,3,delight_2,,,,
d_ex_powerplant_08_95,d_ex_powerplant_08,Narration,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_95,False,,4,4,1.0,,,sfx_scn_doorlocklarge,,5,shy,,,3,delight_2,,,,
d_ex_powerplant_08_96,d_ex_powerplant_08,Self,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_96,False,,4,4,1.0,,,,,5,surprise,,,3,surprise_2,,,,
d_ex_powerplant_08_97,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_97,False,,4,4,1.0,,,,,5,surprise,,,3,surprise_2,,,,
d_ex_powerplant_08_98,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_98,True,,4,4,1.0,,,,,5,surprise,,,3,surprise_2,,,,
d_ex_powerplant_08_99,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_99,True,,4,4,1.0,,,,,5,surprise,,,3,idle_2,,,,
d_ex_powerplant_08_100,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_100,True,,4,4,1.0,,,,,5,surprise,,,3,idle_2,,,,
d_ex_powerplant_08_101,d_ex_powerplant_08,Self,quency_e,,Locale_SuddenStory:d_ex_powerplant_08_101,False,,4,4,1.0,,,,,5,surprise,,,3,idle_2,,,,
d_ex_powerplant_08_102,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_102,True,,4,4,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_103,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_103,True,,4,4,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_104,d_ex_powerplant_08,Self,tove,,Locale_SuddenStory:d_ex_powerplant_08_104,False,,4,4,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_105,d_ex_powerplant_08,Speech,quency_e,quency_e,Locale_SuddenStory:d_ex_powerplant_08_105,True,,4,4,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_106,d_ex_powerplant_08,Speech,tove,tove,Locale_SuddenStory:d_ex_powerplant_08_106,True,,4,4,1.0,,,,,5,special,,,3,idle_2,,,,
d_ex_powerplant_08_107,d_ex_powerplant_08,Narration,tove,,Locale_SuddenStory:d_ex_powerplant_08_107,False,,4,4,1.0,,,,,5,special,,,3,idle_2,quency_e,,,
d_ex_powerplant_08_108,d_ex_powerplant_08,Narration,tove,,Locale_SuddenStory:d_ex_powerplant_08_108,False,,4,4,1.0,,,,,5,special,tove,,,,,,,
d_ex_powerplant_08_109,d_ex_powerplant_08,Monologue,tove,,Locale_SuddenStory:d_ex_powerplant_08_109,False,,4,4,1.0,none,,,,,,,,,,,,,
d_ex_powerplant_08_110,d_ex_powerplant_08,Narration,tove,,Locale_SuddenStory:d_ex_powerplant_08_110,False,,4,3,1.0,,,,,,,,,,,,,,
d_ex_powerplant_08_111,d_ex_powerplant_08,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_08_111,True,,3,3,1.0,bgm_story_whosdumber,,,,,,,,,,,maxwell,3,idle
d_ex_powerplant_08_112,d_ex_powerplant_08,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_08_112,True,,3,3,1.0,,,,,,,,,,,,,3,idle
d_ex_powerplant_08_113,d_ex_powerplant_08,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_08_113,True,,3,30,1.0,,,,,,,,,,,,,3,idle
d_ex_powerplant_08_114,d_ex_powerplant_08,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_08_114,True,,30,30,1.0,,,,,,,,,,,,,3,idle
d_ex_powerplant_08_115,d_ex_powerplant_08,Self,,,Locale_SuddenStory:d_ex_powerplant_08_115,False,,30,30,1.0,,,,,,,,,,,,,3,idle
d_ex_powerplant_08_116,d_ex_powerplant_08,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_08_116,True,,30,30,1.0,,,,,,,,,,,,,3,delight
d_ex_powerplant_08_117,d_ex_powerplant_08,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_08_117,True,,30,30,1.0,,,,,,,,,,,,,3,delight
d_ex_powerplant_08_118,d_ex_powerplant_08,Monologue,maxwell,,Locale_SuddenStory:d_ex_powerplant_08_118,False,,black,black,1.0,,,,,,,,,,,,,3,idle
d_ex_powerplant_08_119,d_ex_powerplant_08,Monologue,maxwell,,Locale_SuddenStory:d_ex_powerplant_08_119,False,,black,black,1.0,,,,,,,,,,,,,3,idle
