id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01
d_main_24_09_32,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_32,True,,,,,,,,,,,1,1,1.0,,,,,,2,angry,,12,angry,,,,
d_main_24_09_33,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_33,True,,,,,,,,,,,1,1,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_34,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_34,True,,,,,,,,,,,1,1,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_35,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_35,True,,,,,,,,,,,1,1,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_36,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_36,False,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_37,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_37,True,,,,,,,,,,,1,L_120,2.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_38,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_38,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_39,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_39,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_40,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_40,True,,,,,,,,,,,L_120,XL_20,0.7,,,,,,2,angry,,12,angry,,,,
d_main_24_09_41,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_41,True,,,,,,,,,,,XL_20,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_42,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_42,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_43,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_43,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_44,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_44,False,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_45,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_45,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_46,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_46,True,,,,,,,,,,,L_120,XL_20,0.7,,,,,,2,idle,,12,angry,,,,
d_main_24_09_47,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_47,True,,,,,,,,,,,XL_20,XL_20,1.0,,,,,,2,idle,,12,surprise,,,,
d_main_24_09_48,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_48,True,,,,,,,,,,,XL_20,XL_20,1.0,,,,,,2,idle,,12,surprise,,,,
d_main_24_09_49,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_49,True,,,,,,,,,,,XL_20,XL_20,1.0,,,,,,2,idle,,12,surprise,,,,
d_main_24_09_50,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_50,True,,,,,,,,,,,XL_20,1,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_51,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_51,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_52,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_52,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_53,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_53,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_54,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_54,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_55,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_55,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_56,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_56,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_57,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_57,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_58,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_58,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_59,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_59,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_60,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_60,False,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,angry,,,,
d_main_24_09_61,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_61,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,think,,,,
d_main_24_09_62,d_main_24_09,Speech,doban,doban,Locale_MainScenario:d_main_24_09_62,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,think,,,,
d_main_24_09_63,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_63,True,,,,,,,,,,,1,1,1.0,,,,,,2,surprise,,12,surprise,,,,
d_main_24_09_64,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_64,True,,,,,,,,,,,1,L_120,2.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_65,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_65,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_66,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_66,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_67,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_67,True,,,,,,,,,,,L_120,L_120,1.0,,,,,,2,idle,,12,angry,,,,
d_main_24_09_68,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_68,True,rapi,3,idle,neon,1,idle,anis,13,worry,NikkeRoom,130,130,1.0,,,,,,2,idle,,12,angry,black,doban,mustang,
d_main_24_09_69,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_69,True,,3,idle,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_70,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_70,True,,3,idle,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_71,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_71,True,,3,idle,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_72,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_72,True,,3,idle,,1,surprise,,13,worry,,130,12,1.0,,,,,,,,,,,,,,
d_main_24_09_73,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_73,True,,3,idle,,1,surprise,,13,worry,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_74,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_74,True,,3,idle,,1,worry,,13,worry,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_75,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_75,True,,3,idle,,1,worry,,13,worry,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_76,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_76,True,,3,idle,,1,idle,,13,worry,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_77,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_77,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_78,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_78,True,,3,idle,,1,idle,,13,idle,Office,12,12,1.0,,rapi,neon,anis,,,,mustang,12,idle,,,,Grey
d_main_24_09_79,d_main_24_09,Speech,mustang,mustang,Locale_MainScenario:d_main_24_09_79,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,12,idle,,,,Grey
d_main_24_09_80,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_80,True,rapi,3,idle,neon,1,idle,anis,13,idle,NikkeRoom,12,12,1.0,,,,,,,,,12,idle,,,mustang,
d_main_24_09_81,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_81,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_82,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_82,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_83,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_83,True,,3,idle,,1,delight,,13,void,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_84,d_main_24_09,Self,,Self,Locale_MainScenario:d_main_24_09_84,False,,3,idle,,1,idle,,13,void,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_85,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_85,False,,3,think,,1,idle,,13,void,,12,2,1.0,,,,,,,,,,,,,,
d_main_24_09_86,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_86,True,,3,idle,,1,idle,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_87,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_87,True,,3,idle,,1,idle,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_88,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_88,True,,3,idle,,1,idle,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_89,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_89,True,,3,worry,,1,idle,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_90,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_90,True,,3,worry,,1,idle,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_91,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_91,True,,3,worry,,1,idle,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_92,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_92,True,,3,think,,1,idle,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_93,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_93,True,,3,think,,1,worry,,13,void,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_94,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_94,True,,3,idle,,1,worry,,13,worry,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_95,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_95,True,,3,idle,,1,idle,,13,worry,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_96,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_96,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_97,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_97,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_98,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_98,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_99,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_99,True,,3,think,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_100,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_100,False,,3,think,,1,idle,,13,void,,30,30,2.0,,,,,,,,,,,,,,
d_main_24_09_101,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_101,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_102,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_102,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_103,d_main_24_09,Self,,Self,Locale_MainScenario:d_main_24_09_103,False,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_104,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_104,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_105,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_105,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_106,d_main_24_09,Self,,Self,Locale_MainScenario:d_main_24_09_106,False,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_107,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_107,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_108,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_108,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_109,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_109,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_110,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_110,True,,3,idle,,1,idle,,13,void,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_111,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_111,True,,3,idle,,1,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_112,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_112,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_113,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_113,True,,3,delight,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_114,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_114,True,,3,delight,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_115,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_115,True,,3,delight,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_116,d_main_24_09,Self,,Self,Locale_MainScenario:d_main_24_09_116,False,,3,delight,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_117,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_117,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_118,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_118,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_119,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_119,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_120,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_120,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_121,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_121,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_122,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_122,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_123,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_123,True,,3,think,,1,idle,,13,idle,,12,2,1.0,,,,,,,,,,,,,,
d_main_24_09_124,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_124,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_125,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_125,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_126,d_main_24_09,Self,,Self,Locale_MainScenario:d_main_24_09_126,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_127,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_127,True,,3,idle,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_128,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_128,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_129,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_129,True,,3,think,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_130,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_130,True,,3,think,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_131,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_131,True,,3,idle,,1,idle,,13,sad,,30,130,1.0,,,,,,,,,,,,,,
d_main_24_09_132,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_132,True,,3,idle,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,,,,,
d_main_24_09_133,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_133,True,,3,idle,,1,idle,,13,worry,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_134,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_134,True,,3,idle,,1,idle,,13,angry,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_135,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_135,True,,3,idle,,1,idle,,13,angry,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_136,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_136,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_137,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_137,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
d_main_24_09_138,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_138,True,,3,idle,,1,worry,,13,idle,,30,2,2.0,,,,,,,,,,,,,,
d_main_24_09_139,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_139,True,,3,idle,,1,worry,,13,idle,,2,12,1.0,,,,,,,,,,,,,,
d_main_24_09_140,d_main_24_09,Self,,Self,Locale_MainScenario:d_main_24_09_140,False,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_24_09_141,d_main_24_09,Speech,rapi,rapi,Locale_MainScenario:d_main_24_09_141,True,,3,idle,,1,idle,,13,idle,,12,2,1.0,,,,,,,,,,,,,,
d_main_24_09_142,d_main_24_09,Speech,neon,neon,Locale_MainScenario:d_main_24_09_142,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,,,,,,,
d_main_24_09_143,d_main_24_09,Speech,anis,anis,Locale_MainScenario:d_main_24_09_143,True,,3,idle,,1,idle,,13,worry,,2,12,2.0,,,,,,,,,,,,,,
