id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id
d_ex_clothingstore_10_24,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_24,False,,L_100,L_100,1.0,,,phantom,,,1,angry,,,,
d_ex_clothingstore_10_25,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_25,True,,L_100,L_10,2.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_26,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_26,False,,L_10,L_10,1.0,,,phantom,,,1,sad,,,,
d_ex_clothingstore_10_27,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_27,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_28,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_28,False,,L_10,L_10,1.0,,,phantom,,,1,sad,,,,
d_ex_clothingstore_10_29,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_29,True,,L_10,L_10,1.0,,,phantom,phantom,,1,surprise,,,,
d_ex_clothingstore_10_30,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_30,True,,L_10,L_10,1.0,,,phantom,phantom,,1,surprise,,,,
d_ex_clothingstore_10_31,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_31,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_32,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_32,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_33,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_33,False,,L_10,L_10,1.0,,,phantom,,,1,sad,,,,
d_ex_clothingstore_10_34,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_34,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_35,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_35,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_36,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_36,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_37,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_37,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_38,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_38,False,,L_10,L_10,1.0,,,phantom,,,1,sad,,,,
d_ex_clothingstore_10_39,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_39,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,,,
d_ex_clothingstore_10_40,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_40,False,,L_10,L_10,1.0,,,phantom,,,1,sad,,,,
d_ex_clothingstore_10_41,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_41,True,,L_10,L_10,1.0,,,phantom,phantom,,1,surprise,,,,
d_ex_clothingstore_10_42,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_42,True,,L_10,L_10,1.0,,,phantom,phantom,,1,surprise,,,,
d_ex_clothingstore_10_43,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_43,False,,L_10,L_10,1.0,,,phantom,,,1,surprise,,,,
d_ex_clothingstore_10_44,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_44,True,,L_10,L_100,1.0,,,phantom,phantom,,1,idle,,,,
d_ex_clothingstore_10_45,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_45,True,,L_100,L_100,1.0,,,phantom,phantom,,1,idle,,,,
d_ex_clothingstore_10_46,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_46,True,,L_100,L_100,1.0,,,phantom,phantom,,1,angry,,,,
d_ex_clothingstore_10_47,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_47,False,,L_100,L_100,1.0,,,phantom,,,1,angry,,,,
d_ex_clothingstore_10_48,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_48,True,,L_100,L_10,1.0,,,phantom,phantom,,1,angry,,,,
d_ex_clothingstore_10_49,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_49,True,,L_10,L_10,1.0,,,phantom,phantom,,1,angry,,,,
d_ex_clothingstore_10_50,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_50,True,,L_10,L_10,1.0,,,phantom,phantom,,1,angry,,,,
d_ex_clothingstore_10_51,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_51,True,,L_10,L_10,1.0,,,phantom,phantom,,1,angry,,,,
d_ex_clothingstore_10_52,d_ex_clothingstore_10,Narration,Locale_SuddenStory:d_ex_clothingstore_10_52,False,,black,black,1.0,sfx_scn_toyshopbell,,alice,,,1,angry,alice,13,idle,
d_ex_clothingstore_10_53,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_53,True,,L_10,L_10,1.0,,,phantom,phantom,,1,angry,,13,idle,
d_ex_clothingstore_10_54,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_54,False,,L_10,L_10,1.0,,,phantom,,,1,angry,,13,idle,
d_ex_clothingstore_10_55,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_55,True,,L_10,S_130,2.0,,,alice,alice,,1,angry,,13,delight,
d_ex_clothingstore_10_56,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_56,False,,S_130,S_130,1.0,,,alice,,,1,angry,,13,delight,
d_ex_clothingstore_10_57,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_57,True,,S_130,S_130,1.0,,,alice,alice,,1,angry,,13,idle,
d_ex_clothingstore_10_58,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_58,True,,S_130,S_130,1.0,,,alice,alice,,1,angry,,13,idle,
d_ex_clothingstore_10_59,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_59,True,,S_130,12,1.0,,,phantom,phantom,,1,sad,,13,idle,
d_ex_clothingstore_10_60,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_60,True,,12,12,1.0,,,alice,alice,,1,sad,,13,idle,
d_ex_clothingstore_10_61,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_61,True,,12,12,1.0,,,phantom,phantom,,1,sad,,13,idle,
d_ex_clothingstore_10_62,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_62,False,,12,12,1.0,,,phantom,,,1,sad,,13,idle,
d_ex_clothingstore_10_63,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_63,True,,12,12,1.0,,,phantom,phantom,,1,surprise,,13,idle,
d_ex_clothingstore_10_64,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_64,True,,12,12,1.0,,,alice,alice,,1,surprise,,13,delight,
d_ex_clothingstore_10_65,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_65,True,,12,12,1.0,,,phantom,phantom,,1,idle,,13,idle,
d_ex_clothingstore_10_66,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_66,True,,12,12,1.0,,,alice,alice,,1,idle,,13,idle,
d_ex_clothingstore_10_67,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_67,True,,12,12,1.0,,,alice,alice,,1,idle,,13,idle,
d_ex_clothingstore_10_68,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_68,True,,12,12,1.0,,,phantom,phantom,,1,idle,,13,idle,
d_ex_clothingstore_10_69,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_69,True,,12,12,1.0,,,phantom,phantom,,1,idle,,13,idle,
d_ex_clothingstore_10_70,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_70,True,,12,12,1.0,,,alice,alice,,1,idle,,13,delight,
d_ex_clothingstore_10_71,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_71,True,,12,12,1.0,,,alice,alice,,1,idle,,13,idle,
d_ex_clothingstore_10_72,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_72,True,,12,12,1.0,,,phantom,phantom,,1,no,,13,idle,
d_ex_clothingstore_10_73,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_73,True,,12,12,1.0,,,alice,alice,,1,no,,13,idle,
d_ex_clothingstore_10_74,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_74,False,,12,12,1.0,,,alice,,,1,no,,13,idle,
d_ex_clothingstore_10_75,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_75,True,,12,L_10,1.0,,,phantom,phantom,,1,no,,13,idle,
d_ex_clothingstore_10_76,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_76,True,,L_10,S_130,2.0,,,alice,alice,,1,no,,13,surprise,
d_ex_clothingstore_10_77,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_77,True,,S_130,S_130,1.0,,,alice,alice,,1,no,,13,delight,
d_ex_clothingstore_10_78,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_78,True,,L_10,L_10,1.0,,,phantom,phantom,,1,no,,13,idle,
d_ex_clothingstore_10_79,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_79,True,,L_10,L_10,1.0,,,phantom,phantom,,1,no,,13,idle,
d_ex_clothingstore_10_80,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_80,True,,S_130,S_130,1.0,,,alice,alice,,1,no,,13,idle,
d_ex_clothingstore_10_81,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_81,True,,S_130,S_130,1.0,,,alice,alice,,1,no,,13,idle,
d_ex_clothingstore_10_82,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_82,True,,S_130,S_130,1.0,,,alice,alice,,1,no,,13,idle,
d_ex_clothingstore_10_83,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_83,True,,S_130,L_10,1.0,,,phantom,phantom,,1,angry,,13,idle,
d_ex_clothingstore_10_84,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_84,True,,L_10,L_10,1.0,,,phantom,phantom,,1,angry,,13,idle,
d_ex_clothingstore_10_85,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_85,True,,L_10,12,1.0,,,alice,alice,,1,no,,13,surprise,
d_ex_clothingstore_10_86,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_86,True,,12,12,1.0,,,phantom,phantom,,1,no,,13,surprise,
d_ex_clothingstore_10_87,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_87,True,,12,12,1.0,,,phantom,phantom,,1,no,,13,surprise,
d_ex_clothingstore_10_88,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_88,True,,12,12,1.0,,,phantom,phantom,,1,no,,13,surprise,
d_ex_clothingstore_10_89,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_89,False,,12,12,1.0,,,phantom,,,1,no,,13,surprise,
d_ex_clothingstore_10_90,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_90,True,,12,12,1.0,,,alice,alice,,1,no,,13,delight,
d_ex_clothingstore_10_91,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_91,True,,12,12,1.0,,,alice,alice,,1,no,,13,idle,
d_ex_clothingstore_10_92,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_92,True,,12,12,1.0,,,phantom,phantom,,1,smile,,13,idle,
d_ex_clothingstore_10_93,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_93,True,,12,12,1.0,,,phantom,phantom,,1,smile,,13,idle,
d_ex_clothingstore_10_94,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_94,True,,12,12,1.0,,,alice,alice,,1,smile,,13,delight,
d_ex_clothingstore_10_95,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_95,True,,12,12,1.0,,,alice,alice,,1,smile,,13,delight,
d_ex_clothingstore_10_96,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_96,True,,12,12,1.0,,,phantom,phantom,,1,smile,,13,idle,
d_ex_clothingstore_10_97,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_97,True,,12,S_130,1.0,,,alice,alice,,1,idle,,13,idle,
d_ex_clothingstore_10_98,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_98,True,,S_130,S_130,1.0,,,alice,alice,,1,idle,,13,idle,
d_ex_clothingstore_10_99,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_99,True,,S_130,S_130,1.0,,,alice,alice,,1,idle,,13,delight,
d_ex_clothingstore_10_100,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_100,True,,S_130,L_10,1.0,,,phantom,phantom,,1,surprise,,13,idle,
d_ex_clothingstore_10_101,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_101,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,13,idle,
d_ex_clothingstore_10_102,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_102,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,13,idle,
d_ex_clothingstore_10_103,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_103,True,,L_10,L_10,1.0,,,phantom,phantom,,1,sad,,13,idle,
d_ex_clothingstore_10_104,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_104,True,,L_10,12,1.0,,,alice,alice,,1,sad,,13,sad,
d_ex_clothingstore_10_105,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_105,True,,12,12,1.0,,,alice,alice,,1,sad,,13,sad,
d_ex_clothingstore_10_106,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_106,True,,12,12,1.0,,,phantom,phantom,,1,angry,,13,idle,
d_ex_clothingstore_10_107,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_107,True,,12,12,1.0,,,phantom,phantom,,1,no,,13,idle,
d_ex_clothingstore_10_108,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_108,True,,12,12,1.0,,,phantom,phantom,,1,no,,13,idle,
d_ex_clothingstore_10_109,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_109,True,,12,12,1.0,,,alice,alice,,1,no,,13,idle,
d_ex_clothingstore_10_110,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_110,True,,12,12,1.0,,,phantom,phantom,,1,no,,13,idle,
d_ex_clothingstore_10_111,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_111,True,,12,12,1.0,,,alice,alice,,1,smile,,13,delight,
d_ex_clothingstore_10_112,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_112,True,,12,12,1.0,,,alice,alice,,1,smile,,13,delight,
d_ex_clothingstore_10_113,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_113,True,,12,L_10,1.0,,,phantom,phantom,,1,delight,,13,idle,
d_ex_clothingstore_10_114,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_114,True,,L_10,L_10,1.0,,,phantom,phantom,,1,delight,,13,idle,
d_ex_clothingstore_10_115,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_115,False,,L_10,L_10,1.0,,,phantom,,,1,delight,,13,idle,
d_ex_clothingstore_10_116,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_116,True,,L_10,1,1.0,,,phantom,phantom,,1,delight,,13,idle,
d_ex_clothingstore_10_117,d_ex_clothingstore_10,Monologue,Locale_SuddenStory:d_ex_clothingstore_10_117,False,,black,black,1.0,sfx_scn_cape,,phantom,,,1,delight,,13,idle,phantom
d_ex_clothingstore_10_118,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_118,True,,1,13,1.0,,,alice,alice,,,,,13,surprise,
d_ex_clothingstore_10_119,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_119,True,,13,S_130,1.0,,,alice,alice,,,,,13,delight,
d_ex_clothingstore_10_120,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_120,False,,S_130,S_130,1.0,,,alice,,,,,,13,delight,
d_ex_clothingstore_10_121,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_121,True,,S_130,S_130,1.0,,,alice,alice,,,,,13,idle,
d_ex_clothingstore_10_122,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_122,True,,S_130,S_130,1.0,,,alice,alice,,,,,13,idle,
d_ex_clothingstore_10_123,d_ex_clothingstore_10,Speech,Locale_SuddenStory:d_ex_clothingstore_10_123,True,,S_130,S_130,1.0,,,alice,alice,,,,,13,idle,
d_ex_clothingstore_10_124,d_ex_clothingstore_10,Self,Locale_SuddenStory:d_ex_clothingstore_10_124,False,,S_130,S_130,1.0,,,alice,,,,,,13,idle,
