id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,speaker,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id
d_ex_maidcafe_04_19,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_19,True,,1,idle,,XS_10,XS_100,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_20,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_20,True,,1,idle,,XS_100,XS_100,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_21,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_21,True,,1,idle,,XS_100,XS_100,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_22,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_22,False,,1,idle,,XS_100,XS_100,1.0,,,,,,,,,
d_ex_maidcafe_04_23,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_23,True,,1,shy,,XS_100,XS_100,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_24,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_24,True,,1,shy,,XS_100,XS_10,2.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_25,d_ex_maidcafe_04,Narration,Locale_SuddenStory:d_ex_maidcafe_04_25,False,,1,shy,,XS_10,XS_10,1.0,sfx_scn_toyshopbell,,,,,,,,
d_ex_maidcafe_04_26,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_26,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_27,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_27,False,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_ex_maidcafe_04_28,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_28,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_29,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_29,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_30,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_30,True,,1,idle,,XS_10,31,2.0,,blanc,blanc,,blanc,3,idle,,
d_ex_maidcafe_04_31,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_31,False,,1,idle,,31,31,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_32,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_32,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_33,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_33,False,,1,idle,,31,31,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_34,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_34,False,,1,idle,,31,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_35,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_35,False,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_36,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_36,False,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_37,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_37,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_38,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_38,False,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_39,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_39,True,,1,idle,,XS_10,XS_100,0.5,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_40,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_40,True,,1,idle,,XS_100,L_300,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_41,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_41,True,,1,idle,,L_300,L_300,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_42,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_42,True,,1,idle,,L_300,L_300,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_43,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_43,True,,1,idle,,L_300,31,2.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_44,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_44,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_45,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_45,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_46,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_46,False,,1,idle,,31,31,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_47,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_47,False,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_48,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_48,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_49,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_49,False,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_50,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_50,False,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_51,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_51,False,,1,idle,,31,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_52,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_52,False,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_53,d_ex_maidcafe_04,Choice,Locale_SuddenStory:d_ex_maidcafe_04_53,False,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,d_ex_maidcafe_04_55,
d_ex_maidcafe_04_54,d_ex_maidcafe_04,Choice,Locale_SuddenStory:d_ex_maidcafe_04_54,False,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,d_ex_maidcafe_04_57,
d_ex_maidcafe_04_55,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_55,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_56,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_56,False,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,d_ex_maidcafe_04_59,
d_ex_maidcafe_04_57,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_57,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_58,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_58,True,,1,idle,,XS_10,XS_10,1.0,,blanc,blanc,,,3,idle,d_ex_maidcafe_04_59,
d_ex_maidcafe_04_59,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_59,True,,1,idle,,XS_10,XS_100,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_60,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_60,True,,1,idle,,XS_100,XS_100,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_61,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_61,True,,1,idle,,XS_100,XS_100,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_62,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_62,True,,1,idle,,XS_100,XS_100,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_63,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_63,True,,1,idle,,XS_100,31,2.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_64,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_64,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_65,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_65,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_66,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_66,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_67,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_67,False,,1,idle,,31,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_68,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_68,True,,1,delight,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_69,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_69,False,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_70,d_ex_maidcafe_04,Narration,Locale_SuddenStory:d_ex_maidcafe_04_70,False,,1,delight,,black,black,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_71,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_71,True,,1,shy,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_72,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_72,True,,1,shy,,XS_10,L_30,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_73,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_73,False,,1,shy,,L_30,L_30,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_74,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_74,False,,1,shy,,L_30,L_30,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_75,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_75,True,,1,shy,,L_30,L_30,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_76,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_76,True,,1,shy,,L_30,L_300,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_77,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_77,False,,1,shy,,L_300,L_300,1.0,,vesti,vesti,,,3,delight,,
d_ex_maidcafe_04_78,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_78,True,,1,delight,,L_300,31,2.0,,vesti,vesti,,,3,delight,,
d_ex_maidcafe_04_79,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_79,True,,1,delight,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_80,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_80,False,,1,idle,,31,31,1.0,,,,,,3,delight,,
d_ex_maidcafe_04_81,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_81,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_82,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_82,False,,1,idle,,31,31,1.0,,,,,,3,delight,,
d_ex_maidcafe_04_83,d_ex_maidcafe_04,Narration,Locale_SuddenStory:d_ex_maidcafe_04_83,False,,1,idle,,31,31,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_84,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_84,False,,1,idle,,31,31,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_85,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_85,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_86,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_86,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_87,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_87,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_88,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_88,True,,1,idle,,31,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_89,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_89,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_90,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_90,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_91,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_91,True,,1,idle,,XS_10,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_92,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_92,True,,1,idle,,XS_10,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_93,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_93,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_94,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_94,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_95,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_95,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_96,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_96,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_97,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_97,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_98,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_98,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_99,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_99,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_100,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_100,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_101,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_101,True,,1,delight,,31,31,1.0,,vesti,vesti,,,3,delight,,
d_ex_maidcafe_04_102,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_102,True,,1,delight,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_103,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_103,True,,1,idle,,31,31,1.0,,vesti,vesti,,,3,delight,,
d_ex_maidcafe_04_104,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_104,True,,1,idle,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_105,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_105,False,,1,idle,,black,black,1.0,,,,,,3,delight,,
d_ex_maidcafe_04_106,d_ex_maidcafe_04,Narration,Locale_SuddenStory:d_ex_maidcafe_04_106,False,,1,idle,,black,black,1.0,,,,none,,3,delight,,
d_ex_maidcafe_04_107,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_107,True,,1,idle,,L_30,L_30,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_108,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_108,True,,1,idle,,L_30,L_30,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_109,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_109,False,,1,idle,,L_30,L_30,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_110,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_110,True,,1,shy,,L_30,XS_10,1.0,,vesti,vesti,,,3,idle,,
d_ex_maidcafe_04_111,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_111,False,,1,shy,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_ex_maidcafe_04_112,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_112,True,,1,shy,,XS_10,31,1.0,,blanc,blanc,bgm_story_impression,,3,delight,,
d_ex_maidcafe_04_113,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_113,False,,1,shy,,31,31,1.0,,vesti,vesti,,,3,delight,,
d_ex_maidcafe_04_114,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_114,True,,1,shy,,31,31,1.0,,vesti,vesti,,,3,delight,,
d_ex_maidcafe_04_115,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_115,True,,1,shy,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_116,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_116,True,,1,shy,,31,31,1.0,,blanc,blanc,,,3,delight,,
d_ex_maidcafe_04_117,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_117,True,,1,shy,,31,31,1.0,,vesti,vesti,,,3,delight,,
d_ex_maidcafe_04_118,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_118,True,,1,shy,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_119,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_119,True,,1,shy,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_120,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_120,True,,1,shy,,31,31,1.0,,blanc,blanc,,,3,idle,,
d_ex_maidcafe_04_121,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_121,False,,1,shy,,31,31,1.0,,,,,,3,idle,,blanc
d_ex_maidcafe_04_122,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_122,True,,1,shy,,31,XS_10,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_123,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_123,True,,1,delight,,XS_10,XS_10,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_124,d_ex_maidcafe_04,Speech,Locale_SuddenStory:d_ex_maidcafe_04_124,True,,1,delight,,XS_10,XS_100,1.0,,vesti,vesti,,,,,,
d_ex_maidcafe_04_125,d_ex_maidcafe_04,Self,Locale_SuddenStory:d_ex_maidcafe_04_125,False,,1,delight,,XS_100,XS_100,1.0,,,,,,,,,
d_ex_maidcafe_04_126,d_ex_maidcafe_04,Monologue,Locale_SuddenStory:d_ex_maidcafe_04_126,False,,1,delight,,black,black,1.0,,,,,,,,,
