id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_29_02_e_21,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_21,True,,14,14,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,angry,
d_main_29_02_e_22,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_22,True,,14,14,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,angry,
d_main_29_02_e_23,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_23,True,,14,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,sorry,,,15,angry,
d_main_29_02_e_24,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_24,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,sorry,,,15,angry,
d_main_29_02_e_25,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_25,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,sorry,,,15,angry,
d_main_29_02_e_26,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_26,True,,S_130,S_130,1.0,,,,,,OP_rightup,sad,,,5,idle,,3,idle,,1,void,,13,sorry,,,15,angry,
d_main_29_02_e_27,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_27,True,,S_130,S_130,1.0,,,,,,OP_rightup,sad,,,5,idle,,3,idle,,1,void,,13,sorry,,,15,angry,
d_main_29_02_e_28,d_main_29_02_e,Self,trony_op_r,,Locale_MainScenario:d_main_29_02_e_28,False,,S_130,S_130,1.0,,,,,,OP_rightup,sad,,,5,idle,,3,idle,,1,void,,13,sorry,,,15,idle,
d_main_29_02_e_29,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_29,True,,S_130,S_130,1.0,,,,,,OP_rightup,idle,,,5,idle,,3,idle,,1,void,,13,sorry,,,15,idle,
d_main_29_02_e_30,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_30,True,,S_130,S_130,1.0,,,,,,OP_rightup,idle,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_31,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_31,True,,S_130,S_130,1.0,,,,,,OP_rightup,idle,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_32,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_32,True,,S_130,S_130,1.0,,,,,,OP_rightup,shy,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_33,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_33,True,,S_130,S_130,1.0,,,,,,OP_rightup,shy,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_34,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_34,True,,S_130,S_130,1.0,,,,,,OP_rightup,shy,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_35,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_35,True,,S_130,S_130,1.0,,,,,,OP_rightup,shy,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_36,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_36,True,,S_130,S_130,1.0,,,,,,OP_rightup,shy,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_37,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_37,True,,S_130,S_130,1.0,,,,,,OP_rightup,shy,,,5,idle,,3,idle,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_38,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_38,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_39,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_39,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_40,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_40,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_41,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_41,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_42,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_42,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_43,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_43,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_44,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_44,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_45,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_45,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_46,d_main_29_02_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_e_46,True,,S_130,S_130,1.0,,,,,,OP_rightup,think,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_47,d_main_29_02_e,Speech,anis,anis,Locale_MainScenario:d_main_29_02_e_47,True,,S_130,12,1.0,,,,,,OP_rightup,think,trony_op_r,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_48,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_48,True,,12,12,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,surprise,,,15,idle,
d_main_29_02_e_49,d_main_29_02_e,Speech,anis,anis,Locale_MainScenario:d_main_29_02_e_49,True,,12,12,1.0,,,,,,,,,,5,idle,,3,idle,,1,idle,,13,surprise,,,15,idle,
d_main_29_02_e_50,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_50,True,,12,12,1.0,,,,,,,,,,5,idle,,3,idle,,1,idle,,13,delight,,,15,idle,
d_main_29_02_e_51,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_51,True,,12,12,1.0,,,,,,,,,,5,idle,,3,idle,,1,idle,,13,delight,,,15,idle,
d_main_29_02_e_52,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_52,True,,12,12,1.0,,,,,,,,,,5,idle,,3,idle,,1,idle,,13,shy,,,15,idle,
d_main_29_02_e_53,d_main_29_02_e,Speech,anis,anis,Locale_MainScenario:d_main_29_02_e_53,True,,12,12,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_54,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_54,True,,12,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_55,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_55,True,,4,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_56,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_56,True,,4,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_57,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_57,True,,4,4,1.0,,,,,,,,,,5,idle,,3,surprise,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_58,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_58,True,,4,4,1.0,,,,,,,,,,5,idle,,3,surprise,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_59,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_59,True,,4,S_30,1.0,,,,,,,,,,5,idle,,3,worry,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_60,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_60,True,,S_30,S_30,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_61,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_61,True,,S_30,S_30,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_62,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_62,True,,S_30,S_30,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_63,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_63,True,,13,13,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,no,,,15,idle,
d_main_29_02_e_64,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_64,True,,S_30,S_30,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,no,,,15,idle,
d_main_29_02_e_65,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_65,True,,13,S_130,0.6,,,Low_2,,,,,,,5,idle,,3,idle,,1,void,,13,no,,,15,idle,
d_main_29_02_e_66,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_66,True,,50,50,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,no,,,15,idle,
d_main_29_02_e_67,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_67,True,,S_130,S_1300,0.6,,,Low_2,,,,,,,5,idle,,3,idle,,1,void,,13,surprise,,,15,idle,
d_main_29_02_e_68,d_main_29_02_e,Self,fragile,,Locale_MainScenario:d_main_29_02_e_68,False,,S_1300,S_1300,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,surprise,,,15,idle,
d_main_29_02_e_69,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_69,True,,S_1300,S_1300,1.0,,,Low_2,,,,,,,5,idle,,3,idle,,1,void,,13,angry,,,15,idle,
d_main_29_02_e_70,d_main_29_02_e,Self,fragile,,Locale_MainScenario:d_main_29_02_e_70,False,,S_1300,S_1300,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,angry,,,15,idle,
d_main_29_02_e_71,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_71,True,,S_1300,S_1300,1.0,,,,,,,,,,5,idle,,3,surprise,,1,void,,13,angry,,,15,idle,
d_main_29_02_e_72,d_main_29_02_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_e_72,True,,S_1300,13,1.0,,,,,,,,,,5,idle,,3,surprise,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_73,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_73,True,,13,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_74,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_74,True,,4,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,shy,,,15,idle,
d_main_29_02_e_75,d_main_29_02_e,Self,rapi,,Locale_MainScenario:d_main_29_02_e_75,False,,4,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_76,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_76,True,,4,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_77,d_main_29_02_e,Self,rapi,,Locale_MainScenario:d_main_29_02_e_77,False,,4,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_78,d_main_29_02_e,Self,rapi,,Locale_MainScenario:d_main_29_02_e_78,False,,4,4,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_79,d_main_29_02_e,Speech,anis,anis,Locale_MainScenario:d_main_29_02_e_79,True,,4,2,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_80,d_main_29_02_e,Speech,anis,anis,Locale_MainScenario:d_main_29_02_e_80,True,,2,2,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_81,d_main_29_02_e,Self,anis,,Locale_MainScenario:d_main_29_02_e_81,False,,2,2,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_82,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_82,True,,2,50,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_83,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_83,True,,50,50,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_84,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_84,True,,50,50,1.0,,,,,,,,,,5,think,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_85,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_85,True,,50,50,1.0,,,,,,,,,,5,think,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_86,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_86,True,,50,50,1.0,,,,,,,,,,5,think,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_87,d_main_29_02_e,Self,rapi,,Locale_MainScenario:d_main_29_02_e_87,False,,50,50,1.0,,,,,,,,,,5,think,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_88,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_88,True,,50,50,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_89,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_89,True,,50,50,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_90,d_main_29_02_e,Self,rapi,,Locale_MainScenario:d_main_29_02_e_90,False,,50,50,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_91,d_main_29_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_02_e_91,False,,50,5,1.0,,,,,,,,,,5,worry,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_92,d_main_29_02_e,Self,rapi,,Locale_MainScenario:d_main_29_02_e_92,False,,5,5,1.0,,,,,shifty,OP_leftup,idle,,,5,worry,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_93,d_main_29_02_e,Speech,shifty,shifty,Locale_MainScenario:d_main_29_02_e_93,True,,5,5,1.0,,,,,,OP_leftup,idle,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_94,d_main_29_02_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_02_e_94,True,,XS_150,XS_150,1.0,,,,,,OP_leftup,idle,shifty,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,
d_main_29_02_e_95,d_main_29_02_e,Narration,drilley,,Locale_MainScenario:d_main_29_02_e_95,False,,XS_150,15,1.0,,,,sfx_scn_runaway,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,15,idle,drilley
d_main_29_02_e_96,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_96,True,,2,2,1.0,,,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,,,,
d_main_29_02_e_97,d_main_29_02_e,Speech,neon,neon,Locale_MainScenario:d_main_29_02_e_97,True,,2,2,1.0,,,,,,,,,,5,idle,,3,no,,1,void,,13,idle,,,,,
d_main_29_02_e_98,d_main_29_02_e,Speech,anis,anis,Locale_MainScenario:d_main_29_02_e_98,True,,2,2,1.0,,,,,,,,,,5,idle,,3,no,,1,no,,13,idle,,,,,
