id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/4/hide_char_id,characters/5/hide_char_id,play_sound
d_main_37_06_s_49,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_49,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_50,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_50,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_51,d_main_37_06_s,Self,rapi_red,,Locale_MainScenario:d_main_37_06_s_51,False,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_52,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_52,True,,3,delight,,1,idle,,13,idle,,30,30,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_53,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_53,True,,3,idle,,1,idle,,13,idle,,30,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_54,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_54,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_55,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_55,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_56,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_56,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_57,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_57,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_58,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_58,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_59,d_main_37_06_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_06_s_59,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_60,d_main_37_06_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_06_s_60,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_61,d_main_37_06_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_06_s_61,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_62,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_62,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_63,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_63,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_64,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_64,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_65,d_main_37_06_s,Self,rapi_red,,Locale_MainScenario:d_main_37_06_s_65,False,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_66,d_main_37_06_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_06_s_66,True,,3,idle,,1,delight,,13,idle,,3,12,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_67,d_main_37_06_s,Speech,drake,drake,Locale_MainScenario:d_main_37_06_s_67,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_68,d_main_37_06_s,Monologue,drake,,Locale_MainScenario:d_main_37_06_s_68,False,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,laplace,drake,
d_main_37_06_s_69,d_main_37_06_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_06_s_69,True,,3,idle,,,,,,,,12,3,1.5,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_70,d_main_37_06_s,Self,rapi_red,,Locale_MainScenario:d_main_37_06_s_70,False,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,,,,,,,,,
d_main_37_06_s_71,d_main_37_06_s,Speech,anchor_op_r,anchor_op_r,Locale_MainScenario:d_main_37_06_s_71,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,anchor_op_r,OP_rightup,idle,,,,,,,
d_main_37_06_s_72,d_main_37_06_s,Speech,anchor_op_r,anchor_op_r,Locale_MainScenario:d_main_37_06_s_72,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle_02,,,,,,,,,OP_rightup,idle,,,,,,,
d_main_37_06_s_73,d_main_37_06_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_06_s_73,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle,,,,,,,,,OP_rightup,idle,,,,,,,
d_main_37_06_s_74,d_main_37_06_s,Speech,anchor_op_r,anchor_op_r,Locale_MainScenario:d_main_37_06_s_74,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle,,,,,,,,,OP_rightup,idle,,,,,,,
d_main_37_06_s_75,d_main_37_06_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_06_s_75,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle,,,,,,,,,OP_rightup,idle,,,,,,,
d_main_37_06_s_76,d_main_37_06_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_06_s_76,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle,,,,,,,,,OP_rightup,idle,,,,,,,
d_main_37_06_s_77,d_main_37_06_s,Speech,anchor_op_r,anchor_op_r,Locale_MainScenario:d_main_37_06_s_77,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle,,,,,,,,,OP_rightup,idle,,,,,,,
d_main_37_06_s_78,d_main_37_06_s,Speech,helm_op,helm_op,Locale_MainScenario:d_main_37_06_s_78,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,idle,,,,,helm_op,OP_centerup,no,,OP_rightup,idle,,,,,,,
d_main_37_06_s_79,d_main_37_06_s,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_37_06_s_79,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,delight,,,,,,OP_centerup,no,,OP_rightup,idle,,,,,,,
d_main_37_06_s_80,d_main_37_06_s,Speech,anchor_op_r,anchor_op_r,Locale_MainScenario:d_main_37_06_s_80,True,,3,idle,,,,,,,,3,3,1.0,,,OP_leftup,delight,,,,,,OP_centerup,no,,OP_rightup,delight,,,,,,,
d_main_37_06_s_81,d_main_37_06_s,Narration,anchor_op_r,,Locale_MainScenario:d_main_37_06_s_81,False,,3,idle,,,,,,,,black,black,1.0,,,OP_leftup,delight,maxwell_op,,,,,OP_centerup,no,,OP_rightup,delight,,helm_op,anchor_op_r,,,,sfx_scn_3darkwaterexp
d_main_37_06_s_82,d_main_37_06_s,Monologue,anchor_op_r,,Locale_MainScenario:d_main_37_06_s_82,False,,3,idle,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
d_main_37_06_s_83,d_main_37_06_s,Monologue,anchor_op_r,,Locale_MainScenario:d_main_37_06_s_83,False,,3,idle,,,,,,,,black,black,1.0,bgm_chapter37_field_swarmnest_b,,,,,,,,,,,,,,,,,,,,
