id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,characters/1/hide_char_id,characters/0/hide_char_id
d_ex_shopping_11_23,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_23,True,,1,angry,,113,113,1.0,,,13,idle,,,,
d_ex_shopping_11_24,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_24,True,,1,no,,113,113,1.0,,,13,idle,,,,
d_ex_shopping_11_25,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_25,True,,1,idle,,113,113,1.0,,,13,idle,,,,
d_ex_shopping_11_26,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_26,True,,1,idle,,113,113,1.0,,,13,idle,,,,
d_ex_shopping_11_27,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_27,True,,1,idle,,113,113,1.0,,,13,idle,,,,
d_ex_shopping_11_28,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_28,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_29,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_29,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_30,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_30,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_31,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_31,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_32,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_32,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_33,d_ex_shopping_11,Self,ein,,Locale_SuddenStory:d_ex_shopping_11_33,False,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_34,d_ex_shopping_11,Self,ein,,Locale_SuddenStory:d_ex_shopping_11_34,False,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_35,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_35,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_36,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_36,True,,1,idle,,1300,130,1.0,,,13,delight,black,,,
d_ex_shopping_11_37,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_37,True,,1,idle,,130,130,1.0,,,13,delight,,,,
d_ex_shopping_11_38,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_38,True,,1,idle,,130,113,1.0,,,13,delight,,,,
d_ex_shopping_11_39,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_39,True,,1,idle,,113,113,1.0,,,13,idle,,,,
d_ex_shopping_11_40,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_40,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_41,d_ex_shopping_11,Self,ein,,Locale_SuddenStory:d_ex_shopping_11_41,False,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_42,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_42,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_43,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_43,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_44,d_ex_shopping_11,Narration,,,Locale_SuddenStory:d_ex_shopping_11_44,False,,1,idle,,black,black,1.0,,,13,surprise,,sfx_scn_run,,
d_ex_shopping_11_45,d_ex_shopping_11,Monologue,,,Locale_SuddenStory:d_ex_shopping_11_45,False,,1,idle,,black,black,1.0,,,13,surprise,,,ein,
d_ex_shopping_11_46,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_46,True,,1,idle,,100,100,1.0,,,,,,,,
d_ex_shopping_11_47,d_ex_shopping_11,Self,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_47,False,,1,idle,,100,100,1.0,,,,,,,,
d_ex_shopping_11_48,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_48,True,,1,idle,,1300,1300,1.0,,ein,13,surprise,black,,,
d_ex_shopping_11_49,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_49,True,,1,idle,,1300,130,1.0,,,13,surprise,,,,
d_ex_shopping_11_50,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_50,True,,1,idle,,130,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_51,d_ex_shopping_11,Self,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_51,False,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_52,d_ex_shopping_11,Monologue,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_52,False,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_53,d_ex_shopping_11,Monologue,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_53,False,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_54,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_54,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_55,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_55,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_56,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_56,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_57,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_57,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_58,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_58,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_59,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_59,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_60,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_60,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_61,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_61,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_62,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_62,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_63,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_63,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_64,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_64,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_65,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_65,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_66,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_66,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_67,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_67,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_68,d_ex_shopping_11,Narration,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_68,False,,1,idle,,black,black,1.0,,,13,delight,,sfx_scn_paperwiggle,,
d_ex_shopping_11_69,d_ex_shopping_11,Monologue,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_69,False,,1,idle,,black,black,1.0,,,13,delight,,,,
d_ex_shopping_11_70,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_70,True,,1,idle,,1300,1300,1.0,,,13,delight,,,,
d_ex_shopping_11_71,d_ex_shopping_11,Self,ein,,Locale_SuddenStory:d_ex_shopping_11_71,False,,1,idle,,1300,100,1.0,,,13,delight,,,,
d_ex_shopping_11_72,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_72,False,,1,idle,,100,100,1.0,,,13,delight,,,,
d_ex_shopping_11_73,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_73,True,,1,no,,100,10,1.0,,,13,delight,,,,
d_ex_shopping_11_74,d_ex_shopping_11,Narration,ein,,Locale_SuddenStory:d_ex_shopping_11_74,False,,1,no,,black,black,1.0,,,13,delight,,,,
d_ex_shopping_11_75,d_ex_shopping_11,Narration,ein,,Locale_SuddenStory:d_ex_shopping_11_75,False,,1,no,,black,black,1.0,,,13,delight,,,,
d_ex_shopping_11_76,d_ex_shopping_11,Narration,ein,,Locale_SuddenStory:d_ex_shopping_11_76,False,,1,idle,,black,black,1.0,,,13,delight,,,,
d_ex_shopping_11_77,d_ex_shopping_11,Monologue,ein,,Locale_SuddenStory:d_ex_shopping_11_77,False,,1,idle,,black,black,1.0,,,13,delight,,,,
d_ex_shopping_11_78,d_ex_shopping_11,Monologue,ein,,Locale_SuddenStory:d_ex_shopping_11_78,False,,1,idle,,black,black,1.0,,,13,delight,,,,
d_ex_shopping_11_79,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_79,True,,1,idle,,130,1300,0.5,,,13,shy,,,,
d_ex_shopping_11_80,d_ex_shopping_11,Self,ein,,Locale_SuddenStory:d_ex_shopping_11_80,False,,1,idle,,1300,100,1.0,,,13,shy,,,,
d_ex_shopping_11_81,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_81,False,,1,idle,,100,100,1.0,,,13,shy,,,,
d_ex_shopping_11_82,d_ex_shopping_11,Self,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_82,False,,1,idle,,100,10,1.0,,,13,shy,,,,
d_ex_shopping_11_83,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_83,True,,1,surprise,,10,10,1.0,,,13,shy,,,,
d_ex_shopping_11_84,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_84,True,,1,idle,,10,10,1.0,,,13,shy,,,,
d_ex_shopping_11_85,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_85,True,,1,idle,,10,10,1.0,,,13,shy,,,,
d_ex_shopping_11_86,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_86,True,,1,idle,,10,113,1.0,,,13,shy,,,,
d_ex_shopping_11_87,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_87,True,,1,idle,,113,113,1.0,,,13,shy,,,,
d_ex_shopping_11_88,d_ex_shopping_11,Self,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_88,False,,1,idle,,113,113,1.0,,,13,shy,,,,
d_ex_shopping_11_89,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_89,True,,1,idle,,113,113,1.0,,,13,shy,,,,
d_ex_shopping_11_90,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_90,True,,1,idle,,113,113,1.0,,,13,shy,,,,
d_ex_shopping_11_91,d_ex_shopping_11,Self,eunhwa_t,,Locale_SuddenStory:d_ex_shopping_11_91,False,,1,idle,,113,113,1.0,,,13,shy,,,,
d_ex_shopping_11_92,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_92,True,,1,idle,,10,100,0.7,,,13,shy,,,,
d_ex_shopping_11_93,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_93,False,,1,idle,,100,1300,1.0,,,13,idle,,,,
d_ex_shopping_11_94,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_94,False,,1,idle,,1300,1300,1.0,,,13,idle,,,,
d_ex_shopping_11_95,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_95,True,,1,idle,,1300,130,1.0,,,13,delight,,,,
d_ex_shopping_11_96,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_96,True,,1,idle,,130,113,1.0,,,13,delight,,,,
d_ex_shopping_11_97,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_97,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_98,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_98,True,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_99,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_99,False,,1,idle,,113,113,1.0,,,13,delight,,,,
d_ex_shopping_11_100,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_100,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_101,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_101,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_102,d_ex_shopping_11,Speech,eunhwa_t,eunhwa_t,Locale_SuddenStory:d_ex_shopping_11_102,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_103,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_103,True,,1,idle,,113,113,1.0,,,13,surprise,,,,
d_ex_shopping_11_104,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_104,True,,1,idle,,113,13,1.0,,,13,surprise,,,,eunhwa_t
d_ex_shopping_11_105,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_105,True,,,,,13,13,1.0,,,13,surprise,,,,
d_ex_shopping_11_106,d_ex_shopping_11,Narration,ein,,Locale_SuddenStory:d_ex_shopping_11_106,False,,,,,13,130,1.0,,,13,surprise,,,,
d_ex_shopping_11_107,d_ex_shopping_11,Monologue,ein,,Locale_SuddenStory:d_ex_shopping_11_107,False,,,,,130,130,1.0,,,13,surprise,,,,
d_ex_shopping_11_108,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_108,True,,,,,130,1300,0.5,,,13,surprise,,,,
d_ex_shopping_11_109,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_109,True,,,,,1300,1300,1.0,,,13,surprise,,,,
d_ex_shopping_11_110,d_ex_shopping_11,Speech,ein,ein,Locale_SuddenStory:d_ex_shopping_11_110,True,,,,,1300,1300,1.0,,,13,surprise,,,,
d_ex_shopping_11_111,d_ex_shopping_11,Narration,ein,,Locale_SuddenStory:d_ex_shopping_11_111,False,,,,,black,black,1.0,,,13,surprise,,,,
d_ex_shopping_11_112,d_ex_shopping_11,Narration,ein,,Locale_SuddenStory:d_ex_shopping_11_112,False,,,,,black,black,1.0,,,13,surprise,,,,
