id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/2/hide_char_id
d_ex_flowerpark_05_13,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_13,True,,2,2,1.0,,,julia,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_14,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_14,True,,2,2,1.0,,,julia,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_15,d_ex_flowerpark_05,Monologue,julia,Locale_SuddenStory:d_ex_flowerpark_05_15,False,,black,black,1.0,,,,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_16,d_ex_flowerpark_05,Monologue,julia,Locale_SuddenStory:d_ex_flowerpark_05_16,False,,black,black,1.0,,,,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_17,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_17,True,,2,2,1.0,,,trina,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_18,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_18,True,,2,2,1.0,,,trina,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_19,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_19,True,,2,2,1.0,,,trina,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_20,d_ex_flowerpark_05,Self,trina,Locale_SuddenStory:d_ex_flowerpark_05_20,False,,2,2,1.0,,,,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_21,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_21,True,,2,2,1.0,,,julia,,1,delight,,3,delight,,,,,
d_ex_flowerpark_05_22,d_ex_flowerpark_05,Narration,julia,Locale_SuddenStory:d_ex_flowerpark_05_22,False,,2,2,1.0,,sfx_scn_bushshake,,,1,think2,,3,idle,,,,,
d_ex_flowerpark_05_23,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_23,True,,S_130,S_130,1.0,,,k,,1,think2,,3,idle,k,13,surprise,,
d_ex_flowerpark_05_24,d_ex_flowerpark_05,Self,k,Locale_SuddenStory:d_ex_flowerpark_05_24,False,,S_130,S_130,1.0,,,,,1,think2,,3,idle,,13,surprise,,
d_ex_flowerpark_05_25,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_25,True,,S_130,12,1.0,,,trina,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_26,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_26,True,,12,12,1.0,,,k,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_27,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_27,True,,12,12,1.0,,,k,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_28,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_28,False,,12,12,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_29,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_29,True,,12,12,1.0,,,trina,,1,think2,,3,idle,,13,think,,
d_ex_flowerpark_05_30,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_30,True,,12,12,1.0,,,trina,,1,think2,,3,idle,,13,think,,
d_ex_flowerpark_05_31,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_31,True,,12,12,1.0,,,k,,1,think2,,3,idle,,13,idle,,
d_ex_flowerpark_05_32,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_32,True,,12,12,1.0,,,trina,,1,idle,,3,idle,,13,idle,,
d_ex_flowerpark_05_33,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_33,True,,12,2,1.0,,,julia,,1,idle,,3,think,,13,idle,,
d_ex_flowerpark_05_34,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_34,True,,2,2,1.0,,,julia,,1,idle,,3,think,,13,idle,,
d_ex_flowerpark_05_35,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_35,True,,S_130,S_130,1.0,,,k,,1,idle,,3,think,,13,idle,,
d_ex_flowerpark_05_36,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_36,False,,S_130,12,0.7,,,,,1,idle,,3,think,,13,surprise,,
d_ex_flowerpark_05_37,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_37,True,,12,12,1.0,,,trina,,1,delight,,3,think,,13,surprise,,
d_ex_flowerpark_05_38,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_38,True,,12,12,1.0,,,k,,1,delight,,3,think,,13,surprise,,
d_ex_flowerpark_05_39,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_39,True,,12,12,1.0,,,trina,,1,delight,,3,think,,13,surprise,,
d_ex_flowerpark_05_40,d_ex_flowerpark_05,Narration,trina,Locale_SuddenStory:d_ex_flowerpark_05_40,False,,12,12,1.0,,sfx_scn_grassrustle,,,1,delight,,3,think,,13,surprise,,
d_ex_flowerpark_05_41,d_ex_flowerpark_05,Monologue,trina,Locale_SuddenStory:d_ex_flowerpark_05_41,False,,12,12,1.0,,,,,1,delight,,3,idle,,13,surprise,,
d_ex_flowerpark_05_42,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_42,True,,12,12,1.0,,,trina,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_43,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_43,True,,12,12,1.0,,,trina,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_44,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_44,True,,12,12,1.0,,,k,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_45,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_45,True,,12,12,1.0,,,k,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_46,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_46,True,,12,L_10,1.5,,,trina,,1,delight,,3,idle,,13,surprise,,
d_ex_flowerpark_05_47,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_47,True,,L_10,L_10,1.0,,,trina,,1,delight,,3,idle,,13,surprise,,
d_ex_flowerpark_05_48,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_48,True,,L_10,L_10,1.0,,,trina,,1,delight,,3,idle,,13,surprise,,
d_ex_flowerpark_05_49,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_49,True,,S_130,S_130,1.0,,,k,,1,delight,,3,idle,,13,surprise,,
d_ex_flowerpark_05_50,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_50,True,,S_30,S_30,1.0,,,julia,,1,delight,,3,idle,,13,surprise,,
d_ex_flowerpark_05_51,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_51,True,,S_130,S_130,1.0,,,k,,1,delight,,3,idle,,13,surprise,,
d_ex_flowerpark_05_52,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_52,True,,S_130,12,1.5,,,k,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_53,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_53,True,,12,12,1.0,,,k,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_54,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_54,True,,12,2,1.0,,,julia,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_55,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_55,True,,2,2,1.0,,,julia,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_56,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_56,True,,2,2,1.0,,,trina,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_57,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_57,True,,S_130,S_130,1.0,,,k,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_58,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_58,True,,S_30,S_30,1.0,,,julia,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_59,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_59,True,,S_130,S_130,1.0,,,k,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_60,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_60,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_61,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_61,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,surprise,,
d_ex_flowerpark_05_62,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_62,True,,S_130,S_130,1.0,,,k,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_63,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_63,True,,S_130,S_130,1.0,,,k,,1,idle,,3,idle,,13,good,,
d_ex_flowerpark_05_64,d_ex_flowerpark_05,Narration,k,Locale_SuddenStory:d_ex_flowerpark_05_64,False,,S_130,S_130,1.0,,sfx_scn_grassrustle,,,1,idle,,3,idle,,13,good,,
d_ex_flowerpark_05_65,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_65,False,,S_130,S_130,1.0,,,,,1,idle,,3,idle,,13,good,,
d_ex_flowerpark_05_66,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_66,True,,S_30,S_30,1.0,,,julia,,1,idle,,3,delight,,13,good,,
d_ex_flowerpark_05_67,d_ex_flowerpark_05,Monologue,julia,Locale_SuddenStory:d_ex_flowerpark_05_67,False,,black,black,1.0,,,,,1,idle,,3,delight,,13,good,,
d_ex_flowerpark_05_68,d_ex_flowerpark_05,Narration,julia,Locale_SuddenStory:d_ex_flowerpark_05_68,False,,2,2,1.0,,,,,1,idle,,3,delight,,13,good,black,
d_ex_flowerpark_05_69,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_69,True,,2,2,1.0,,,trina,,1,delight,,3,delight,,13,good,,
d_ex_flowerpark_05_70,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_70,True,,2,12,1.5,,,k,,1,delight,,3,delight,,13,think,,
d_ex_flowerpark_05_71,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_71,True,,12,12,1.0,,,k,,1,delight,,3,delight,,13,think,,
d_ex_flowerpark_05_72,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_72,True,,S_30,S_30,1.0,,,julia,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_73,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_73,True,,S_30,S_30,1.0,,,julia,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_74,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_74,True,,S_130,S_130,1.0,none,,k,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_75,d_ex_flowerpark_05,Self,k,Locale_SuddenStory:d_ex_flowerpark_05_75,False,,S_130,S_130,1.0,,,,,1,delight,,3,idle,,13,think,,
d_ex_flowerpark_05_76,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_76,True,,L_10,L_10,1.0,,,trina,,1,surprise,,3,idle,,13,think,,
d_ex_flowerpark_05_77,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_77,True,,S_30,S_30,1.0,,,julia,,1,surprise,,3,think,,13,think,,
d_ex_flowerpark_05_78,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_78,True,,S_130,S_130,1.0,,,k,,1,surprise,,3,think,,13,think,,
d_ex_flowerpark_05_79,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_79,True,,S_30,S_30,1.0,,,julia,,1,surprise,,3,think,,13,think,,
d_ex_flowerpark_05_80,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_80,True,,S_30,S_30,1.0,,,julia,,1,surprise,,3,think,,13,think,,
d_ex_flowerpark_05_81,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_81,True,,S_30,S_30,1.0,,,julia,,1,surprise,,3,idle,,13,think,,
d_ex_flowerpark_05_82,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_82,True,,S_130,S_130,1.0,,,k,,1,surprise,,3,idle,,13,think,,
d_ex_flowerpark_05_83,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_83,False,,S_30,S_30,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_84,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_84,False,,black,black,1.0,bgm_story_weare,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_85,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_85,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_86,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_86,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_87,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_87,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_88,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_88,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_89,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_89,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_90,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_90,True,,S_130,S_130,1.0,,,k,,1,idle,,3,idle,,13,think,black,
d_ex_flowerpark_05_91,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_91,False,,S_130,S_130,1.0,,,,,1,idle,,3,idle,,13,think,,
d_ex_flowerpark_05_92,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_92,True,,S_130,S_130,1.0,,,k,,1,idle,,3,idle,,13,good,,
d_ex_flowerpark_05_93,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_93,True,,S_30,S_30,1.0,,,julia,,1,idle,,3,surprise,,13,good,,
d_ex_flowerpark_05_94,d_ex_flowerpark_05,Monologue,julia,Locale_SuddenStory:d_ex_flowerpark_05_94,False,,S_130,13,1.5,,,,,1,idle,,3,surprise,,13,good,,
d_ex_flowerpark_05_95,d_ex_flowerpark_05,Speech,k,Locale_SuddenStory:d_ex_flowerpark_05_95,True,,13,13,1.0,,,k,,1,idle,,3,surprise,,13,idle,,
d_ex_flowerpark_05_96,d_ex_flowerpark_05,Monologue,k,Locale_SuddenStory:d_ex_flowerpark_05_96,False,,13,13,1.0,,,,,1,idle,,3,surprise,,13,idle,,k
d_ex_flowerpark_05_97,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_97,True,,13,2,1.5,,,trina,,1,think2,,3,surprise,,,,,
d_ex_flowerpark_05_98,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_98,True,,2,2,1.0,,,trina,,1,think2,,3,surprise,,,,,
d_ex_flowerpark_05_99,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_99,True,,2,2,1.0,,,julia,,1,think2,,3,idle,,,,,
d_ex_flowerpark_05_100,d_ex_flowerpark_05,Self,julia,Locale_SuddenStory:d_ex_flowerpark_05_100,False,,2,2,1.0,,,,,1,think2,,3,idle,,,,,
d_ex_flowerpark_05_101,d_ex_flowerpark_05,Self,julia,Locale_SuddenStory:d_ex_flowerpark_05_101,False,,2,2,1.0,,,,,1,think2,,3,idle,,,,,
d_ex_flowerpark_05_102,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_102,True,,2,2,1.0,,,julia,,1,think2,,3,delight,,,,,
d_ex_flowerpark_05_103,d_ex_flowerpark_05,Speech,trina,Locale_SuddenStory:d_ex_flowerpark_05_103,True,,2,2,1.0,,,trina,,1,idle,,3,delight,,,,,
d_ex_flowerpark_05_104,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_104,True,,2,2,1.0,,,julia,,1,idle,,3,delight,,,,,
d_ex_flowerpark_05_105,d_ex_flowerpark_05,Speech,julia,Locale_SuddenStory:d_ex_flowerpark_05_105,True,,2,2,1.0,,,julia,,1,idle,,3,delight,,,,,
d_ex_flowerpark_05_106,d_ex_flowerpark_05,Monologue,julia,Locale_SuddenStory:d_ex_flowerpark_05_106,False,,black,black,1.0,,,,,1,idle,,3,delight,,,,,
d_ex_flowerpark_05_107,d_ex_flowerpark_05,Monologue,julia,Locale_SuddenStory:d_ex_flowerpark_05_107,False,,black,black,1.0,,,,,1,idle,,3,delight,,,,,
