id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01,set_filter_02,jump_target,fade
d_ex_mysteryclub_03_13,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_13,True,,1315,1,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_14,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_14,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_15,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_15,True,,1,1315,1.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_16,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_16,True,,1315,1,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_17,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_17,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_18,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_18,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_19,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_19,True,,1,10,0.5,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_20,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_20,True,,150,150,1.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_21,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_21,True,,150,150,1.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,,,,
d_ex_mysteryclub_03_22,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_22,True,,S_130,S_130,1.0,,,yuni,yuni,,1,idle,,13,shy,,15,idle,,,,,,,
d_ex_mysteryclub_03_23,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_23,True,,S_130,1315,1.0,,,yuni,yuni,,1,idle,,13,shy,,15,idle,,,,,,,
d_ex_mysteryclub_03_24,d_ex_mysteryclub_03,Monologue,Locale_SuddenStory:d_ex_mysteryclub_03_24,False,none,1315,1315,1.0,,,yuni,,,1,idle,,13,shy,,15,idle,centi,yuni,mihara,,,,
d_ex_mysteryclub_03_25,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_25,False,,1,1,1.0,sfx_scn_rustydooropen,none,yuni,,,,,,,,,,,,,,,,,
d_ex_mysteryclub_03_26,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_26,True,Corridor,1315,1315,1.0,,,mihara,mihara,centi,1,idle,yuni,13,idle,mihara,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_27,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_27,True,,1315,1315,1315.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_28,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_28,True,,10,100,0.5,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_29,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_29,True,,100,100,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_30,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_30,True,,100,100,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_31,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_31,True,,S_130,S_130,1.0,,,yuni,yuni,,1,surprise,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_32,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_32,True,,10,10,1.0,,,centi,centi,,1,delight,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_33,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_33,True,,10,1,2.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_34,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_34,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_35,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_35,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_36,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_36,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_37,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_37,True,,1,100,0.5,,bgm_story_onlineshopping,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_38,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_38,False,,100,100,1.0,,,centi,,,1,idle,,13,idle,,15,idle,centi,,,Red,Vignetting,,
d_ex_mysteryclub_03_39,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_39,False,,100,100,1.0,sfx_scn_drill,,centi,,,,,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_40,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_40,True,,S_130,S_130,1.0,,,yuni,yuni,,,,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_41,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_41,True,,S_130,S_130,1.0,,,yuni,yuni,,,,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_42,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_42,True,,S_130,S_1300,2.0,,,yuni,yuni,,,,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_43,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_43,True,,1315,1315,1.0,,,mihara,mihara,,,,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_44,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_44,True,,1315,1315,1.0,,,yuni,yuni,,,,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_45,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_45,False,,1315,150,1.0,sfx_scn_hammer,,yuni,,,,,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_46,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_46,True,,150,150,1.0,,,mihara,mihara,,,,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_47,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_47,True,,150,1500,2.0,,,mihara,mihara,,,,,13,idle,,15,shy,,,,Red,Vignetting,,
d_ex_mysteryclub_03_48,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_48,True,,1500,1500,1.0,,,mihara,mihara,,,,,13,idle,,15,shy,,,,Red,Vignetting,,
d_ex_mysteryclub_03_49,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_49,True,,S_1300,S_1300,1.0,,,yuni,yuni,,,,,13,shy,,15,shy,,,,Red,Vignetting,,
d_ex_mysteryclub_03_50,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_50,True,,1,1,1.0,,,centi,centi,centi,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_51,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_51,True,,1,1,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_52,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_52,True,,1,1,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_53,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_53,True,,1,1315,1.0,,,mihara,mihara,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_54,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_54,True,,1315,1315,1.0,,,mihara,mihara,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_55,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_55,True,,1315,1,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_56,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_56,False,,1,1,1.0,,,centi,,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_57,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_57,True,,1315,1315,1.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_58,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_58,True,,1315,1315,1.0,,,yuni,yuni,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_59,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_59,False,,1315,1315,1.0,,,yuni,,,1,idle,,13,idle,,15,idle,,yuni,mihara,Red,Vignetting,,
d_ex_mysteryclub_03_60,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_60,False,,1315,1,1.0,,,yuni,,,1,idle,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_61,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_61,False,,1,1,1.0,,,yuni,,,1,idle,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_62,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_62,True,,1,1,1.0,,,centi,centi,,1,surprise,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_63,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_63,False,,1,1,1.0,,,centi,centi,,1,delight,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_64,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_64,True,,1,1,1.0,,,centi,,,1,delight,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_65,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_65,True,,1,1,1.0,,,centi,centi,,1,surprise,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_66,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_66,True,,1,10,1.0,,,centi,centi,,1,delight,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_67,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_67,True,,10,10,1.0,,,centi,centi,,1,delight,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_68,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_68,False,,10,10,1.0,,,centi,,,1,idle,,,,,,,,,,Red,Vignetting,,
d_ex_mysteryclub_03_69,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_69,True,,10,1315,1.0,,,mihara,mihara,,1,idle,yuni,13,idle,mihara,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_70,d_ex_mysteryclub_03,Monologue,Locale_SuddenStory:d_ex_mysteryclub_03_70,False,,1315,1315,1.0,,,mihara,,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_71,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_71,True,,1315,1315,1.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_72,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_72,True,,1315,1315,1.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_73,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_73,True,,1500,1500,1.0,,,mihara,mihara,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_74,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_74,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_75,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_75,True,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_76,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_76,False,,1,1,1.0,,,centi,,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_77,d_ex_mysteryclub_03,Choice,Locale_SuddenStory:d_ex_mysteryclub_03_77,False,,1,1,1.0,,,centi,,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,d_ex_mysteryclub_03_79,
d_ex_mysteryclub_03_78,d_ex_mysteryclub_03,Choice,Locale_SuddenStory:d_ex_mysteryclub_03_78,False,,1,1,1.0,,,centi,,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,d_ex_mysteryclub_03_94,
d_ex_mysteryclub_03_79,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_79,True,,1,10,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_80,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_80,False,,10,10,1.0,sfx_scn_swallow,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_81,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_81,True,,10,100,0.5,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_82,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_82,True,,100,10,0.5,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_83,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_83,True,,S_130,S_130,1.0,,,yuni,yuni,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_84,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_84,True,,10,10,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_85,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_85,True,,10,10,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_86,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_86,True,,10,100,0.5,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_87,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_87,False,,100,1,1.0,sfx_scn_drill,,centi,,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_88,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_88,False,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_89,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_89,True,,1,10,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_90,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_90,False,,10,10,1.0,,,centi,,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_91,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_91,True,,10,100,0.5,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_92,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_92,True,,100,100,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_93,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_93,True,,100,100,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,d_ex_mysteryclub_03_109,
d_ex_mysteryclub_03_94,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_94,True,,1,10,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_95,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_95,False,,10,10,1.0,sfx_scn_swallow,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_96,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_96,True,,10,100,0.5,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_97,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_97,True,,100,10,0.5,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_98,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_98,True,,150,150,1.0,,,yuni,yuni,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_99,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_99,True,,10,10,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_100,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_100,True,,10,10,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_101,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_101,True,,10,100,0.5,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_102,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_102,False,,100,1,1.0,sfx_scn_drill,,centi,,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_103,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_103,False,,1,1,1.0,,,centi,centi,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_104,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_104,True,,1,10,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_105,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_105,False,,10,10,1.0,,,centi,,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_106,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_106,True,,10,100,0.5,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_107,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_107,True,,100,100,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_108,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_108,True,,100,100,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,d_ex_mysteryclub_03_109,
d_ex_mysteryclub_03_109,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_109,True,,100,100,1.0,,,centi,centi,,1,surprise,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_110,d_ex_mysteryclub_03,Narration,Locale_SuddenStory:d_ex_mysteryclub_03_110,False,,1,1,1.0,,,centi,,,1,idle,,13,idle,,15,idle,,,,Red,Vignetting,,black
d_ex_mysteryclub_03_111,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_111,True,,1,1,1.0,,bgm_story_orangepop,centi,centi,,1,angry,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_112,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_112,True,,1,1,1.0,,,centi,centi,,1,angry,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_113,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_113,True,,1,113,1.0,,,yuni,yuni,,1,angry,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_114,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_114,True,,113,113,1.0,,,yuni,yuni,,1,angry,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_115,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_115,False,,113,113,1.0,,,yuni,,,1,angry,,13,shy,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_116,d_ex_mysteryclub_03,Self,Locale_SuddenStory:d_ex_mysteryclub_03_116,False,,113,113,1.0,,,yuni,,,1,angry,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_117,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_117,True,,113,113,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_118,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_118,True,,113,113,1.0,,,centi,centi,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_119,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_119,True,,113,1315,1.0,,,mihara,mihara,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
d_ex_mysteryclub_03_120,d_ex_mysteryclub_03,Speech,Locale_SuddenStory:d_ex_mysteryclub_03_120,True,,1315,1315,1.0,,,mihara,mihara,,1,delight,,13,idle,,15,idle,,,,Red,Vignetting,,
