id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id,set_camera_shake,characters/3/hide_char_id,play_sound
d_main_29_01_s_29,d_main_29_01_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_01_s_29,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,8,1.0,,,OP_right,idle,,OP_left,idle,,,,,
d_main_29_01_s_30,d_main_29_01_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_01_s_30,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,8,1.0,,,OP_right,idle,,OP_left,idle,,,,,
d_main_29_01_s_31,d_main_29_01_s,Speech,shifty,shifty,Locale_MainScenario:d_main_29_01_s_31,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,8,1.0,,,OP_right,idle,,OP_left,idle,,,,,
d_main_29_01_s_32,d_main_29_01_s,Speech,shifty,shifty,Locale_MainScenario:d_main_29_01_s_32,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,8,1.0,,,OP_right,idle,,OP_left,delight,,,,,
d_main_29_01_s_33,d_main_29_01_s,Speech,shifty,shifty,Locale_MainScenario:d_main_29_01_s_33,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,8,1.0,,,OP_right,idle,,OP_left,pain,,,,,
d_main_29_01_s_34,d_main_29_01_s,Self,shifty,,Locale_MainScenario:d_main_29_01_s_34,False,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,8,1.0,,,OP_right,idle,,OP_left,pain,,,,,
d_main_29_01_s_35,d_main_29_01_s,Speech,shifty,shifty,Locale_MainScenario:d_main_29_01_s_35,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,8,1.0,,,OP_right,idle,,OP_left,sad,,,,,
d_main_29_01_s_36,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_36,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,8,12,1.0,,,OP_right,idle,,OP_left,sad,trony_op_r,shifty,,,
d_main_29_01_s_37,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_37,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_38,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_38,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_39,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_39,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_40,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_40,True,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_41,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_41,True,,5,idle,,3,idle,,1,pain,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_42,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_42,True,,5,idle,,3,idle,,1,pain,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_43,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_43,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_44,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_44,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_45,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_45,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,10,0.6,,,,,,,,,,Low_2,,
d_main_29_01_s_46,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_46,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_29_01_s_47,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_47,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,12,1.0,,,,,,,,,,,,
d_main_29_01_s_48,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_48,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_49,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_49,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_50,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_50,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_51,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_51,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_52,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_52,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,10,0.6,,,,,,,,,,Low_2,,
d_main_29_01_s_53,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_53,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_29_01_s_54,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_54,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_29_01_s_55,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_55,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_29_01_s_56,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_56,False,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,XS_130,1.0,,,,,,,,,,,,
d_main_29_01_s_57,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_57,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
d_main_29_01_s_58,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_58,True,,5,idle,,3,idle,,1,pain,,13,angry,,15,idle,,XS_130,12,1.0,,,,,,,,,,,,
d_main_29_01_s_59,d_main_29_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_29_01_s_59,True,,5,idle,,3,idle,,1,pain,,13,angry,,15,idle,,50,50,1.0,,,,,,,,,,,,
d_main_29_01_s_60,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_60,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,1,10,0.6,,,,,,,,,,,,
d_main_29_01_s_61,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_61,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_29_01_s_62,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_62,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,12,1.0,,,,,,,,,,,,
d_main_29_01_s_63,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_63,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_64,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_64,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_65,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_65,True,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,12,10,0.6,,,,,,,,,,,,
d_main_29_01_s_66,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_66,False,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,10,S_30,1.5,,,,,,,,,,,,
d_main_29_01_s_67,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_67,True,,5,idle,,3,shy,,1,angry,,13,angry,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_68,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_68,True,,5,idle,,3,shy,,13,void,,1,angry,,15,idle,,S_30,2,1.0,,,,,,,,,,,,
d_main_29_01_s_69,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_69,True,,5,idle,,3,shy,,13,void,,1,angry,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_70,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_70,True,,5,idle,,3,shy,,13,void,,1,angry,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_71,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_71,True,,5,idle,,3,idle,,13,void,,1,angry,,15,idle,,2,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_72,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_72,True,,5,idle,,3,idle,,13,void,,1,angry,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_73,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_73,True,,5,idle,,3,idle,,13,void,,1,angry,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_74,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_74,True,,5,idle,,3,idle,,13,void,,1,angry,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_75,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_75,True,,5,idle,,3,idle,,13,void,,1,angry,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_76,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_76,True,,5,idle,,3,idle,,13,void,,1,angry,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_77,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_77,False,,5,idle,,3,idle,,13,void,,1,surprise,,15,idle,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_main_29_01_s_78,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_78,True,,5,idle,,3,idle,,13,void,,1,surprise,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_79,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_79,True,,5,idle,,3,idle,,13,void,,1,surprise,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_80,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_80,True,,5,idle,,3,delight,,13,void,,1,surprise,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_81,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_81,True,,5,idle,,3,delight,,13,void,,1,surprise,,15,idle,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_82,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_82,False,,5,idle,,3,delight,,13,void,,1,surprise,,15,idle,,XS_10,XS_10,1.0,,,,,,,,,,,,
d_main_29_01_s_83,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_83,True,,5,idle,,3,no,,13,void,,1,surprise,,15,idle,,XS_10,2,1.0,,,,,,,,,,,,
d_main_29_01_s_84,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_84,True,,5,idle,,3,no,,13,void,,1,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_85,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_85,True,,5,idle,,3,worry,,13,void,,1,idle,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_86,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_86,True,,5,idle,,3,worry,,13,void,,1,surprise,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_87,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_87,False,,5,idle,,3,idle,,13,void,,1,surprise,,15,idle,,2,12,1.0,,,,,,,,,,,,
d_main_29_01_s_88,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_88,True,,5,idle,,3,idle,,13,worry,,1,surprise,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_89,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_89,True,,5,idle,,3,idle,,13,worry,,1,surprise,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_90,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_90,True,,5,idle,,3,idle,,13,worry,,1,surprise,,15,idle,,12,12,1.0,,,,,,,,,,,,
d_main_29_01_s_91,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_91,True,,5,idle,,3,idle,,13,worry,,1,idle,,15,idle,,12,1,1.0,,,,,,,,,,,,
d_main_29_01_s_92,d_main_29_01_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_01_s_92,True,,5,idle,,3,idle,,13,worry,,1,idle,,15,idle,,1,1,1.0,,,,,,,,,,,,
d_main_29_01_s_93,d_main_29_01_s,Narration,,,Locale_MainScenario:d_main_29_01_s_93,False,,5,idle,,3,idle,,13,worry,,1,idle,,15,idle,,1,XS_10,1.0,,,,,,,,,,,drilley,sfx_scn_walkaway
d_main_29_01_s_94,d_main_29_01_s,Self,,,Locale_MainScenario:d_main_29_01_s_94,False,,5,idle,,3,idle,,1,void,,,,,15,idle,,XS_10,2,1.0,,,,,,,,,,,,
d_main_29_01_s_95,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_95,True,,5,idle,,3,delight,,1,void,,,,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_96,d_main_29_01_s,Speech,anis,anis,Locale_MainScenario:d_main_29_01_s_96,True,,5,idle,,3,delight,,1,no,,,,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_97,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_97,True,,5,idle,,3,delight,,1,no,,,,,15,idle,,2,2,1.0,,,,,,,,,,,,
d_main_29_01_s_98,d_main_29_01_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_01_s_98,True,,5,idle,,3,delight,,1,void,,,,,13,shy,,2,13,1.0,,,,,,,,,,,,
d_main_29_01_s_99,d_main_29_01_s,Speech,neon,neon,Locale_MainScenario:d_main_29_01_s_99,True,,5,idle,,3,idle,,1,void,,,,,13,shy,,S_30,S_30,1.0,,,,,,,,,,,,
d_main_29_01_s_100,d_main_29_01_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_01_s_100,True,,5,idle,,3,idle,,1,void,,,,,13,shy,,13,13,1.0,,,,,,,,,,,,
d_main_29_01_s_101,d_main_29_01_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_01_s_101,True,,5,idle,,3,idle,,1,void,,,,,13,idle,,13,S_130,1.0,,,,,,,,,,,,
