id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_library_06_16,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_16,True,,113,113,1.0,,marciana,marciana,,,1,delight,,13,delight,
d_ex_library_06_17,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_17,False,,113,113,1.0,,,,,,1,delight,,13,delight,
d_ex_library_06_18,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_18,False,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_19,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_19,True,,113,113,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_20,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_20,True,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_21,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_21,True,,113,XS_130,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_22,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_22,True,,XS_130,XS_130,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_23,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_23,True,,XS_130,XS_1300,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_24,d_ex_library_06,Choice,Locale_SuddenStory:d_ex_library_06_24,False,,XS_1300,XS_1300,1.0,,,,d_ex_library_06_26,,1,idle,,13,delight,
d_ex_library_06_25,d_ex_library_06,Choice,Locale_SuddenStory:d_ex_library_06_25,False,,XS_1300,XS_1300,1.0,,,,d_ex_library_06_28,,1,idle,,13,delight,
d_ex_library_06_26,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_26,True,,XS_1300,XS_1300,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_27,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_27,True,,XS_1300,113,2.0,,marciana,marciana,d_ex_library_06_30,,1,delight,,13,delight,
d_ex_library_06_28,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_28,True,,XS_1300,XS_1300,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_29,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_29,True,,XS_1300,113,2.0,,marciana,marciana,d_ex_library_06_30,,1,idle,,13,delight,
d_ex_library_06_30,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_30,False,,113,113,1.0,,,,,,1,idle,,13,delight,
d_ex_library_06_31,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_31,True,,113,113,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_32,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_32,True,,113,113,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_33,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_33,False,,113,113,1.0,,,,,,1,idle,,13,delight,
d_ex_library_06_34,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_34,True,,113,113,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_35,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_35,False,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_36,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_36,False,,113,113,1.0,,,,,,1,idle,,13,delight,
d_ex_library_06_37,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_37,True,,113,XS_130,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_38,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_38,True,,XS_130,XS_130,1.0,,n102,n102,,,1,idle,,13,idle,
d_ex_library_06_39,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_39,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,idle,
d_ex_library_06_40,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_40,True,,XS_130,XS_130,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_41,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_41,True,,XS_130,10,1.0,,marciana,marciana,,,1,delight,,13,delight,
d_ex_library_06_42,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_42,True,,10,10,1.0,,marciana,marciana,,,1,delight,,13,delight,
d_ex_library_06_43,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_43,True,,10,XS_130,1.0,,n102,n102,,,1,delight,,13,idle,
d_ex_library_06_44,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_44,True,,XS_130,XS_130,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_45,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_45,False,,XS_130,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_46,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_46,True,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_47,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_47,True,,113,113,1.0,,n102,n102,,,1,idle,,13,idle,
d_ex_library_06_48,d_ex_library_06,Monologue,Locale_SuddenStory:d_ex_library_06_48,False,,113,113,1.0,,,,,,1,idle,,13,idle,
d_ex_library_06_49,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_49,True,,113,113,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_50,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_50,False,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_51,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_51,False,,113,113,1.0,,,,,,1,idle,,13,delight,
d_ex_library_06_52,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_52,True,,113,113,1.0,,marciana,marciana,,,1,delight,,13,delight,
d_ex_library_06_53,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_53,True,,113,113,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_54,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_54,True,,113,113,1.0,,marciana,marciana,,,1,delight,,13,delight,
d_ex_library_06_55,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_55,True,,113,113,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_56,d_ex_library_06,Monologue,Locale_SuddenStory:d_ex_library_06_56,False,,113,113,1.0,,,,,,1,delight,,13,delight,n102
d_ex_library_06_57,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_57,False,,113,10,2.0,,,,,,1,delight,,,,
d_ex_library_06_58,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_58,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_59,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_59,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_library_06_60,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_60,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_61,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_61,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_library_06_62,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_62,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_63,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_63,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_64,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_64,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_library_06_65,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_65,True,,10,113,2.0,,anne,anne,,,1,idle,n102,13,delight,
d_ex_library_06_66,d_ex_library_06,Monologue,Locale_SuddenStory:d_ex_library_06_66,False,,113,113,1.0,,,,,,1,idle,,13,delight,
d_ex_library_06_67,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_67,False,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_68,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_68,True,,113,113,1.0,,marciana,marciana,,,1,delight,,13,delight,
d_ex_library_06_69,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_69,True,,113,113,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_70,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_70,False,,113,113,1.0,,,,,,1,delight,,13,delight,
d_ex_library_06_71,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_71,False,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_72,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_72,True,,113,113,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_73,d_ex_library_06,Monologue,Locale_SuddenStory:d_ex_library_06_73,False,,black,black,1.0,,,,,,1,idle,,13,delight,
d_ex_library_06_74,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_74,True,,XS_130,XS_130,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_75,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_75,True,,10,10,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_76,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_76,True,,XS_130,XS_130,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_77,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_77,True,,10,10,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_78,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_78,True,,XS_130,XS_130,1.0,,n102,n102,,,1,idle,,13,delight,
d_ex_library_06_79,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_79,True,,10,10,1.0,,marciana,marciana,,,1,idle,,13,delight,
d_ex_library_06_80,d_ex_library_06,Monologue,Locale_SuddenStory:d_ex_library_06_80,False,,black,black,1.0,,,,,,1,idle,,13,delight,
d_ex_library_06_81,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_81,True,,113,113,1.0,,n102,n102,,,1,idle,,13,idle,
d_ex_library_06_82,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_82,True,,113,113,1.0,,marciana,marciana,,,1,idle,,13,idle,
d_ex_library_06_83,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_83,True,,113,113,1.0,,n102,n102,,,1,idle,,13,idle,
d_ex_library_06_84,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_84,False,,113,113,1.0,,marciana,marciana,,,1,idle,,13,idle,
d_ex_library_06_85,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_85,True,,113,113,1.0,,marciana,marciana,,,1,delight,,13,idle,
d_ex_library_06_86,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_86,True,,113,113,1.0,none,n102,n102,,,1,delight,,13,idle,
d_ex_library_06_87,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_87,True,,113,113,1.0,,n102,n102,,,1,delight,,13,idle,
d_ex_library_06_88,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_88,True,,113,113,1.0,,n102,n102,,,1,delight,,13,idle,
d_ex_library_06_89,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_89,True,,113,113,1.0,bgm_story_impression,marciana,marciana,,,1,delight,,13,idle,
d_ex_library_06_90,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_90,False,,113,XS_130,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_91,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_91,False,,XS_130,XS_130,1.0,,,,,,1,delight,,13,delight,
d_ex_library_06_92,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_92,True,,XS_130,XS_130,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_93,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_93,True,,XS_130,XS_1300,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_94,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_94,True,,XS_1300,XS_1300,1.0,,n102,n102,,,1,delight,,13,delight,
d_ex_library_06_95,d_ex_library_06,Monologue,Locale_SuddenStory:d_ex_library_06_95,False,,XS_1300,XS_1300,1.0,,,,,,1,delight,,13,delight,n102
d_ex_library_06_96,d_ex_library_06,Monologue,Locale_SuddenStory:d_ex_library_06_96,False,,XS_1300,100,1.0,,,,,,1,idle,,,,
d_ex_library_06_97,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_97,False,,100,100,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_98,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_98,False,,100,100,1.0,,,,,,1,idle,,,,
d_ex_library_06_99,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_99,True,,100,100,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_100,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_100,False,,100,100,1.0,,,,,,1,idle,,,,
d_ex_library_06_101,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_101,True,,100,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_102,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_102,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_103,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_103,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_104,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_104,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_library_06_105,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_105,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_library_06_106,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_106,False,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_107,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_107,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_108,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_108,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_library_06_109,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_109,True,,10,100,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_110,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_110,False,,100,100,1.0,,,,,,1,idle,,,,
d_ex_library_06_111,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_111,False,,100,100,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_112,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_112,True,,100,100,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_113,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_113,True,,100,100,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_114,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_114,False,,100,100,1.0,,,,,,1,idle,,,,
d_ex_library_06_115,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_115,True,,100,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_116,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_116,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_117,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_117,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_118,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_118,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_119,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_119,True,,10,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_120,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_120,False,,10,10,1.0,,,,,,1,idle,,,,
d_ex_library_06_121,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_121,True,,10,100,1.0,,marciana,marciana,,,1,delight,,,,
d_ex_library_06_122,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_122,True,,100,100,1.0,,marciana,marciana,,,1,delight,,,,
d_ex_library_06_123,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_123,True,,100,100,1.0,,marciana,marciana,,,1,delight,,,,
d_ex_library_06_124,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_124,True,,100,100,1.0,,marciana,marciana,,,1,delight,,,,
d_ex_library_06_125,d_ex_library_06,Choice,Locale_SuddenStory:d_ex_library_06_125,False,,100,100,1.0,,,,d_ex_library_06_127,,1,delight,,,,
d_ex_library_06_126,d_ex_library_06,Choice,Locale_SuddenStory:d_ex_library_06_126,False,,100,100,1.0,,,,d_ex_library_06_129,,1,delight,,,,
d_ex_library_06_127,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_127,True,,100,100,1.0,,marciana,marciana,,,1,delight,,,,
d_ex_library_06_128,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_128,False,,100,100,1.0,,,,d_ex_library_06_131,,1,delight,,,,
d_ex_library_06_129,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_129,True,,100,100,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_130,d_ex_library_06,Self,Locale_SuddenStory:d_ex_library_06_130,False,,100,100,1.0,,,,d_ex_library_06_131,,1,idle,,,,
d_ex_library_06_131,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_131,False,,100,10,1.0,,marciana,marciana,,,1,idle,,,,
d_ex_library_06_132,d_ex_library_06,Speech,Locale_SuddenStory:d_ex_library_06_132,True,,10,10,1.0,,marciana,marciana,,,1,delight,,,,
