id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_observationpost_02_23,d_ex_observationpost_02,Narration,signal,,Locale_SuddenStory:d_ex_observationpost_02_23,False,,XS_100,1,2.0,,sfx_scn_autodooropen,,3,idle,,1,shy,,,,
d_ex_observationpost_02_24,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_24,True,,1,12,1.0,,,,3,idle,,1,idle,mary,13,idle,
d_ex_observationpost_02_25,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_25,True,,12,12,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_26,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_26,True,,12,12,1.0,,,,3,idle,,1,delight,,13,idle,
d_ex_observationpost_02_27,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_27,True,,12,12,1.0,,,,3,idle,,1,delight,,13,idle,
d_ex_observationpost_02_28,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_28,True,,12,12,1.0,,,,3,idle,,1,angry,,13,idle,
d_ex_observationpost_02_29,d_ex_observationpost_02,Self,signal,,Locale_SuddenStory:d_ex_observationpost_02_29,False,,12,12,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_30,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_30,True,,12,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_31,d_ex_observationpost_02,Self,mary,,Locale_SuddenStory:d_ex_observationpost_02_31,False,,XS_130,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_32,d_ex_observationpost_02,Self,mary,,Locale_SuddenStory:d_ex_observationpost_02_32,False,,XS_130,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_33,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_33,True,,XS_130,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_34,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_34,True,,XS_130,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_35,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_35,True,,XS_130,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_36,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_36,True,,XS_130,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_37,d_ex_observationpost_02,Self,mary,,Locale_SuddenStory:d_ex_observationpost_02_37,False,,XS_130,XS_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_38,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_38,True,,XS_130,XS_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_39,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_39,True,,XS_1300,XS_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_40,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_40,True,,XS_1300,XS_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_41,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_41,True,,XS_1300,XS_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_42,d_ex_observationpost_02,Self,mary,,Locale_SuddenStory:d_ex_observationpost_02_42,False,,XS_1300,XS_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_43,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_43,True,,XS_1300,XS_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_44,d_ex_observationpost_02,Speech,mary,mary,Locale_SuddenStory:d_ex_observationpost_02_44,True,,XS_1300,12,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_45,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_45,True,,12,2,1.0,,sfx_scn_autodooropen,,3,idle,,1,idle,,13,idle,mary
d_ex_observationpost_02_46,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_46,True,,2,2,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_47,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_47,True,,2,2,1.0,,,,3,idle,,1,sad,,,,
d_ex_observationpost_02_48,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_48,True,,2,2,1.0,,,,3,idle,,1,sad,,,,
d_ex_observationpost_02_49,d_ex_observationpost_02,Self,signal,,Locale_SuddenStory:d_ex_observationpost_02_49,False,,2,2,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_50,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_50,True,,2,2,1.0,,,,3,idle,,1,shy,,,,
d_ex_observationpost_02_51,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_51,True,,2,2,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_52,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_52,True,,2,2,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_53,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_53,True,,2,2,1.0,,,,3,idle,,1,delight,,,,
d_ex_observationpost_02_54,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_54,False,,2,2,1.0,,,,3,idle,,1,delight,,,,
d_ex_observationpost_02_55,d_ex_observationpost_02,Narration,delta,,Locale_SuddenStory:d_ex_observationpost_02_55,False,,2,2,2.0,,sfx_scn_autodooropen,,3,idle,,1,idle,,,,
d_ex_observationpost_02_56,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_56,True,,2,S_130,0.5,,,,3,idle,,1,idle,laplace,13,angry,
d_ex_observationpost_02_57,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_57,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,delight,
d_ex_observationpost_02_58,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_58,True,,S_130,XS_10,1.0,,,,3,idle,,1,sad,,13,idle,
d_ex_observationpost_02_59,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_59,True,,XS_10,XS_10,1.0,,,,3,idle,,1,sad,,13,idle,
d_ex_observationpost_02_60,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_60,True,,XS_10,S_30,1.0,,,,3,idle,,1,sad,,13,idle,
d_ex_observationpost_02_61,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_61,True,,S_30,S_30,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_62,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_62,True,,S_30,S_300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_63,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_63,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,angry,
d_ex_observationpost_02_64,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_64,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_65,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_65,True,,S_30,S_30,1.0,,,,3,surprise,,1,idle,,13,idle,
d_ex_observationpost_02_66,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_66,True,,S_30,S_30,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_67,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_67,True,,S_130,S_1300,0.5,,,,3,idle,,1,idle,,13,delight,
d_ex_observationpost_02_68,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_68,True,,S_1300,S_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_69,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_69,True,,S_1300,S_1300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_70,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_70,True,,S_30,S_30,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_71,d_ex_observationpost_02,Narration,delta,,Locale_SuddenStory:d_ex_observationpost_02_71,False,,S_30,S_300,2.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_72,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_72,False,,S_300,S_300,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_73,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_73,True,,S_300,S_30,0.5,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_74,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_74,True,,S_1300,S_1300,1.0,,,,3,idle,,1,idle,,13,angry,
d_ex_observationpost_02_75,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_75,True,,S_30,S_30,1.0,,,,3,idle,,1,idle,,13,angry,
d_ex_observationpost_02_76,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_76,True,,S_30,S_30,1.0,,,,3,idle,,1,idle,,13,angry,
d_ex_observationpost_02_77,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_77,True,,S_1300,13,0.5,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_78,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_78,True,,13,13,1.0,,,,3,idle,,1,idle,,13,delight,
d_ex_observationpost_02_79,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_79,True,,13,13,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_80,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_80,True,,13,13,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_81,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_81,True,,13,13,1.0,,,,3,idle,,1,idle,,13,idle,
d_ex_observationpost_02_82,d_ex_observationpost_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_observationpost_02_82,True,,13,S_130,0.5,,,,3,idle,,1,idle,,13,angry,
d_ex_observationpost_02_83,d_ex_observationpost_02,Narration,laplace,,Locale_SuddenStory:d_ex_observationpost_02_83,False,,black,black,1.0,,sfx_scn_windowbreak,,3,surprise,,1,idle,,13,angry,laplace
d_ex_observationpost_02_84,d_ex_observationpost_02,Monologue,delta,,Locale_SuddenStory:d_ex_observationpost_02_84,False,,13,2,1.0,,,,3,surprise,,1,idle,,,,
d_ex_observationpost_02_85,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_85,False,,2,2,1.0,,,,3,surprise,,1,idle,,,,
d_ex_observationpost_02_86,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_86,True,,2,2,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_87,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_87,True,,2,XS_10,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_88,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_88,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_89,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_89,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_90,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_90,True,,XS_10,XS_10,1.0,,,,3,idle,,1,sad,,,,
d_ex_observationpost_02_91,d_ex_observationpost_02,Self,signal,,Locale_SuddenStory:d_ex_observationpost_02_91,False,,XS_10,XS_10,1.0,,,,3,idle,,1,sad,,,,
d_ex_observationpost_02_92,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_92,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,,,
d_ex_observationpost_02_93,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_93,True,,XS_10,XS_10,1.0,,,,3,idle,,1,delight,,,,
d_ex_observationpost_02_94,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_94,True,,XS_10,XS_10,1.0,,,,3,idle,,1,delight,,,,
d_ex_observationpost_02_95,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_95,True,,XS_10,S_30,2.0,,,,3,delight,,1,delight,,,,
d_ex_observationpost_02_96,d_ex_observationpost_02,Self,delta,,Locale_SuddenStory:d_ex_observationpost_02_96,False,,S_30,S_30,1.0,,,,3,delight,,1,delight,,,,
d_ex_observationpost_02_97,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_97,True,,S_30,2,1.0,,,,3,idle,,1,sad,,,,
d_ex_observationpost_02_98,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_98,True,,2,2,1.0,,,,3,idle,,1,shy,,,,
d_ex_observationpost_02_99,d_ex_observationpost_02,Self,signal,,Locale_SuddenStory:d_ex_observationpost_02_99,False,,2,2,1.0,,,,3,idle,,1,shy,,,,
d_ex_observationpost_02_100,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_100,True,,2,2,1.0,,,,3,idle,,1,shy,,,,
d_ex_observationpost_02_101,d_ex_observationpost_02,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_02_101,True,,2,2,1.0,,,,3,idle,,1,shy,,,,
d_ex_observationpost_02_102,d_ex_observationpost_02,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_02_102,True,,2,2,1.0,,,,3,idle,,1,delight,,,,
d_ex_observationpost_02_103,d_ex_observationpost_02,Self,delta,,Locale_SuddenStory:d_ex_observationpost_02_103,False,,2,2,1.0,,,,3,idle,,1,delight,,,,
d_ex_observationpost_02_104,d_ex_observationpost_02,Monologue,,,Locale_SuddenStory:d_ex_observationpost_02_104,False,,black,black,1.0,,,,3,idle,,1,delight,,,,
