id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_background,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,jump_target,conversation_id
d_ex_tower_02_19,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_19,True,XS_130,XS_130,1.0,,,,n102,n102,,1,idle,,13,pain,,,
d_ex_tower_02_20,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_20,False,XS_130,XS_130,1.0,,,,n102,,,1,idle,,13,pain,,,
d_ex_tower_02_21,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_21,True,XS_130,XS_1300,1.0,,,,n102,n102,,1,idle,,13,idle,,,
d_ex_tower_02_22,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_22,True,XS_1300,XS_1300,1.0,,,,n102,n102,,1,idle,,13,idle,,,
d_ex_tower_02_23,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_23,True,XS_1300,XS_1300,1.0,,,,n102,n102,,1,idle,,13,idle,,,
d_ex_tower_02_24,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_24,True,XS_1300,XS_1300,1.0,,,,n102,n102,,1,idle,,13,idle,,,
d_ex_tower_02_25,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_25,True,XS_1300,XS_130,1.0,,,,n102,n102,,1,idle,,13,think,,,
d_ex_tower_02_26,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_26,True,XS_130,XS_130,1.0,,,,n102,n102,,1,idle,,13,think,,,
d_ex_tower_02_27,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_27,False,XS_130,XS_130,1.0,,,,n102,,,1,idle,,13,think,,,
d_ex_tower_02_28,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_28,True,XS_130,113,1.0,,,,guillotine,guillotine,,1,idle,,13,think,,,
d_ex_tower_02_29,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_29,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,think,,,
d_ex_tower_02_30,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_30,True,113,113,1.0,,,,guillotine,guillotine,,1,delight,,13,think,,,
d_ex_tower_02_31,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_31,True,113,113,1.0,,,,guillotine,guillotine,,1,delight,,13,think,,,
d_ex_tower_02_32,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_32,True,113,113,1.0,,,,n102,n102,,1,delight,,13,delight,,,
d_ex_tower_02_33,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_33,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,delight,,,
d_ex_tower_02_34,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_34,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,delight,,,
d_ex_tower_02_35,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_35,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,delight,,,
d_ex_tower_02_36,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_36,False,113,113,1.0,,,,guillotine,,,1,idle,,13,delight,,,
d_ex_tower_02_37,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_37,False,113,XS_130,0.5,,,,guillotine,,,1,idle,,13,delight,,,
d_ex_tower_02_38,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_38,True,XS_130,XS_1300,0.5,,,,n102,n102,,1,idle,,13,pain,,,
d_ex_tower_02_39,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_39,True,XS_1300,XS_1300,1.0,,,,n102,n102,,1,idle,,13,pain,,,
d_ex_tower_02_40,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_40,True,XS_1300,XS_1300,1.0,,,,n102,n102,,1,idle,,13,pain,,,
d_ex_tower_02_41,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_41,True,XS_1300,XS_130,1.0,,,,n102,n102,,1,idle,,13,pain,,,
d_ex_tower_02_42,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_42,False,XS_130,XS_130,1.0,,,,n102,,,1,idle,,13,pain,,,
d_ex_tower_02_43,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_43,False,XS_130,XS_130,1.0,,,,n102,,,1,idle,,13,idle,,,
d_ex_tower_02_44,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_44,True,XS_130,113,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_45,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_45,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_46,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_46,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_47,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_47,True,113,113,1.0,,,,n102,n102,,1,idle,,12,idle,,,
d_ex_tower_02_48,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_48,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_49,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_49,True,113,113,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_50,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_50,True,113,113,1.0,,,,n102,n102,,1,idle,,13,delight,,,
d_ex_tower_02_51,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_51,True,113,113,1.0,,,,n102,n102,,1,angry,,13,delight,,,
d_ex_tower_02_52,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_52,False,black,black,1.0,,,,,,,1,angry,,13,idle,,,
d_ex_tower_02_53,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_53,False,black,black,1.0,,,,,,,1,angry,,13,idle,,,
d_ex_tower_02_54,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_54,False,black,black,1.0,,,,,,,1,angry,,13,idle,,,
d_ex_tower_02_55,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_55,True,XS_10,XS_10,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_56,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_56,True,XS_10,XS_10,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_57,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_57,True,XS_10,XS_10,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_58,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_58,False,XS_10,XS_100,1.0,,,,guillotine,,,1,idle,,13,idle,,,
d_ex_tower_02_59,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_59,True,XS_100,XS_100,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_60,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_60,True,XS_100,XS_100,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_61,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_61,True,XS_100,XS_100,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_62,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_62,True,XS_100,XS_100,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,Low_2,,
d_ex_tower_02_63,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_63,True,XS_1300,XS_1300,1.0,,,,n102,n102,,1,angry,,13,idle,Low_2,,
d_ex_tower_02_64,d_ex_tower_02,Choice,Locale_SuddenStory:d_ex_tower_02_64,False,113,113,1.0,,,,,,,1,angry,,13,idle,,d_ex_tower_02_70,
d_ex_tower_02_65,d_ex_tower_02,Choice,Locale_SuddenStory:d_ex_tower_02_65,False,113,113,1.0,,,,,,,1,angry,,13,idle,,d_ex_tower_02_66,
d_ex_tower_02_66,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_66,True,113,113,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_67,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_67,True,113,113,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_68,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_68,True,113,113,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_69,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_69,False,113,113,1.0,,,,guillotine,,,1,angry,,13,idle,Low_2,,
d_ex_tower_02_70,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_70,False,113,113,1.0,,,sfx_scn_spark,guillotine,,,1,angry,,13,idle,Low_2,,
d_ex_tower_02_71,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_71,False,113,113,1.0,,,,guillotine,,,1,angry,,13,idle,,,
d_ex_tower_02_72,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_72,True,113,113,1.0,,,,guillotine,guillotine,,1,delight,,13,idle,,,
d_ex_tower_02_73,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_73,False,113,113,1.0,,,sfx_scn_heavyspark,guillotine,,,1,delight,,13,idle,,,
d_ex_tower_02_74,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_74,False,113,113,1.0,,,,guillotine,,,1,delight,,13,idle,,,
d_ex_tower_02_75,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_75,True,113,XS_10,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_76,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_76,True,XS_10,XS_10,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_77,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_77,True,XS_10,XS_10,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_78,d_ex_tower_02,Narration,Locale_SuddenStory:d_ex_tower_02_78,False,XS_10,XS_10,1.0,,,sfx_scn_phonevibration,guillotine,,,1,angry,,13,idle,,,
d_ex_tower_02_79,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_79,False,XS_10,XS_10,1.0,,,,guillotine,,,1,angry,,13,idle,,,m_ex_tower_02
d_ex_tower_02_80,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_80,True,XS_10,XS_10,1.0,,,,guillotine,guillotine,,1,idle,,13,idle,,,
d_ex_tower_02_81,d_ex_tower_02,Choice,Locale_SuddenStory:d_ex_tower_02_81,False,XS_10,XS_10,1.0,,,,guillotine,,,1,idle,,13,idle,,d_ex_tower_02_83,
d_ex_tower_02_82,d_ex_tower_02,Choice,Locale_SuddenStory:d_ex_tower_02_82,False,XS_10,XS_10,1.0,,,,guillotine,,,1,idle,,13,idle,,d_ex_tower_02_83,
d_ex_tower_02_83,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_83,False,XS_10,XS_10,1.0,,,,guillotine,,,1,idle,,13,idle,,,
d_ex_tower_02_84,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_84,True,XS_130,XS_130,1.0,,,,n102,n102,,1,idle,,13,delight,,,
d_ex_tower_02_85,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_85,True,XS_100,XS_100,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_86,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_86,True,XS_100,XS_100,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_87,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_87,True,XS_100,XS_100,1.0,,,,guillotine,guillotine,,1,angry,,13,idle,,,
d_ex_tower_02_88,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_88,True,XS_100,113,1.0,,,,n102,n102,,1,angry,,13,delight,,,
d_ex_tower_02_89,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_89,True,113,113,1.0,,,,n102,n102,,1,angry,,13,delight,,,
d_ex_tower_02_90,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_90,True,113,113,1.0,none,,,n102,n102,,1,angry,,13,delight,,,
d_ex_tower_02_91,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_91,True,113,113,1.0,,,,guillotine,guillotine,,1,shy,,13,delight,,,
d_ex_tower_02_92,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_92,True,113,113,1.0,bgm_story_shapeofhope,,,guillotine,guillotine,,1,shy,,13,delight,,,
d_ex_tower_02_93,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_93,True,113,113,1.0,,,,guillotine,guillotine,,1,shy,,13,delight,,,
d_ex_tower_02_94,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_94,True,113,113,1.0,,,,n102,n102,,1,shy,,13,delight,,,
d_ex_tower_02_95,d_ex_tower_02,Self,Locale_SuddenStory:d_ex_tower_02_95,False,113,XS_130,1.0,none,,,n102,,,1,shy,,13,delight,,,
d_ex_tower_02_96,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_96,True,XS_130,XS_130,1.0,,,,n102,n102,,1,shy,,13,delight,,,
d_ex_tower_02_97,d_ex_tower_02,Speech,Locale_SuddenStory:d_ex_tower_02_97,True,XS_130,XS_130,1.0,,,,n102,n102,,1,shy,,13,delight,,,
d_ex_tower_02_98,d_ex_tower_02,Monologue,Locale_SuddenStory:d_ex_tower_02_98,False,black,black,1.0,,,,n102,,,1,shy,,13,delight,,,
