id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/2/hide_char_id,fade,characters/0/hide_char_id,characters/1/hide_char_id
d_ex_maidcafe_08_19,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_19,True,,150,150,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_20,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_20,True,,150,15,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_21,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_21,True,,15,12,1.0,,,1,idle,,13,surprise,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_22,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_22,True,,12,12,1.0,,,1,idle,,13,surprise,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_23,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_23,True,,12,12,1.0,,,1,shy,,13,surprise,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_24,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_24,True,,12,12,1.0,,,1,idle,,13,surprise,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_25,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_25,True,,12,12,1.0,,,1,idle,,13,idle,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_26,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_26,True,,12,12,1.0,,,1,angry,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_27,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_27,True,,12,150,1.0,,,1,idle,,13,idle,,ade,ade,,15,delight,,,,,
d_ex_maidcafe_08_28,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_28,True,,150,150,1.0,,,1,idle,,13,idle,,ade,ade,,15,delight,,,,,
d_ex_maidcafe_08_29,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_29,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_30,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_30,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_31,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_31,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_32,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_32,True,,S_10,15,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_33,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_33,True,,150,150,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_34,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_34,True,,150,12,1.0,,,1,good,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_35,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_35,True,,12,12,1.0,,,1,good,,13,idle,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_36,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_36,True,,12,12,1.0,,,1,good,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_37,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_37,True,,12,14,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_38,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_38,True,,14,14,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_39,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_39,True,,14,12,1.0,,,1,idle,,13,idle,,milk,milk,,15,idle,,ade,,,
d_ex_maidcafe_08_40,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_40,True,,12,12,1.0,,,1,idle,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_41,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_41,True,,12,12,1.0,,,1,idle,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_42,d_ex_maidcafe_08,Self,Locale_SuddenStory:d_ex_maidcafe_08_42,False,,12,12,1.0,,,1,idle,,13,idle,,milk,,,15,idle,,,,,
d_ex_maidcafe_08_43,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_43,True,,12,12,1.0,,,1,idle,,13,idle,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_44,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_44,True,,12,12,1.0,,,1,idle,,13,delight,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_45,d_ex_maidcafe_08,Monologue,Locale_SuddenStory:d_ex_maidcafe_08_45,False,,12,12,1.0,,,1,idle,,13,idle,,sugar,,,15,idle,,,,,
d_ex_maidcafe_08_46,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_46,True,,14,14,1.0,,,1,idle,,13,idle,,ade,ade,ade,15,idle,,,,,
d_ex_maidcafe_08_47,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_47,True,,14,14,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_48,d_ex_maidcafe_08,Narration,Locale_SuddenStory:d_ex_maidcafe_08_48,False,,14,14,1.0,,,1,idle,,13,idle,sfx_scn_putdown,ade,,,15,idle,,,,,
d_ex_maidcafe_08_49,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_49,True,,14,12,1.0,,,1,idle,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_50,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_50,True,,12,12,1.0,,,1,surprise,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_51,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_51,True,,12,12,1.0,,,1,surprise,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_52,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_52,True,,150,150,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_53,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_53,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_54,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_54,True,,S_100,S_100,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_55,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_55,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_56,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_56,True,,150,150,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_57,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_57,True,,150,1500,1.0,,,1,idle,,13,idle,,ade,ade,,15,delight,,,,,
d_ex_maidcafe_08_58,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_58,False,,12,12,1.0,,,1,shy,,13,shy,,sugar,sugar,,15,delight,,,,,
d_ex_maidcafe_08_59,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_59,False,,12,12,1.0,,,1,shy,,13,shy,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_60,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_60,True,,12,12,1.0,,,1,shy,,13,shy,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_61,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_61,True,,12,12,1.0,,,1,shy,,13,shy,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_62,d_ex_maidcafe_08,Narration,Locale_SuddenStory:d_ex_maidcafe_08_62,False,,12,12,1.0,,,1,idle,,13,idle,sfx_scn_slurp,,,,15,delight,,,,,
d_ex_maidcafe_08_63,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_63,False,,12,S_10,1.0,,,1,idle,,13,idle,,milk,milk,,15,delight,Low_2,,,,
d_ex_maidcafe_08_64,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_64,True,,S_10,S_10,1.0,,,1,delight,,13,surprise,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_65,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_65,True,,S_10,S_100,1.0,,,1,delight,,13,surprise,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_66,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_66,True,,XS_130,XS_130,1.0,,,1,delight,,13,surprise,,sugar,sugar,,15,delight,,,,,
d_ex_maidcafe_08_67,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_67,True,,XS_130,XS_1300,1.0,,,1,delight,,13,delight,,sugar,sugar,,15,delight,,,,,
d_ex_maidcafe_08_68,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_68,True,,XS_1300,150,1.0,,,1,delight,,13,delight,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_69,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_69,True,,S_100,S_100,1.0,,,1,idle,,13,delight,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_70,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_70,True,,S_100,S_100,1.0,,,1,idle,,13,delight,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_71,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_71,True,,150,150,1.0,,,1,idle,,13,delight,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_72,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_72,True,,150,150,1.0,,,1,idle,,13,delight,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_73,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_73,True,,13,XS_130,1.0,,,1,shy,,13,delight,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_74,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_74,False,,XS_130,XS_130,1.0,,,1,shy,,13,shy,sfx_scn_ketchup,ade,sugar,,15,idle,,,,,
d_ex_maidcafe_08_75,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_75,True,,S_10,S_100,1.0,,,1,shy,,13,shy,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_76,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_76,False,,S_100,S_100,1.0,,,1,shy,,13,shy,sfx_scn_ketchup,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_77,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_77,True,,1500,150,1.0,,,1,shy,,13,shy,,ade,ade,,15,delight,,,,,
d_ex_maidcafe_08_78,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_78,True,,12,12,1.0,,,1,delight,,13,idle,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_79,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_79,True,,12,12,1.0,,,1,delight,,13,idle,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_80,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_80,True,,12,12,1.0,,,1,delight,,13,delight,,sugar,sugar,,15,delight,,,,,
d_ex_maidcafe_08_81,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_81,True,,12,12,1.0,,,1,delight,,13,delight,,sugar,sugar,,15,delight,,,,,
d_ex_maidcafe_08_82,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_82,True,,12,12,1.0,,,1,good,,13,delight,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_83,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_83,True,,12,S_100,1.0,,,1,good,,13,delight,,milk,milk,,15,delight,,,,,
d_ex_maidcafe_08_84,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_84,True,,150,1500,1.0,,,1,good,,13,delight,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_85,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_85,True,,S_100,S_100,1.0,,,1,surprise,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_86,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_86,True,,15,15,1.0,,,1,surprise,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_87,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_87,True,,S_10,S_10,1.0,,,1,surprise,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_88,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_88,True,,S_10,14,1.0,,,1,surprise,,13,idle,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_89,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_89,True,,14,14,1.0,,,1,surprise,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_90,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_90,True,,14,14,1.0,,,1,surprise,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_91,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_91,True,,14,14,1.0,,,1,surprise,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_92,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_92,True,,14,14,1.0,,,1,surprise,,13,idle,sfx_scn_poke,ade,ade,,15,delight,,,,,
d_ex_maidcafe_08_93,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_93,True,,14,12,1.0,,,1,no,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_94,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_94,True,,12,12,1.0,,,1,no,,13,idle,sfx_scn_poke,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_95,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_95,True,,12,S_100,1.0,,,1,no,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_96,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_96,True,,S_100,S_100,1.0,,,1,no,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_97,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_97,True,,S_100,S_100,1.0,,,1,no,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_98,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_98,True,,150,150,1.0,,,1,no,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_99,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_99,True,,S_10,S_10,1.0,,,1,shy,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_100,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_100,True,,S_10,S_100,1.0,,,1,shy,,13,idle,sfx_scn_poke,milk,milk,,15,idle,Low_2,,,,
d_ex_maidcafe_08_101,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_101,True,,150,150,1.0,,,1,shy,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_102,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_102,True,,150,150,1.0,,,1,shy,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_103,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_103,True,,150,150,1.0,,,1,shy,,13,idle,,ade,ade,,15,delight,,,,,
d_ex_maidcafe_08_104,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_104,True,,12,12,1.0,,,1,good,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_105,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_105,True,,12,12,1.0,,,1,good,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_106,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_106,True,,12,12,1.0,,,1,good,,13,idle,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_107,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_107,False,,12,12,1.0,,,1,idle,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_108,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_108,False,,12,12,1.0,,,1,idle,,13,idle,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_109,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_109,True,,14,14,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,black,,
d_ex_maidcafe_08_110,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_110,True,,14,14,1.0,,,1,idle,,13,idle,,ade,ade,,15,idle,,,,,
d_ex_maidcafe_08_111,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_111,True,,14,12,1.0,,,1,idle,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_112,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_112,True,,12,12,1.0,,,1,good,,13,idle,,milk,milk,,15,idle,,,,,
d_ex_maidcafe_08_113,d_ex_maidcafe_08,Speech,Locale_SuddenStory:d_ex_maidcafe_08_113,True,,12,12,1.0,,,1,good,,13,delight,,sugar,sugar,,15,idle,,,,,
d_ex_maidcafe_08_114,d_ex_maidcafe_08,Narration,Locale_SuddenStory:d_ex_maidcafe_08_114,False,,12,12,1.0,,,3,good,,1,delight,sfx_scn_chimebell,,,,15,idle,,,,milk,sugar
d_ex_maidcafe_08_115,d_ex_maidcafe_08,Self,Locale_SuddenStory:d_ex_maidcafe_08_115,False,,12,12,1.0,,,3,idle,,1,delight,,,,,15,idle,,,,,
d_ex_maidcafe_08_116,d_ex_maidcafe_08,Monologue,Locale_SuddenStory:d_ex_maidcafe_08_116,False,,12,15,1.0,,,3,idle,,1,delight,,,,,15,delight,,,,,
d_ex_maidcafe_08_117,d_ex_maidcafe_08,Monologue,Locale_SuddenStory:d_ex_maidcafe_08_117,False,,15,150,1.0,,,3,idle,,1,delight,,,,,15,delight,,,,,
