id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,play_sound,characters/3/hide_char_id,characters/4/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/1/hide_char_id,set_filter_01,set_filter_02,characters/8/hide_char_id
d_main_32_05_11,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_11,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_12,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_12,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_13,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_13,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_14,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_14,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_15,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_15,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_16,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_16,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_17,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_17,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_18,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_18,True,,7,idle,,5,idle,,75,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_19,d_main_32_05,Self,grave,,Locale_MainScenario:d_main_32_05_19,False,,7,idle,,5,idle,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_20,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_20,True,,7,idle,,5,idle,,5,L_50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_21,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_21,False,,7,idle,,5,idle,,L_50,L_50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_22,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_22,True,,7,idle,,5,idle,,L_50,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_23,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_23,True,,7,idle,,5,idle,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_24,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_24,False,,7,idle,,5,idle,,5,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_25,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_25,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_26,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_26,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_27,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_27,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_28,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_28,True,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_29,d_main_32_05,Self,grave,,Locale_MainScenario:d_main_32_05_29,False,,7,idle,,5,idle,,75,75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_30,d_main_32_05,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_32_05_30,True,,7,idle,,5,idle,,75,75,1.0,none,shifty_r,OP_rightup,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_31,d_main_32_05,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_32_05_31,True,,7,idle,,5,idle,,75,75,1.0,bgm_story_trauma,,OP_rightup,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_32,d_main_32_05,Monologue,,,Locale_MainScenario:d_main_32_05_32,False,,7,idle,,5,idle,,black,black,1.0,,,OP_rightup,angry,shifty_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_33,d_main_32_05,Monologue,,,Locale_MainScenario:d_main_32_05_33,False,,7,idle,,5,idle,,170,190,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_34,d_main_32_05,Monologue,,,Locale_MainScenario:d_main_32_05_34,False,,7,idle,,5,idle,,190,1900,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_35,d_main_32_05,Self,,,Locale_MainScenario:d_main_32_05_35,False,,7,idle,,5,idle,,1900,1900,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_36,d_main_32_05,Narration,,,Locale_MainScenario:d_main_32_05_36,False,,7,idle,,5,idle,,black,black,1.0,,,,,,anis,15,angry,neon,17,idle,eunhwa,3,angry,vesti,1,idle,emma,13,angry,sfx_scn_clawsstompfar,,,,,,,,,,,,,,
d_main_32_05_37,d_main_32_05,Speech,anis,anis,Locale_MainScenario:d_main_32_05_37,True,,7,idle,,5,idle,,1517,1517,1.0,,,,,,,15,angry,,17,idle,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_38,d_main_32_05,Speech,neon,neon,Locale_MainScenario:d_main_32_05_38,True,,7,idle,,5,idle,,1517,1517,1.0,,,,,,,15,angry,,17,idle,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_39,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_39,False,,7,idle,,5,idle,,black,black,1.0,,,,,,,15,angry,,17,idle,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_40,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_40,False,,7,idle,,5,idle,,black,black,1.0,,,,,,,15,angry,,17,idle,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_41,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_41,True,,7,idle,,5,idle,,30,30,1.0,,,,,,,15,angry,,17,idle,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_42,d_main_32_05,Speech,vesti,vesti,Locale_MainScenario:d_main_32_05_42,True,,7,idle,,5,idle,,XS_10,XS_10,1.0,,,,,,,15,angry,,17,idle,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_43,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_43,True,,7,idle,,5,idle,,70,70,1.0,,,,,,,15,angry,,17,idle,,3,angry,,1,idle,,13,angry,,anis,,,,,,,,,,,,,
d_main_32_05_44,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_44,True,,7,idle,,5,idle,,70,70,1.0,,,,,,,,,,17,idle,,3,angry,,1,idle,,13,angry,,,neon,,,,,,,,,,,,
d_main_32_05_45,d_main_32_05,Speech,emma,emma,Locale_MainScenario:d_main_32_05_45,True,,7,idle,,5,idle,,130,1300,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_46,d_main_32_05,Self,shifty_r,,Locale_MainScenario:d_main_32_05_46,False,,7,idle,,5,idle,,1300,1300,1.0,,shifty_r,OP_rightup,angry,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_47,d_main_32_05,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_32_05_47,True,,7,idle,,5,idle,,1300,1300,1.0,,,OP_rightup,angry,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_48,d_main_32_05,Self,shifty_r,,Locale_MainScenario:d_main_32_05_48,False,,7,idle,,5,idle,,1300,1300,1.0,,,OP_rightup,angry,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_49,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_49,True,,7,idle,,5,idle,,300,300,1.0,,,OP_rightup,angry,shifty_r,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_50,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_50,True,,7,idle,,5,idle,,300,300,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_51,d_main_32_05,Self,eunhwa,,Locale_MainScenario:d_main_32_05_51,False,,7,idle,,5,idle,,300,300,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_52,d_main_32_05,Speech,vesti,vesti,Locale_MainScenario:d_main_32_05_52,True,,7,idle,,5,idle,,300,XS_100,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_53,d_main_32_05,Speech,vesti,vesti,Locale_MainScenario:d_main_32_05_53,True,,7,idle,,5,idle,,XS_100,XS_100,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_54,d_main_32_05,Speech,emma,emma,Locale_MainScenario:d_main_32_05_54,True,,7,idle,,5,idle,,XS_100,1300,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_55,d_main_32_05,Speech,emma,emma,Locale_MainScenario:d_main_32_05_55,True,,7,idle,,5,idle,,1300,1300,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_56,d_main_32_05,Speech,emma,emma,Locale_MainScenario:d_main_32_05_56,True,,7,idle,,5,idle,,1300,1300,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_57,d_main_32_05,Speech,emma,emma,Locale_MainScenario:d_main_32_05_57,True,,7,idle,,5,idle,,1300,130,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_58,d_main_32_05,Speech,emma,emma,Locale_MainScenario:d_main_32_05_58,True,,7,idle,,5,idle,,130,130,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_59,d_main_32_05,Speech,vesti,vesti,Locale_MainScenario:d_main_32_05_59,True,,7,idle,,5,idle,,130,113,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_60,d_main_32_05,Monologue,vesti,,Locale_MainScenario:d_main_32_05_60,False,,7,idle,,5,idle,,113,113,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_61,d_main_32_05,Monologue,vesti,,Locale_MainScenario:d_main_32_05_61,False,,7,idle,,5,idle,,113,113,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,
d_main_32_05_62,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_62,False,,7,idle,,5,idle,,113,19,2.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,behemoth,19,void,,,,,,,,,
d_main_32_05_63,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_63,False,,7,idle,,5,idle,,19,19,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,void,,,,,,,,,
d_main_32_05_64,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_64,False,,7,idle,,5,idle,,19,190,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,void,,,,,,,,,
d_main_32_05_65,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_65,True,,7,idle,,5,idle,,70,70,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,void,,,,,,,,,
d_main_32_05_66,d_main_32_05,Self,rapi,,Locale_MainScenario:d_main_32_05_66,False,,7,idle,,5,idle,,70,70,1.0,none,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_67,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_67,True,,7,idle,,5,idle,,70,70,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_68,d_main_32_05,Self,rapi,,Locale_MainScenario:d_main_32_05_68,False,,7,idle,,5,idle,,70,70,1.0,bgm_story_danger1,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_69,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_69,True,,7,idle,,5,idle,,30,30,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_70,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_70,True,,7,idle,,5,idle,,30,30,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_71,d_main_32_05,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_32_05_71,True,,7,idle,,5,idle,,30,30,1.0,,shifty_r,OP_rightup,angry,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_72,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_72,False,,7,idle,,5,idle,,190,190,1.0,,,OP_rightup,angry,shifty_r,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_73,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_73,False,,7,idle,,5,idle,,190,1900,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_74,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_74,False,,7,idle,,5,idle,,1900,1900,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_75,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_75,False,,7,idle,,5,idle,,1900,1900,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_76,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_76,False,,7,idle,,5,idle,,1900,1900,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_77,d_main_32_05,Narration,behemoth,,Locale_MainScenario:d_main_32_05_77,False,,7,idle,,5,idle,,1900,1900,1.0,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,sfx_scn_buildingexp,,,,19,good,Low_2,,,,,,,,
d_main_32_05_78,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_78,False,,7,idle,,5,idle,,1900,190,0.5,,,,,,,,,,,,,3,angry,,1,idle,,13,angry,,,,,19,good,,,,,,,,,
d_main_32_05_79,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_79,False,,7,idle,,5,idle,,black,black,1.0,,,,,,anis,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,good,,,,,,,,,
d_main_32_05_80,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_80,True,,7,angry,,5,idle,,70,700,0.5,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_81,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_81,False,,7,angry,,5,idle,,black,black,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_82,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_82,False,,7,angry,,5,idle,,black,black,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_83,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_83,False,,7,angry,,5,idle,,black,black,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_84,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_84,False,,7,angry,,5,idle,,10,100,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_85,d_main_32_05,Speech,anis,anis,Locale_MainScenario:d_main_32_05_85,True,,7,angry,,5,idle,,190,1900,0.5,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_86,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_86,True,,7,angry,,5,idle,,300,30,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_87,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_87,True,,7,angry,,5,idle,,30,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_88,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_88,True,,7,angry,,5,idle,,31,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_89,d_main_32_05,Monologue,eunhwa,,Locale_MainScenario:d_main_32_05_89,False,,7,angry,,5,idle,,31,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_90,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_90,True,,7,angry,,5,idle,,31,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_91,d_main_32_05,Narration,eunhwa,,Locale_MainScenario:d_main_32_05_91,False,,7,angry,,5,idle,,31,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,sfx_scn_crystalgrowupmed,,,,1,idle,Low_2,,,,,,,,
d_main_32_05_92,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_92,True,,7,angry,,5,idle,,31,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_93,d_main_32_05,Monologue,eunhwa,,Locale_MainScenario:d_main_32_05_93,False,,7,angry,,5,idle,,31,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,idle,,15,angry,,,,,1,idle,,,,,,,,,
d_main_32_05_94,d_main_32_05,Speech,vesti,vesti,Locale_MainScenario:d_main_32_05_94,True,,7,angry,,5,idle,,31,1315,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,,,,,1,idle,,,,,,,,,
d_main_32_05_95,d_main_32_05,Speech,emma,emma,Locale_MainScenario:d_main_32_05_95,True,,7,angry,,5,idle,,1315,1315,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,,,,,1,idle,,,,,,,,,
d_main_32_05_96,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_96,True,,7,angry,,5,idle,,1315,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,,,,,1,idle,,,,,,,,,
d_main_32_05_97,d_main_32_05,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_05_97,True,,7,angry,,5,idle,,31,31,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,,,,,1,idle,,,,,,,,,
d_main_32_05_98,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_98,True,,7,angry,,5,idle,,31,1,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,,,,,1,idle,,,,,,,,,
d_main_32_05_99,d_main_32_05,Narration,behemoth,,Locale_MainScenario:d_main_32_05_99,False,,7,angry,,5,idle,,1,100,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,sfx_scn_hammerwhoosh,,,,1,idle,,,,,,,,,
d_main_32_05_100,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_100,False,,7,angry,,5,idle,,100,100,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,,,,,1,idle,,,,,,,,,
d_main_32_05_101,d_main_32_05,Narration,behemoth,,Locale_MainScenario:d_main_32_05_101,False,,7,angry,,5,idle,,100,100,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,sfx_scn_metalheavyhit,,,,1,idle,Low_2,,,,,,,,
d_main_32_05_102,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_102,False,,1,angry,,5,idle,,black,black,1.0,,,,,,,19,angry,,,,,3,angry,,13,special,,15,rage,,anis,,,3,idle,,rapi,eunhwa,vesti,emma,,,,
d_main_32_05_103,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_103,False,,,,,5,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
d_main_32_05_104,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_104,True,,,,,5,idle,,30,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
d_main_32_05_105,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_105,False,,,,,5,idle,,3,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
d_main_32_05_106,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_106,True,,,,,5,idle,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
d_main_32_05_107,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_107,True,,,,,5,idle,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,smile,,,,,,,,,
d_main_32_05_108,d_main_32_05,Speech,grave,grave,Locale_MainScenario:d_main_32_05_108,True,,,,,5,idle,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,smile,,,,,,,,,
d_main_32_05_109,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_109,True,,,,,5,idle,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,good,,,,,,,,,
d_main_32_05_110,d_main_32_05,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_32_05_110,True,rapi_r,1,angry,,5,idle,,100,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,good,,,,,,,,,
