id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_gym_11_67,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_67,True,,2,2,1.0,,,,,3,delight,,,1,idle
d_ex_gym_11_68,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_68,True,,2,2,1.0,,,,,3,delight,,,1,delight
d_ex_gym_11_69,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_69,True,,2,2,1.0,,,,,3,delight,,,1,delight
d_ex_gym_11_70,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_70,True,,2,2,1.0,,,,,3,shy,,,1,delight
d_ex_gym_11_71,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_71,True,,2,2,1.0,,,,,3,shy,,,1,delight
d_ex_gym_11_72,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_72,True,,2,S_10,1.0,,,,,3,shy,,,1,delight
d_ex_gym_11_73,d_ex_gym_11,Narration,novel,,Locale_SuddenStory:d_ex_gym_11_73,False,,S_10,S_10,1.0,,sfx_scn_whooshfast3,,,3,shy,,,1,delight
d_ex_gym_11_74,d_ex_gym_11,Monologue,novel,,Locale_SuddenStory:d_ex_gym_11_74,False,,S_10,S_10,1.0,,,,,3,shy,,,1,delight
d_ex_gym_11_75,d_ex_gym_11,Narration,novel,,Locale_SuddenStory:d_ex_gym_11_75,False,,black,black,1.0,none,sfx_scn_bonebreak2,,,3,shy,,,1,delight
d_ex_gym_11_76,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_76,True,,S_100,S_100,1.0,,,,,3,shy,,,1,think
d_ex_gym_11_77,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_77,True,,300,300,1.0,,,,,3,surprise,,,1,think
d_ex_gym_11_78,d_ex_gym_11,Self,ade_b,,Locale_SuddenStory:d_ex_gym_11_78,False,,300,300,1.0,,,,,3,surprise,,,1,think
d_ex_gym_11_79,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_79,True,,300,2,1.5,bgm_story_tepidappleade,,,,3,surprise,,,1,pain
d_ex_gym_11_80,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_80,True,,2,2,1.0,,,,,3,surprise,,,1,pain
d_ex_gym_11_81,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_81,True,,2,2,1.0,,,,,3,surprise,,,1,pain
d_ex_gym_11_82,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_82,True,,2,2,1.0,,,,,3,surprise,,,1,pain
d_ex_gym_11_83,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_83,True,,2,2,1.0,,,,,3,no,,,1,pain
d_ex_gym_11_84,d_ex_gym_11,Narration,ade_b,,Locale_SuddenStory:d_ex_gym_11_84,False,,black,black,1.0,,,,,3,no,,,1,pain
d_ex_gym_11_85,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_85,True,,30,30,1.0,,,,,3,worry,,,1,pain
d_ex_gym_11_86,d_ex_gym_11,Narration,ade_b,,Locale_SuddenStory:d_ex_gym_11_86,False,,30,S_10,1.0,,sfx_scn_poke2,,,3,worry,,,1,pain
d_ex_gym_11_87,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_87,True,,S_10,S_10,1.0,,,,,3,worry,,,1,pain
d_ex_gym_11_88,d_ex_gym_11,Self,novel,,Locale_SuddenStory:d_ex_gym_11_88,False,,S_10,S_10,1.0,,,,,3,worry,,,1,pain
d_ex_gym_11_89,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_89,True,,S_10,S_10,1.0,,,,,3,worry,,,1,pain
d_ex_gym_11_90,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_90,True,,S_10,S_10,1.0,,,,,3,worry,,,1,pain
d_ex_gym_11_91,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_91,True,,S_10,2,1.3,,,,,3,worry,,,1,pain
d_ex_gym_11_92,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_92,True,,2,2,1.0,,,,,3,worry,,,1,think
d_ex_gym_11_93,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_93,True,,2,2,1.0,,,,,3,worry,,,1,think
d_ex_gym_11_94,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_94,True,,2,2,1.0,,,,,3,idle,,,1,think
d_ex_gym_11_95,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_95,True,,2,2,1.0,,,,,3,idle,,,1,think
d_ex_gym_11_96,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_96,True,,2,2,1.0,,,,,3,idle,,,1,think
d_ex_gym_11_97,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_97,True,,2,2,1.0,,,,,3,idle,,,1,pain
d_ex_gym_11_98,d_ex_gym_11,Self,novel,,Locale_SuddenStory:d_ex_gym_11_98,False,,2,2,1.0,,,,,3,idle,,,1,pain
d_ex_gym_11_99,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_99,True,,2,30,1.0,,,,,3,shy,,,1,pain
d_ex_gym_11_100,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_100,True,,30,30,1.0,,,,,3,shy,,,1,pain
d_ex_gym_11_101,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_101,True,,30,30,1.0,,,,,3,shy,,,1,pain
d_ex_gym_11_102,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_102,True,,S_10,S_10,1.0,,,,,3,shy,,,1,pain
d_ex_gym_11_103,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_103,True,,S_10,S_10,1.0,,,,,3,shy,,,1,pain
d_ex_gym_11_104,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_104,True,,S_10,2,1.0,,,,,3,shy,,,1,pain
d_ex_gym_11_105,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_105,True,,2,2,1.0,,,,,3,delight,,,1,pain
d_ex_gym_11_106,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_106,True,,2,2,1.0,,,,,3,delight,,,1,pain
d_ex_gym_11_107,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_107,True,,2,2,1.0,,,,,3,delight,,,1,think
d_ex_gym_11_108,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_108,True,,2,2,2.0,,,,,3,delight,,,1,think
d_ex_gym_11_109,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_109,True,,2,2,1.0,,,,,3,delight,,,1,think
d_ex_gym_11_110,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_110,True,,2,2,1.0,,,,,3,delight,,,1,think
d_ex_gym_11_111,d_ex_gym_11,Speech,ade_b,ade_b,Locale_SuddenStory:d_ex_gym_11_111,True,,2,2,1.0,,,,,3,surprise,,,1,think
d_ex_gym_11_112,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_112,True,,2,S_10,0.7,,,,,3,surprise,,,1,pain
d_ex_gym_11_113,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_113,True,,S_10,S_10,1.0,,,,,3,surprise,,,1,pain
d_ex_gym_11_114,d_ex_gym_11,Speech,novel,novel,Locale_SuddenStory:d_ex_gym_11_114,True,,S_10,S_100,0.7,,,,,3,surprise,,,1,pain
d_ex_gym_11_115,d_ex_gym_11,Narration,novel,,Locale_SuddenStory:d_ex_gym_11_115,False,,black,black,1.0,,,black,,3,surprise,,,1,pain
