id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_maidcafe_11_11,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_11,False,,XS_130,XS_130,1.0,,,vesti_t,unknown,,,,1,idle,,,13,worry,,,,,
d_ex_maidcafe_11_12,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_12,False,,XS_130,XS_130,1.0,,,vesti_t,unknown,,,,1,idle,,,13,worry,,,,,
d_ex_maidcafe_11_13,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_13,False,,black,black,1.0,sfx_scn_toyshopbell,,vesti_t,,,,,1,idle,,,13,worry,,eunhwa_t,15,angry,
d_ex_maidcafe_11_14,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_14,False,,1500,1500,1.0,,,eunhwa_t,,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_15,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_15,False,,1500,1500,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_16,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_16,True,,1500,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_17,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_17,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_18,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_18,False,,150,150,1.0,,,eunhwa_t,,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_19,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_19,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_20,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_20,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_21,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_21,True,,150,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,shy,,,15,angry,
d_ex_maidcafe_11_22,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_22,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,shy,,,15,angry,
d_ex_maidcafe_11_23,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_23,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,shy,,,15,angry,
d_ex_maidcafe_11_24,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_24,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,shy,,,15,angry,
d_ex_maidcafe_11_25,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_25,False,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,shy,,,15,angry,
d_ex_maidcafe_11_26,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_26,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,shy,,,15,angry,
d_ex_maidcafe_11_27,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_27,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,delight,,,15,angry,
d_ex_maidcafe_11_28,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_28,True,,1315,1,1.5,,,soda,soda,,,,1,idle,,,13,delight,,,15,angry,
d_ex_maidcafe_11_29,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_29,True,,1,S_10,0.7,,,soda,soda,,,,1,think,,,13,delight,,,15,angry,
d_ex_maidcafe_11_30,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_30,False,,S_10,S_10,1.0,,,soda,,,,,1,think,,,13,idle,,,15,angry,
d_ex_maidcafe_11_31,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_31,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,angry,
d_ex_maidcafe_11_32,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_32,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,angry,
d_ex_maidcafe_11_33,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_33,True,,S_10,S_10,1.0,,,soda,soda,,,,1,shy,,,13,idle,,,15,angry,
d_ex_maidcafe_11_34,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_34,False,,S_10,XS_130,1.0,,,vesti_t,,,,,1,shy,soda,,13,idle,,,15,angry,eunhwa_t
d_ex_maidcafe_11_35,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_35,True,,XS_130,XS_130,1.0,,,vesti_t,vesti_t,,,,,,,,13,idle,,,,,
d_ex_maidcafe_11_36,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_36,False,,XS_130,XS_130,1.0,,,vesti_t,,,,,,,,,13,idle,,,,,
d_ex_maidcafe_11_37,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_37,True,,XS_130,XS_130,1.0,,,vesti_t,vesti_t,,,,,,,,13,delight,,,,,
d_ex_maidcafe_11_38,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_38,True,NikkeRoom,black,black,1.0,,,vesti_t,vesti_t,Grey,black,,,,,,13,worry,,eunhwa_t,15,idle,
d_ex_maidcafe_11_39,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_39,True,,XS_1300,XS_130,1.0,,,vesti_t,vesti_t,Grey,,,,,,,13,worry,,,15,idle,
d_ex_maidcafe_11_40,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_40,True,,XS_130,1315,1.0,,,eunhwa_t,eunhwa_t,Grey,,,,,,,13,worry,,,15,idle,
d_ex_maidcafe_11_41,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_41,True,,1315,1315,1.0,,,vesti_t,vesti_t,Grey,,,,,,,13,worry,,,15,idle,
d_ex_maidcafe_11_42,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_42,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,Grey,,,,,,,13,worry,,,15,idle,
d_ex_maidcafe_11_43,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_43,True,,1315,1315,1.0,,,vesti_t,vesti_t,Grey,,,,,,,13,worry,,,15,idle,
d_ex_maidcafe_11_44,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_44,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,Grey,,,,,,,13,worry,,,15,idle,
d_ex_maidcafe_11_45,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_45,True,,1315,1315,1.0,,,vesti_t,vesti_t,Grey,,,,,,,13,delight,,,15,idle,
d_ex_maidcafe_11_46,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_46,True,,1315,1315,1.0,,,vesti_t,vesti_t,Grey,,,,,,,13,delight,,,15,idle,
d_ex_maidcafe_11_47,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_47,True,MaidCafe,1500,1500,1.0,,,eunhwa_t,eunhwa_t,,black,,,,,,13,delight,,,15,no,
d_ex_maidcafe_11_48,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_48,True,,1500,150,1.0,,,eunhwa_t,eunhwa_t,,,,,,,,13,delight,,,15,no,
d_ex_maidcafe_11_49,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_49,True,,S_10,S_10,1.0,,,soda,soda,,,soda,1,think,,,13,delight,,,15,no,
d_ex_maidcafe_11_50,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_50,True,,S_10,S_10,1.0,,,soda,soda,,,,1,think,,,13,delight,,,15,no,
d_ex_maidcafe_11_51,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_51,False,,S_10,S_10,1.0,sfx_scn_dishdebris,,soda,,,,,1,think,,,13,delight,,,15,no,
d_ex_maidcafe_11_52,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_52,True,,S_10,XS_130,1.0,,,vesti_t,vesti_t,,,,1,think,,,13,delight,,,15,idle,
d_ex_maidcafe_11_53,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_53,True,,XS_130,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,think,,,13,delight,,,15,idle,
d_ex_maidcafe_11_54,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_54,False,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,think,,,13,delight,,,15,idle,
d_ex_maidcafe_11_55,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_55,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,think,,,13,delight,,,15,idle,
d_ex_maidcafe_11_56,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_56,True,,S_10,S_10,1.0,,,soda,soda,,,,1,sad,,,13,delight,,,15,idle,
d_ex_maidcafe_11_57,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_57,True,,S_10,S_10,1.0,,,soda,soda,,,,1,sad,,,13,delight,,,15,idle,
d_ex_maidcafe_11_58,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_58,False,,S_10,S_10,1.0,,,soda,,,,,1,sad,,,13,delight,,,15,idle,
d_ex_maidcafe_11_59,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_59,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,sad,,,13,delight,,,15,idle,
d_ex_maidcafe_11_60,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_60,True,,150,XS_130,1.0,,,vesti_t,vesti_t,,,,1,sad,,,13,worry,,,15,idle,
d_ex_maidcafe_11_61,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_61,True,,XS_130,XS_1300,0.5,,,vesti_t,vesti_t,,,,1,sad,,,13,delight,,,15,idle,
d_ex_maidcafe_11_62,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_62,True,,XS_1300,S_100,1.0,,,soda,soda,,,,1,think,,,13,delight,,,15,idle,
d_ex_maidcafe_11_63,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_63,True,,S_100,S_100,1.0,,,soda,soda,,,,1,think,,,13,delight,,,15,idle,
d_ex_maidcafe_11_64,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_64,True,,S_100,XS_1300,1.0,,,vesti_t,vesti_t,,,,1,think,,,13,delight,,,15,idle,
d_ex_maidcafe_11_65,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_65,True,,XS_1300,XS_130,1.0,,,vesti_t,vesti_t,,,,1,think,,,13,idle,,,15,idle,
d_ex_maidcafe_11_66,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_66,False,,XS_130,XS_130,1.0,,,vesti_t,,,,,1,think,,,13,idle,,,15,idle,
d_ex_maidcafe_11_67,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_67,False,,XS_130,150,1.0,,,eunhwa_t,,,,,1,think,,,13,idle,,,15,idle,
d_ex_maidcafe_11_68,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_68,True,,150,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,idle,,,15,idle,
d_ex_maidcafe_11_69,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_69,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,idle,
d_ex_maidcafe_11_70,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_70,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,worry,,,15,idle,
d_ex_maidcafe_11_71,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_71,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_72,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_72,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_73,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_73,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_74,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_74,False,,black,black,1.0,sfx_scn_tablehit,,vesti_t,,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_75,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_75,True,,1500,1500,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_76,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_76,False,,1500,150,1.0,,,eunhwa_t,,,,,1,idle,,,13,worry,,,15,angry,
d_ex_maidcafe_11_77,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_77,True,,150,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,sad,,,15,angry,
d_ex_maidcafe_11_78,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_78,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,sad,,,15,angry,
d_ex_maidcafe_11_79,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_79,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,sad,,,15,angry,
d_ex_maidcafe_11_80,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_80,False,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,sad,,,15,angry,
d_ex_maidcafe_11_81,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_81,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,sad,,,15,angry,
d_ex_maidcafe_11_82,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_82,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,sad,,,15,angry,
d_ex_maidcafe_11_83,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_83,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,sad,,,15,no,
d_ex_maidcafe_11_84,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_84,True,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,sad,,,15,no,
d_ex_maidcafe_11_85,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_85,False,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,idle,,,15,no,
d_ex_maidcafe_11_86,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_86,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,idle,,,15,no,
d_ex_maidcafe_11_87,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_87,True,,1315,15,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,no,
d_ex_maidcafe_11_88,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_88,True,,15,15,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,no,
d_ex_maidcafe_11_89,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_89,False,,15,15,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,idle,
d_ex_maidcafe_11_90,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_90,True,,15,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,shy,
d_ex_maidcafe_11_91,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_91,False,,150,150,1.0,,,eunhwa_t,,,,,1,idle,,,13,idle,,,15,shy,
d_ex_maidcafe_11_92,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_92,True,,150,150,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,shy,
d_ex_maidcafe_11_93,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_93,True,,150,1500,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,shy,
d_ex_maidcafe_11_94,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_94,False,,1500,1500,1.0,,,eunhwa_t,soda,,,,1,idle,,,13,idle,,,15,shy,
d_ex_maidcafe_11_95,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_95,False,,1500,1500,1.0,,,eunhwa_t,,,,,1,idle,,,13,idle,,,15,shy,
d_ex_maidcafe_11_96,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_96,True,,S_100,S_100,1.0,,,soda,soda,,,,1,think,,,13,idle,,,15,shy,
d_ex_maidcafe_11_97,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_97,True,,1500,1500,1.0,,,eunhwa_t,eunhwa_t,,,,1,think,,,13,idle,,,15,shy,
d_ex_maidcafe_11_98,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_98,True,,1500,150,0.5,,,eunhwa_t,eunhwa_t,,,,1,think,,,13,idle,,,15,shy,
d_ex_maidcafe_11_99,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_99,False,,150,150,1.0,sfx_scn_polaroidshutter,,eunhwa_t,,,,,1,think,,,13,idle,,,15,shy,
d_ex_maidcafe_11_100,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_100,False,,150,150,1.0,,,eunhwa_t,,,,,1,idle,,,13,idle,,,15,shy,
d_ex_maidcafe_11_101,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_101,True,,150,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,delight,,,15,idle,
d_ex_maidcafe_11_102,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_102,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,delight,,,15,idle,
d_ex_maidcafe_11_103,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_103,False,,1315,1315,1.0,,,vesti_t,,,,,1,idle,,,13,delight,,,15,idle,
d_ex_maidcafe_11_104,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_104,False,,1315,1315,1.0,,,eunhwa_t,eunhwa_t,,,,1,idle,,,13,delight,,,15,angry,
d_ex_maidcafe_11_105,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_105,True,,1315,1315,1.0,,none,eunhwa_t,eunhwa_t,,,,1,idle,,,13,delight,,,15,angry,
d_ex_maidcafe_11_106,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_106,True,,1315,1315,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,idle,,,15,angry,
d_ex_maidcafe_11_107,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_107,True,,150,1500,0.5,,bgm_story_herecomestrouble,eunhwa_t,eunhwa_t,,,,1,idle,,,13,idle,,,15,rage,
d_ex_maidcafe_11_108,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_108,False,,black,black,1.0,sfx_scn_sodafalling2,,eunhwa_t,,,,,1,idle,,,13,idle,,,15,rage,
d_ex_maidcafe_11_109,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_109,False,,black,black,1.0,,,eunhwa_t,,,,,1,idle,,,13,idle,,,15,rage,
d_ex_maidcafe_11_110,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_110,True,,XS_1300,XS_130,0.5,,,vesti_t,vesti_t,,,,1,idle,,,13,idle,,,15,rage,
d_ex_maidcafe_11_111,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_111,False,,XS_130,XS_130,1.0,,,vesti_t,,,,,1,idle,,,13,idle,,,15,rage,
d_ex_maidcafe_11_112,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_112,True,,XS_130,XS_130,1.0,,,vesti_t,vesti_t,,,,1,idle,,,13,idle,,,15,rage,
d_ex_maidcafe_11_113,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_113,False,,black,black,1.0,sfx_scn_toyshopbell,,vesti_t,,,,,1,idle,,,13,idle,vesti_t,,15,rage,
d_ex_maidcafe_11_114,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_114,True,,1500,150,0.5,,,eunhwa_t,eunhwa_t,,,,1,idle,,,,,,,15,rage,
d_ex_maidcafe_11_115,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_115,False,,150,150,1.0,,,eunhwa_t,,,,,1,idle,,,,,,,15,rage,eunhwa_t
d_ex_maidcafe_11_116,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_116,True,,S_10,S_100,1.0,,,soda,soda,,,,1,sad,,,,,,,,,
d_ex_maidcafe_11_117,d_ex_maidcafe_11,Speech,Locale_SuddenStory:d_ex_maidcafe_11_117,True,,S_100,S_100,1.0,,,soda,soda,,,,1,sad,,,,,,,,,
d_ex_maidcafe_11_118,d_ex_maidcafe_11,Self,Locale_SuddenStory:d_ex_maidcafe_11_118,False,,S_100,S_100,1.0,,,soda,,,,,1,sad,,,,,,,,,
d_ex_maidcafe_11_119,d_ex_maidcafe_11,Narration,Locale_SuddenStory:d_ex_maidcafe_11_119,False,,black,black,1.0,,,soda,,,,,1,sad,,,,,,,,,
