id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_main_40_06_15,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_15,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_16,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_16,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_17,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_17,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_18,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_18,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_19,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_19,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_20,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_20,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_21,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_21,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_22,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_22,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_23,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_23,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_24,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_24,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_25,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_25,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_26,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_26,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_27,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_27,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_28,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_28,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_29,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_29,True,,,,,130,1300,1.0,,,,13,idle,
d_main_40_06_30,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_30,True,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_31,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_31,False,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_32,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_32,False,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_33,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_33,True,,,,,1300,1300,1.0,,,,13,think,
d_main_40_06_34,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_34,False,,,,,1300,1300,1.0,,,,13,think,
d_main_40_06_35,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_35,True,,,,,1300,130,1.0,,,,13,idle,
d_main_40_06_36,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_36,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_37,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_37,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_38,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_38,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_39,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_39,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_40,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_40,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_41,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_41,True,,,,,130,1300,1.0,,,,13,idle,
d_main_40_06_42,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_42,False,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_43,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_43,False,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_44,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_44,False,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_45,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_45,True,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_46,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_46,False,,,,,1300,1300,1.0,,,,13,idle,
d_main_40_06_47,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_47,True,,,,,1300,130,1.0,,,,13,idle,
d_main_40_06_48,d_main_40_06,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_06_48,True,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_49,d_main_40_06,Monologue,rapi_red,,Locale_MainScenario:d_main_40_06_49,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_50,d_main_40_06,Self,rapi_red,,Locale_MainScenario:d_main_40_06_50,False,,,,,130,130,1.0,,,,13,idle,
d_main_40_06_51,d_main_40_06,Monologue,rapi_red,,Locale_MainScenario:d_main_40_06_51,False,,,,,black,black,1.0,none,,,13,idle,
d_main_40_06_52,d_main_40_06,Monologue,rapi_red,,Locale_MainScenario:d_main_40_06_52,False,,,,,black,black,1.0,bgm_story_quietterror,,,13,idle,
d_main_40_06_53,d_main_40_06,Monologue,rapi_red,,Locale_MainScenario:d_main_40_06_53,False,,,,,black,black,1.0,,,,13,idle,
d_main_40_06_54,d_main_40_06,Monologue,rapi_red,,Locale_MainScenario:d_main_40_06_54,False,,,,EventScene_Chap_40_01,black,black,1.0,,,,13,idle,rapi_red
d_main_40_06_55,d_main_40_06,Monologue,liberalio,,Locale_MainScenario:d_main_40_06_55,False,,,,,liberalioappeared_01,liberalioappeared_02,1.5,,,,,,
d_main_40_06_56,d_main_40_06,Speech,liberalio,liberalio,Locale_MainScenario:d_main_40_06_56,True,,,,,liberalioappeared_02,liberalioappeared_02,1.0,,,,,,
d_main_40_06_57,d_main_40_06,Monologue,liberalio,,Locale_MainScenario:d_main_40_06_57,False,,,,,liberalioappeared_02,liberalioappeared_03,2.0,,,,,,
d_main_40_06_58,d_main_40_06,Monologue,liberalio,,Locale_MainScenario:d_main_40_06_58,False,,,,,liberalioappeared_03,liberalioappeared_03,1.0,,,,,,
d_main_40_06_59,d_main_40_06,Monologue,liberalio,,Locale_MainScenario:d_main_40_06_59,False,,,,,liberalioappeared_03,liberalioappeared_03,1.0,,,,,,
d_main_40_06_60,d_main_40_06,Monologue,liberalio,,Locale_MainScenario:d_main_40_06_60,False,,,,,liberalioappeared_03,liberalioappeared_03,1.0,,,,,,
d_main_40_06_61,d_main_40_06,Speech,liberalio,liberalio,Locale_MainScenario:d_main_40_06_61,True,,,,,liberalioappeared_03,liberalioappeared_03,1.0,,,,,,
