id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,fade
d_ex_clothingstore_11_42,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_42,True,,1,idle,,10,10,1.0,,d_ex_clothingstore_11_43,,
d_ex_clothingstore_11_43,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_43,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_44,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_44,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_45,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_45,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_46,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_46,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_47,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_47,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_48,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_48,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_49,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_49,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_50,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_50,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_51,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_51,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_52,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_52,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_53,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_53,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_54,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_54,True,,1,delight,,10,100,1.0,,,,
d_ex_clothingstore_11_55,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_55,True,,1,delight,,100,100,1.0,,,,
d_ex_clothingstore_11_56,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_56,False,,1,delight,,100,100,1.0,,,,
d_ex_clothingstore_11_57,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_57,True,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_58,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_58,True,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_59,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_59,True,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_60,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_60,False,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_61,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_61,True,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_62,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_62,True,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_63,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_63,False,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_64,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_64,True,,1,idle,,100,10,1.0,,,,
d_ex_clothingstore_11_65,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_65,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_66,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_66,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_67,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_67,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_68,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_68,True,,1,idle,CommanderRoom,10,10,1.0,,,Grey,black
d_ex_clothingstore_11_69,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_69,True,,1,idle,,10,100,1.0,,,Grey,
d_ex_clothingstore_11_70,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_70,False,,1,idle,,100,100,1.0,,,Grey,
d_ex_clothingstore_11_71,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_71,True,,1,surprise,,100,100,1.0,,,Grey,
d_ex_clothingstore_11_72,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_72,True,,1,surprise,,100,100,1.0,,,Grey,
d_ex_clothingstore_11_73,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_73,True,,1,delight,,100,10,1.0,,,Grey,
d_ex_clothingstore_11_74,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_74,False,,1,idle,ClothingStore,10,10,1.0,,,,black
d_ex_clothingstore_11_75,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_75,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_76,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_76,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_77,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_77,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_78,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_78,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_79,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_79,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_80,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_80,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_81,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_81,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_82,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_82,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_83,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_83,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_84,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_84,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_85,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_85,False,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_86,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_86,True,,1,idle,,10,10,1.0,,,,
d_ex_clothingstore_11_87,d_ex_clothingstore_11,Speech,emma_t,emma_t,Locale_SuddenStory:d_ex_clothingstore_11_87,True,,1,idle,,10,100,1.0,,,,
d_ex_clothingstore_11_88,d_ex_clothingstore_11,Self,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_88,False,,1,idle,,100,100,1.0,,,,
d_ex_clothingstore_11_89,d_ex_clothingstore_11,Narration,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_89,False,,1,idle,,black,black,1.0,,,,
d_ex_clothingstore_11_90,d_ex_clothingstore_11,Narration,emma_t,,Locale_SuddenStory:d_ex_clothingstore_11_90,False,,1,idle,,black,black,1.0,,,,
