id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/4/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01
d_main_33_10_e_24,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_24,True,,1,S_10,2.0,,,leviathan,leviathan,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_25,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_25,True,,S_10,S_10,1.0,,,cinderella,cinderella,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_26,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_26,True,,S_10,S_10,1.0,,,leviathan,leviathan,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_27,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_27,True,,S_10,S_10,1.0,,,cinderella,cinderella,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_28,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_28,True,,S_10,S_10,1.0,,,cinderella,cinderella,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_29,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_29,True,,S_10,S_100,2.0,,,leviathan,leviathan,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_30,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_30,True,,S_100,S_100,1.0,,,leviathan,leviathan,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_31,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_31,True,EventScene_Chap_33_06_02,black,black,1.0,,,cinderella,cinderella,,,1,idle_alt,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_32,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_32,False,,Chap_33_06_02_1,Chap_33_06_02_2,1.0,,,,,sfx_scn_heavybeam,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_33,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_33,False,,Chap_33_06_02_2,Chap_33_06_02_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_34,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_34,False,,black,black,1.0,,,,,,cinderella,1,idle,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_35,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_35,False,WhiteHouse,black,black,1.0,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_36,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_36,True,,S_100,S_10,1.0,,,cinderella,cinderella,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_37,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_37,False,,S_10,S_10,1.0,,,cinderella,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_38,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_38,True,,S_10,S_10,1.0,,,cinderella,cinderella,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_39,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_39,False,,S_10,S_10,1.0,,,cinderella,cinderella,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_40,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_40,False,,S_10,S_10,1.0,,,cinderella,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_41,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_41,True,,S_10,S_100,1.0,,,cinderella,cinderella,,,1,delight,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_42,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_42,True,,S_100,S_100,1.0,,,cinderella,cinderella,,,1,delight,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_43,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_43,False,,black,black,1.0,,,cinderella,,sfx_scn_lazerfire2,,1,delight,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_44,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_44,False,,black,black,1.0,,,cinderella,,,,1,delight,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_45,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_45,False,,black,black,1.0,,,cinderella,,sfx_scn_3darkwaterexp,,1,delight,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_46,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_46,False,,black,black,1.0,,,cinderella,,sfx_scn_down,,1,delight,grave_p,13,surprise,anis,15,angry,neon,17,worry,rapi,19,think,,,,,,,,,,
d_main_33_10_e_47,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_47,True,,1500,150,1.0,,,anis,anis,,,1,idle,,13,surprise,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_48,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_48,True,,150,S_170,1.0,,,neon,neon,,,1,idle,,13,surprise,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_49,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_49,False,,S_170,190,1.0,,,rapi,rapi,,,1,idle,,13,surprise,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_50,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_50,True,,L_1300,L_130,0.7,,,grave_p,grave_p,,,1,idle,,13,surprise,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_51,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_51,True,,S_10,S_10,1.0,,,cinderella,cinderella,,,1,idle,,13,idle,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_52,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_52,True,,150,150,1.0,,,anis,anis,,,1,idle,,13,idle,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_53,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_53,False,,150,150,1.0,,,anis,,,,1,idle,,13,idle,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_54,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_54,True,,150,150,1.0,,,anis,anis,,,1,idle,,13,idle,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_55,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_55,False,,190,190,1.0,,,rapi,rapi,,,1,idle,,13,idle,,15,angry,,17,worry,,19,think,,,,,,,,,,
d_main_33_10_e_56,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_56,True,,190,S_170,1.0,,,neon,neon,,,1,idle,,13,idle,,15,angry,,17,idle,,19,think,,,,,,,,,,
d_main_33_10_e_57,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_57,True,,S_170,150,1.0,,,anis,anis,,,1,idle,,13,idle,,15,angry,,17,idle,,19,think,,,,,,,,,,
d_main_33_10_e_58,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_58,True,,3,S_300,1.0,,,leviathan,leviathan,,,1,idle,,13,idle,,15,angry,,17,idle,,19,idle,leviathan,3,angry,,,,,,,
d_main_33_10_e_59,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_59,False,,S_300,S_300,1.0,,,leviathan,,sfx_scn_heavyjump,,1,idle,,13,idle,,15,angry,,17,idle,,19,idle,,3,angry,,,,,,,
d_main_33_10_e_60,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_60,False,,black,black,1.0,,,,,sfx_scn_anafire,,1,idle,,13,idle,,15,angry,,17,idle,,19,idle,,3,angry,leviathan,,,,,,
d_main_33_10_e_61,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_61,False,,black,black,1.0,,,,,,,1,idle,,13,idle,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_62,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_62,False,,black,black,1.0,,,,,sfx_scn_bodydropgore,,1,idle,,13,idle,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_63,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_63,False,,L_1300,L_130,1.0,,,grave_p,grave_p,,,1,idle,,13,idle,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_64,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_64,True,,L_130,113,1.0,,,cinderella,cinderella,,,1,idle,,13,surprise,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_65,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_65,False,,113,L_130,1.0,,,grave_p,,,,1,idle,,13,surprise,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_66,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_66,False,,L_130,113,2.0,,,grave_p,,,,1,idle,,13,idle,,15,angry,,17,idle,,19,idle,,,,,cinderella,grave_p,,,,
d_main_33_10_e_67,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_67,False,,113,3,1.0,,,,,,,,,,,,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_68,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_68,False,,3,3,1.0,,,,,,,,,,,,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_69,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_69,False,,3,3,1.0,,,,,,,,,,,,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_70,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_70,False,,3,1,1.0,,,behemoth,,,behemoth,1,angry,,,,,15,angry,,17,idle,,19,idle,,,,,,,,,,
d_main_33_10_e_71,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_71,False,,1,10,1.0,,,behemoth,,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_72,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_72,True,,10,10,1.0,,,behemoth,behemoth,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_73,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_73,True,,10,10,1.0,,,behemoth,behemoth,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_74,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_74,True,,10,1,1.0,,,behemoth,behemoth,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_75,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_75,False,,1,1,1.0,,,behemoth,,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_76,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_76,True,,1,1517,1.0,,,anis,anis,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_77,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_77,True,,1517,1517,1.0,,,neon,neon,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_78,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_78,True,,1,10,1.0,,,behemoth,behemoth,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_79,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_79,True,,10,10,1.0,,,behemoth,behemoth,,,1,angry,,,,,15,angry,,17,angry,,19,idle,,,,,,,,,,
d_main_33_10_e_80,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_80,False,,black,black,1.0,,,behemoth,,sfx_scn_crystalgrowuplarge2,,1,angry,,,,,3,angry,,5,angry,,13,idle,,,,,,,rapi,,,
d_main_33_10_e_81,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_81,False,,black,black,1.0,,,behemoth,,,,1,angry,,,,,3,angry,,5,angry,,,,,,,,,,,,,
d_main_33_10_e_82,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_82,False,,black,black,1.0,,,behemoth,,,,1,angry,,,,,3,angry,,5,angry,,,,,,,,,,,,,
d_main_33_10_e_83,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_83,False,,black,black,1.0,,,behemoth,,,,1,angry,,,,,3,angry,,5,angry,,,,,,,,,,,,,
d_main_33_10_e_84,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_84,False,,1,31,1.0,,,behemoth,,sfx_scn_machacrush,,1,angry,,,,,3,angry,,5,angry,,,,,,,,,,,,,
d_main_33_10_e_85,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_85,False,,31,53,1.5,,,anis,,sfx_scn_hitwall,,1,angry,,,,,3,angry,,5,angry,,,,,,,,,,,anis,,
d_main_33_10_e_86,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_86,False,,53,53,1.0,,,neon,,sfx_scn_hammerwhoosh,,1,angry,,,,,,,,5,angry,,,,,,,,,,,,neon,
d_main_33_10_e_87,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_87,False,,53,113,1.5,,,behemoth,,sfx_scn_machinewing,,1,angry,rapi,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_88,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_88,True,,113,113,1.0,,,rapi,rapi,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_89,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_89,False,,113,113,1.0,,,rapi,,sfx_scn_coffinwhoosh,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_90,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_90,True,,113,113,1.0,,,behemoth,behemoth,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_91,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_91,True,,113,113,1.0,,,behemoth,behemoth,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_92,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_92,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_93,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_93,True,,113,113,1.0,,,behemoth,behemoth,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_94,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_94,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_95,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_95,False,,113,113,1.0,,Low_2,behemoth,,sfx_scn_crownspearsmash,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_96,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_96,False,,113,113,1.0,,,rapi,,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_97,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_97,False,,113,113,1.0,,,rapi,,sfx_scn_hitwall,,1,idle,,13,angry,,,,,,,,,,,,,,,rapi,,,,
d_main_33_10_e_98,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_98,True,,113,1,1.0,,,behemoth,behemoth,,,1,angry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_99,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_99,True,,1,1,1.0,,,behemoth,behemoth,,,1,angry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_100,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_100,True,,1,10,1.0,,,behemoth,behemoth,,,1,angry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_101,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_101,True,,10,10,1.0,,,behemoth,behemoth,,,1,angry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_102,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_102,True,,10,10,1.0,,,behemoth,behemoth,,,1,angry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_103,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_103,True,,10,10,1.0,,,behemoth,behemoth,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_104,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_104,False,,10,100,1.0,,,behemoth,,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_105,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_105,True,,100,100,1.0,,,behemoth,behemoth,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_106,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_106,False,,100,100,1.0,,Low_2,behemoth,,sfx_scn_c092_fire,,1,surprise,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_107,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_107,True,,100,1,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_108,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_108,False,,1,1,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_109,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_109,False,,1,1,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_110,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_110,False,,1,1,1.0,none,Low_2,behemoth,,sfx_scn_c092_fire_many,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_111,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_111,False,,1,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_112,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_112,False,,100,100,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_113,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_113,False,,100,100,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_114,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_114,True,,100,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_115,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_115,False,,black,black,1.0,,,behemoth,,sfx_scn_scorebeep,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_116,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_116,False,,100,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_117,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_117,False,,black,black,1.0,,Low_2,behemoth,,sfx_scn_explosionnear,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_118,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_118,False,,black,black,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_119,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_119,False,,black,black,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_120,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_120,True,,100,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_121,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_121,False,,100,100,1.0,,,behemoth,,sfx_scn_missilelauncherfires,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_122,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_122,False,,100,100,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_123,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_123,True,,100,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_124,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_124,False,,100,100,1.0,,,behemoth,,sfx_scn_crystalgrowuplarge2,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_125,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_125,False,,100,100,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_126,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_126,False,,100,100,1.0,,,behemoth,,sfx_scn_crystalbreak2,,1,worry,,,,,,,,,,,,,,,,,,,,,,
