id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_10_06_11,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_11,True,,1,idle,,3,angry,,13,worry,,15,idle,,15,15,1.0,,vesti,vesti,,,,,,,,,,,,
d_main_10_06_12,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_12,True,,1,idle,,3,angry,,13,worry,,15,idle,,3,3,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_13,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_13,True,,1,idle,,3,angry,,13,worry,,15,idle,,15,XS_150,1.0,,vesti,vesti,,,,,,,,,,,,
d_main_10_06_14,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_14,True,,1,idle,,3,angry,,13,worry,,15,idle,,XS_150,XS_150,1.0,,vesti,vesti,,,,,,,,,,,,
d_main_10_06_15,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_15,True,,1,idle,,3,surprise,,13,worry,,15,idle,,30,30,1.0,,eunhwa,eunhwa,Low_2,,,,,,,,,,,
d_main_10_06_16,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_16,True,,1,idle,,3,surprise,,13,worry,,15,shy,,XS_150,15,1.5,,vesti,vesti,,,,,,,,,,,,
d_main_10_06_17,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_17,True,,1,idle,,3,idle,,13,worry,,15,shy,,3,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_18,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_18,True,,1,idle,,3,idle,,13,worry,,15,shy,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_19,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_19,False,,1,think,,3,idle,,13,worry,,15,shy,,2,2,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_20,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_20,True,,1,think,,3,angry,,13,worry,,15,shy,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_21,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_21,False,,1,think,,3,angry,,13,worry,,15,shy,,2,2,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_22,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_22,True,,1,think,,3,angry,,13,worry,,15,shy,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_23,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_23,True,,1,think,,3,angry,,13,worry,,15,shy,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_24,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_24,True,,1,think,,3,angry,,13,worry,,15,shy,EventScene_Chap_10_01,rapi_camp_event_01,rapi_camp_event_02,2.0,none,rapi,rapi,,rapi,eunhwa,emma,vesti,black_without_dialogue,,,,,,
d_main_10_06_25,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_25,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,emma,emma,,,,,,,,,,,,
d_main_10_06_26,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_26,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,vesti,vesti,,,,,,,,,,,,
d_main_10_06_27,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_27,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,bgm_story_marrybad,rapi,rapi,,,,,,,,,,,,
d_main_10_06_28,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_28,False,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,vesti,vesti,,,,,,,,,,,,
d_main_10_06_29,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_29,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_30,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_30,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,emma,emma,,,,,,,,,,,,
d_main_10_06_31,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_31,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,emma,emma,,,,,,,,,,,,
d_main_10_06_32,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_32,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_33,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_33,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_34,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_34,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_35,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_35,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_36,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_36,False,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,emma,emma,,,,,,,,,,,,
d_main_10_06_37,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_37,False,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_02,1.0,,vesti,vesti,,,,,,,,,,,,
d_main_10_06_38,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_38,True,,,,,,,,,,,,,,rapi_camp_event_02,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_39,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_39,True,,,,,,,,,,,,,,rapi_camp_event_03,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_40,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_40,True,,,,,,,,,,,,,,rapi_camp_event_03,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_41,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_41,True,,,,,,,,,,,,,,rapi_camp_event_03,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_42,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_42,True,,,,,,,,,,,,,,rapi_camp_event_03,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_43,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_43,True,,,,,,,,,,,,,,rapi_camp_event_03,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_44,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_44,True,,,,,,,,,,,,,,rapi_camp_event_03,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_45,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_45,True,,,,,,,,,,,,,,rapi_camp_event_03,rapi_camp_event_03,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_46,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_46,True,rapi,1,idle,eunhwa,3,idle,emma,13,angry,vesti,15,idle,Desert_02_n,black,black,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_47,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_47,False,,1,idle,,3,idle,,13,angry,,15,idle,,2,2,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_48,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_48,True,,1,idle,,3,idle,,13,angry,,15,idle,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_49,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_49,True,,1,idle,,3,idle,,13,angry,,15,idle,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_50,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_50,True,,1,idle,,3,idle,,13,angry,,15,idle,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_51,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_51,True,,1,idle,,3,idle,,13,worry,,15,idle,,13,13,1.0,,emma,emma,,,,,,,,,,,,
d_main_10_06_52,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_52,True,,1,idle,,3,idle,,13,worry,,15,idle,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_53,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_53,True,,1,idle,,3,idle,,13,worry,,15,idle,,2,2,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_54,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_54,True,,1,worry,,3,idle,,13,worry,,15,idle,,2,2,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_55,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_55,True,,1,worry,,3,angry,,13,worry,,15,idle,,2,30,0.7,,eunhwa,eunhwa,Low_2,,,,,,,,,,,
d_main_10_06_56,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_56,True,,1,worry,,3,angry,,13,worry,,15,idle,,30,30,1.0,,eunhwa,eunhwa,,,,,,,,,,,,
d_main_10_06_57,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_57,False,,1,think,,3,angry,,13,worry,,15,idle,,30,2,1.0,,rapi,rapi,,,,,,,,,,,,
d_main_10_06_58,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_58,True,,1,think,,3,angry,,13,worry,,15,idle,,2,7,1.0,,anis,anis,,,,,,,anis,8,angry,neon,6,idle
d_main_10_06_59,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_59,True,,1,idle,,3,angry,,13,worry,,15,idle,,7,7,1.0,,anis,anis,,,,,,,,8,angry,,6,idle
d_main_10_06_60,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_60,True,,1,idle,,3,idle,,13,worry,,15,idle,,30,3,1.3,,eunhwa,eunhwa,,,,,,,,8,angry,,6,idle
d_main_10_06_61,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_61,True,,1,idle,,3,idle,,13,worry,,15,idle,,7,7,1.0,,anis,anis,,,,,,,,8,void,,6,idle
d_main_10_06_62,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_62,True,,12,idle,,2,idle,,4,idle,,16,idle,,7,5,1.0,,emma,emma,,,,,,,,8,void,,6,idle
d_main_10_06_63,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_63,True,,12,idle,,2,idle,,4,idle,,16,idle,,5,5,1.0,,neon,neon,,,,,,,,8,void,,6,idle
d_main_10_06_64,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_64,True,,12,idle,,2,idle,,4,idle,,16,idle,,5,5,1.0,,neon,neon,,,,,,,,8,void,,6,idle
d_main_10_06_65,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_65,True,,12,idle,,2,idle,,4,surprise,,16,idle,,5,5,1.0,,emma,emma,,,,,,,,8,void,,6,idle
d_main_10_06_66,d_main_10_06,Narration,Locale_MainScenario:d_main_10_06_66,False,,12,idle,,2,idle,,4,surprise,,16,idle,,black,black,1.0,none,,Narration,,,,,,,,8,void,,6,idle
d_main_10_06_67,d_main_10_06,Narration,Locale_MainScenario:d_main_10_06_67,False,,12,idle,,2,idle,,4,surprise,,16,idle,,black,black,1.0,,,Narration,,,,,,,,8,void,,6,idle
d_main_10_06_68,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_68,True,,12,idle,,2,idle,,4,surprise,,16,idle,,XS_160,XS_160,1.0,,vesti,vesti,,,,,,,,8,void,,6,idle
d_main_10_06_69,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_69,True,,12,idle,,2,idle,,4,surprise,,16,idle,,40,40,1.0,,emma,emma,,,,,,,,8,void,,6,idle
d_main_10_06_70,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_70,True,,12,idle,,2,surprise,,4,surprise,,16,idle,,20,20,1.0,,eunhwa,eunhwa,,,,,,,,8,void,,6,idle
d_main_10_06_71,d_main_10_06,Speech,Locale_MainScenario:d_main_10_06_71,True,,12,idle,,2,surprise,,4,surprise,,16,idle,,120,1200,1.4,,rapi,rapi,,,,,,,,8,void,,6,idle
