id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,set_camera_shake,set_filter_01,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/8/hide_char_id,characters/9/hide_char_id,characters/6/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_main_31_08_13,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_13,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,13,void,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_14,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_14,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,13,void,,17,idle,,170,17,1.0,sfx_scn_explosions,,,Low_2,Vignetting,,,,,,,,,,,,,,
d_main_31_08_15,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_15,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,13,void,,17,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_16,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_16,True,,9,idle,,7,angry,,5,idle,,3,delight,,1,idle,,13,void,,17,idle,,30,30,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_17,d_main_31_08,Speech,vesti,Locale_MainScenario:d_main_31_08_17,True,,9,delight,,7,angry,,5,idle,,3,delight,,1,idle,,13,void,,17,idle,,XS_90,XS_90,1.0,,,vesti,,,,,,,,,,,,,,,,
d_main_31_08_18,d_main_31_08,Self,vesti,Locale_MainScenario:d_main_31_08_18,False,,9,delight,,7,angry,,5,idle,,3,delight,,1,idle,,13,void,,17,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_19,d_main_31_08,Self,vesti,Locale_MainScenario:d_main_31_08_19,False,,9,delight,,7,angry,,5,idle,,3,delight,,1,idle,,13,void,,17,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_20,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_20,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,13,void,,17,idle,,3,30,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_21,d_main_31_08,Speech,anis,Locale_MainScenario:d_main_31_08_21,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,idle,,12,12,1.0,,,anis,,,,,,,,,,,,,,,,
d_main_31_08_22,d_main_31_08,Speech,neon,Locale_MainScenario:d_main_31_08_22,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,idle,,12,12,1.0,,,neon,,,,,,,,,,,,,,,,
d_main_31_08_23,d_main_31_08,Monologue,neon,Locale_MainScenario:d_main_31_08_23,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_24,d_main_31_08,Monologue,neon,Locale_MainScenario:d_main_31_08_24,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_25,d_main_31_08,Monologue,neon,Locale_MainScenario:d_main_31_08_25,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_26,d_main_31_08,Narration,neon,Locale_MainScenario:d_main_31_08_26,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,idle,,3,30,1.0,sfx_scn_crystalgrowuplarge2,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_27,d_main_31_08,Monologue,neon,Locale_MainScenario:d_main_31_08_27,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,idle,,30,30,1.0,,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_28,d_main_31_08,Monologue,neon,Locale_MainScenario:d_main_31_08_28,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,idle,,30,30,1.0,sfx_scn_crystalstab,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_29,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_29,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,surprise,,13,angry,,17,idle,,30,3,0.6,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_30,d_main_31_08,Speech,anis,Locale_MainScenario:d_main_31_08_30,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,surprise,,13,sad,,17,idle,,12,12,1.0,,,anis,,,,,,,,,,,,,,,,
d_main_31_08_31,d_main_31_08,Speech,neon,Locale_MainScenario:d_main_31_08_31,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,sad,,17,idle,,12,12,1.0,,,neon,,,,,,,,,,,,,,,,
d_main_31_08_32,d_main_31_08,Speech,emma,Locale_MainScenario:d_main_31_08_32,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,sad,,17,idle,,6,6,1.0,,,emma,,,,,,,,,,,,,,,,
d_main_31_08_33,d_main_31_08,Self,emma,Locale_MainScenario:d_main_31_08_33,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,idle,,13,sad,,17,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_34,d_main_31_08,Speech,eunhwa,Locale_MainScenario:d_main_31_08_34,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,idle,,13,sad,,17,idle,,6,6,1.0,,,eunhwa,,,,,,,,,,,,,,,,
d_main_31_08_35,d_main_31_08,Speech,emma,Locale_MainScenario:d_main_31_08_35,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,idle,,13,sad,,17,idle,,6,6,1.0,,,emma,,,,,,,,,,,,,,,,
d_main_31_08_36,d_main_31_08,Speech,vesti,Locale_MainScenario:d_main_31_08_36,True,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,sad,,17,idle,,XS_90,XS_90,1.0,,,vesti,,,,,,,,,,,,,,,,
d_main_31_08_37,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_37,True,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,angry,,17,angry,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_38,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_38,False,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,angry,,17,angry,,170,17,0.6,sfx_scn_crystalgrowuplarge,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_39,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_39,False,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,angry,,17,angry,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_40,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_40,False,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,angry,,17,angry,,17,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_41,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_41,False,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,angry,,17,angry,,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_42,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_42,False,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,angry,,17,angry,,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_43,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_43,False,,9,special,,7,angry,,5,angry,,3,angry,,1,idle,,13,angry,,17,angry,,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_44,d_main_31_08,Speech,neon,Locale_MainScenario:d_main_31_08_44,True,,9,special,,7,angry,,5,angry,,3,angry,,1,worry,,13,angry,,17,idle,,2,2,1.0,,,neon,,,,,,,,,,,,,,,,
d_main_31_08_45,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_45,True,,9,special,,7,angry,,5,angry,,3,idle,,1,worry,,13,angry,,17,idle,,2,2,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_46,d_main_31_08,Speech,eunhwa,Locale_MainScenario:d_main_31_08_46,True,,9,special,,7,angry,,5,angry,,3,idle,,1,worry,,13,angry,,17,idle,,50,50,1.0,,,eunhwa,,,,,,,,,,,,,,,,
d_main_31_08_47,d_main_31_08,Speech,anis,Locale_MainScenario:d_main_31_08_47,True,,9,special,,7,angry,,5,angry,,3,idle,,1,worry,,13,angry,,17,idle,,130,130,1.0,,,anis,,,,,,,,,,,,,,,,
d_main_31_08_48,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_48,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_49,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_49,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_50,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_50,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_51,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_51,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,17,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_52,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_52,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,17,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_53,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_53,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_54,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_54,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,17,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_55,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_55,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,17,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_56,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_56,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_57,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_57,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,17,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_58,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_58,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_59,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_59,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_60,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_60,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_61,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_61,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_62,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_62,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_63,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_63,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_64,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_64,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_65,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_65,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_66,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_66,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_67,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_67,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_68,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_68,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_69,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_69,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_70,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_70,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_71,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_71,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_72,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_72,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,17,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_73,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_73,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,17,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_74,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_74,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_75,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_75,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_76,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_76,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,void,,170,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_77,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_77,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_78,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_78,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_79,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_79,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_80,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_80,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,17,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_81,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_81,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_82,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_82,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_83,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_83,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_84,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_84,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_85,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_85,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,smile,,170,1700,0.5,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_86,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_86,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,angry,,1700,1700,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_87,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_87,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,angry,,1700,1700,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_88,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_88,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,angry,,1700,1700,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_89,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_89,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,angry,,1700,1700,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_90,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_90,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,1700,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_91,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_91,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_92,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_92,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_93,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_93,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_94,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_94,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_95,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_95,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,smile,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_96,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_96,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_97,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_97,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_98,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_98,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_99,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_99,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_100,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_100,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_101,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_101,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_102,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_102,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_103,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_103,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_104,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_104,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_105,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_105,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_106,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_106,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
