id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/0/hide_char_id
d_main_17af_04_57,d_main_17af_04,Speech,drake,drake,Locale_MainScenario:d_main_17af_04_57,False,,1,delight,,500,500,1.0,,,,,3,angry,,5,angry,,7,idle,,,,
d_main_17af_04_58,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_58,True,,1,delight,,700,700,1.0,,,,,3,angry,,5,angry,,7,idle,,,,
d_main_17af_04_59,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_59,True,,1,idle,,XS_100,XS_100,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_60,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_60,False,,1,idle,,XS_100,XS_10,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_61,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_61,False,,1,idle,,XS_10,XS_10,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_62,d_main_17af_04,Monologue,syuen,,Locale_MainScenario:d_main_17af_04_62,False,,1,idle,,XS_10,XS_100,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_63,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_63,False,,1,idle,,XS_100,XS_100,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_64,d_main_17af_04,Monologue,laplace,,Locale_MainScenario:d_main_17af_04_64,False,,1,idle,,XS_100,XS_100,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_65,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_65,True,,1,angry,,XS_100,XS_100,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_66,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_66,False,,1,angry,,XS_100,XS_100,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_67,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_67,True,,1,idle,,XS_100,1,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_68,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_68,True,,1,idle,,1,1,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_69,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_69,True,,1,idle,,1,1,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_70,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_70,False,,1,idle,,1,1,1.0,,,,,3,think,,5,idle,,7,idle,,,,
d_main_17af_04_71,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_71,True,,1,idle,,7,7,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_72,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_72,True,,1,idle,,7,7,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_73,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_73,True,,1,idle,,1,1,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_74,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_74,True,,1,idle,,7,7,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_75,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_75,True,,1,surprise,,1,XS_10,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_76,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_76,True,,1,idle,,XS_10,XS_10,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_77,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_77,True,,1,idle,,XS_10,XS_10,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_78,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_78,True,,1,idle,,XS_10,31,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_79,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_79,True,,1,idle,,31,31,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_80,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_80,True,,1,idle,,31,31,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_81,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_81,True,,1,idle,,31,31,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_82,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_82,True,,1,idle,,31,1,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_83,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_83,True,,1,idle,,1,1,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_84,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_84,True,,1,idle,,1,31,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_85,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_85,True,,1,idle,,31,31,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_86,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_86,True,,1,idle,,31,31,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_87,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_87,True,,1,delight,,31,XS_10,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_88,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_88,True,,1,delight,,XS_10,XS_100,0.5,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_89,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_89,False,,1,delight,,XS_100,XS_100,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_90,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_90,True,,1,delight,,XS_100,S_300,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_91,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_91,True,,1,delight,,S_300,S_300,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_92,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_92,True,,1,delight,,S_300,S_300,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_93,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_93,True,,1,delight,,S_300,S_300,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_94,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_94,True,,1,idle,,1,1,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_95,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_95,True,,1,idle,,1,53,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_96,d_main_17af_04,Speech,drake,drake,Locale_MainScenario:d_main_17af_04_96,True,,1,idle,,53,53,1.0,,,,,3,delight,,5,delight,,7,idle,,,,
d_main_17af_04_97,d_main_17af_04,Speech,drake,drake,Locale_MainScenario:d_main_17af_04_97,True,,1,idle,,53,50,1.0,,,,,3,delight,,5,delight,,7,idle,,,,
d_main_17af_04_98,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_98,True,,1,idle,,50,S_30,1.0,,,,,3,delight,,5,delight,,7,idle,,,,
d_main_17af_04_99,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_99,True,,1,idle,,S_30,70,1.0,,,,,3,delight,,5,delight,,7,sad,,,,
d_main_17af_04_100,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_100,True,,1,idle,,3,3,1.0,,,,,3,idle,,5,delight,,7,sad,,,,
d_main_17af_04_101,d_main_17af_04,Self,laplace,,Locale_MainScenario:d_main_17af_04_101,False,,1,idle,,3,3,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_102,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_102,True,,1,idle,,3,3,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_103,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_103,True,,1,idle,,3,3,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_104,d_main_17af_04,Self,laplace,,Locale_MainScenario:d_main_17af_04_104,False,,1,idle,,3,3,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_105,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_105,True,,1,idle,,7,7,1.0,,,,,3,delight,,5,idle,,7,idle,,,,
d_main_17af_04_106,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_106,True,,1,idle,,7,700,2.0,,,,,3,delight,,5,idle,,7,delight,,,,
d_main_17af_04_107,d_main_17af_04,Self,maxwell,,Locale_MainScenario:d_main_17af_04_107,False,,1,idle,,700,700,1.0,,,,,3,idle,,5,idle,,7,delight,,,,
d_main_17af_04_108,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_108,True,,1,surprise,,S_10,S_10,1.0,,,,,3,idle,,5,idle,,7,delight,,,,
d_main_17af_04_109,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_109,True,,1,idle,,S_10,S_10,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_110,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_110,True,,1,idle,,S_10,S_100,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_111,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_111,False,,1,idle,,S_100,S_100,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_112,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_112,True,,1,idle,,S_100,1,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_113,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_113,True,,1,idle,,1,1,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_114,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_114,True,,1,idle,,1,3,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_115,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_115,True,,1,idle,,3,3,1.0,,,,,3,idle,,5,idle,,7,idle,,,,
d_main_17af_04_116,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_116,True,,1,idle,,3,3,1.0,,,,,3,idle,,5,idle,,7,angry,,,,
d_main_17af_04_117,d_main_17af_04,Speech,laplace,laplace,Locale_MainScenario:d_main_17af_04_117,True,,1,idle,,3,S_300,0.5,,,,,3,idle,,5,idle,,7,angry,,,,
d_main_17af_04_118,d_main_17af_04,Monologue,laplace,,Locale_MainScenario:d_main_17af_04_118,False,,1,idle,,S_300,53,1.0,,,,,3,idle,,5,idle,,7,angry,laplace,,,
d_main_17af_04_119,d_main_17af_04,Speech,drake,drake,Locale_MainScenario:d_main_17af_04_119,True,,1,idle,,53,500,0.5,,,,,,,,5,delight,,7,angry,,,,
d_main_17af_04_120,d_main_17af_04,Monologue,drake,,Locale_MainScenario:d_main_17af_04_120,False,,1,idle,,500,75,1.0,,,,,,,,5,delight,,7,angry,,drake,,
d_main_17af_04_121,d_main_17af_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_17af_04_121,True,,1,idle,,75,7,1.0,,,,,,,,,,,7,angry,,,,
d_main_17af_04_122,d_main_17af_04,Monologue,maxwell,,Locale_MainScenario:d_main_17af_04_122,False,,1,idle,,7,7,1.0,none,,,,,,,,,,7,idle,,,maxwell,
d_main_17af_04_123,d_main_17af_04,Self,,,Locale_MainScenario:d_main_17af_04_123,False,,1,idle,,7,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_124,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_124,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_125,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_125,True,,1,angry,,1,1,1.0,bgm_story_trauma,,,,,,,,,,,,,,,
d_main_17af_04_126,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_126,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_127,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_127,False,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_128,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_128,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_129,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_129,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_130,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_130,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_131,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_131,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_132,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_132,False,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_133,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_133,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_134,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_134,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_135,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_135,False,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_136,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_136,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_137,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_137,True,,1,angry,,1,XS_10,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_138,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_138,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_139,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_139,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_140,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_140,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_141,d_main_17af_04,Self,syuen,,Locale_MainScenario:d_main_17af_04_141,False,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,
d_main_17af_04_142,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_142,True,,1,angry,,XS_10,XS_100,0.5,,,,,,,,,,,,,,,,
d_main_17af_04_143,d_main_17af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_17af_04_143,True,,1,angry,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,
