id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/1/play_effect_id,effects/1/set_effect_position,characters/6/hide_char_id,effects/0/stop_effect_id,effects/1/stop_effect_id
d_main_22_12_s_11,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_11,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_12,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_12,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,10,100,2.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_13,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_13,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,100,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_14,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_14,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,black,black,1.0,,enikk,rapi,neon,poli,miranda,anis,enikk_event,1,idle,fx_EventScene_Chap_22_02_aura,fx_EventScene_Chap_22_02_aura,fx_EventScene_Chap_22_02_light,fx_EventScene_Chap_22_02_light,,,
d_main_22_12_s_15,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_15,True,,,,,,,,,,,,,,,,,,,,enikk_event_01,enikk_event_01,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_16,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_16,True,,,,,,,,,,,,,,,,,,,,enikk_event_01,enikk_event_01,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_17,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_17,True,,,,,,,,,,,,,,,,,,,,enikk_event_01,enikk_event_01,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_18,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_18,True,,,,,,,,,,,,,,,,,,,,enikk_event_01,enikk_event_02,2.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_19,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_19,True,,,,,,,,,,,,,,,,,,,,enikk_event_02,enikk_event_02,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_20,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_20,True,,,,,,,,,,,,,,,,,,,,enikk_event_02,enikk_event_02,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_21,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_21,False,,,,,,,,,,,,,,,,,,,,enikk_event_02,enikk_event_02,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_22,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_22,True,,,,,,,,,,,,,,,,,,,,enikk_event_02,enikk_event_03,3.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_23,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_23,True,,,,,,,,,,,,,,,,,,,,enikk_event_03,enikk_event_03,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_24,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_24,True,,,,,,,,,,,,,,,,,,,,enikk_event_03,enikk_event_03,1.0,,,,,,,,,1,idle,,,,,,,
d_main_22_12_s_25,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_25,True,enikk,1,special,rapi,3,idle,neon,5,idle,poli,7,idle,miranda,9,idle,anis,13,void,,black,black,1.0,,,,,,,,,1,idle,,,,,enikk_event,fx_EventScene_Chap_22_02_aura,fx_EventScene_Chap_22_02_light
d_main_22_12_s_26,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_26,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,130,130,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_27,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_27,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,S_50,S_50,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_28,d_main_22_12_s,Speech,rapi,rapi,Locale_MainScenario:d_main_22_12_s_28,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,30,30,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_29,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_29,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,130,130,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_30,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_30,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,void,,10,10,1.0,none,,,,,,,,,,,,,,,,
d_main_22_12_s_31,d_main_22_12_s,Speech,rapi,rapi,Locale_MainScenario:d_main_22_12_s_31,False,,1,special,,3,angry,,5,idle,,7,idle,,9,idle,,13,angry,,30,30,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_32,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_32,True,,1,special,,3,angry,,5,idle,,7,idle,,9,idle,,13,angry,,130,130,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_33,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_33,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,angry,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_34,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_34,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,10,10,1.0,bgm_hopeless,,,,,,,,,,,,,,,,
d_main_22_12_s_35,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_35,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,10,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_36,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_36,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_37,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_37,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_38,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_38,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_39,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_39,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_40,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_40,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,100,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_41,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_41,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_42,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_42,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_43,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_43,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_44,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_44,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,10,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_45,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_45,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_46,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_46,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,worry,,1300,1300,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_47,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_47,True,,1,special,,3,idle,,5,no,,7,idle,,9,idle,,13,worry,,S_500,S_500,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_48,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_48,True,,1,special,,3,idle,,5,no,,7,idle,,9,idle,,13,angry,,1300,1300,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_49,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_49,True,,1,special,,3,idle,,5,no,,7,idle,,9,idle,,13,angry,,S_500,S_500,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_50,d_main_22_12_s,Speech,rapi,rapi,Locale_MainScenario:d_main_22_12_s_50,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,angry,,300,300,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_51,d_main_22_12_s,Speech,poli,poli,Locale_MainScenario:d_main_22_12_s_51,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,97,97,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_52,d_main_22_12_s,Speech,miranda,miranda,Locale_MainScenario:d_main_22_12_s_52,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,97,97,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_53,d_main_22_12_s,Speech,enikk,enikk,Locale_MainScenario:d_main_22_12_s_53,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_54,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_54,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_22_12_s_55,d_main_22_12_s,Monologue,,,Locale_MainScenario:d_main_22_12_s_55,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,black,black,1.0,none,,,,,,,nihilister,15,idle,,,,,,,
d_main_22_12_s_56,d_main_22_12_s,Monologue,,,Locale_MainScenario:d_main_22_12_s_56,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,black,black,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_57,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_57,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,bgm_story_conflict,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_58,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_58,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_59,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_59,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_60,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_60,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_61,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_61,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,150,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_62,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_62,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,150,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_63,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_63,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,150,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_64,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_64,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,150,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_65,d_main_22_12_s,Self,,,Locale_MainScenario:d_main_22_12_s_65,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,150,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_66,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_66,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,15,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_67,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_67,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_68,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_68,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_69,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_69,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,13,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_70,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_70,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,13,15,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_71,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_71,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,smile,,,,,,,
d_main_22_12_s_72,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_72,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,smile,,,,,,,
d_main_22_12_s_73,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_73,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,53,53,1.0,,,,,,,,,15,smile,,,,,,,
d_main_22_12_s_74,d_main_22_12_s,Speech,rapi,rapi,Locale_MainScenario:d_main_22_12_s_74,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,53,53,1.0,,,,,,,,,15,smile,,,,,,,
d_main_22_12_s_75,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_75,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,150,1.0,,,,,,,,,15,smile,,,,,,,
d_main_22_12_s_76,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_76,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,1315,2.0,,,,,,,,,15,smile,,,,,,,
d_main_22_12_s_77,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_77,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_78,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_78,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_79,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_79,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_80,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_80,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,idle,,,,,,,
d_main_22_12_s_81,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_81,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_82,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_82,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_83,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_83,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,13,130,0.5,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_84,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_84,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,150,150,1.0,,,,,,,,,15,surprise,,,,,,,
d_main_22_12_s_85,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_85,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,surprise,,,,,,,
d_main_22_12_s_86,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_86,True,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,1315,1315,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_87,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_87,True,,1,special,,3,idle,,5,no,,7,idle,,9,idle,,13,idle,,5,S_50,0.5,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_88,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_88,False,,1,special,,3,idle,,5,no,,7,idle,,9,idle,,13,idle,,150,150,1.0,,,,,,,,,15,surprise,,,,,,,
d_main_22_12_s_89,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_89,True,,1,special,,3,idle,,5,delight,,7,idle,,9,idle,,13,idle,,S_50,S_50,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_90,d_main_22_12_s,Speech,anis,anis,Locale_MainScenario:d_main_22_12_s_90,True,,1,special,,3,idle,,5,delight,,7,idle,,9,idle,,13,idle,,130,1300,0.5,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_91,d_main_22_12_s,Speech,neon,neon,Locale_MainScenario:d_main_22_12_s_91,True,,1,special,,3,idle,,5,no,,7,idle,,9,idle,,13,idle,,S_50,S_500,0.5,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_92,d_main_22_12_s,Speech,rapi,rapi,Locale_MainScenario:d_main_22_12_s_92,False,,1,special,,3,idle,,5,idle,,7,idle,,9,idle,,13,idle,,30,30,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_93,d_main_22_12_s,Speech,miranda,miranda,Locale_MainScenario:d_main_22_12_s_93,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,97,97,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_94,d_main_22_12_s,Speech,poli,poli,Locale_MainScenario:d_main_22_12_s_94,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,97,97,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_95,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_95,False,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_96,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_96,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,15,15,1.0,,,,,,,,,15,angry,,,,,,,
d_main_22_12_s_97,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_97,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,15,150,0.5,,,,,,,,,15,angry2,,,,,,,
d_main_22_12_s_98,d_main_22_12_s,Speech,nihilister,nihilister,Locale_MainScenario:d_main_22_12_s_98,True,,1,special,,3,idle,,5,idle,,7,angry,,9,idle,,13,idle,,150,1500,0.5,,,,,,,,,15,angry2,,,,,,,
