id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,play_sound,set_camera_shake
d_ex_hotel_05_27,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_27,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_28,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_28,True,,1,idle,,13,idle,,3,idle,,10,113,1.0,,,,,,,,
d_ex_hotel_05_29,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_29,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,
d_ex_hotel_05_30,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_30,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,
d_ex_hotel_05_31,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_31,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,
d_ex_hotel_05_32,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_32,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,
d_ex_hotel_05_33,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_33,True,,1,idle,,13,idle,,3,idle,,113,31,1.0,,,,,,,,
d_ex_hotel_05_34,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_34,False,,1,idle,,13,idle,,3,idle,,31,1,1.0,,,,,,,,
d_ex_hotel_05_35,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_35,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_36,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_36,False,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_37,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_37,True,,1,idle,,13,idle,,3,idle,,1,10,1.0,,,,,,,,
d_ex_hotel_05_38,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_38,False,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_39,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_39,True,,1,delight,,13,idle,,3,idle,,10,100,0.5,,,,,,,,
d_ex_hotel_05_40,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_40,True,,1,delight,,13,idle,,3,smile,,300,300,1.0,,,,,,,,
d_ex_hotel_05_41,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_41,False,,1,delight,,13,idle,,3,smile,,300,300,1.0,,,,,,,,
d_ex_hotel_05_42,d_ex_hotel_05,Monologue,,,Locale_SuddenStory:d_ex_hotel_05_42,False,,1,idle,,13,idle,,3,smile,,300,300,1.0,,,quency,guilty,sin,,,
d_ex_hotel_05_43,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_43,True,quency,1,idle,guilty,13,idle,sin,3,idle,GoodOffice,1,1,1.0,,,,,,black,,
d_ex_hotel_05_44,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_44,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_45,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_45,False,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_46,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_46,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_47,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_47,False,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_48,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_48,True,,1,idle,,13,idle,,3,idle,,1,10,1.0,,,,,,,,
d_ex_hotel_05_49,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_49,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_50,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_50,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_51,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_51,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_52,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_52,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_53,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_53,True,,1,idle,,13,surprise,,3,idle,,10,113,1.0,,,,,,,,
d_ex_hotel_05_54,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_54,True,,1,idle,,13,surprise,,3,idle,,113,113,1.0,,,,,,,,
d_ex_hotel_05_55,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_55,False,,1,idle,,13,surprise,,3,idle,,113,113,1.0,,,,,,,,
d_ex_hotel_05_56,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_56,True,,1,surprise,,13,idle,,3,idle,,113,1,1.0,,,,,,,,
d_ex_hotel_05_57,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_57,True,,1,surprise,,13,idle,,3,idle,,1,10,1.0,,,,,,,,
d_ex_hotel_05_58,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_58,False,,1,surprise,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_59,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_59,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_60,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_60,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_61,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_61,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,,,,,,
d_ex_hotel_05_62,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_62,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,,,,,,
d_ex_hotel_05_63,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_63,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,,,,,,
d_ex_hotel_05_64,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_64,True,,1,idle,,13,idle,,3,surprise,,30,30,1.0,,,,,,,,
d_ex_hotel_05_65,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_65,True,,1,idle,,13,idle,,3,surprise,,30,30,1.0,,,,,,,,
d_ex_hotel_05_66,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_66,True,,1,idle,,13,idle,,3,surprise,,30,30,1.0,,,,,,,,
d_ex_hotel_05_67,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_67,True,,1,idle,,13,idle,,3,delight,,30,300,1.0,,,,,,,,
d_ex_hotel_05_68,d_ex_hotel_05,Monologue,,,Locale_SuddenStory:d_ex_hotel_05_68,False,,1,idle,,13,idle,,3,delight,,300,100,1.0,,,,,,,,
d_ex_hotel_05_69,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_69,True,,1,idle,,13,idle,,3,idle,,100,10,1.0,,,,,,,,
d_ex_hotel_05_70,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_70,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_71,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_71,False,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_72,d_ex_hotel_05,Narration,,,Locale_SuddenStory:d_ex_hotel_05_72,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,,,,,,
d_ex_hotel_05_73,d_ex_hotel_05,Monologue,,,Locale_SuddenStory:d_ex_hotel_05_73,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,,,,,,
d_ex_hotel_05_74,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_74,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_75,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_75,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_76,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_76,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_77,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_77,False,,1,idle,,13,idle,,3,idle,,1,1,1.0,,d_ex_hotel_05_79,,,,,,
d_ex_hotel_05_78,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_78,False,,1,idle,,13,idle,,3,idle,,1,1,1.0,,d_ex_hotel_05_80,,,,,,
d_ex_hotel_05_79,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_79,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,d_ex_hotel_05_81,,,,,,
d_ex_hotel_05_80,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_80,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,d_ex_hotel_05_81,,,,,,
d_ex_hotel_05_81,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_81,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,,,,,,
d_ex_hotel_05_82,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_82,True,,1,idle,,13,idle,,3,idle,,30,30,1.0,,,,,,,,
d_ex_hotel_05_83,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_83,True,,1,idle,,13,idle,,3,idle,,30,30,1.0,,,,,,,,
d_ex_hotel_05_84,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_84,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_85,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_85,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,,,,,,
d_ex_hotel_05_86,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_86,True,,1,idle,,13,idle,,3,idle,,30,30,1.0,,,,,,,,
d_ex_hotel_05_87,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_87,True,,1,idle,,13,idle,,3,idle,,30,10,1.0,,,,,,,,
d_ex_hotel_05_88,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_88,True,,1,idle,,13,idle,,3,idle,,10,1,1.0,,,,,,,,
d_ex_hotel_05_89,d_ex_hotel_05,Narration,,,Locale_SuddenStory:d_ex_hotel_05_89,False,,1,idle,,13,idle,,3,idle,,1,1,1.0,none,,,,,,sfx_scn_knock,
d_ex_hotel_05_90,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_90,False,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,,,,,,
d_ex_hotel_05_91,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_91,True,,1,surprise,,13,idle,,3,idle,,1,10,1.0,,,,,,,,
d_ex_hotel_05_92,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_92,True,,1,surprise,,13,idle,,3,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_93,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_93,True,,1,surprise,,13,idle,,3,surprise,,30,30,1.0,,,,,,,,
d_ex_hotel_05_94,d_ex_hotel_05,Narration,,,Locale_SuddenStory:d_ex_hotel_05_94,False,,1,surprise,,13,idle,,3,idle,,30,10,1.0,bgm_story_whosdumber,,quency,guilty,sin,,sfx_scn_heavytrip,Low_2
d_ex_hotel_05_95,d_ex_hotel_05,Monologue,,,Locale_SuddenStory:d_ex_hotel_05_95,False,,,,,,,,,idle,,10,10,1.0,,,,,,,,
d_ex_hotel_05_96,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_96,True,,,,,,,,,,,black,black,1.0,,,,,,,,
d_ex_hotel_05_97,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_97,True,,,,,,,,,,,black,black,1.0,,,,,,,,
d_ex_hotel_05_98,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_98,True,,,,,,,,,,,black,black,1.0,,,,,,,,
d_ex_hotel_05_99,d_ex_hotel_05,Speech,sin,sin,Locale_SuddenStory:d_ex_hotel_05_99,True,,,,,,,,,,,black,black,1.0,,,,,,,,
d_ex_hotel_05_100,d_ex_hotel_05,Speech,guilty,guilty,Locale_SuddenStory:d_ex_hotel_05_100,True,,,,,,,,,,,black,black,1.0,,,,,,,,
d_ex_hotel_05_101,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_101,True,,,,,,,,,,,10,10,1.0,,,,,,,,
d_ex_hotel_05_102,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_102,True,,,,,,,,,,,10,10,1.0,,,,,,,,
d_ex_hotel_05_103,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_103,True,,,,,,,,,,,10,10,1.0,,,,,,,,
d_ex_hotel_05_104,d_ex_hotel_05,Speech,quency,quency,Locale_SuddenStory:d_ex_hotel_05_104,True,,,,,,,,,,,10,1,1.0,,,,,,,,
d_ex_hotel_05_105,d_ex_hotel_05,Monologue,,,Locale_SuddenStory:d_ex_hotel_05_105,False,,,,,,,,,,,1,1,1.0,,,,,,,,
d_ex_hotel_05_106,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_106,False,,,,,,,,,,,1,1,1.0,,d_ex_hotel_05_108,,,,,,
d_ex_hotel_05_107,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_107,False,,,,,,,,,,,1,1,1.0,,d_ex_hotel_05_108,,,,,,
d_ex_hotel_05_108,d_ex_hotel_05,Speech,volt,volt,Locale_SuddenStory:d_ex_hotel_05_108,False,,,,,,,,,,,1,1,1.0,,,,,,,,
d_ex_hotel_05_109,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_109,True,,,,,,,,,,,1,1,1.0,,,,,,,,
d_ex_hotel_05_110,d_ex_hotel_05,Narration,,,Locale_SuddenStory:d_ex_hotel_05_110,False,,,,,,,,,,,1,1,1.0,,,,,,,sfx_scn_autodooropen,
d_ex_hotel_05_111,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_111,False,liter,5,idle,,,,,,,,1,5,0.7,,,,,,,,
d_ex_hotel_05_112,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_112,True,,5,idle,,,,,,,,5,5,1.0,,,,,,,,
d_ex_hotel_05_113,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_113,False,,5,idle,,,,,,,,5,5,1.0,,d_ex_hotel_05_115,,,,,,
d_ex_hotel_05_114,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_114,False,,5,idle,,,,,,,,5,5,1.0,,d_ex_hotel_05_117,,,,,,
d_ex_hotel_05_115,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_115,True,,5,angry,,,,,,,,5,XS_50,1.0,,,,,,,,
d_ex_hotel_05_116,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_116,True,,5,angry,,,,,,,,XS_50,XS_50,1.0,,d_ex_hotel_05_120,,,,,,
d_ex_hotel_05_117,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_117,True,,5,angry,,,,,,,,5,XS_50,1.0,,,,,,,,
d_ex_hotel_05_118,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_118,True,,5,sorrow,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_119,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_119,False,,5,sorrow,,,,,,,,XS_50,XS_50,1.0,,d_ex_hotel_05_120,,,,,,
d_ex_hotel_05_120,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_120,False,,5,sorrow,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_121,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_121,True,,5,idle,,,,,,,,XS_50,XS_500,1.0,,,,,,,,
d_ex_hotel_05_122,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_122,True,,5,idle,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
d_ex_hotel_05_123,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_123,True,,5,idle,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
d_ex_hotel_05_124,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_124,True,,5,no,,,,,,,,XS_500,5,1.0,,,,,,,,
d_ex_hotel_05_125,d_ex_hotel_05,Monologue,,,Locale_SuddenStory:d_ex_hotel_05_125,False,,5,no,,,,,,,,5,5,1.0,,,,,,,,
d_ex_hotel_05_126,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_126,False,,5,no,,,,,,,,5,5,1.0,,d_ex_hotel_05_128,,,,,,
d_ex_hotel_05_127,d_ex_hotel_05,Choice,,,Locale_SuddenStory:d_ex_hotel_05_127,False,,5,no,,,,,,,,5,5,1.0,,d_ex_hotel_05_128,,,,,,
d_ex_hotel_05_128,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_128,True,,5,angry,,,,,,,,5,XS_50,0.5,,,,,,,,
d_ex_hotel_05_129,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_129,True,,5,angry,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_130,d_ex_hotel_05,Speech,volt,volt,Locale_SuddenStory:d_ex_hotel_05_130,False,,5,angry,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_131,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_131,True,,5,delight,,,,,,,,XS_50,XS_500,1.0,,,,,,,,
d_ex_hotel_05_132,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_132,True,,5,idle,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
d_ex_hotel_05_133,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_133,True,,5,idle,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
d_ex_hotel_05_134,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_134,True,,5,idle,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
d_ex_hotel_05_135,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_135,False,,5,idle,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
d_ex_hotel_05_136,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_136,True,,5,idle,,,,,,,,XS_500,XS_50,1.0,,,,,,,,
d_ex_hotel_05_137,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_137,False,,5,idle,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_138,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_138,True,,5,idle,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_139,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_139,False,,5,idle,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_140,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_140,True,,5,idle,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
d_ex_hotel_05_141,d_ex_hotel_05,Speech,liter,liter,Locale_SuddenStory:d_ex_hotel_05_141,True,,5,delight,,,,,,,,XS_50,XS_500,0.5,,,,,,,,
d_ex_hotel_05_142,d_ex_hotel_05,Self,,,Locale_SuddenStory:d_ex_hotel_05_142,False,,5,delight,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
