id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_camera_shake,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_13af_05_14,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_14,False,,1,10,2.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_15,d_main_13af_05,Self,rapi,,Locale_MainScenario:d_main_13af_05_15,False,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_16,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_16,True,,10,10,1.0,,,,,,,,,,,,,,1,think,,,,,
d_main_13af_05_17,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_17,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_18,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_18,False,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_19,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_19,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_20,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_20,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_21,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_21,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_22,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_22,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_23,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_23,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_24,d_main_13af_05,Monologue,rapi,,Locale_MainScenario:d_main_13af_05_24,False,,black,black,1.0,none,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_25,d_main_13af_05,Monologue,rapi,,Locale_MainScenario:d_main_13af_05_25,False,,black,black,1.0,,,,,,,,,,,,,,1,idle,rapi,,,,
d_main_13af_05_26,d_main_13af_05,Narration,rapi,,Locale_MainScenario:d_main_13af_05_26,False,CommanderRoom,black,black,1.0,,black,,,,,,,,,,,,,,,,,,
d_main_13af_05_27,d_main_13af_05,Monologue,rapi,,Locale_MainScenario:d_main_13af_05_27,False,,5,5,1.0,,,,,,,,,,,,,,,,,,,,
d_main_13af_05_28,d_main_13af_05,Monologue,rapi,,Locale_MainScenario:d_main_13af_05_28,False,,5,5,1.0,,,,,,,,,,,,,,,,,,,,
d_main_13af_05_29,d_main_13af_05,Monologue,rapi,,Locale_MainScenario:d_main_13af_05_29,False,none,black,black,1.0,none,,,,,,,,,,,,counters_sleep,1,idle,,,,,
d_main_13af_05_30,d_main_13af_05,Speech,neon,neon,Locale_MainScenario:d_main_13af_05_30,True,,counters_sleep_01,counters_sleep_02,1.0,bgm_story_backtonormal,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_31,d_main_13af_05,Speech,anis,anis,Locale_MainScenario:d_main_13af_05_31,True,,counters_sleep_02,counters_sleep_03,2.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_32,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_32,True,,counters_sleep_04,counters_sleep_04,2.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_33,d_main_13af_05,Monologue,rapi,,Locale_MainScenario:d_main_13af_05_33,False,,counters_sleep_04,counters_sleep_05,2.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_34,d_main_13af_05,Monologue,rapi,,Locale_MainScenario:d_main_13af_05_34,False,,counters_sleep_05,counters_sleep_05,2.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_35,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_35,True,,counters_sleep_05,counters_sleep_05,2.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_36,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_36,True,CommanderRoom,black,black,1.0,,,,,,,,,,,,,rapi,1,idle,counters_sleep,,,,
d_main_13af_05_37,d_main_13af_05,Self,rapi,,Locale_MainScenario:d_main_13af_05_37,False,,1,10,0.5,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_38,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_38,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_39,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_39,True,,10,10,1.0,,,,,,,,,,,,,,1,idle,,,,,
d_main_13af_05_40,d_main_13af_05,Speech,neon,neon,Locale_MainScenario:d_main_13af_05_40,False,,4,4,1.0,,,,,neon,5,surprise,,anis,3,worry,,,1,idle,,,,,
d_main_13af_05_41,d_main_13af_05,Speech,anis,anis,Locale_MainScenario:d_main_13af_05_41,True,,4,4,1.0,,,,,,5,surprise,,,3,worry,,,1,idle,,,,,
d_main_13af_05_42,d_main_13af_05,Speech,neon,neon,Locale_MainScenario:d_main_13af_05_42,True,,4,S_50,1.0,,,Low_2,,,5,no,,,3,worry,,,1,idle,,,,,
d_main_13af_05_43,d_main_13af_05,Speech,anis,anis,Locale_MainScenario:d_main_13af_05_43,True,,S_50,30,1.0,,,Low_2,,,5,no,,,3,angry,,,1,idle,,,,,
d_main_13af_05_44,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_44,True,,30,10,1.0,,,,,,5,no,,,3,angry,,,1,think,,,,,
d_main_13af_05_45,d_main_13af_05,Narration,rapi,,Locale_MainScenario:d_main_13af_05_45,False,,black,black,1.0,,,,,,5,no,,,3,angry,,,1,think,,,,,
d_main_13af_05_46,d_main_13af_05,Speech,anis,anis,Locale_MainScenario:d_main_13af_05_46,True,,30,30,1.0,,,,,,5,idle,,,3,delight,,,1,idle,,,,,
d_main_13af_05_47,d_main_13af_05,Speech,neon,neon,Locale_MainScenario:d_main_13af_05_47,True,,30,S_50,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,
d_main_13af_05_48,d_main_13af_05,Self,neon,,Locale_MainScenario:d_main_13af_05_48,False,,S_50,S_50,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,
d_main_13af_05_49,d_main_13af_05,Speech,anis,anis,Locale_MainScenario:d_main_13af_05_49,True,,S_50,4,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,
d_main_13af_05_50,d_main_13af_05,Speech,anis,anis,Locale_MainScenario:d_main_13af_05_50,True,,4,4,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,
d_main_13af_05_51,d_main_13af_05,Narration,anis,,Locale_MainScenario:d_main_13af_05_51,False,,4,4,1.0,,,,m_main_13af_05,,5,idle,,,3,idle,,,1,idle,,,,,
d_main_13af_05_52,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_52,True,,4,2,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,
d_main_13af_05_53,d_main_13af_05,Self,rapi,,Locale_MainScenario:d_main_13af_05_53,False,,2,2,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,
d_main_13af_05_54,d_main_13af_05,Speech,anis,anis,Locale_MainScenario:d_main_13af_05_54,True,,2,2,1.0,,,,,,5,idle,,,3,sad,,,1,think,,,,,
d_main_13af_05_55,d_main_13af_05,Speech,neon,neon,Locale_MainScenario:d_main_13af_05_55,True,,4,4,1.0,,,,,,5,idle,,,3,void,,,1,think,,,,,
d_main_13af_05_56,d_main_13af_05,Speech,rapi,rapi,Locale_MainScenario:d_main_13af_05_56,True,,10,10,1.0,,,,,,5,idle,,,3,void,,,1,idle,,,,,
