id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,set_camera_shake
d_main_24_08_s_19,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_19,True,,4,idle,,2,idle,,12,good,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_20,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_20,True,,4,idle,,2,idle,,12,idle,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_21,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_21,True,,4,idle,,2,idle,,12,idle,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_22,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_22,True,,4,idle,,2,idle,,12,delight,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_23,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_23,True,,4,idle,,2,idle,,12,delight,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_24,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_24,False,,4,idle,,2,idle,,12,delight,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_25,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_25,True,,4,idle,,2,idle,,12,good,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_26,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_26,True,,4,idle,,2,idle,,12,delight,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_27,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_27,True,,4,idle,,2,idle,,12,delight,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_28,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_28,False,,4,idle,,2,idle,,12,delight,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_29,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_29,False,,4,idle,,2,idle,,12,good,,120,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_30,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_30,True,,4,idle,,2,idle,,12,good,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_31,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_31,True,,4,idle,,2,idle,,12,good,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_32,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_32,False,,4,idle,,2,idle,,12,good,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_33,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_33,False,,4,idle,,2,idle,,12,angry,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_34,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_34,True,,4,idle,,2,idle,,12,angry,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_35,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_35,True,,4,idle,,2,idle,,12,angry,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_36,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_36,True,,4,idle,,2,idle,,12,angry,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_37,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_37,False,,4,idle,,2,idle,,12,good,,12,120,2.0,,,,,,,,,,,,,,,
d_main_24_08_s_38,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_38,True,,4,idle,,2,idle,,12,good,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_39,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_39,False,,4,idle,,2,idle,,12,good,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_40,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_40,False,,4,idle,,2,idle,,12,sad,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_41,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_41,False,,4,idle,,2,idle,,12,sad,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_42,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_42,True,,4,idle,,2,idle,,12,sad,,120,12,2.0,,,,,,,,,,,,,,,
d_main_24_08_s_43,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_43,False,,4,idle,,2,idle,,12,sad,Hospital,5,1,2.0,none,crow,eh,viper,black,,,,,,,,,,
d_main_24_08_s_44,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_44,True,,,,,,,,,,,1,1,1.0,bgm_enemyclose,,,,,ingrid,2,think,syuen,12,special,,,,
d_main_24_08_s_45,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_45,True,,,,,,,,,,,1,1,1.0,,,,,,,2,think,,12,special,,,,
d_main_24_08_s_46,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_46,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_47,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_47,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_48,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_48,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_49,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_49,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_50,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_50,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_51,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_51,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_52,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_52,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_53,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_53,True,,,,,,,,,,,1,1,0.5,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_54,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_54,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_55,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_55,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_56,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_56,True,,,,,,,,,,,1,1,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_57,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_57,False,,,,,,,,,,,1,1,1.0,,,,,,,2,think,,12,pain,,,,
d_main_24_08_s_58,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_58,True,,,,,,,,,,,1,S_120,1.0,,,,,,,2,think,,12,special,,,,
d_main_24_08_s_59,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_59,True,,,,,,,,,,,S_120,S_120,1.0,,,,,,,2,angry,,12,special,,,,
d_main_24_08_s_60,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_60,True,,,,,,,,,,,S_120,S_120,1.0,,,,,,,2,angry,,12,special,,,,
d_main_24_08_s_61,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_61,True,,,,,,,,,,,S_120,S_120,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_62,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_62,True,,,,,,,,,,,S_120,20,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_63,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_63,True,,,,,,,,,,,20,20,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_64,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_64,True,,,,,,,,,,,20,20,1.0,,,,,,,2,think,,12,special,,,,
d_main_24_08_s_65,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_65,True,,,,,,,,,,,20,S_120,0.7,,,,,,,2,think,,12,special,,,,
d_main_24_08_s_66,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_66,False,,,,,,,,,,,black,black,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_67,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_67,False,,,,,,,,,,,black,black,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_68,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_68,True,,,,,,,,,,,20,20,1.0,,,,,,,2,angry,,12,special,,,,
d_main_24_08_s_69,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_69,True,,,,,,,,,,,20,S_120,0.7,,,,,,,2,angry,,12,special,,,,
d_main_24_08_s_70,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_70,False,,,,,,,,,,,S_120,S_120,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_71,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_71,False,,,,,,,,,,,S_120,S_120,1.0,,,,,,,2,idle,,12,special,,,,
d_main_24_08_s_72,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_72,True,,,,,,,,,,,S_120,S_1200,1.0,,,,,,,2,idle,,12,delight,,,,
d_main_24_08_s_73,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_73,False,,,,,,,,,,,S_1200,S_1200,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_74,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_74,True,,,,,,,,,,,S_1200,S_120,1.0,,,,,,,2,idle,,12,pain,,,,
d_main_24_08_s_75,d_main_24_08_s,Speech,ingrid,ingrid,Locale_MainScenario:d_main_24_08_s_75,False,,,,,,,,,,,S_120,20,0.5,,,,,,,2,angry,,12,pain,,,,
d_main_24_08_s_76,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_76,False,,,,,,,,,,,black,black,1.0,,,,,,,2,angry,,12,pain,,,,
d_main_24_08_s_77,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_77,False,,,,,,,,,,,black,black,1.0,,,,,,,2,angry,,12,pain,,,,
d_main_24_08_s_78,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_78,False,,,,,,,,,,,black,black,1.0,,,,,,,2,angry,,12,pain,,,,
d_main_24_08_s_79,d_main_24_08_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_08_s_79,True,,,,,,,,,,,S_120,S_1200,1.0,none,,,,,,2,angry,,12,special,,,,
d_main_24_08_s_80,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_80,True,crow,4,idle,eh,2,idle,viper,12,angry,NikkeCorridor,120,120,1.0,,,,,black,,2,angry,,12,special,ingrid,syuen,,
d_main_24_08_s_81,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_81,True,,4,idle,,2,idle,,12,angry,,120,120,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_82,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_82,False,,4,idle,,2,idle,,12,idle,,120,12,2.0,,,,,,,,,,,,,,,
d_main_24_08_s_83,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_83,True,,4,idle,,2,idle,,12,idle,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_84,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_84,True,,4,idle,,2,idle,,12,idle,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_85,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_85,False,,4,idle,,2,idle,,12,idle,EventScene_Chap_24_01,black,black,1.0,,crow,eh,viper,black,,,,,,,,,sfx_scn_button,
d_main_24_08_s_86,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_86,False,,,,,,,,,,,black,black,1.0,bgm_story_marrybad,,,,,,,,,,,,,,
d_main_24_08_s_87,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_87,True,,,,,,,,,,,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_88,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_88,False,,,,,,,,,,,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_89,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_89,True,,,,,,,,,,,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_90,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_90,False,,,,,,,,,,EventScene_Chap_24_02,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_91,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_91,False,,,,,,,,,,,viper_chocker_01,viper_chocker_02,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_92,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_92,False,,,,,,,,,,,viper_chocker_02,viper_chocker_02,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_93,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_93,True,,,,,,,,,,,viper_chocker_02,viper_chocker_02,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_94,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_94,True,,,,,,,,,,,viper_chocker_02,viper_chocker_02,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_95,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_95,True,,,,,,,,,,,viper_chocker_02,viper_chocker_02,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_96,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_96,True,,,,,,,,,,,viper_chocker_02,viper_chocker_02,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_97,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_97,False,,,,,,,,,,,viper_chocker_02,viper_chocker_01,1.5,,,,,,,,,,,,,,,
d_main_24_08_s_98,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_98,False,,,,,,,,,,,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_99,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_99,False,,,,,,,,,,EventScene_Chap_24_03,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_100,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_100,True,,,,,,,,,,,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_101,d_main_24_08_s,Speech,viper,viper,Locale_MainScenario:d_main_24_08_s_101,True,,,,,,,,,,,viper_chocker_01,viper_chocker_01,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_102,d_main_24_08_s,Narration,,Narration,Locale_MainScenario:d_main_24_08_s_102,False,,,,,,,,,,NikkeCorridor,black,black,1.0,none,,,,,,,,,,,,,sfx_scn_sonicexplode,
d_main_24_08_s_103,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_103,False,crow,4,idle,eh,2,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_104,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_104,False,,4,idle,,2,idle,,,,,12,12,1.0,,,,,,,,,,,,,,sfx_scn_down,Low_2
d_main_24_08_s_105,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_105,False,,4,idle,,2,idle,,,,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_106,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_106,False,,4,idle,,2,idle,,,,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_107,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_107,False,,4,idle,,2,idle,,,,,12,12,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_108,d_main_24_08_s,Speech,eh,eh,Locale_MainScenario:d_main_24_08_s_108,True,,4,idle,,2,pain,,,,,12,2,2.0,,,,,,,,,,,,,,,
d_main_24_08_s_109,d_main_24_08_s,Self,,Self,Locale_MainScenario:d_main_24_08_s_109,False,,4,idle,,2,pain,,,,,2,2,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_110,d_main_24_08_s,Speech,eh,eh,Locale_MainScenario:d_main_24_08_s_110,True,,4,idle,,2,pain,,,,,2,2,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_111,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_111,False,,4,idle,,2,pain,,,,,2,2,1.0,,,eh,,,,,,,,,,,,
d_main_24_08_s_112,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_112,False,,4,idle,,,,,,,,2,4,2.0,,,,,,,,,,,,,,,
d_main_24_08_s_113,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_113,False,,4,idle,,,,,,,,4,4,1.0,,crow,,,,,,,,,,,,,
d_main_24_08_s_114,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_114,False,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,
d_main_24_08_s_115,d_main_24_08_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_08_s_115,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,
