id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,play_sound
d_main_21_09_s_39,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_39,False,,,,,,,,,,,1315,S_150,2.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_40,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_40,True,,,,,,,,,,,S_150,S_150,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_41,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_41,True,,,,,,,,,,,XS_130,XS_130,1.0,,noah,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_42,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_42,True,,,,,,,,,,,S_150,S_150,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_43,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_43,True,,,,,,,,,,,XS_130,XS_130,1.0,,noah,,,,,,13,idle,,15,idle,,,
d_main_21_09_s_44,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_44,True,,,,,,,,,,,XS_130,XS_1300,2.0,,noah,,,,,,13,idle,,15,idle,,,
d_main_21_09_s_45,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_45,True,,,,,,,,,,,XS_1300,XS_1300,1.0,,noah,,,,,,13,idle,,15,idle,,,
d_main_21_09_s_46,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_46,True,,,,,,,,,,,XS_1300,1315,1.0,,neon,,,,,,13,idle,,15,idle,,,
d_main_21_09_s_47,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_47,True,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,surprise,,15,idle,,,
d_main_21_09_s_48,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_48,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,surprise,,15,worry,,,
d_main_21_09_s_49,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_49,True,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,surprise,,15,worry,,,
d_main_21_09_s_50,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_50,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,surprise,,15,worry,,,
d_main_21_09_s_51,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_51,True,,,,,,,,,,,1315,S_150,2.0,,neon,,,,,,13,pain,,15,worry,,,
d_main_21_09_s_52,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_52,True,,,,,,,,,,,S_150,S_150,1.0,,neon,,,,,,13,pain,,15,worry,,,
d_main_21_09_s_53,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_53,False,,,,,,,,,,,S_150,S_150,1.0,,noah,,,,,,13,pain,,15,worry,,,
d_main_21_09_s_54,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_54,True,,,,,,,,,,,S_150,S_1500,2.0,,neon,,,,,,13,pain,,15,worry,,,
d_main_21_09_s_55,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_55,True,,,,,,,,,,,S_1500,S_1500,1.0,,neon,,,,,,13,pain,,15,worry,,,
d_main_21_09_s_56,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_56,True,,,,,,,,,,,S_1500,S_1500,1.0,,noah,,,,,,13,angry,,15,worry,,,
d_main_21_09_s_57,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_57,True,,,,,,,,,,,S_1500,S_150,1.0,,neon,,,,,,13,angry,,15,idle,,,
d_main_21_09_s_58,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_58,True,,,,,,,,,,,S_150,S_150,1.0,,neon,,,,,,13,angry,,15,idle,,,
d_main_21_09_s_59,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_59,True,,,,,,,,,,,S_150,S_1500,0.5,,neon,,,,,,13,angry,,15,no,,,
d_main_21_09_s_60,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_60,True,,,,,,,,,,,XS_1300,XS_1300,1.0,,noah,,,,,,13,surprise,,15,no,,,
d_main_21_09_s_61,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_61,True,,,,,,,,,,,S_150,S_1500,0.5,,neon,,,,,,13,surprise,,15,no,,,
d_main_21_09_s_62,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_62,True,,,,,,,,,,,XS_1300,XS_1300,1.0,,noah,,,,,,13,surprise,,15,no,,,
d_main_21_09_s_63,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_63,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,surprise,,15,idle,,,
d_main_21_09_s_64,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_64,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,surprise,,15,idle,,,
d_main_21_09_s_65,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_65,True,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_66,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_66,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_67,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_67,False,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_68,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_68,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,pain,,15,delight,,,
d_main_21_09_s_69,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_69,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,pain,,15,no,,,
d_main_21_09_s_70,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_70,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,pain,,15,delight,,,
d_main_21_09_s_71,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_71,True,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,pain,,15,delight,,,
d_main_21_09_s_72,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_72,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_73,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_73,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_74,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_74,True,,,,,,,,,,,1315,XS_130,1.0,,noah,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_75,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_75,True,,,,,,,,,,,XS_130,S_150,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_76,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_76,True,,,,,,,,,,,S_150,S_150,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_77,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_77,True,,,,,,,,,,,S_150,S_150,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_78,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_78,True,,,,,,,,,,,S_150,S_150,1.0,,neon,,,,,,13,pain,,15,idle,,,
d_main_21_09_s_79,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_79,True,,,,,,,,,,,S_150,S_1500,1.0,,neon,,,,,,13,pain,,15,no,,,
d_main_21_09_s_80,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_80,False,,,,,,,,,,,S_1500,XS_1300,1.0,,noah,,,,,,13,shy,,15,no,,,
d_main_21_09_s_81,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_81,True,,,,,,,,,,,XS_1300,S_1500,1.0,,neon,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_82,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_82,True,,,,,,,,,,,S_1500,S_1500,1.0,,neon,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_83,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_83,True,,,,,,,,,,,S_1500,1315,1.0,,neon,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_84,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_84,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_85,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_85,False,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_86,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_86,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,shy,,15,surprise,,,
d_main_21_09_s_87,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_87,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,shy,,15,worry,,,
d_main_21_09_s_88,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_88,False,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,shy,,15,worry,,,
d_main_21_09_s_89,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_89,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,shy,,15,worry,,,
d_main_21_09_s_90,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_90,True,,,,,,,,,,,1315,1315,1.0,,noah,,,,,,13,shy,,15,worry,,,
d_main_21_09_s_91,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_91,True,,,,,,,,,,,1315,1315,1.0,,neon,,,,,,13,shy,,15,surprise,,,
d_main_21_09_s_92,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_92,True,,,,,,,,,,,1315,XS_1300,1.0,,noah,,,,,,13,shy,,15,surprise,,,
d_main_21_09_s_93,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_93,True,,,,,,,,,,,S_1500,S_1500,1.0,,neon,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_94,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_94,True,,,,,,,,,,,XS_130,XS_130,1.0,,noah,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_95,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_95,True,,,,,,,,,,,XS_130,XS_1300,1.0,,noah,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_96,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_96,True,,,,,,,,,,,S_150,S_1500,1.0,,neon,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_97,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_97,True,,,,,,,,,,,S_1500,XS_1300,1.0,,noah,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_98,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_98,True,,,,,,,,,,,XS_1300,XS_1300,1.0,,noah,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_99,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_99,True,,,,,,,,,,,XS_1300,XS_1300,1.0,,noah,,,,,,13,shy,,15,delight,,,
d_main_21_09_s_100,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_100,True,,,,,,,,,,,S_1500,S_1500,1.0,,neon,,,,,,13,shy,,15,no,,,
d_main_21_09_s_101,d_main_21_09_s,Narration,Narration,Locale_MainScenario:d_main_21_09_s_101,False,,,,,,,,,,EventScene_Chap_21_07_02,5,1,3.0,,Narration,,,,black,,13,shy,,15,,noah,neon,
d_main_21_09_s_102,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_102,False,,,,,,,,,,,1,1,1.0,,neon,,,,,,,,,,,,,
d_main_21_09_s_103,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_103,False,,,,,,,,,,,1,1,1.0,,noah,,,,,,,,,,,,,
d_main_21_09_s_104,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_104,False,,,,,,,,,,,1,1,1.0,,neon,,,,,,,,,,,,,
d_main_21_09_s_105,d_main_21_09_s,Narration,Narration,Locale_MainScenario:d_main_21_09_s_105,False,,,,,,,,,,,1,1,1.0,,Narration,,,,,,,,,,,,,sfx_scn_3shotgun
d_main_21_09_s_106,d_main_21_09_s,Narration,Narration,Locale_MainScenario:d_main_21_09_s_106,False,,,,,,,,,,,1,1,1.0,,Narration,,,,,,,,,,,,,
d_main_21_09_s_107,d_main_21_09_s,Speech,noah,Locale_MainScenario:d_main_21_09_s_107,False,,,,,,,,,,,1,1,1.0,,noah,,,,,,,,,,,,,
d_main_21_09_s_108,d_main_21_09_s,Speech,neon,Locale_MainScenario:d_main_21_09_s_108,False,,,,,,,,,,,1,1,1.0,,neon,,,,,,,,,,,,,
d_main_21_09_s_109,d_main_21_09_s,Narration,Narration,Locale_MainScenario:d_main_21_09_s_109,False,,,,,,,,,,none,black,black,1.0,,Narration,,,,,,,,,,,,,
