id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,characters/1/hide_char_id
d_main_32_07_17,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_17,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_18,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_18,False,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_19,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_19,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_20,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_20,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_21,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_21,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_22,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_22,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_23,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_23,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_24,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_24,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_25,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_25,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_26,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_26,False,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_27,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_27,True,,1,think,,10,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_28,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_28,True,,1,surprise,,100,100,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_29,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_29,True,,1,surprise,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_30,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_30,True,,1,surprise,,100,100,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_31,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_31,True,,1,surprise,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_32,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_32,True,,1,think,,100,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_33,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_33,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_34,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_34,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_35,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_35,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_36,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_36,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_37,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_37,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_38,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_38,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_39,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_39,True,,1,surprise,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_40,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_40,True,,1,surprise,,10,100,0.5,,soundonly,,OP_rightup,idle,,
d_main_32_07_41,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_41,True,,1,surprise,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_42,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_42,True,,1,surprise,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_43,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_43,True,,1,surprise,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_44,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_44,True,,1,surprise,,100,100,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_45,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_45,True,,1,surprise,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_46,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_46,True,,1,void,,100,100,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_47,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_47,True,,1,void,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_48,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_48,True,,1,void,,100,100,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_49,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_49,True,,1,void,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_50,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_50,True,,1,void,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_51,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_51,True,,1,void,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_52,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_52,True,,1,void,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_53,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_53,True,,1,void,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_54,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_54,True,,1,void,,100,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_55,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_55,True,,1,void,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_56,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_56,True,,1,void,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_57,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_57,True,,1,void,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_58,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_58,True,,1,void,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_59,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_59,True,,1,void,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_60,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_60,True,,1,void,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_61,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_61,True,,1,void,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_62,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_62,True,,1,void,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_63,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_63,True,,1,void,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_64,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_64,True,,1,void,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_65,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_65,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_66,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_66,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_67,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_67,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_68,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_68,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_69,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_69,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_70,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_70,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_71,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_71,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_72,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_72,True,,1,idle,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_73,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_73,True,,1,idle,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_74,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_74,True,,1,idle,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_75,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_75,True,,1,idle,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_76,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_76,True,,1,idle,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_77,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_77,True,,1,idle,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_78,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_78,True,,1,idle,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_79,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_79,True,,1,think,,10,10,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_80,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_80,False,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_81,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_81,True,,1,think,,10,10,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_82,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_82,True,,1,think,,10,100,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_83,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_83,True,,1,think,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_84,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_84,True,,1,think,,100,100,1.0,,behemoth,,OP_rightup,idle,,
d_main_32_07_85,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_85,True,,1,think,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_86,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_86,True,,1,think,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_87,d_main_32_07,Speech,soundonly,Locale_MainScenario:d_main_32_07_87,True,,1,think,,100,100,1.0,,soundonly,,OP_rightup,idle,,
d_main_32_07_88,d_main_32_07,Narration,behemoth,Locale_MainScenario:d_main_32_07_88,False,,1,think,,100,100,1.0,,,,OP_rightup,idle,sfx_scn_over,soundonly
d_main_32_07_89,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_89,True,,1,idle,,100,100,1.0,,behemoth,,,,,
d_main_32_07_90,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_90,True,,1,idle,,100,10,1.0,,behemoth,,,,,
d_main_32_07_91,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_91,False,,1,think,,10,10,1.0,,behemoth,,,,,
d_main_32_07_92,d_main_32_07,Speech,behemoth,Locale_MainScenario:d_main_32_07_92,True,,1,idle,,10,10,1.0,,behemoth,,,,,
