id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_30_03_s_17,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_17,True,,S_10,S_10,1.0,,fragile,fragile,,,1,think,,13,surprise,,,
d_main_30_03_s_18,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_18,True,,S_10,S_10,1.0,,fragile,fragile,,,1,think,,13,surprise,,,
d_main_30_03_s_19,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_19,True,,S_10,S_10,1.0,,fragile,fragile,,,1,think,,13,surprise,,,
d_main_30_03_s_20,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_20,True,,S_10,12,1.0,,fragile,fragile,,,1,sorry,,13,surprise,,,
d_main_30_03_s_21,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_21,True,,12,12,1.0,,liveryn,liveryn,,,1,sorry,,13,worry,,,
d_main_30_03_s_22,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_22,True,,12,12,1.0,,fragile,fragile,,,1,shy,,13,worry,,,
d_main_30_03_s_23,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_23,True,,12,12,1.0,,fragile,fragile,,,1,idle,,13,worry,,,
d_main_30_03_s_24,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_24,True,,12,12,1.0,,liveryn,liveryn,,,1,idle,,13,sad,,,
d_main_30_03_s_25,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_25,True,,12,12,1.0,,liveryn,liveryn,black,,1,idle,,13,worry,drilley,15,surprise
d_main_30_03_s_26,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_26,True,,12,130,2.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_27,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_27,True,,130,130,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_28,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_28,True,,130,130,1.0,,liveryn,liveryn,,,1,idle,,13,smile,,15,surprise
d_main_30_03_s_29,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_29,True,,130,14,1.0,,drilley,drilley,,,1,idle,,13,smile,,15,surprise
d_main_30_03_s_30,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_30,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_31,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_31,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_32,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_32,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_33,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_33,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_34,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_34,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_35,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_35,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_36,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_36,True,,14,14,1.0,,drilley,drilley,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_37,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_37,True,,14,14,1.0,,drilley,drilley,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_38,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_38,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_39,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_39,True,,14,14,1.0,,drilley,drilley,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_40,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_40,True,,14,14,1.0,,liveryn,liveryn,,,1,idle,,13,pain,,15,surprise
d_main_30_03_s_41,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_41,True,,14,14,1.0,,drilley,drilley,,,1,idle,,13,pain,,15,surprise
d_main_30_03_s_42,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_42,True,,14,12,2.0,,fragile,fragile,,,1,idle,,13,worry,,15,surprise
d_main_30_03_s_43,d_main_30_03_s,Speech,Locale_MainScenario:d_main_30_03_s_43,True,,12,12,1.0,,liveryn,liveryn,,,1,idle,,13,worry,,15,surprise
