id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake,set_filter_01,set_filter_02,fade,jump_target
d_main_05_04_e_34,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_34,True,,,,,7,idle,,9,idle,,9,90,1.0,,,,,,,,Blur_Middle,,
d_main_05_04_e_35,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_35,True,,,,,7,idle,,9,idle,,90,90,1.0,,,,,,,,Blur_Middle,,
d_main_05_04_e_36,d_main_05_04_e,Speech,alice,alice,Locale_MainScenario:d_main_05_04_e_36,True,,,,,7,idle,,9,idle,,90,70,1.0,,,,,,,,Blur_Middle,,
d_main_05_04_e_37,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_37,True,,,,,7,idle,,9,idle,,70,97,1.0,,,,,,,,Blur_Middle,,
d_main_05_04_e_38,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_38,True,,,,,7,idle,,9,idle,none,97,97,1.0,,,alice,ludmilla,,,,Blur_Middle,,
d_main_05_04_e_39,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_39,True,,,,,,,,,,,97,97,1.0,,,,,,,,Blur_Middle,,
d_main_05_04_e_40,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_40,True,,,,,,,,,,,97,97,1.0,,,,,,,,Blur_Middle,,
d_main_05_04_e_41,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_41,True,,,,,,,,,,,97,97,1.0,,,,,,,,Blur_Middle,,
d_main_05_04_e_42,d_main_05_04_e,Monologue,ludmilla,,Locale_MainScenario:d_main_05_04_e_42,True,alice,3,idle,ludmilla,1,idle,,,,,black,black,1.0,,alice,ludmilla,,,,,Blur_Middle,,
d_main_05_04_e_43,d_main_05_04_e,Self,ludmilla,Self,Locale_MainScenario:d_main_05_04_e_43,False,alice,3,idle,ludmilla,1,idle,,,,IceLand_01,31,31,1.0,,,,,,,,Blur_Low,black,
d_main_05_04_e_44,d_main_05_04_e,Speech,alice,alice,Locale_MainScenario:d_main_05_04_e_44,True,,3,idle,,1,idle,,,,,31,31,1.0,,,,,,,,Blur_Low,,
d_main_05_04_e_45,d_main_05_04_e,Speech,alice,alice,Locale_MainScenario:d_main_05_04_e_45,True,,3,idle,,1,idle,,,,,31,3,1.0,,,,,,,,Blur_Low,,
d_main_05_04_e_46,d_main_05_04_e,Self,alice,Self,Locale_MainScenario:d_main_05_04_e_46,True,,3,idle,,1,idle,,,,,3,3,1.0,,,,,,,,,,
d_main_05_04_e_47,d_main_05_04_e,Speech,alice,alice,Locale_MainScenario:d_main_05_04_e_47,True,,3,idle,,1,idle,,,,,3,30,1.0,,,,,,,,,,
d_main_05_04_e_48,d_main_05_04_e,Self,alice,Self,Locale_MainScenario:d_main_05_04_e_48,False,,3,idle,,1,idle,,,,,30,30,1.0,,,,,,,,,,
d_main_05_04_e_49,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_49,True,,3,idle,,1,idle,,,,,30,31,1.0,,,,,,,,,,
d_main_05_04_e_50,d_main_05_04_e,Speech,alice,alice,Locale_MainScenario:d_main_05_04_e_50,True,,3,idle,,1,idle,,,,,31,31,1.0,,,,,,,,,,
d_main_05_04_e_51,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_51,True,,3,idle,,1,idle,,,,,31,31,1.0,,,,,,,,,,
d_main_05_04_e_52,d_main_05_04_e,Speech,alice,alice,Locale_MainScenario:d_main_05_04_e_52,True,,3,surprise,,1,idle,,,,,31,31,1.0,,,,,,,,,,
d_main_05_04_e_53,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_53,True,,3,idle,,1,idle,,,,,31,10,1.0,,,,,,,,,,
d_main_05_04_e_54,d_main_05_04_e,Self,ludmilla,Self,Locale_MainScenario:d_main_05_04_e_54,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,,,,,,
d_main_05_04_e_55,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_55,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,,,,,,
d_main_05_04_e_56,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_56,True,,3,idle,,1,idle,,,,,10,100,1.0,,,,,,,,,,
d_main_05_04_e_57,d_main_05_04_e,Self,ludmilla,Self,Locale_MainScenario:d_main_05_04_e_57,False,,3,idle,,1,idle,,,,,100,100,1.0,,,,,,,,,,
d_main_05_04_e_58,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_58,True,,3,idle,,1,idle,,,,,100,10,1.0,,,,,,,,,,
d_main_05_04_e_59,d_main_05_04_e,Choice,ludmilla,,Locale_MainScenario:d_main_05_04_e_59,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,,,,,,d_main_05_04_e_67
d_main_05_04_e_60,d_main_05_04_e,Choice,ludmilla,,Locale_MainScenario:d_main_05_04_e_60,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,,,,,,d_main_05_04_e_61
d_main_05_04_e_61,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_61,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,,,,,,
d_main_05_04_e_62,d_main_05_04_e,Self,ludmilla,Self,Locale_MainScenario:d_main_05_04_e_62,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,,,,,,
d_main_05_04_e_63,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_63,True,,3,idle,,1,idle,,,,,10,100,1.0,,,,,,,,,,
d_main_05_04_e_64,d_main_05_04_e,Self,ludmilla,Self,Locale_MainScenario:d_main_05_04_e_64,False,,3,idle,,1,idle,,,,,100,10,1.0,,,,,,,,,,
d_main_05_04_e_65,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_65,True,,3,idle,,1,idle,,,,,10,100,1.0,,,,,,,,,,
d_main_05_04_e_66,d_main_05_04_e,Self,ludmilla,Self,Locale_MainScenario:d_main_05_04_e_66,True,,3,idle,,1,idle,,,,,100,10,1.0,,,,,,,,,,
d_main_05_04_e_67,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_67,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,,,,,,
d_main_05_04_e_68,d_main_05_04_e,Speech,alice,alice,Locale_MainScenario:d_main_05_04_e_68,True,,3,delight,,1,idle,,,,,10,31,1.0,,,,,,,,,,
d_main_05_04_e_69,d_main_05_04_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_04_e_69,True,,3,delight,,1,idle,,,,,31,31,1.0,,,,,,,,,,
