id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_14_06_14,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_14,False,,50,50,1.0,,,,,5,idle,,15,no,,1,idle,,,
d_main_14_06_15,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_15,True,,10,10,1.0,,,,,5,idle,,15,no,,1,idle,,,
d_main_14_06_16,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_16,True,,50,50,1.0,,,,,5,idle,,15,no,,1,idle,,,
d_main_14_06_17,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_17,False,,50,50,1.0,,,,,9,idle,,15,no,,1,idle,,,
d_main_14_06_18,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_18,True,,50,113,1.0,,,,,7,idle,,13,angry,,1,idle,,,
d_main_14_06_19,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_19,True,,113,113,1.0,,,,,7,idle,,13,angry,,1,idle,,,
d_main_14_06_20,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_20,True,,113,113,1.0,,,,,7,idle,,13,angry,,1,idle,,,
d_main_14_06_21,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_21,True,,113,113,1.0,,,,,7,idle,,13,angry,,1,idle,,,
d_main_14_06_22,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_22,False,,113,113,1.0,,,,,7,idle,,13,no,,1,idle,,,
d_main_14_06_23,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_23,True,,700,700,1.0,none,,,,7,idle,,13,surprise,,1,angry,marian_p,15,angry
d_main_14_06_24,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_24,False,,S_130,S_130,1.0,,,,,7,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_25,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_25,False,,100,100,1.0,,,,,7,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_26,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_26,False,,100,100,1.0,,sfx_scn_explosions,Low_2,,7,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_27,d_main_14_06,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_06_27,False,,150,150,1.0,,,,,7,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_28,d_main_14_06,Self,,,Locale_MainScenario:d_main_14_06_28,False,,150,150,1.0,,,,,7,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_29,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_29,False,,150,30,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_30,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_30,True,,30,30,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_31,d_main_14_06,Self,,,Locale_MainScenario:d_main_14_06_31,False,,30,30,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_32,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_32,True,,30,30,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_33,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_33,True,,30,113,1.0,bgm_enemyclose,,,,3,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_34,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_34,True,,113,113,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,sad
d_main_14_06_35,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_35,True,,113,113,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_36,d_main_14_06,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_06_36,True,,150,150,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_37,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_37,True,,30,30,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_38,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_38,True,,30,30,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_39,d_main_14_06,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_06_39,True,,150,150,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,angry
d_main_14_06_40,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_40,False,,150,1517,1.0,,,,,3,idle,,13,surprise,,1,angry,,17,angry
d_main_14_06_41,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_41,True,,1517,1517,1.0,,,,,3,idle,,13,surprise,,1,angry,,17,angry
d_main_14_06_42,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_42,False,,1517,1517,1.0,,,,,3,idle,,13,surprise,,1,angry,,17,angry
d_main_14_06_43,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_43,False,,1517,1517,1.0,,,,,3,idle,,16,surprise,,1,angry,,17,angry
d_main_14_06_44,d_main_14_06,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_06_44,True,,1517,1315,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,surprise
d_main_14_06_45,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_45,False,,1315,1315,1.0,,,Low_2,,3,idle,,13,surprise,,1,angry,,15,surprise
d_main_14_06_46,d_main_14_06,Narration,,,Locale_MainScenario:d_main_14_06_46,False,,1315,1315,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,surprise
d_main_14_06_47,d_main_14_06,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_06_47,True,,1315,1315,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,surprise
d_main_14_06_48,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_48,False,,1315,1315,1.0,,,,,3,idle,,13,surprise,,1,angry,,15,surprise
d_main_14_06_49,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_49,True,,1315,1315,1.0,,,,,3,idle,,13,worry,,1,angry,,15,surprise
d_main_14_06_50,d_main_14_06,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_06_50,True,,1315,1315,1.0,,,,,3,idle,,13,worry,,1,angry,,15,sad
d_main_14_06_51,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_51,True,,1315,1315,1.0,,,,,3,idle,,13,idle,,1,angry,,15,sad
d_main_14_06_52,d_main_14_06,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_06_52,False,,1315,1315,1.0,,,,,3,idle,,13,idle,,1,angry,,15,sad
d_main_14_06_53,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_53,True,,30,30,1.0,,,,,3,idle,,13,idle,,1,angry,,15,sad
d_main_14_06_54,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_54,True,,S_130,S_130,1.0,,,,,3,idle,,13,idle,,1,angry,,15,sad
d_main_14_06_55,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_55,True,,30,30,1.0,,,,,3,idle,,13,idle,,1,angry,,15,sad
d_main_14_06_56,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_56,True,,10,10,1.0,,,,,3,idle,,13,idle,,1,worry,,15,sad
d_main_14_06_57,d_main_14_06,Speech,neon,neon,Locale_MainScenario:d_main_14_06_57,False,,S_130,S_130,1.0,,,,,3,idle,,13,idle,,1,worry,,15,sad
d_main_14_06_58,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_58,False,,30,30,1.0,,,,,3,idle,,13,idle,,1,worry,,15,sad
d_main_14_06_59,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_59,True,,30,31,1.0,,,,,3,idle,,13,idle,,1,worry,,15,sad
d_main_14_06_60,d_main_14_06,Speech,anis,anis,Locale_MainScenario:d_main_14_06_60,True,,31,31,1.0,,,,,3,idle,,13,idle,,1,worry,,15,sad
d_main_14_06_61,d_main_14_06,Speech,rapi,rapi,Locale_MainScenario:d_main_14_06_61,True,,31,31,1.0,,,,,3,idle,,13,idle,,1,worry,,15,sad
