id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,play_sound,set_camera_shake
d_main_35_08_s_41,d_main_35_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_s_41,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,bgm_emergency,,,,,,,,
d_main_35_08_s_42,d_main_35_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_s_42,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_43,d_main_35_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_s_43,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_44,d_main_35_08_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_s_44,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_45,d_main_35_08_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_s_45,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_46,d_main_35_08_s,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_08_s_46,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_47,d_main_35_08_s,Self,grave_p,,Locale_MainScenario:d_main_35_08_s_47,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_48,d_main_35_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_08_s_48,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_49,d_main_35_08_s,Speech,drake,drake,Locale_MainScenario:d_main_35_08_s_49,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_50,d_main_35_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_s_50,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_51,d_main_35_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_08_s_51,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_52,d_main_35_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_s_52,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_53,d_main_35_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_s_53,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_54,d_main_35_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_s_54,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_55,d_main_35_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_s_55,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_56,d_main_35_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_s_56,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_57,d_main_35_08_s,Self,,,Locale_MainScenario:d_main_35_08_s_57,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_58,d_main_35_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_s_58,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_59,d_main_35_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_s_59,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_60,d_main_35_08_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_s_60,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_main_35_08_s_61,d_main_35_08_s,Monologue,maxwell,,Locale_MainScenario:d_main_35_08_s_61,False,,,,,,,,,,,,,,,,,,,,1,EventScene_icedragonsaga_02_1_1,1.5,,,,,,,,,
d_main_35_08_s_62,d_main_35_08_s,Monologue,maxwell,,Locale_MainScenario:d_main_35_08_s_62,False,,,,,,,,,,,,,,,,,,,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,,,,,,,,,
d_main_35_08_s_63,d_main_35_08_s,Monologue,maxwell,,Locale_MainScenario:d_main_35_08_s_63,False,,,,,,,,,,,,,,,,,,,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,,,,,,,,,
d_main_35_08_s_64,d_main_35_08_s,Narration,maxwell,,Locale_MainScenario:d_main_35_08_s_64,False,,,,,,,,,,,,,,,,,,,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,,,,,,,,sfx_scn_smallrapturehowl1,Low_2
d_main_35_08_s_65,d_main_35_08_s,Narration,maxwell,,Locale_MainScenario:d_main_35_08_s_65,False,rapi_red,5,angry,maxwell,3,angry,drake,1,angry,laplace,13,angry,cinderella,15,angry,grave_p,17,angry,EggArea,black,black,1.0,,,,,,,,sfx_scn_biorapturefin,
d_main_35_08_s_66,d_main_35_08_s,Monologue,maxwell,,Locale_MainScenario:d_main_35_08_s_66,False,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,black,black,1.0,,,,,,,,,
d_main_35_08_s_67,d_main_35_08_s,Speech,drake,drake,Locale_MainScenario:d_main_35_08_s_67,True,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,12,12,1.0,,,,,,,,,
d_main_35_08_s_68,d_main_35_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_08_s_68,True,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,12,12,1.0,,,,,,,,,
d_main_35_08_s_69,d_main_35_08_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_s_69,True,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,S_150,S_150,1.0,,,,,,,,,
d_main_35_08_s_70,d_main_35_08_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_s_70,True,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,30,30,1.0,,,,,,,,,
d_main_35_08_s_71,d_main_35_08_s,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_08_s_71,True,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,L_170,L_170,1.0,,,,,,,,,
d_main_35_08_s_72,d_main_35_08_s,Self,grave_p,,Locale_MainScenario:d_main_35_08_s_72,False,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,L_170,L_170,1.0,,,,,,,,,
d_main_35_08_s_73,d_main_35_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_s_73,True,,5,angry,,3,angry,,1,angry,,13,angry,,15,angry,,17,angry,,50,50,1.0,,,,,,,,,
