id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_gym_09_16,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_16,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_17,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_17,True,,30,XS_50,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_18,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_18,True,,XS_50,XS_50,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_19,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_19,True,,XS_50,XS_50,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_20,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_20,True,,XS_50,XS_50,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_21,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_21,True,,XS_50,XS_50,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_22,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_22,True,,XS_50,XS_50,1.0,,,,7,idle,,5,delight,,3,idle
d_ex_gym_09_23,d_ex_gym_09,Monologue,epinel,Monologue,Locale_SuddenStory:d_ex_gym_09_23,False,,XS_50,5,1.0,,sfx_scn_skateboarding,,7,idle,,5,delight,,3,idle
d_ex_gym_09_24,d_ex_gym_09,Monologue,epinel,Monologue,Locale_SuddenStory:d_ex_gym_09_24,False,,5,5,1.0,,,,7,idle,,5,delight,,3,idle
d_ex_gym_09_25,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_25,True,,5,XS_50,1.0,,,,7,idle,,5,delight,,3,idle
d_ex_gym_09_26,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_26,True,,XS_50,XS_50,1.0,,,,7,idle,,5,delight,,3,idle
d_ex_gym_09_27,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_27,True,,XS_50,30,1.0,,,,7,idle,,5,delight,,3,idle
d_ex_gym_09_28,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_28,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_29,d_ex_gym_09,Self,rumani,Self,Locale_SuddenStory:d_ex_gym_09_29,False,,30,30,1.0,,,,7,idle,,5,shy,,3,idle
d_ex_gym_09_30,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_30,True,,XS_50,XS_50,1.0,,,,7,idle,,5,shy,,3,idle
d_ex_gym_09_31,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_31,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_32,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_32,True,,70,70,1.0,,,,7,pain,,5,idle,,3,idle
d_ex_gym_09_33,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_33,True,,70,70,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_34,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_34,True,,70,70,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_35,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_35,True,,70,70,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_36,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_36,True,,70,70,1.0,,,,7,delight,,5,idle,,3,idle
d_ex_gym_09_37,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_37,True,,70,70,1.0,,,,7,delight,,5,idle,,3,idle
d_ex_gym_09_38,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_38,True,,70,70,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_39,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_39,True,,70,70,1.0,,,,7,delight,,5,idle,,3,idle
d_ex_gym_09_40,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_40,True,,70,70,1.0,,,,7,surprise,,5,idle,,3,idle
d_ex_gym_09_41,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_41,True,,30,30,1.0,,,,7,surprise,,5,idle,,3,think
d_ex_gym_09_42,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_42,True,,70,70,1.0,,,,7,pain,,5,idle,,3,think
d_ex_gym_09_43,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_43,True,,30,30,1.0,,,,7,pain,,5,idle,,3,idle
d_ex_gym_09_44,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_44,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_45,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_45,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_46,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_46,True,,70,70,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_47,d_ex_gym_09,Self,folkwang,Self,Locale_SuddenStory:d_ex_gym_09_47,False,,70,70,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_48,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_48,True,,70,70,1.0,,,,7,delight,,5,idle,,3,idle
d_ex_gym_09_49,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_49,True,,30,30,1.0,,,,7,idle,,5,idle,,3,think
d_ex_gym_09_50,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_50,True,,30,30,1.0,,,,7,idle,,5,idle,,3,think
d_ex_gym_09_51,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_51,True,,30,30,1.0,,,,7,idle,,5,idle,,3,think
d_ex_gym_09_52,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_52,True,,30,30,1.0,,,,7,idle,,5,idle,,3,angry
d_ex_gym_09_53,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_53,True,,30,30,1.0,,,,7,idle,,5,idle,,3,think
d_ex_gym_09_54,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_54,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_55,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_55,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_56,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_56,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_57,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_57,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_58,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_58,True,,30,4,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_59,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_59,True,,4,4,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_60,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_60,True,,4,4,1.0,,,,7,idle,,5,pain,,3,idle
d_ex_gym_09_61,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_61,True,,4,4,1.0,,,,7,pain,,5,pain,,3,angry
d_ex_gym_09_62,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_62,True,,70,70,1.0,,,,7,idle,,5,idle,,3,angry
d_ex_gym_09_63,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_63,True,,30,30,1.0,,,,7,idle,,5,think,,3,think
d_ex_gym_09_64,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_64,False,,6,6,1.0,,,,7,idle,,5,think,,3,think
d_ex_gym_09_65,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_65,False,,6,6,1.0,,,,7,idle,,5,think,,3,think
d_ex_gym_09_66,d_ex_gym_09,Self,folkwang,Self,Locale_SuddenStory:d_ex_gym_09_66,False,,6,6,1.0,none,,,7,idle,,5,think,,3,think
d_ex_gym_09_67,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_67,True,,6,6,1.0,,,,7,surprise,,5,pain,,3,think
d_ex_gym_09_68,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_68,True,,6,6,1.0,,,,7,surprise,,5,pain,,3,think
d_ex_gym_09_69,d_ex_gym_09,Self,folkwang,Self,Locale_SuddenStory:d_ex_gym_09_69,False,,6,6,1.0,,,,7,surprise,,5,pain,,3,think
d_ex_gym_09_70,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_70,True,,6,30,1.0,bgm_story_whosdumber,,,7,idle,,5,pain,,3,delight
d_ex_gym_09_71,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_71,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_72,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_72,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_73,d_ex_gym_09,Self,rumani,Self,Locale_SuddenStory:d_ex_gym_09_73,False,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_74,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_74,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_75,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_75,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_76,d_ex_gym_09,Self,rumani,Self,Locale_SuddenStory:d_ex_gym_09_76,False,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_77,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_77,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_78,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_78,True,,30,30,1.0,,,,7,idle,,5,idle,,3,idle
d_ex_gym_09_79,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_79,True,,30,30,1.0,,,,7,idle,,5,idle,,3,delight
d_ex_gym_09_80,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_80,False,,6,6,1.0,,,,7,surprise,,5,pain,,3,idle
d_ex_gym_09_81,d_ex_gym_09,Speech,folkwang,folkwang,Locale_SuddenStory:d_ex_gym_09_81,False,,6,6,1.0,,,,7,surprise,,5,pain,,3,idle
d_ex_gym_09_82,d_ex_gym_09,Self,folkwang,Self,Locale_SuddenStory:d_ex_gym_09_82,False,,6,6,1.0,,,,7,surprise,,5,pain,,3,idle
d_ex_gym_09_83,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_83,True,,6,4,1.0,,,,7,surprise,,5,pain,,3,idle
d_ex_gym_09_84,d_ex_gym_09,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_09_84,True,,4,4,1.0,,,,7,idle,,5,pain,,3,idle
d_ex_gym_09_85,d_ex_gym_09,Speech,epinel,epinel,Locale_SuddenStory:d_ex_gym_09_85,True,,4,4,1.0,,,,7,idle,,5,pain,,3,idle
d_ex_gym_09_86,d_ex_gym_09,Monologue,,Monologue,Locale_SuddenStory:d_ex_gym_09_86,False,,black,black,1.0,,,,7,idle,,5,pain,,3,idle
d_ex_gym_09_87,d_ex_gym_09,Monologue,,Monologue,Locale_SuddenStory:d_ex_gym_09_87,False,,black,black,1.0,,,,7,idle,,5,idle,,3,idle
