id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
d_ex_elevator_06_36,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_36,True,,1,delight,,13,idle,,3,idle,,1300,100,1.0,,,
d_ex_elevator_06_37,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_37,True,,1,delight,,13,idle,,3,idle,,100,100,1.0,,,
d_ex_elevator_06_38,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_38,True,,1,idle,,13,idle,,3,idle,,100,100,1.0,,,
d_ex_elevator_06_39,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_39,False,,1,idle,,13,idle,,3,idle,,100,10,1.0,,,
d_ex_elevator_06_40,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_40,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,
d_ex_elevator_06_41,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_41,False,,1,idle,,13,idle,,3,idle,,10,30,1.0,,,
d_ex_elevator_06_42,d_ex_elevator_06,Speech,tia,tia,Locale_SuddenStory:d_ex_elevator_06_42,True,,1,idle,,13,idle,,3,idle,,30,30,1.0,,,
d_ex_elevator_06_43,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_43,False,,1,idle,,13,void,,3,idle,,30,130,1.0,,,
d_ex_elevator_06_44,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_44,False,,1,idle,,13,void,,3,idle,,130,130,1.0,,,
d_ex_elevator_06_45,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_45,False,,1,idle,,13,void,,3,idle,,130,10,1.0,,,
d_ex_elevator_06_46,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_46,False,,1,idle,,13,void,,3,idle,,10,10,1.0,,,
d_ex_elevator_06_47,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_47,False,,1,idle,,13,void,,3,idle,,black,black,1.0,,,
d_ex_elevator_06_48,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_48,False,,1,idle,,13,void,,3,idle,,black,black,1.0,,,
d_ex_elevator_06_49,d_ex_elevator_06,Self,,,Locale_SuddenStory:d_ex_elevator_06_49,False,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,
d_ex_elevator_06_50,d_ex_elevator_06,Self,,,Locale_SuddenStory:d_ex_elevator_06_50,False,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,
d_ex_elevator_06_51,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_51,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,
d_ex_elevator_06_52,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_52,False,,1,idle,,13,idle,,3,idle,,10,100,1.0,,,
d_ex_elevator_06_53,d_ex_elevator_06,Self,,,Locale_SuddenStory:d_ex_elevator_06_53,False,,1,idle,,13,idle,,3,idle,,100,100,1.0,,,
d_ex_elevator_06_54,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_54,False,,1,idle,,13,void,,3,idle,,100,100,1.0,,,
d_ex_elevator_06_55,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_55,True,,1,idle,,13,void,,3,idle,,100,1300,1.0,,,
d_ex_elevator_06_56,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_56,True,,1,idle,,13,delight,,3,idle,,1300,1300,1.0,,,
d_ex_elevator_06_57,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_57,False,,1,idle,,13,delight,,3,idle,,1300,113,1.0,,,
d_ex_elevator_06_58,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_58,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,
d_ex_elevator_06_59,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_59,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,
d_ex_elevator_06_60,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_60,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,
d_ex_elevator_06_61,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_61,True,,1,idle,,13,delight,,3,idle,,113,113,1.0,,,
d_ex_elevator_06_62,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_62,True,,1,idle,,13,delight,,3,idle,,113,113,1.0,,,
d_ex_elevator_06_63,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_63,True,,1,idle,,13,delight,,3,idle,,113,113,1.0,,,
d_ex_elevator_06_64,d_ex_elevator_06,Speech,tia,tia,Locale_SuddenStory:d_ex_elevator_06_64,True,,1,idle,,13,delight,,3,think,,113,3,1.0,,,
d_ex_elevator_06_65,d_ex_elevator_06,Self,,,Locale_SuddenStory:d_ex_elevator_06_65,False,,1,idle,,13,delight,,3,think,,3,3,1.0,,,
d_ex_elevator_06_66,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_66,False,,1,idle,,13,idle,,3,think,,black,black,1.0,,,
d_ex_elevator_06_67,d_ex_elevator_06,Narration,,,Locale_SuddenStory:d_ex_elevator_06_67,False,,1,idle,,13,idle,,3,think,,black,black,1.0,,sfx_scn_machinestopsudden,Low_2
d_ex_elevator_06_68,d_ex_elevator_06,Narration,,,Locale_SuddenStory:d_ex_elevator_06_68,False,,1,idle,,13,idle,,3,think,,black,black,1.0,,,
d_ex_elevator_06_69,d_ex_elevator_06,Speech,tia,tia,Locale_SuddenStory:d_ex_elevator_06_69,True,,1,idle,,13,idle,,3,idle,,3,30,1.0,,,
d_ex_elevator_06_70,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_70,False,,1,idle,,13,idle,,3,idle,,30,30,1.0,,,
d_ex_elevator_06_71,d_ex_elevator_06,Self,,,Locale_SuddenStory:d_ex_elevator_06_71,False,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,
d_ex_elevator_06_72,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_72,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,
d_ex_elevator_06_73,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_73,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,
d_ex_elevator_06_74,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_74,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,
d_ex_elevator_06_75,d_ex_elevator_06,Self,,,Locale_SuddenStory:d_ex_elevator_06_75,False,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,
d_ex_elevator_06_76,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_76,False,,1,idle,,13,delight,,3,idle,,130,1300,1.0,,,
d_ex_elevator_06_77,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_77,True,,1,idle,,13,delight,,3,idle,,1300,1300,1.0,,,
d_ex_elevator_06_78,d_ex_elevator_06,Narration,,,Locale_SuddenStory:d_ex_elevator_06_78,False,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,Low_2
d_ex_elevator_06_79,d_ex_elevator_06,Monologue,,,Locale_SuddenStory:d_ex_elevator_06_79,False,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,
d_ex_elevator_06_80,d_ex_elevator_06,Self,,,Locale_SuddenStory:d_ex_elevator_06_80,False,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,
d_ex_elevator_06_81,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_81,True,,1,angry,,13,idle,,3,idle,,1300,31,2.0,,,
d_ex_elevator_06_82,d_ex_elevator_06,Speech,viper,viper,Locale_SuddenStory:d_ex_elevator_06_82,True,,1,angry,,13,idle,,3,idle,,31,31,1.0,,,
d_ex_elevator_06_83,d_ex_elevator_06,Speech,tia,tia,Locale_SuddenStory:d_ex_elevator_06_83,True,,1,angry,,13,idle,,3,idle,,31,31,1.0,,,
d_ex_elevator_06_84,d_ex_elevator_06,Speech,tia,tia,Locale_SuddenStory:d_ex_elevator_06_84,True,,1,angry,,13,idle,,3,delight,,31,31,1.0,,,
d_ex_elevator_06_85,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_85,True,,1,angry,,13,idle,,3,delight,,130,130,1.0,,,
d_ex_elevator_06_86,d_ex_elevator_06,Speech,naga,naga,Locale_SuddenStory:d_ex_elevator_06_86,True,,1,angry,,13,idle,,3,delight,,130,130,1.0,,,
d_ex_elevator_06_87,d_ex_elevator_06,Narration,,,Locale_SuddenStory:d_ex_elevator_06_87,False,,1,angry,,13,idle,,3,delight,,black,black,1.0,,,
d_ex_elevator_06_88,d_ex_elevator_06,Narration,,,Locale_SuddenStory:d_ex_elevator_06_88,False,,1,angry,,13,idle,,3,delight,,black,black,1.0,,,
