id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_main_20af_02_18,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_18,True,,1,1,1.0,,,,,,12,think,,,2,worry,
d_main_20af_02_19,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_19,False,,1,20,2.0,,,,,,12,think,,,2,worry,
d_main_20af_02_20,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_20,True,,20,20,1.0,,,,,,12,think,,,2,think,
d_main_20af_02_21,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_21,True,,20,20,1.0,,,,,,12,think,,,2,think,
d_main_20af_02_22,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_22,True,,20,S_120,2.0,,,,,,12,surprise,,,2,think,
d_main_20af_02_23,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_23,True,,S_120,S_120,1.0,,,,,,12,angry,,,2,think,
d_main_20af_02_24,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_24,True,,20,20,1.0,,,,,,12,angry,,,2,think,
d_main_20af_02_25,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_25,True,,20,1,1.0,,,,,,12,angry,,,2,think,
d_main_20af_02_26,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_26,True,,1,1,1.0,,,,,,12,angry,,,2,think,
d_main_20af_02_27,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_27,True,,1,1,1.0,,,,,,12,angry,,,2,think,
d_main_20af_02_28,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_28,True,,1,1,1.0,,,,,,12,angry,,,2,idle,
d_main_20af_02_29,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_29,False,,1,1,1.0,,,,,,12,angry,,,2,idle,
d_main_20af_02_30,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_30,False,,1,1,1.0,,,,,,12,angry,,,2,idle,
d_main_20af_02_31,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_31,True,,1,1,1.0,,,,,,12,angry,,,2,idle,
d_main_20af_02_32,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_32,True,,1,1,1.0,,,,,,12,angry,,,2,idle,
d_main_20af_02_33,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_33,True,,1,1,1.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_34,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_34,True,,1,1,1.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_35,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_35,True,,1,S_120,2.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_36,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_36,True,,S_120,S_120,1.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_37,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_37,True,,S_120,S_120,1.0,,,,,,12,delight,,,2,idle,
d_main_20af_02_38,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_38,True,,S_120,S_120,1.0,,,,,,12,angry,,,2,idle,
d_main_20af_02_39,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_39,False,,S_120,20,1.5,,,,,,12,angry,,,2,idle,
d_main_20af_02_40,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_40,True,,20,20,1.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_41,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_41,True,,20,20,1.0,,,,,,12,idle,,,2,think,
d_main_20af_02_42,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_42,True,,20,20,1.0,,,,,,12,idle,,,2,think,
d_main_20af_02_43,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_43,True,,20,20,1.0,,,,,,12,idle,,,2,think,
d_main_20af_02_44,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_44,True,,20,20,1.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_45,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_45,True,,20,20,1.0,,,,,,12,idle,,,2,smile,
d_main_20af_02_46,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_46,False,,S_120,S_120,1.0,,,,,,12,angry,,,2,idle,
d_main_20af_02_47,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_47,True,,S_120,1,1.0,,,,,,12,delight,,,2,idle,
d_main_20af_02_48,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_48,True,,1,1,1.0,,,,,,12,delight,,,2,idle,
d_main_20af_02_49,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_49,True,,1,1,1.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_50,d_main_20af_02,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20af_02_50,True,,1,1,1.0,,,,,,12,idle,,,2,idle,
d_main_20af_02_51,d_main_20af_02,Narration,,Narration,Locale_MainScenario:d_main_20af_02_51,False,,1,1,1.0,,sfx_scn_autodooropen,,,,12,idle,,,4,idle,dorothy
d_main_20af_02_52,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_52,False,,1,12,1.0,,,,,,12,idle,,,,,
d_main_20af_02_53,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_53,True,,12,S_120,2.0,,,,,,12,angry,,,,,
d_main_20af_02_54,d_main_20af_02,Speech,papillon,papillon,Locale_MainScenario:d_main_20af_02_54,True,,S_120,S_120,1.0,,,,,,12,angry,,,,,
d_main_20af_02_55,d_main_20af_02,Narration,,Narration,Locale_MainScenario:d_main_20af_02_55,False,GreatHole,6,2,2.0,none,,black,,,12,angry,papillon,,,,
d_main_20af_02_56,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_56,True,,2,2,1.0,bgm_story_quietterror,,,Low_2,nihilister,2,angry2,,,,,
d_main_20af_02_57,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_57,True,,2,2,1.0,,,,,,2,angry2,,,,,
d_main_20af_02_58,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_58,True,,2,20,1.0,,,,,,2,angry,,,,,
d_main_20af_02_59,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_59,True,,20,20,1.0,,,,,,2,angry,,,,,
d_main_20af_02_60,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_60,True,,20,1,2.0,,,,,,2,angry,,liberalio,12,angry,
d_main_20af_02_61,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_61,True,,1,1,1.0,,,,,,2,angry,,,12,angry,
d_main_20af_02_62,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_62,True,,1,1,1.0,,,,,,2,angry,,,12,angry,
d_main_20af_02_63,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_63,True,,1,1,1.0,,,,,,2,angry,,,12,angry,
d_main_20af_02_64,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_64,True,,1,1,1.0,,,,,,2,surprise,,,12,angry,
d_main_20af_02_65,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_65,True,,1,1,1.0,,,,,,2,surprise,,,12,angry,
d_main_20af_02_66,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_66,True,,1,12,3.0,,,,,,2,surprise,,,12,"expression_0,angry",
d_main_20af_02_67,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_67,True,,12,12,1.0,,,,,,2,idle,,,12,angry,
d_main_20af_02_68,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_68,True,,12,12,2.0,,,,,,2,idle,,,12,angry,
d_main_20af_02_69,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_69,True,,12,12,1.0,,,,,,2,idle,,,12,angry,
d_main_20af_02_70,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_70,True,,12,12,1.0,,,,,,2,idle,,,12,angry,
d_main_20af_02_71,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_71,True,,12,12,1.0,,,,,,2,idle,,,12,angry,
d_main_20af_02_72,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_72,True,,12,120,2.0,,,,,,2,idle,,,12,angry,
d_main_20af_02_73,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_73,True,,120,120,1.0,,,,,,2,idle,,,12,angry,
d_main_20af_02_74,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_74,True,,120,20,0.7,,,,,,2,shy,,,12,angry,
d_main_20af_02_75,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_75,True,,120,120,1.0,,,,,,2,shy,,,12,surprise,
d_main_20af_02_76,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_76,True,,120,120,1.0,,,,,,2,shy,,,12,surprise,
d_main_20af_02_77,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_77,True,,120,120,1.0,,,,,,2,shy,,,12,surprise,
d_main_20af_02_78,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_78,False,,20,20,1.0,,,,,,2,angry2,,,12,surprise,
d_main_20af_02_79,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_79,True,,120,120,2.0,,,,,,2,angry2,,,12,idle,
d_main_20af_02_80,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_80,True,,120,120,1.0,,,,,,2,shy,,,12,idle,
d_main_20af_02_81,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_81,False,,120,20,2.0,,,,,,2,shy,,,12,idle,
d_main_20af_02_82,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_82,True,,20,20,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_83,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_83,True,,20,20,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_84,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_84,True,,20,20,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_85,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_85,True,,20,20,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_86,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_86,True,,20,1,3.0,,,,,,2,idle,,,12,"expression_0,idle",
d_main_20af_02_87,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_87,True,,1,1,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_88,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_88,True,,1,1,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_89,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_89,True,,1,1,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_90,d_main_20af_02,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20af_02_90,False,,1,1,1.0,,,,,,2,idle,,,12,idle,
d_main_20af_02_91,d_main_20af_02,Monologue,,Monologue,Locale_MainScenario:d_main_20af_02_91,False,,1,1,1.0,,,,,,2,idle,,,12,idle,liberalio
d_main_20af_02_92,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_92,True,,1,2,2.0,,,,,,2,shy,,,,,
d_main_20af_02_93,d_main_20af_02,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20af_02_93,True,,2,2,1.0,,,,,,2,shy,,,,,
