id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,speaker,set_filter_01,set_filter_02,fade,characters/1/hide_char_id,characters/0/hide_char_id
d_ex_modernbar_12_12,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_12,True,,30,30,1.0,,,,1,idle,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_13,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_13,True,CoinRushMainHall,2,2,1.0,,,,1,idle,,3,delight,milk_b,Vignetting,Grey,black,,
d_ex_modernbar_12_14,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_14,True,,2,2,1.0,,,,1,idle,,3,delight,milk_b,Vignetting,Grey,,,
d_ex_modernbar_12_15,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_15,True,,2,2,1.0,,,,1,delight,,3,delight,ade_b,Vignetting,Grey,,,
d_ex_modernbar_12_16,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_16,False,,2,2,1.0,,,,1,delight,,3,delight,,Vignetting,Grey,,,
d_ex_modernbar_12_17,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_17,True,,2,2,1.0,,,,1,delight,,3,delight,milk_b,Vignetting,Grey,,,
d_ex_modernbar_12_18,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_18,True,,2,2,1.0,,,,1,delight,,3,delight2,milk_b,Vignetting,Grey,,,
d_ex_modernbar_12_19,d_ex_modernbar_12,Self,milk_b,Locale_SuddenStory:d_ex_modernbar_12_19,False,,2,2,1.0,,,,1,delight,,3,delight2,,Vignetting,Grey,,,
d_ex_modernbar_12_20,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_20,True,,2,2,1.0,,,,1,surprise,,3,surprise3,milk_b,Vignetting,Grey,,,
d_ex_modernbar_12_21,d_ex_modernbar_12,Self,milk_b,Locale_SuddenStory:d_ex_modernbar_12_21,False,,2,2,1.0,,,,1,surprise,,3,surprise3,,Vignetting,Grey,,,
d_ex_modernbar_12_22,d_ex_modernbar_12,Monologue,milk_b,Locale_SuddenStory:d_ex_modernbar_12_22,False,,2,2,1.0,,,,1,surprise,,3,surprise3,,Vignetting,Grey,,,
d_ex_modernbar_12_23,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_23,True,,30,30,1.0,,,,1,shy2,,3,shy,milk_b,Vignetting,Grey,,,
d_ex_modernbar_12_24,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_24,True,,10,10,1.0,,,,1,shy2,,3,shy,ade_b,Vignetting,Grey,,,
d_ex_modernbar_12_25,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_25,False,Bar,30,30,1.0,,,,1,surprise,,3,shy3,,,,black,,
d_ex_modernbar_12_26,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_26,True,,30,30,1.0,,,,1,surprise,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_27,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_27,True,,30,30,1.0,,,,1,surprise,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_28,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_28,True,,30,30,1.0,,,,1,surprise,,3,shy,milk_b,,,,,
d_ex_modernbar_12_29,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_29,True,,30,10,1.0,,,,1,shy2,,3,shy,ade_b,,,,,
d_ex_modernbar_12_30,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_30,False,,10,10,1.0,,,,1,shy2,,3,shy,,,,,,
d_ex_modernbar_12_31,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_31,False,,10,10,1.0,,,,1,shy2,,3,shy,,,,,,
d_ex_modernbar_12_32,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_32,True,,10,2,0.7,,,,1,shy2,,3,angry2,milk_b,,,,,
d_ex_modernbar_12_33,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_33,True,,2,2,1.0,,,,1,shy2,,3,angry2,milk_b,,,,,
d_ex_modernbar_12_34,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_34,True,,2,2,1.0,,,,1,worry,,3,angry2,ade_b,,,,,
d_ex_modernbar_12_35,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_35,True,,2,2,1.0,,,,1,worry,,3,angry2,ade_b,,,,,
d_ex_modernbar_12_36,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_36,True,,2,2,1.0,,,,1,worry,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_37,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_37,True,,2,2,1.0,,,,1,worry,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_38,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_38,True,,2,2,1.0,,,,1,worry,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_39,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_39,True,,2,2,1.0,,,,1,worry,,3,shy3,ade_b,,,,,
d_ex_modernbar_12_40,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_40,True,,2,2,1.0,,,,1,worry,,3,delight2,milk_b,,,,,
d_ex_modernbar_12_41,d_ex_modernbar_12,Self,milk_b,Locale_SuddenStory:d_ex_modernbar_12_41,False,,2,2,1.0,,,,1,idle,,3,delight2,,,,black,,
d_ex_modernbar_12_42,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_42,True,,2,2,1.0,,,,1,idle,,3,delight2,milk_b,,,,,
d_ex_modernbar_12_43,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_43,True,,2,2,1.0,,,,1,shy,,3,delight2,ade_b,,,,,
d_ex_modernbar_12_44,d_ex_modernbar_12,Narration,ade_b,Locale_SuddenStory:d_ex_modernbar_12_44,False,,black,black,1.0,,sfx_scn_drinkwater,,1,shy,,3,delight2,,,,,,
d_ex_modernbar_12_45,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_45,False,,2,2,1.0,,,,1,shy,,3,delight2,,,,,,
d_ex_modernbar_12_46,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_46,True,,2,2,1.0,,,,1,delight,,3,delight2,ade_b,,,,,
d_ex_modernbar_12_47,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_47,True,,2,2,1.0,,,,1,delight,,3,delight2,milk_b,,,,,
d_ex_modernbar_12_48,d_ex_modernbar_12,Narration,milk_b,Locale_SuddenStory:d_ex_modernbar_12_48,False,,black,black,1.0,,,,1,idle,,3,delight2,,,,,,
d_ex_modernbar_12_49,d_ex_modernbar_12,Narration,milk_b,Locale_SuddenStory:d_ex_modernbar_12_49,False,,black,black,1.0,,,,1,idle,,3,delight2,,,,,,
d_ex_modernbar_12_50,d_ex_modernbar_12,Narration,milk_b,Locale_SuddenStory:d_ex_modernbar_12_50,False,,black,black,1.0,,,,1,idle,,3,shy3,,,,,,
d_ex_modernbar_12_51,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_51,True,,30,30,1.0,,,,1,idle,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_52,d_ex_modernbar_12,Self,milk_b,Locale_SuddenStory:d_ex_modernbar_12_52,False,,30,30,1.0,,,,1,idle,,3,shy3,,,,,,
d_ex_modernbar_12_53,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_53,True,,30,300,1.5,,,,1,idle,,3,angry2,milk_b,,,,,
d_ex_modernbar_12_54,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_54,True,,300,300,1.0,,,,1,idle,,3,angry2,milk_b,,,,,
d_ex_modernbar_12_55,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_55,True,,300,300,1.0,,,,1,idle,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_56,d_ex_modernbar_12,Narration,milk_b,Locale_SuddenStory:d_ex_modernbar_12_56,False,,300,300,1.0,,sfx_scn_down,,1,idle,,3,shy3,,,,,milk_b,
d_ex_modernbar_12_57,d_ex_modernbar_12,Monologue,milk_b,Locale_SuddenStory:d_ex_modernbar_12_57,False,,300,300,1.0,,,,1,idle,,,,,,,,,
d_ex_modernbar_12_58,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_58,True,,100,100,1.0,,,,1,surprise,,,,ade_b,,,,,
d_ex_modernbar_12_59,d_ex_modernbar_12,Narration,ade_b,Locale_SuddenStory:d_ex_modernbar_12_59,False,,100,10,1.0,,sfx_scn_blanket,,1,idle,,,,,,,,,
d_ex_modernbar_12_60,d_ex_modernbar_12,Monologue,ade_b,Locale_SuddenStory:d_ex_modernbar_12_60,False,,10,10,1.0,,,,1,idle,,,,,,,,,
d_ex_modernbar_12_61,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_61,True,,10,10,1.0,,,,1,idle,,,,ade_b,,,,,
d_ex_modernbar_12_62,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_62,False,,10,10,1.0,,,,1,idle,,,,,,,,,
d_ex_modernbar_12_63,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_63,True,,10,10,1.0,,,,1,shy,,,,ade_b,,,,,
d_ex_modernbar_12_64,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_64,True,,10,10,1.0,,,,1,shy,,,,ade_b,,,,,
d_ex_modernbar_12_65,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_65,False,,10,10,1.0,,,,1,shy,,,,,,,,,
d_ex_modernbar_12_66,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_66,False,,black,black,1.0,,,,1,shy,,,,,,,black,,ade_b
d_ex_modernbar_12_67,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_67,False,,100,1,0.5,,,,,,,,,,,,,,
d_ex_modernbar_12_68,d_ex_modernbar_12,Monologue,ade_b,Locale_SuddenStory:d_ex_modernbar_12_68,False,,1,1,1.0,,,,,,,,,,,,,,
d_ex_modernbar_12_69,d_ex_modernbar_12,Monologue,ade_b,Locale_SuddenStory:d_ex_modernbar_12_69,False,,1,100,1.0,,,,,,,,,,,,,,
d_ex_modernbar_12_70,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_70,True,,100,100,1.0,,,,,,,,,milk_b,,,,,
d_ex_modernbar_12_71,d_ex_modernbar_12,Self,milk_b,Locale_SuddenStory:d_ex_modernbar_12_71,False,,100,100,1.0,,,,,,,,,,,,,,
d_ex_modernbar_12_72,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_72,False,,100,100,1.0,,,,,,,,,unknown,,,,,
d_ex_modernbar_12_73,d_ex_modernbar_12,Self,milk_b,Locale_SuddenStory:d_ex_modernbar_12_73,False,,100,100,1.0,,,,,,,,,,,,,,
d_ex_modernbar_12_74,d_ex_modernbar_12,Narration,milk_b,Locale_SuddenStory:d_ex_modernbar_12_74,False,,100,100,1.0,,,,,,,,,,,,,,
d_ex_modernbar_12_75,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_75,True,,100,100,1.0,,,ade_b,1,shy2,,,,ade_b,,,,,
d_ex_modernbar_12_76,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_76,True,,100,100,1.0,,,,1,shy2,,,,ade_b,,,,,
d_ex_modernbar_12_77,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_77,True,,100,100,1.0,,,,1,shy2,,,,ade_b,,,,,
d_ex_modernbar_12_78,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_78,False,,100,100,1.0,,,,1,shy2,,,,,,,,,
d_ex_modernbar_12_79,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_79,True,,10,10,1.0,,,,1,shy,,,,ade_b,,,black,,
d_ex_modernbar_12_80,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_80,True,,10,10,1.0,,,,1,shy,,,,ade_b,,,,,
d_ex_modernbar_12_81,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_81,False,,10,10,1.0,,,,1,shy,,,,,,,,,
d_ex_modernbar_12_82,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_82,True,,10,10,1.0,,,,1,shy,,,,ade_b,,,,,
d_ex_modernbar_12_83,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_83,True,,10,10,1.0,,,,1,shy2,,,,ade_b,,,,,
d_ex_modernbar_12_84,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_84,True,,10,10,1.0,,,,1,shy2,,,,ade_b,,,,,
d_ex_modernbar_12_85,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_85,False,,10,10,1.0,,,,1,shy2,,,,,,,,,
d_ex_modernbar_12_86,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_86,True,,10,100,1.5,,,,1,shy2,,,,ade_b,,,,,
d_ex_modernbar_12_87,d_ex_modernbar_12,Narration,ade_b,Locale_SuddenStory:d_ex_modernbar_12_87,False,,100,10,0.5,,sfx_scn_tablehit,,1,surprise,,,,,,,,,
d_ex_modernbar_12_88,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_88,True,,10,30,1.0,,,,1,surprise,milk_b,3,shy2,milk_b,,,,,
d_ex_modernbar_12_89,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_89,True,,30,30,1.0,,,,1,surprise,,3,shy2,milk_b,,,,,
d_ex_modernbar_12_90,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_90,True,,30,30,1.0,,,,1,surprise,,3,shy3,milk_b,,,,,
d_ex_modernbar_12_91,d_ex_modernbar_12,Narration,milk_b,Locale_SuddenStory:d_ex_modernbar_12_91,False,,30,30,1.0,,sfx_scn_sit,,1,surprise,,3,shy3,,,,,milk_b,
d_ex_modernbar_12_92,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_92,True,,30,10,1.0,,,,1,surprise,,,,ade_b,,,,,
d_ex_modernbar_12_93,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_93,False,,10,10,1.0,,,,1,surprise,,,,,,,,,
d_ex_modernbar_12_94,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_94,True,,10,10,1.0,,,,1,idle,,,,ade_b,,,,,
d_ex_modernbar_12_95,d_ex_modernbar_12,Monologue,ade_b,Locale_SuddenStory:d_ex_modernbar_12_95,False,,10,100,0.8,,,,1,idle,,,,,,,,,
d_ex_modernbar_12_96,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_96,False,,100,100,1.0,,,,1,idle,,,,,,,,,
d_ex_modernbar_12_97,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_97,True,,100,100,1.0,,,,1,delight,,,,ade_b,,,,,
d_ex_modernbar_12_98,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_98,True,,100,100,1.0,,,,1,delight,,,,ade_b,,,,,
d_ex_modernbar_12_99,d_ex_modernbar_12,Self,ade_b,Locale_SuddenStory:d_ex_modernbar_12_99,False,,100,100,1.0,,,,1,delight,,,,,,,,,
d_ex_modernbar_12_100,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_100,True,,100,100,1.0,,,,1,idle,,,,milk_b,,,,,
d_ex_modernbar_12_101,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_101,True,,100,100,1.0,,,,1,idle,,,,ade_b,,,,,
d_ex_modernbar_12_102,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_102,True,,100,100,1.0,,,,1,idle,,,,milk_b,,,,,
d_ex_modernbar_12_103,d_ex_modernbar_12,Speech,ade_b,Locale_SuddenStory:d_ex_modernbar_12_103,True,,100,100,1.0,,,,1,surprise,,,,ade_b,,,,,
d_ex_modernbar_12_104,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_104,True,,100,100,1.0,,,,1,surprise,,,,milk_b,,,,,
d_ex_modernbar_12_105,d_ex_modernbar_12,Speech,milk_b,Locale_SuddenStory:d_ex_modernbar_12_105,True,,black,black,1.0,,,,1,surprise,,,,milk_b,,,,,
d_ex_modernbar_12_106,d_ex_modernbar_12,Self,milk_b,Locale_SuddenStory:d_ex_modernbar_12_106,False,,black,black,1.0,,,,1,surprise,,,,,,,,,
d_ex_modernbar_12_107,d_ex_modernbar_12,Monologue,milk_b,Locale_SuddenStory:d_ex_modernbar_12_107,False,,black,black,1.0,,,,1,surprise,,,,,,,,,
d_ex_modernbar_12_108,d_ex_modernbar_12,Monologue,milk_b,Locale_SuddenStory:d_ex_modernbar_12_108,False,,black,black,1.0,,,,1,surprise,,,,,,,,,
