id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_28_01_e_45,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_45,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_46,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_46,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_47,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_47,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_48,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_48,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_49,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_49,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_50,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_50,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_51,d_main_28_01_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_01_e_51,True,,10,4,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_52,d_main_28_01_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_01_e_52,True,,4,4,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_53,d_main_28_01_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_01_e_53,True,,4,4,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_54,d_main_28_01_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_01_e_54,True,,4,4,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_55,d_main_28_01_e,Speech,anis,anis,Locale_MainScenario:d_main_28_01_e_55,True,,16,16,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,worry,,17,idle
d_main_28_01_e_56,d_main_28_01_e,Speech,anis,anis,Locale_MainScenario:d_main_28_01_e_56,True,,16,16,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,worry,,17,idle
d_main_28_01_e_57,d_main_28_01_e,Speech,anis,anis,Locale_MainScenario:d_main_28_01_e_57,True,,16,16,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,worry,,17,idle
d_main_28_01_e_58,d_main_28_01_e,Speech,neon,neon,Locale_MainScenario:d_main_28_01_e_58,True,,16,16,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,worry,,17,angry
d_main_28_01_e_59,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_59,True,,1,1,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,worry,,17,angry
d_main_28_01_e_60,d_main_28_01_e,Speech,anis,anis,Locale_MainScenario:d_main_28_01_e_60,True,,15,150,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,angry,,17,angry
d_main_28_01_e_61,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_61,True,,1,10,1.0,,,5,think,,3,worry,,1,smile,,13,idle,,15,angry,,17,angry
d_main_28_01_e_62,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_62,True,,10,10,1.0,,,5,think,,3,worry,,1,smile,,13,idle,,15,angry,,17,angry
d_main_28_01_e_63,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_63,True,,10,10,1.0,,,5,think,,3,worry,,1,smile,,13,idle,,15,angry,,17,angry
d_main_28_01_e_64,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_64,True,,10,10,1.0,,,5,think,,3,worry,,1,smile,,13,idle,,15,angry,,17,angry
d_main_28_01_e_65,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_65,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,angry,,17,angry
d_main_28_01_e_66,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_66,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,angry,,17,angry
d_main_28_01_e_67,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_67,True,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,angry,,17,angry
d_main_28_01_e_68,d_main_28_01_e,Self,,,Locale_MainScenario:d_main_28_01_e_68,False,,10,10,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,worry,,17,angry
d_main_28_01_e_69,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_69,True,,10,130,1.0,,,5,think,,3,worry,,1,idle,,13,worry,,15,worry,,17,angry
d_main_28_01_e_70,d_main_28_01_e,Self,,,Locale_MainScenario:d_main_28_01_e_70,False,,130,130,1.0,,,5,think,,3,worry,,1,idle,,13,worry,,15,worry,,17,angry
d_main_28_01_e_71,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_71,False,,130,130,1.0,,,5,think,,3,worry,,1,idle,,13,think,,15,worry,,17,angry
d_main_28_01_e_72,d_main_28_01_e,Speech,anis,anis,Locale_MainScenario:d_main_28_01_e_72,True,,16,16,1.0,,,5,think,,3,worry,,1,idle,,13,think,,15,worry,,17,worry
d_main_28_01_e_73,d_main_28_01_e,Speech,neon,neon,Locale_MainScenario:d_main_28_01_e_73,True,,16,16,1.0,,,5,think,,3,worry,,1,idle,,13,think,,15,worry,,17,worry
d_main_28_01_e_74,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_74,True,,130,13,1.0,,,5,think,,3,worry,,1,idle,,13,think,,15,worry,,17,worry
d_main_28_01_e_75,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_75,True,,13,13,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,worry,,17,worry
d_main_28_01_e_76,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_76,True,,13,1,1.0,,,5,think,,3,worry,,1,shy,,13,idle,,15,worry,,17,worry
d_main_28_01_e_77,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_77,True,,1,10,1.0,,,5,think,,3,worry,,1,shy,,13,idle,,15,worry,,17,worry
