id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,play_sound,set_filter_01,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
d_main_24_06_s_28,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_28,True,,5,pain,,3,surprise,,1,pain,,,,,,,,,,,S_30,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_29,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_29,True,,5,pain,,3,surprise,,1,pain,,,,,,,,,,,S_30,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_30,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_30,False,,5,pain,,3,surprise,,1,pain,,,,,,,,,,,black,black,1.0,,,,,sfx_scn_beatup,Blur_Low,,,
d_main_24_06_s_31,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_31,True,,5,pain,,3,surprise,,1,pain,,,,,,,,,,,S_10,S_10,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_32,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_32,False,,5,pain,,3,think,,1,pain,,,,,,,,,,,S_10,S_30,2.0,,,,,,Blur_Low,,,
d_main_24_06_s_33,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_33,True,,5,pain,,3,think,,1,pain,,,,,,,,,,,S_30,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_34,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_34,True,,5,pain,,3,think,,1,pain,,,,,,,,,,,4,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_35,d_main_24_06_s,Speech,mihara,mihara,Locale_MainScenario:d_main_24_06_s_35,True,,5,pain,,3,think,,1,pain,,,,,,,,,,,4,50,2.0,,,,,,Blur_Low,,,
d_main_24_06_s_36,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_36,False,,5,pain,,3,think,,1,pain,,,,,,,,,,,50,50,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_37,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_37,True,,5,pain,,3,idle,,1,pain,,,,,,,,,,,50,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_38,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_38,True,,5,pain,,3,idle,,1,pain,,,,,,,,,,,S_30,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_39,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_39,True,,5,pain,,3,shy,,1,pain,,,,,,,,,,,S_30,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_40,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_40,False,,5,pain,,3,shy,,1,pain,,,,,,,,,,,black,black,1.0,,,,,sfx_scn_aim,Blur_Low,,,
d_main_24_06_s_41,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_41,False,,5,pain,,3,shy,,1,pain,,,,,,,,,,,S_30,2,0.7,,,,,,Blur_Low,,,
d_main_24_06_s_42,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_42,True,,5,pain,,3,shy,,1,pain,,,,,,,,,,,2,2,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_43,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_43,True,,5,angry,,3,shy,,1,pain,,,,,,,,,,,2,2,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_44,d_main_24_06_s,Speech,mihara,mihara,Locale_MainScenario:d_main_24_06_s_44,True,,5,angry,,3,shy,,1,pain,,,,,,,,,,,5,500,0.5,,,,,,Blur_Low,,,
d_main_24_06_s_45,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_45,False,,5,angry,,3,idle,,1,pain,,,,,,,,,,,500,50,1.0,none,,,,sfx_scn_1shot,Blur_Low,Low_2,mihara,
d_main_24_06_s_46,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_46,True,,,,,3,idle,,1,pain,,,,,,,,,,,50,S_10,0.5,,,,,,Blur_Low,,,
d_main_24_06_s_47,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_47,True,,,,,3,idle,,1,pain,,,,,,,,,,,S_10,S_10,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_48,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_48,True,,,,,3,idle,,1,pain,,,,,,,,,,,S_10,S_10,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_49,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_49,True,,,,,3,idle,,1,pain,,,,,,,,,,,S_10,S_100,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_50,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_50,True,,,,,3,idle,,1,pain,,,,,,,,,,,S_100,S_100,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_51,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_51,True,,,,,3,special,,1,pain,,,,,,,,,,,S_100,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_52,d_main_24_06_s,Speech,mihara,mihara,Locale_MainScenario:d_main_24_06_s_52,False,,,,,3,special,,1,pain,,,,,,,,,,,S_30,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_53,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_53,True,,,,,3,special,,1,pain,,,,,,,,,,,S_30,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_54,d_main_24_06_s,Speech,mihara,mihara,Locale_MainScenario:d_main_24_06_s_54,False,,,,,3,special,,1,pain,,,,,,,,,,,3,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_55,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_55,True,,,,,3,special,,1,pain,,,,,,,,,,,3,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_56,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_56,True,,,,,3,special,,1,pain,,,,,,,,,,,3,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_57,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_57,True,,,,,3,special,,1,pain,,,,,,,,,,,3,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_58,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_58,True,,,,,3,special,,1,pain,,,,,,,,,,,3,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_59,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_59,True,,,,,3,special,,1,pain,,,,,,,,,,,3,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_60,d_main_24_06_s,Speech,mihara,mihara,Locale_MainScenario:d_main_24_06_s_60,False,,,,,3,special,,1,pain,,,,,,,,,,,3,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_61,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_61,True,,,,,3,angry,,1,pain,,,,,,,,,,,3,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_62,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_62,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_30,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_63,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_63,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_30,S_300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_64,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_64,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_300,S_100,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_65,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_65,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_100,S_100,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_66,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_66,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_100,S_30,0.7,,,,,,Blur_Low,,,
d_main_24_06_s_67,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_67,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_30,S_30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_68,d_main_24_06_s,Speech,syuen,syuen,Locale_MainScenario:d_main_24_06_s_68,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_10,S_100,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_69,d_main_24_06_s,Speech,yuni,yuni,Locale_MainScenario:d_main_24_06_s_69,True,,,,,3,angry,,1,pain,,,,,,,,,,,S_100,S_300,0.3,,,,,,Blur_Low,,,
d_main_24_06_s_70,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_70,False,,,,,3,angry,,1,pain,,,,,,,,,,,black,black,1.0,,,,,sfx_scn_suppressor,Blur_Low,Low_2,,
d_main_24_06_s_71,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_71,False,,,,,3,angry,,1,pain,,,,,,,,,,,3,3,1.0,,,,,sfx_scn_down,Blur_Low,,,yuni
d_main_24_06_s_72,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_72,False,viper,5,angry,crow,3,idle,,1,pain,,,,,,,,,,,3,3,2.0,,,,,,Blur_Low,,,
d_main_24_06_s_73,d_main_24_06_s,Speech,viper,viper,Locale_MainScenario:d_main_24_06_s_73,True,,5,angry,,3,idle,,1,pain,,,,,,,,,,,3,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_74,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_74,True,,5,angry,,3,smile,,1,pain,,,,,,,,,,,4,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_75,d_main_24_06_s,Speech,viper,viper,Locale_MainScenario:d_main_24_06_s_75,True,,5,angry,,3,smile,,1,pain,,,,,,,,,,,4,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_76,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_76,True,,5,angry,,3,smile,,1,pain,,,,,,,,,,,4,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_77,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_77,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,4,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_78,d_main_24_06_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_06_s_78,False,,5,idle,,3,smile,,1,pain,,,,,,,,,,,4,4,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_79,d_main_24_06_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_06_s_79,False,,5,idle,,3,smile,,1,pain,,,,,,,,,,,4,30,2.0,,,,,,Blur_Low,,,
d_main_24_06_s_80,d_main_24_06_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_06_s_80,False,,5,idle,,3,smile,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_81,d_main_24_06_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_06_s_81,False,,5,idle,,3,smile,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_82,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_82,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,30,30,1.0,bgm_story_facetoface,,,,,Blur_Low,,,
d_main_24_06_s_83,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_83,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_84,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_84,False,,5,idle,,3,idle,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_85,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_85,True,,5,idle,,3,idle,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_86,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_86,True,,5,idle,,3,idle,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_87,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_87,True,,5,idle,,3,idle,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_88,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_88,True,,5,idle,,3,idle,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_89,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_89,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_90,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_90,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_91,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_91,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,30,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_92,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_92,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_93,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_93,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_94,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_94,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_95,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_95,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_96,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_96,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_97,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_97,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_98,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_98,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,300,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_99,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_99,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_100,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_100,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_101,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_101,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_102,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_102,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_103,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_103,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_104,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_104,True,,5,idle,,3,delight,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_105,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_105,True,,5,idle,,3,delight,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_106,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_106,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_107,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_107,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_108,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_108,True,,5,idle,,3,idle,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_109,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_109,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_110,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_110,True,,5,idle,,3,angry,,1,pain,,,,,,,,,,,30,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_111,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_111,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_112,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_112,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_113,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_113,True,,5,idle,,3,smile,,1,pain,,,,,,,,,,,300,300,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_114,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_114,True,,5,idle,,3,idle,,1,pain,,,,,,,,,,,300,3,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_115,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_115,False,,5,idle,,3,idle,,1,pain,,,,,,,,,,,black,black,1.0,none,,,,sfx_scn_suppressor,Blur_Low,,,
d_main_24_06_s_116,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_116,False,,5,idle,,3,idle,,1,pain,,,,,,,,,,,black,black,1.0,,,,,sfx_scn_suppressor,Blur_Low,,,
d_main_24_06_s_117,d_main_24_06_s,Narration,,Narration,Locale_MainScenario:d_main_24_06_s_117,False,,5,idle,,3,idle,,1,pain,,,,,,,,,,,black,black,1.0,,,,,sfx_scn_suppressor,Blur_Low,,,
d_main_24_06_s_118,d_main_24_06_s,Speech,viper,viper,Locale_MainScenario:d_main_24_06_s_118,False,,5,angry,,3,idle,,1,pain,,,,,,,,,,,5,50,0.3,,,,,,Blur_Low,,,
d_main_24_06_s_119,d_main_24_06_s,Speech,crow,crow,Locale_MainScenario:d_main_24_06_s_119,True,,5,angry,,3,good,,1,pain,,,,,,,,,,,50,30,1.0,,,,,,Blur_Low,,,
d_main_24_06_s_120,d_main_24_06_s,Monologue,,Monologue,Locale_MainScenario:d_main_24_06_s_120,False,,5,idle,,3,good,,1,pain,,,,,,,,,,,black,black,1.0,bgm_disaster,,,,,Blur_Low,,,
