id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim
d_main_04af_03_54,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_54,True,,1719,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_55,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_55,True,,1719,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_56,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_56,True,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_57,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_57,True,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_58,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_58,True,,1719,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_59,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_59,True,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_60,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_60,True,,1719,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_61,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_61,True,,1719,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_62,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_62,True,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_63,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_63,True,,1719,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_64,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_64,False,,1719,L_190,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_65,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_65,True,,L_170,L_170,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_66,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_66,False,,L_190,L_1900,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_67,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_67,True,,L_1900,L_1900,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_68,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_68,True,,L_1900,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_69,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_69,False,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_70,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_70,True,,1719,19,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_71,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_71,True,,19,19,1.0,,shifty,,shifty,,,,,,,,,,,,,19,idle,,17,idle,shifty,OP_leftup,idle
d_main_04af_03_72,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_72,True,,19,19,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,OP_leftup,idle
d_main_04af_03_73,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_73,True,,19,19,1.0,,shifty,,shifty,,,,,,,,,,,,,19,idle,,17,idle,,OP_leftup,idle
d_main_04af_03_74,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_74,True,,19,19,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,OP_leftup,idle
