id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound
d_main_39_06_21,d_main_39_06,Self,nayuta_n,Locale_MainScenario:d_main_39_06_21,False,,1,idle,,13,no,,100,10,0.5,,,,,,,,,,,,
d_main_39_06_22,d_main_39_06,Self,nayuta_n,Locale_MainScenario:d_main_39_06_22,False,,1,idle,,13,no,,10,10,1.0,,,,,,,,,,,,
d_main_39_06_23,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_23,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_24,d_main_39_06,Monologue,nayuta_n,Locale_MainScenario:d_main_39_06_24,False,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_39_06_25,d_main_39_06,Monologue,nayuta_n,Locale_MainScenario:d_main_39_06_25,False,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_39_06_26,d_main_39_06,Monologue,nayuta_n,Locale_MainScenario:d_main_39_06_26,False,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_39_06_27,d_main_39_06,Self,nayuta_n,Locale_MainScenario:d_main_39_06_27,False,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,
d_main_39_06_28,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_28,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_29,d_main_39_06,Self,nayuta_n,Locale_MainScenario:d_main_39_06_29,False,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,
d_main_39_06_30,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_30,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_31,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_31,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_32,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_32,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_33,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_33,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_34,d_main_39_06,Self,nayuta_n,Locale_MainScenario:d_main_39_06_34,False,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,
d_main_39_06_35,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_35,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_36,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_36,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_37,d_main_39_06,Self,nayuta_n,Locale_MainScenario:d_main_39_06_37,False,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,
d_main_39_06_38,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_38,True,,1,idle,,13,idle,,10,113,1.0,,rapi_red,,,,,,,,,,
d_main_39_06_39,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_39,True,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_40,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_40,True,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_41,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_41,True,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_42,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_42,True,,1,idle,,13,idle,,113,113,1.0,,rapi_red,,,,,,,,,,
d_main_39_06_43,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_43,True,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_44,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_44,True,,1,idle,,13,idle,,113,113,1.0,,rapi_red,,,,,,,,,,
d_main_39_06_45,d_main_39_06,Self,rapi_red,Locale_MainScenario:d_main_39_06_45,False,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_39_06_46,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_46,False,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_47,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_47,True,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_48,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_48,True,,1,idle,,13,idle,,113,113,1.0,,rapi_red,,,,,,,,,,
d_main_39_06_49,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_49,True,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_50,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_50,True,,1,idle,,13,idle,,113,113,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_51,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_51,False,,1,idle,,13,angry,,130,1300,0.5,,rapi_red,,,,,,,,,,
d_main_39_06_52,d_main_39_06,Self,rapi_red,Locale_MainScenario:d_main_39_06_52,False,,1,idle,,13,angry,,1300,1300,1.0,,,,,,,,,,,,
d_main_39_06_53,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_53,False,,1,idle,,13,angry,,1300,1300,1.0,none,rapi_red,,,,,,,,,,
d_main_39_06_54,d_main_39_06,Self,rapi_red,Locale_MainScenario:d_main_39_06_54,False,,1,idle,,13,angry,,1300,130,1.0,bgm_story_whosdumber,,,,,,,,,,,
d_main_39_06_55,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_55,True,,1,idle,,13,idle,,130,130,1.0,,rapi_red,,,,,,,,,,
d_main_39_06_56,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_56,True,,1,idle,,13,idle,,130,10,1.0,,nayuta_n,,,,,,,,,,
d_main_39_06_57,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_57,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,maxwell_p,15,worry,laplace_p,17,no_02,drake_p,19,worry,
d_main_39_06_58,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_58,False,,1,idle,,13,idle,,L_150,L_150,1.0,,maxwell_p,,15,worry,,17,no_02,,19,worry,
d_main_39_06_59,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_59,False,,1,idle,,13,idle,,L_150,S_170,1.0,,laplace_p,,15,worry,,17,no_02,,19,worry,
d_main_39_06_60,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_60,False,,1,idle,,13,idle,,S_170,L_190,1.0,,drake_p,,15,worry,,17,no_02,,19,worry,
d_main_39_06_61,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_61,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,15,worry,,17,no_02,,19,worry,
d_main_39_06_62,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_62,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,15,worry,,17,no_02,,19,worry,
d_main_39_06_63,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_63,True,,1,idle,,13,idle,,S_170,S_1700,0.5,,laplace_p,,15,worry,,17,no_02,,19,worry,
d_main_39_06_64,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_64,True,,1,idle,,13,idle,,L_1500,L_1500,1.0,,maxwell_p,,15,angry,,17,no_02,,19,worry,
d_main_39_06_65,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_65,True,,1,idle,,13,idle,,L_1900,L_1900,1.0,,drake_p,,15,angry,,17,no_02,,19,think,
d_main_39_06_66,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_66,True,,1,idle,,13,idle,,L_1500,L_1500,1.0,,maxwell_p,,15,idle,,17,idle,,19,think,
d_main_39_06_67,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_67,True,,1,idle,,13,idle,,L_1900,L_190,1.0,,drake_p,,15,idle,,17,idle,,19,delight,
d_main_39_06_68,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_68,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,15,idle,,17,idle,,19,delight,
d_main_39_06_69,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_69,True,,1,idle,,13,idle,,L_190,L_190,1.0,,drake_p,,15,idle,,17,idle,,19,worry,
d_main_39_06_70,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_70,True,,1,idle,,13,idle,,10,10,1.0,,nayuta_n,,15,idle,,17,idle,,19,worry,
d_main_39_06_71,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_71,False,,1,idle,,13,idle,,L_190,L_190,1.0,,drake_p,,15,idle,,17,idle,,19,worry,
d_main_39_06_72,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_72,True,,1,idle,,13,idle,,L_190,L_190,1.0,,drake_p,,15,idle,,17,idle,,19,delight,
d_main_39_06_73,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_73,True,,1,idle,,13,idle,,L_150,15,1.0,,maxwell_p,,15,idle,,17,idle,,19,delight,
d_main_39_06_74,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_74,False,,1,idle,,13,idle,,15,1719,1.5,,maxwell_p,,15,idle,,17,idle,,19,delight,
d_main_39_06_75,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_75,False,,1,idle,,13,idle,,1719,1719,1.0,,maxwell_p,,15,idle,,17,idle,,19,delight,
d_main_39_06_76,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_76,True,,1,idle,,13,idle,,100,100,1.0,,nayuta_n,,15,idle,,17,idle,,19,delight,
d_main_39_06_77,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_77,True,,1,idle,,13,idle,,100,10,1.0,,nayuta_n,,15,idle,,17,idle,,19,delight,
d_main_39_06_78,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_78,True,,1,idle,,13,idle,,L_150,L_150,1.0,,maxwell_p,,15,no,,17,idle,,19,delight,
d_main_39_06_79,d_main_39_06,Monologue,nayuta_n,Locale_MainScenario:d_main_39_06_79,False,,1,idle,,13,idle,,black,black,1.0,none,,,15,no,,17,idle,,19,idle,
d_main_39_06_80,d_main_39_06,Monologue,nayuta_n,Locale_MainScenario:d_main_39_06_80,False,,1,idle,,13,idle,,black,black,1.0,,,,15,no,,17,idle,,19,idle,
d_main_39_06_81,d_main_39_06,Narration,nayuta_n,Locale_MainScenario:d_main_39_06_81,False,,1,idle,,13,idle,,black,black,1.0,bgm_story_halo,,,15,no,,17,idle,,19,idle,sfx_scn_magiclight
d_main_39_06_82,d_main_39_06,Monologue,nayuta_n,Locale_MainScenario:d_main_39_06_82,False,,1,idle,,13,idle,,black,black,1.0,,,,15,no,,17,idle,,19,idle,
d_main_39_06_83,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_83,False,,1,idle,,13,idle,,130,1300,0.5,,rapi_red,,15,no,,17,idle,,19,idle,
d_main_39_06_84,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_84,True,,1,idle,,13,angry,,L_150,L_1500,0.5,,maxwell_p,,15,rage,,17,idle,,19,idle,
d_main_39_06_85,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_85,False,,1,idle,,13,angry,,1719,1719,0.5,,laplace_p,,15,rage,,17,sad_02,,19,worry,
d_main_39_06_86,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_86,False,,1,idle,,13,angry,,1719,1719,0.5,,drake_p,,15,rage,,17,sad_02,,19,worry,
d_main_39_06_87,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_87,True,,1,idle,,13,angry,,1719,1719,1.0,,laplace_p,,15,rage,,17,idle,,19,worry,
d_main_39_06_88,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_88,True,,1,idle,,13,angry,,1719,1719,1.0,,drake_p,,15,rage,,17,idle,,19,surprise,
d_main_39_06_89,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_89,True,,1,idle,,13,angry,,L_150,L_150,1.0,,maxwell_p,,15,worry,,17,idle,,19,surprise,
d_main_39_06_90,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_90,True,,1,idle,,13,angry,,10,10,1.0,,nayuta_n,,15,worry,,17,idle,,19,surprise,
d_main_39_06_91,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_91,True,,1,idle,,13,angry,,S_170,S_170,1.0,,laplace_p,,15,worry,,17,idle,,19,surprise,
d_main_39_06_92,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_92,True,,1,idle,,13,angry,,S_170,S_1700,1.0,,laplace_p,,15,worry,,17,delight_02,,19,surprise,
d_main_39_06_93,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_93,False,,1,idle,,13,angry,,S_1700,S_1700,1.0,,laplace_p,,15,worry,,17,think_02,,19,surprise,
d_main_39_06_94,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_94,True,,1,idle,,13,angry,,S_1700,S_1700,1.0,,laplace_p,,15,worry,,17,delight_02,,19,surprise,
d_main_39_06_95,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_95,True,,1,idle,,13,angry,,S_1700,L_1500,1.0,,maxwell_p,,15,sad,,17,delight_02,,19,surprise,
d_main_39_06_96,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_96,True,,1,idle,,13,worry,,L_1500,1300,1.0,,rapi_red,,15,sad,,17,delight_02,,19,surprise,
d_main_39_06_97,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_97,True,,1,idle,,13,worry,,1300,100,1.0,,nayuta_n,,15,idle,,17,idle,,19,surprise,
d_main_39_06_98,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_98,True,,1,idle,,13,worry,,100,10,1.0,,nayuta_n,,15,idle,,17,idle,,19,surprise,
d_main_39_06_99,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_99,True,,1,idle,,13,worry,,L_190,L_190,1.0,,drake_p,,15,idle,,17,idle,,19,delight,
d_main_39_06_100,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_100,True,,1,idle,,13,worry,,L_190,L_190,1.0,,drake_p,,15,idle,,17,idle,,19,delight,
d_main_39_06_101,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_101,False,,1,idle,,13,worry,,10,10,1.0,,nayuta_n,,15,idle,,17,idle,,19,delight,
d_main_39_06_102,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_102,True,,1,delight,,13,worry,,10,10,1.0,,nayuta_n,,15,idle,,17,idle,,19,delight,
d_main_39_06_103,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_103,True,,1,delight,,13,worry,,10,100,1.0,,nayuta_n,,15,idle,,17,idle,,19,delight,
d_main_39_06_104,d_main_39_06,Monologue,nayuta_n,Locale_MainScenario:d_main_39_06_104,False,,1,idle,,13,worry,,black,black,1.0,,,,15,idle,,17,idle,,19,delight,
d_main_39_06_105,d_main_39_06,Monologue,laplace_p,Locale_MainScenario:d_main_39_06_105,False,,1,idle,,15,idle,,black,black,1.0,,,,17,idle,,13,idle,,3,delight,
d_main_39_06_106,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_106,True,,1,idle,,15,idle,,L_1700,L_170,1.0,,maxwell_p,,17,angry,,13,idle,,3,idle,
d_main_39_06_107,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_107,True,,1,idle,,15,idle,,S_130,S_130,1.0,,laplace_p,,17,angry,,13,idle,,3,idle,
d_main_39_06_108,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_108,True,,1,delight,,15,idle,,S_130,113,1.0,,nayuta_n,,17,angry,,13,idle,,3,idle,
d_main_39_06_109,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_109,False,,1,delight,,15,idle,,113,113,1.0,,laplace_p,,17,idle,,13,special_02,,3,idle,
d_main_39_06_110,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_110,True,,1,delight,,15,idle,,113,31,1.5,,drake_p,,17,idle,,13,special_02,,3,idle,
d_main_39_06_111,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_111,True,,1,delight,,15,idle,,31,31,1.0,,nayuta_n,,17,idle,,13,special_02,,3,idle,
d_main_39_06_112,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_112,False,,1,delight,,15,idle,,31,31,1.0,,drake_p,,17,idle,,13,special_02,,3,think,
d_main_39_06_113,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_113,True,,1,delight,,15,idle,,31,113,1.5,,laplace_p,,17,idle,,13,idle,,3,think,
d_main_39_06_114,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_114,True,,1,delight,,15,idle,,113,113,1.0,,nayuta_n,,17,idle,,13,idle,,3,think,
d_main_39_06_115,d_main_39_06,Speech,laplace_p,Locale_MainScenario:d_main_39_06_115,False,,1,delight,,15,idle,,113,113,1.0,,laplace_p,,17,idle,,13,special_02,,3,think,
d_main_39_06_116,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_116,True,,1,delight,,15,idle,,113,31,1.5,,drake_p,,17,idle,,13,special_02,,3,idle,
d_main_39_06_117,d_main_39_06,Speech,nayuta_n,Locale_MainScenario:d_main_39_06_117,True,,1,delight,,15,idle,,31,31,1.0,,nayuta_n,,17,idle,,13,special_02,,3,idle,
d_main_39_06_118,d_main_39_06,Speech,drake_p,Locale_MainScenario:d_main_39_06_118,False,,1,delight,,15,idle,,31,31,1.0,,drake_p,,17,idle,,13,idle,,3,think,
d_main_39_06_119,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_119,True,,1,delight,,15,idle,,L_170,L_170,1.0,,maxwell_p,,17,idle,,13,idle,,3,think,
d_main_39_06_120,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_120,True,,1,idle,,15,idle,,L_170,1517,1.0,,rapi_red,,17,idle,,13,idle,,3,think,
d_main_39_06_121,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_121,True,,1,idle,,15,idle,,1517,1517,1.0,,maxwell_p,,17,idle,,13,idle,,3,idle,
d_main_39_06_122,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_122,True,,1,idle,,15,idle,,1517,1517,1.0,,rapi_red,,17,idle,,13,idle,,3,idle,
d_main_39_06_123,d_main_39_06,Speech,rapi_red,Locale_MainScenario:d_main_39_06_123,True,,1,idle,,15,think,,1517,1517,1.0,,rapi_red,,17,idle,,13,idle,,3,idle,
d_main_39_06_124,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_124,False,,1,idle,,15,think,,1517,1517,1.0,,maxwell_p,,17,worry,,13,idle,,3,idle,
d_main_39_06_125,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_125,True,,1,idle,,15,think,,1517,1517,1.0,,maxwell_p,,17,idle,,13,idle,,3,idle,
d_main_39_06_126,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_126,True,,1,idle,,15,think,,1517,L_170,1.0,,maxwell_p,,17,idle,,13,idle,,3,idle,
d_main_39_06_127,d_main_39_06,Self,maxwell_p,Locale_MainScenario:d_main_39_06_127,False,,1,idle,,15,think,,L_170,L_170,1.0,,,,17,idle,,13,idle,,3,idle,
d_main_39_06_128,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_128,True,,1,idle,,15,think,,L_170,L_170,1.0,,maxwell_p,,17,idle,,13,idle,,3,idle,
d_main_39_06_129,d_main_39_06,Speech,maxwell_p,Locale_MainScenario:d_main_39_06_129,True,,1,idle,,15,think,,L_170,L_170,1.0,,maxwell_p,,17,idle,,13,idle,,3,idle,
