id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_38_05_s_15,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_15,True,,10,2,1.0,,neon,neon,,3,worry,,1,no,,,,,,,,
d_main_38_05_s_16,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_16,True,,2,2,1.0,,anis,anis,,3,worry,,1,void,,,,,,,,
d_main_38_05_s_17,d_main_38_05_s,Narration,Locale_MainScenario:d_main_38_05_s_17,False,City_d,black,black,1.0,,anis,,,3,worry,,1,void,neon,,,,,,,
d_main_38_05_s_18,d_main_38_05_s,Narration,Locale_MainScenario:d_main_38_05_s_18,False,,1,10,1.0,,anis,,,,,,1,idle,,fx_Eventscene_camera_recording,rec,True,,,,
d_main_38_05_s_19,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_19,True,,10,10,1.0,,anis,anis,,,,,1,idle,,,,,,,,
d_main_38_05_s_20,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_20,True,,10,10,1.0,,anis,anis,,,,,1,idle,,,,,,,,
d_main_38_05_s_21,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_21,True,,10,10,1.0,,anis,anis,,,,,1,idle,,,,,,,,
d_main_38_05_s_22,d_main_38_05_s,Narration,Locale_MainScenario:d_main_38_05_s_22,False,City,black,black,1.0,,anis,,neon,3,worry,,1,void,,,,,fx_Eventscene_camera_recording,,,
d_main_38_05_s_23,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_23,True,,2,2,1.0,,neon,neon,,3,worry,,1,void,,,,,,,,
d_main_38_05_s_24,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_24,True,,2,2,1.0,,anis,anis,,3,worry,,1,no,,,,,,,,
d_main_38_05_s_25,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_25,True,,2,2,1.0,,neon,neon,,3,idle,,1,no,,,,,,,,
d_main_38_05_s_26,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_26,True,,2,2,1.0,,anis,anis,,3,idle,,1,void,,,,,,,,
d_main_38_05_s_27,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_27,True,,2,2,1.0,,anis,anis,,3,idle,,1,worry,,,,,,,,
d_main_38_05_s_28,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_28,True,,2,2,1.0,,neon,neon,,3,idle,,1,worry,,,,,,,,
d_main_38_05_s_29,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_29,True,,2,2,1.0,,anis,anis,,3,idle,,1,void,,,,,,,,
d_main_38_05_s_30,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_30,True,,2,2,1.0,,neon,neon,,3,idle,,1,void,,,,,,,,
d_main_38_05_s_31,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_31,True,,2,2,1.0,,anis,anis,,3,idle,,1,void,,,,,,,,
d_main_38_05_s_32,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_32,True,,2,2,1.0,,neon,neon,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_33,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_33,False,,2,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_34,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_34,True,,10,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_35,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_35,True,,10,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_36,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_36,True,,10,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_37,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_37,True,,10,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_38,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_38,True,,10,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_39,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_39,True,,10,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_40,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_40,True,,10,10,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,,
d_main_38_05_s_41,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_41,False,,S_30,S_30,1.0,,neon,neon,,3,idle,,1,void,,,,,,,,
d_main_38_05_s_42,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_42,True,,10,100,1.0,,anis,anis,,3,idle,,1,pain,,,,,,,,
d_main_38_05_s_43,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_43,True,,100,100,1.0,,anis,anis,,3,idle,,1,pain,,,,,,,,
d_main_38_05_s_44,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_44,True,,100,100,1.0,,anis,anis,,3,idle,,1,pain,,,,,,,,
d_main_38_05_s_45,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_45,True,,S_30,S_30,1.0,,neon,neon,,3,idle,,1,pain,,,,,,,,
d_main_38_05_s_46,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_46,False,,100,10,1.0,,anis,anis,,3,idle,,1,sad,,,,,,,,
d_main_38_05_s_47,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_47,True,,10,2,1.0,,anis,anis,,3,idle,,1,worry,,,,,,,,
d_main_38_05_s_48,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_48,True,,2,2,1.0,,neon,neon,,3,idle,,1,worry,,,,,,,,
d_main_38_05_s_49,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_49,True,,2,2,1.0,,anis,anis,,3,idle,,1,worry,,,,,,,,
d_main_38_05_s_50,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_50,False,,2,1,1.0,,anis,anis,,3,idle,,1,sad,,,,,,,,
d_main_38_05_s_51,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_51,True,,1,1,1.0,,anis,anis,,3,idle,,1,sad,,,,,,,,
d_main_38_05_s_52,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_52,True,,1,1,1.0,,anis,anis,,3,idle,,1,void,,,,,,,,
d_main_38_05_s_53,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_53,True,,1,1,1.0,,anis,anis,,3,idle,,1,void,,,,,,,,
d_main_38_05_s_54,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_54,True,,1,12,1.0,none,mint,mint,,3,idle,,1,void,,,,,,mint,13,special
d_main_38_05_s_55,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_55,False,,12,12,1.0,,anis,anis,,3,idle,,1,void,,,,,,,13,special
d_main_38_05_s_56,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_56,True,,12,12,1.0,,mint,mint,,3,idle,,1,void,,,,,,,13,special
d_main_38_05_s_57,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_57,False,,12,12,1.0,,anis,anis,,3,idle,,1,void,,,,,,,13,special
d_main_38_05_s_58,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_58,True,,S_30,S_30,1.0,,neon,neon,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_59,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_59,True,,S_30,S_30,1.0,,neon,neon,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_60,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_60,True,,12,12,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_61,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_61,True,,12,12,1.0,,mint,mint,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_62,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_62,True,,12,12,1.0,bgm_story_marrybad,anis,anis,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_63,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_63,True,,12,12,1.0,,mint,mint,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_64,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_64,True,,12,12,1.0,,mint,mint,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_65,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_65,True,,S_30,S_30,1.0,,neon,neon,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_66,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_66,True,,S_30,2,1.0,,anis,anis,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_67,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_67,False,,2,2,1.0,,neon,neon,,3,no,,1,void,,,,,,,13,special
d_main_38_05_s_68,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_68,True,,2,2,1.0,,anis,anis,,3,no,,1,worry,,,,,,,13,special
d_main_38_05_s_69,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_69,True,,2,2,1.0,,neon,neon,,3,no,,1,worry,,,,,,,13,special
d_main_38_05_s_70,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_70,True,,2,2,1.0,,anis,anis,,3,no,,1,no,,,,,,,13,special
d_main_38_05_s_71,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_71,True,,130,130,1.0,,mint,mint,,3,no,,1,void,,,,,,,13,special
d_main_38_05_s_72,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_72,True,,130,130,1.0,,mint,mint,,3,no,,1,void,,,,,,,13,special
d_main_38_05_s_73,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_73,True,,S_30,S_30,1.0,,neon,neon,,3,idle,,1,void,,,,,,,13,special
d_main_38_05_s_74,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_74,True,,130,130,1.0,,mint,mint,,3,idle,,1,void,,,,,,,13,special
d_main_38_05_s_75,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_75,True,,S_30,S_30,1.0,,neon,neon,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_76,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_76,True,,130,130,1.0,,mint,mint,,3,surprise,,1,void,,,,,,,13,special
d_main_38_05_s_77,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_77,True,,S_30,S_300,1.0,,neon,neon,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_78,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_78,True,,12,12,1.0,,anis,anis,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_79,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_79,True,,12,12,1.0,,mint,mint,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_80,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_80,True,,12,12,1.0,,anis,anis,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_81,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_81,True,,12,12,1.0,,mint,mint,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_82,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_82,True,,12,12,1.0,,mint,mint,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_83,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_83,True,,12,12,1.0,,anis,anis,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_84,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_84,True,,12,12,1.0,,mint,mint,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_85,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_85,True,,12,12,1.0,,anis,anis,,3,delight,,1,worry,,,,,,,13,special
d_main_38_05_s_86,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_86,True,,12,12,1.0,,mint,mint,,3,delight,,1,worry,,,,,,,13,special
d_main_38_05_s_87,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_87,True,,12,12,1.0,,mint,mint,,3,delight,,1,worry,,,,,,,13,special
d_main_38_05_s_88,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_88,False,,12,10,1.0,,anis,anis,,3,delight,,1,void,,,,,,,13,special
d_main_38_05_s_89,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_89,True,,10,10,1.0,,anis,anis,,3,delight,,1,sad,,,,,,,13,special
d_main_38_05_s_90,d_main_38_05_s,Speech,Locale_MainScenario:d_main_38_05_s_90,True,,10,130,1.0,,mint,mint,,3,delight,,1,sad,,,,,,,13,special
