id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_30_06_s_35,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_35,True,,10,10,1.0,,,,rapi,rapi,,1,idle,,,
d_main_30_06_s_36,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_36,True,,10,10,1.0,,,,rapi,rapi,,1,idle,,,
d_main_30_06_s_37,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_37,True,,10,10,1.0,,,,rapi,rapi,,1,idle,,,
d_main_30_06_s_38,d_main_30_06_s,Self,Locale_MainScenario:d_main_30_06_s_38,False,,10,10,1.0,,,,rapi,,,1,idle,,,
d_main_30_06_s_39,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_39,True,,black,black,1.0,none,,,unknown_grave,unknown_grave,,1,idle,unknown_grave,3,idle
d_main_30_06_s_40,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_40,True,,10,2,1.0,bgm_enemyclose,,,rapi,rapi,,1,angry,,3,idle
d_main_30_06_s_41,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_41,True,,2,2,1.0,,,,unknown_grave,unknown_grave,,1,angry,,3,idle
d_main_30_06_s_42,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_42,True,,2,2,1.0,,,,rapi,rapi,,1,angry,,3,idle
d_main_30_06_s_43,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_43,True,,2,2,1.0,,,,unknown_grave,unknown_grave,,1,angry,,3,idle
d_main_30_06_s_44,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_44,True,,2,2,1.0,,,,rapi,rapi,,1,idle,,3,idle
d_main_30_06_s_45,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_45,True,,2,2,1.0,,,,rapi,rapi,,1,idle,,3,idle
d_main_30_06_s_46,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_46,True,,2,2,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_47,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_47,True,,2,L_30,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_48,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_48,True,,L_30,L_30,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_49,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_49,True,,L_30,10,1.0,,,,rapi,rapi,,1,worry,,3,idle
d_main_30_06_s_50,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_50,True,,10,10,1.0,,,,rapi,rapi,,1,worry,,3,idle
d_main_30_06_s_51,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_51,True,,10,2,1.0,,,,unknown_grave,unknown_grave,,1,worry,,3,idle
d_main_30_06_s_52,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_52,True,,2,2,1.0,,,,unknown_grave,unknown_grave,,1,worry,,3,idle
d_main_30_06_s_53,d_main_30_06_s,Monologue,Locale_MainScenario:d_main_30_06_s_53,False,,2,2,1.0,,,,unknown_grave,,,1,idle,,3,idle
d_main_30_06_s_54,d_main_30_06_s,Monologue,Locale_MainScenario:d_main_30_06_s_54,False,,2,2,1.0,,,,unknown_grave,,,1,idle,,3,idle
d_main_30_06_s_55,d_main_30_06_s,Self,Locale_MainScenario:d_main_30_06_s_55,False,,2,2,1.0,,,,unknown_grave,,,1,idle,,3,idle
d_main_30_06_s_56,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_56,True,,2,2,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_57,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_57,True,,2,2,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_58,d_main_30_06_s,Self,Locale_MainScenario:d_main_30_06_s_58,False,,2,2,1.0,,,,unknown_grave,,,1,idle,,3,idle
d_main_30_06_s_59,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_59,True,,2,L_30,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_60,d_main_30_06_s,Self,Locale_MainScenario:d_main_30_06_s_60,False,,L_30,L_30,1.0,,,,unknown_grave,,,1,idle,,3,idle
d_main_30_06_s_61,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_61,True,,L_30,L_30,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_62,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_62,True,,L_30,L_30,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
d_main_30_06_s_63,d_main_30_06_s,Speech,Locale_MainScenario:d_main_30_06_s_63,True,,L_30,L_30,1.0,,,,unknown_grave,unknown_grave,,1,idle,,3,idle
