id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id,jump_target,play_sound
d_ex_wingofvictory_01_13,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_13,True,,1,1,1.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_14,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_14,True,,1,S_10,0.5,,novel,novel,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_15,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_15,True,,S_10,S_10,1.0,,novel,,,1,idle,,,,,,,,d_ex_wingofvictory_01_17,
d_ex_wingofvictory_01_16,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_16,True,,S_10,S_10,1.0,,novel,,,1,idle,,,,,,,,d_ex_wingofvictory_01_19,
d_ex_wingofvictory_01_17,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_17,True,,S_10,S_10,1.0,,novel,novel,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_18,d_ex_wingofvictory_01,Self,Locale_SuddenStory:d_ex_wingofvictory_01_18,True,,S_10,S_10,1.0,,novel,Self,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_19,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_19,True,,S_10,1,2.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_20,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_20,True,,1,1,1.0,,novel,novel,,1,delight,,,,,,,,,
d_ex_wingofvictory_01_21,d_ex_wingofvictory_01,Narration,Locale_SuddenStory:d_ex_wingofvictory_01_21,True,Park,5,1,2.0,,novel,Narration,,1,delight,,novel,,,,black,,,
d_ex_wingofvictory_01_22,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_22,False,,1,1,1.0,,novel,novel,novel,1,think,,,,,,,,,
d_ex_wingofvictory_01_23,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_23,True,,1,1,1.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_24,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_24,True,,1,S_10,2.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_25,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_25,True,,S_10,S_10,1.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_26,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_26,True,,S_10,1,0.5,,novel,novel,,1,delight,,,,,,,,,
d_ex_wingofvictory_01_27,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_27,True,,1,1,1.0,,novel,,,1,delight,,,,,,,,d_ex_wingofvictory_01_29,
d_ex_wingofvictory_01_28,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_28,True,,1,1,1.0,,novel,,,1,delight,,,,,,,,d_ex_wingofvictory_01_31,
d_ex_wingofvictory_01_29,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_29,True,,1,1,1.0,,novel,novel,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_30,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_30,True,,1,1,1.0,,novel,novel,,1,pain,,,,,,,,d_ex_wingofvictory_01_33,
d_ex_wingofvictory_01_31,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_31,True,,1,1,1.0,,novel,novel,,1,delight,,,,,,,,,
d_ex_wingofvictory_01_32,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_32,True,,1,1,1.0,,novel,novel,,1,delight,,,,,,,,d_ex_wingofvictory_01_33,
d_ex_wingofvictory_01_33,d_ex_wingofvictory_01,Monologue,Locale_SuddenStory:d_ex_wingofvictory_01_33,True,,black,black,1.0,none,novel,,,1,idle,,novel,,,,,,,
d_ex_wingofvictory_01_34,d_ex_wingofvictory_01,Monologue,Locale_SuddenStory:d_ex_wingofvictory_01_34,True,,black,black,1.0,,novel,,,,,,,,,,,,,
d_ex_wingofvictory_01_35,d_ex_wingofvictory_01,Monologue,Locale_SuddenStory:d_ex_wingofvictory_01_35,True,Park_n,black,black,1.0,,novel,,,,,,,isabel,19,idle,,isabel,,
d_ex_wingofvictory_01_36,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_36,True,,1,1,1.0,ambient_scn_wind,novel,novel,novel,1,think,,,,,,,,,
d_ex_wingofvictory_01_37,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_37,True,,1,1,1.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_38,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_38,True,,1,1,1.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_39,d_ex_wingofvictory_01,Self,Locale_SuddenStory:d_ex_wingofvictory_01_39,True,,1,1,1.0,,novel,Self,,1,think,,,,,,,,,
d_ex_wingofvictory_01_40,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_40,True,,1,S_10,2.0,,novel,novel,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_41,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_41,True,,S_10,S_10,1.0,,novel,novel,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_42,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_42,True,,S_10,S_10,1.0,,novel,novel,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_43,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_43,True,,S_10,S_10,1.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_44,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_44,True,,S_10,S_10,1.0,,novel,novel,,1,think,,,,,,,,,
d_ex_wingofvictory_01_45,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_45,False,,S_10,1,0.5,bgm_story_trauma,novel,novel,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_46,d_ex_wingofvictory_01,Self,Locale_SuddenStory:d_ex_wingofvictory_01_46,True,,1,1,1.0,,novel,Self,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_47,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_47,True,,1,1,1.0,,novel,novel,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_48,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_48,True,,1,1,1.0,,novel,novel,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_49,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_49,True,,1,1,1.0,,novel,,,1,pain,,,,,,,,d_ex_wingofvictory_01_51,
d_ex_wingofvictory_01_50,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_50,True,,1,1,1.0,,novel,,,1,pain,,,,,,,,d_ex_wingofvictory_01_53,
d_ex_wingofvictory_01_51,d_ex_wingofvictory_01,Narration,Locale_SuddenStory:d_ex_wingofvictory_01_51,True,,1,1,1.0,,novel,Narration,,1,pain,,,isabel,9,angry,,,,sfx_scn_swing
d_ex_wingofvictory_01_52,d_ex_wingofvictory_01,Monologue,Locale_SuddenStory:d_ex_wingofvictory_01_52,True,,1,1,1.0,,novel,,,1,pain,,,,9,angry,,isabel,d_ex_wingofvictory_01_55,
d_ex_wingofvictory_01_53,d_ex_wingofvictory_01,Narration,Locale_SuddenStory:d_ex_wingofvictory_01_53,True,,1,1,1.0,,novel,Narration,,1,pain,,,isabel,9,angry,,,,sfx_scn_swing
d_ex_wingofvictory_01_54,d_ex_wingofvictory_01,Monologue,Locale_SuddenStory:d_ex_wingofvictory_01_54,True,,1,1,1.0,,novel,,,1,pain,,,,9,angry,,isabel,d_ex_wingofvictory_01_55,
d_ex_wingofvictory_01_55,d_ex_wingofvictory_01,Monologue,Locale_SuddenStory:d_ex_wingofvictory_01_55,True,,1,1,1.0,,novel,,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_56,d_ex_wingofvictory_01,Self,Locale_SuddenStory:d_ex_wingofvictory_01_56,True,,1,1,1.0,,novel,Self,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_57,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_57,True,,1,1,1.0,,novel,novel,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_58,d_ex_wingofvictory_01,Self,Locale_SuddenStory:d_ex_wingofvictory_01_58,True,,1,1,1.0,,novel,Self,,1,pain,,,,,,,,,
d_ex_wingofvictory_01_59,d_ex_wingofvictory_01,Narration,Locale_SuddenStory:d_ex_wingofvictory_01_59,True,,1,S_10,0.5,,novel,Narration,,1,idle,,,,,,,,,sfx_scn_complite
d_ex_wingofvictory_01_60,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_60,True,,S_10,S_10,1.0,,novel,novel,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_61,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_61,True,,S_10,S_100,0.5,,novel,novel,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_62,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_62,True,,S_100,S_100,1.0,,novel,novel,,1,delight,,,,,,,,,
d_ex_wingofvictory_01_63,d_ex_wingofvictory_01,Self,Locale_SuddenStory:d_ex_wingofvictory_01_63,True,,S_100,S_100,1.0,,Self,Self,,1,delight,,,,,,,,,
d_ex_wingofvictory_01_64,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_64,True,,S_100,1,2.0,,,unknown,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_65,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_65,True,,1,3,1.0,,,unknown,,1,idle,,,isabel,3,idle,,,,
d_ex_wingofvictory_01_66,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_66,True,,3,3,1.0,,,unknown,,1,idle,,,,3,idle,,,,
d_ex_wingofvictory_01_67,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_67,True,,3,3,1.0,,,unknown,,1,idle,,,,3,idle,,,,
d_ex_wingofvictory_01_68,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_68,True,,3,S_30,2.0,,,unknown,,1,idle,,,,3,good,,,,
d_ex_wingofvictory_01_69,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_69,True,,S_30,S_30,1.0,,,,,1,idle,,,,3,good,,,d_ex_wingofvictory_01_71,
d_ex_wingofvictory_01_70,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_70,True,,S_30,S_30,1.0,,,,,1,idle,,,,3,good,,,d_ex_wingofvictory_01_72,
d_ex_wingofvictory_01_71,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_71,True,,S_30,S_30,1.0,,isabel,isabel,,1,idle,,,,3,good,,,d_ex_wingofvictory_01_74,
d_ex_wingofvictory_01_72,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_72,True,,S_30,S_30,1.0,,isabel,isabel,,1,idle,,,,3,good,,,,
d_ex_wingofvictory_01_73,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_73,True,,S_30,S_30,1.0,,isabel,isabel,,1,idle,,,,3,good,,,d_ex_wingofvictory_01_74,
d_ex_wingofvictory_01_74,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_74,True,,S_30,S_30,1.0,,isabel,isabel,,1,idle,,,,3,idle,,,,
d_ex_wingofvictory_01_75,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_75,True,,S_30,S_30,1.0,,isabel,isabel,,1,idle,,,,3,shy,,,,
d_ex_wingofvictory_01_76,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_76,True,,S_30,S_30,1.0,,isabel,isabel,,1,idle,,,,3,good,,,,
d_ex_wingofvictory_01_77,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_77,True,,S_30,S_30,2.0,,isabel,isabel,,1,idle,,,,3,good,,,,
d_ex_wingofvictory_01_78,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_78,True,,S_30,S_30,1.0,,isabel,isabel,,1,idle,,,,3,angry,,,,
d_ex_wingofvictory_01_79,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_79,False,,S_30,1,2.0,none,novel,novel,,1,think,,,,6,angry,,isabel,,
d_ex_wingofvictory_01_80,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_80,True,,1,1,1.0,,novel,novel,,1,shy,,,,,,,,,
d_ex_wingofvictory_01_81,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_81,True,,1,1,1.0,,novel,,,1,shy,,,,,,,,d_ex_wingofvictory_01_83,
d_ex_wingofvictory_01_82,d_ex_wingofvictory_01,Choice,Locale_SuddenStory:d_ex_wingofvictory_01_82,True,,1,1,1.0,,novel,,,1,shy,,,,,,,,d_ex_wingofvictory_01_83,
d_ex_wingofvictory_01_83,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_83,True,,1,1,1.0,,novel,novel,,1,delight,,,,,,,,,
d_ex_wingofvictory_01_84,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_84,True,,1,1,1.0,,novel,novel,,1,delight,,,,,,,,,
d_ex_wingofvictory_01_85,d_ex_wingofvictory_01,Narration,Locale_SuddenStory:d_ex_wingofvictory_01_85,True,Park,5,1,2.0,bgm_story_orangepop,novel,Narration,,1,delight,,novel,,,,black,,,
d_ex_wingofvictory_01_86,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_86,True,,1,1,1.0,,vesti,vesti,vesti,1,idle,,,,,,,,,
d_ex_wingofvictory_01_87,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_87,True,,1,1,1.0,,vesti,vesti,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_88,d_ex_wingofvictory_01,Speech,Locale_SuddenStory:d_ex_wingofvictory_01_88,True,,1,1,1.0,,vesti,vesti,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_89,d_ex_wingofvictory_01,Self,Locale_SuddenStory:d_ex_wingofvictory_01_89,True,,1,S_10,2.0,,vesti,Self,,1,idle,,,,,,,,,
d_ex_wingofvictory_01_90,d_ex_wingofvictory_01,Narration,Locale_SuddenStory:d_ex_wingofvictory_01_90,True,,black,black,1.0,,vesti,Narration,,1,idle,,vesti,,,,,,,
d_ex_wingofvictory_01_91,d_ex_wingofvictory_01,Narration,Locale_SuddenStory:d_ex_wingofvictory_01_91,True,,black,black,1.0,,vesti,Narration,,,,,,,,,,,,
