id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_subquest_1313_e_13,d_subquest_1313_e,Monologue,,,Locale_SubScenario:d_subquest_1313_e_13,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_14,d_subquest_1313_e,Monologue,,,Locale_SubScenario:d_subquest_1313_e_14,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_15,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_15,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_16,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_16,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_17,d_subquest_1313_e,Narration,,,Locale_SubScenario:d_subquest_1313_e_17,False,Factory,black,black,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_18,d_subquest_1313_e,Narration,,,Locale_SubScenario:d_subquest_1313_e_18,False,,9,6,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_19,d_subquest_1313_e,Narration,,,Locale_SubScenario:d_subquest_1313_e_19,False,,6,6,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_20,d_subquest_1313_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1313_e_20,True,,150,150,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_21,d_subquest_1313_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1313_e_21,True,,130,130,1.0,,,,1,idle,,13,think,,15,void,,17,idle
d_subquest_1313_e_22,d_subquest_1313_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1313_e_22,True,,S_170,S_170,1.0,,,,1,idle,,13,think,,15,void,,17,worry
d_subquest_1313_e_23,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_23,False,,1,1,1.0,,,,1,idle,,13,think,,15,void,,17,worry
d_subquest_1313_e_24,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_24,True,,1,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_25,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_25,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_26,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_26,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_27,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_27,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_28,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_28,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_29,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_29,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_30,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_30,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_31,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_31,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_32,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_32,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_33,d_subquest_1313_e,Narration,,,Locale_SubScenario:d_subquest_1313_e_33,False,,black,black,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_34,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_34,True,,L_10,L_10,1.0,,,,1,think,,13,idle,,15,void,,17,idle
d_subquest_1313_e_35,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_35,True,,L_10,L_10,1.0,,,,1,think,,13,idle,,15,void,,17,idle
d_subquest_1313_e_36,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_36,True,,L_10,L_10,1.0,,,,1,delight,,13,idle,,15,void,,17,idle
d_subquest_1313_e_37,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_37,False,,L_10,L_10,1.0,,,,1,delight,,13,idle,,15,void,,17,idle
d_subquest_1313_e_38,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_38,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_39,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_39,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_40,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_40,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_41,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_41,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_42,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_42,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_43,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_43,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_44,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_44,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_45,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_45,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_46,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_46,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_47,d_subquest_1313_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1313_e_47,False,,L_10,12,1.0,,,,1,idle,,13,think,,15,void,,17,idle
d_subquest_1313_e_48,d_subquest_1313_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1313_e_48,True,,12,12,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_49,d_subquest_1313_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1313_e_49,True,,12,12,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_50,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_50,True,,12,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_51,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_51,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_52,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_52,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_53,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_53,True,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_54,d_subquest_1313_e,Self,,,Locale_SubScenario:d_subquest_1313_e_54,False,,L_10,L_10,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
d_subquest_1313_e_55,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_55,True,,L_10,L_100,1.0,,,,1,think,,13,idle,,15,void,,17,idle
d_subquest_1313_e_56,d_subquest_1313_e,Speech,johan,johan,Locale_SubScenario:d_subquest_1313_e_56,True,,L_100,L_100,1.0,,,,1,idle,,13,idle,,15,void,,17,idle
