id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,conversation_id,characters/2/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/0/hide_char_id
d_main_35bf_07_32,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_32,True,,5,idle,,13,13,1.0,,maxwell,,,,3,idle,,1,idle,,13,angry,,,,,
d_main_35bf_07_33,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_33,True,,5,idle,,3,S_30,0.7,,laplace,,,,3,idle,,1,idle,,13,angry,,,,,
d_main_35bf_07_34,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_34,True,,5,idle,,1,10,0.7,,drake,,,,3,idle,,1,idle,,13,angry,,,,,
d_main_35bf_07_35,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_35,True,,5,idle,,10,130,1.5,,maxwell,,,,3,idle,,1,idle,,13,sad,,,,,
d_main_35bf_07_36,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_36,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,angry,,,,,
d_main_35bf_07_37,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_37,True,,5,idle,,2,2,1.0,,drake,,,,3,idle,,1,angry,,13,angry,,,,,
d_main_35bf_07_38,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_38,True,,5,idle,,2,2,1.0,,laplace,,,,3,shy,,1,angry,,13,angry,,,,,
d_main_35bf_07_39,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_39,True,,5,idle,,2,2,1.0,,drake,,,,3,shy,,1,angry,,13,angry,,,,,
d_main_35bf_07_40,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_40,True,,5,idle,,2,12,1.0,,maxwell,,,,3,shy,,1,angry,,13,sad,,,,,
d_main_35bf_07_41,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_41,True,,5,idle,,12,12,1.0,,drake,,,,3,shy,,1,angry,,13,sad,,,,,
d_main_35bf_07_42,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_42,True,,5,idle,,12,12,1.0,,maxwell,,,,3,shy,,1,angry,,13,angry,,,,,
d_main_35bf_07_43,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_43,True,,5,idle,,12,12,1.0,,drake,,,,3,shy,,1,no,,13,angry,,,,,
d_main_35bf_07_44,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_44,True,,5,idle,,12,12,1.0,,maxwell,,,,3,shy,,1,no,,13,sad,,,,,
d_main_35bf_07_45,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_45,True,,5,think,,50,50,1.0,,rapi_red,,,,3,shy,,1,no,,13,sad,,,,,
d_main_35bf_07_46,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_46,False,,5,think,,50,2,1.0,,laplace,,,,3,angry,,1,angry,,13,sad,,,,,
d_main_35bf_07_47,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_47,False,,5,think,,2,2,1.0,,drake,,,,3,angry,,1,angry,,13,sad,,,,,
d_main_35bf_07_48,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_48,True,,5,idle,,50,50,1.0,,rapi_red,,,,3,angry,,1,angry,,13,sad,,,,,
d_main_35bf_07_49,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_49,True,,5,idle,,50,50,1.0,,rapi_red,,,,3,angry,,1,angry,,13,sad,,,,,
d_main_35bf_07_50,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_50,False,,5,idle,,50,2,1.0,,laplace,,,,3,angry,,1,angry,,13,sad,,,,,
d_main_35bf_07_51,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_51,False,,5,idle,,2,2,1.0,,drake,,,,3,angry,,1,angry,,13,sad,,,,,
d_main_35bf_07_52,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_52,True,,5,think,,50,5,1.5,,rapi_red,,,,3,angry,,1,angry,,13,sad,,,,,
d_main_35bf_07_53,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_53,True,,5,think,,2,2,1.0,,laplace,,,,3,idle,,1,angry,,13,sad,,,,,
d_main_35bf_07_54,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_54,True,,5,think,,2,2,1.0,,drake,,,,3,idle,,1,delight,,13,sad,,,,,
d_main_35bf_07_55,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_55,True,,5,think,,2,2,1.0,,laplace,,,,3,idle,,1,delight,,13,sad,,,,,
d_main_35bf_07_56,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_56,True,,5,think,,2,2,1.0,,drake,,,,3,idle,,1,delight,,13,sad,,,,,
d_main_35bf_07_57,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_57,True,,5,think,,2,12,1.0,,maxwell,,,,3,idle,,1,delight,,13,angry,,,,,
d_main_35bf_07_58,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_58,True,,5,think,,3,S_30,0.7,,laplace,,,,3,idle,,1,delight,,13,angry,,,,,
d_main_35bf_07_59,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_59,True,,5,think,,1,10,0.7,,drake,,,,3,idle,,1,delight,,13,angry,,,,,
d_main_35bf_07_60,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_60,True,,5,think,,13,130,1.5,,maxwell,,,,3,idle,,1,delight,,13,angry,,,,,
d_main_35bf_07_61,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_61,True,,5,think,,S_30,S_30,1.0,,laplace,,,,3,idle,,1,delight,,13,angry,,,,,
d_main_35bf_07_62,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_62,True,,5,think,,S_30,50,1.0,,rapi_red,,,,3,idle,,1,delight,,13,angry,,,,,
d_main_35bf_07_63,d_main_35bf_07,Self,rapi_red,Locale_MainScenario:d_main_35bf_07_63,False,,5,think,,50,50,1.0,,,,,,3,idle,,1,idle,,13,angry,,,,,
d_main_35bf_07_64,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_64,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_65,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_65,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_66,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_66,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_67,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_67,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_68,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_68,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_69,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_69,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_70,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_70,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_71,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_71,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_72,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_72,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_73,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_73,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_74,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_74,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_75,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_75,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,idle,m_main_35bf_07,,,,
d_main_35bf_07_76,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_76,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_77,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_77,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_78,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_78,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,delight,,,,,
d_main_35bf_07_79,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_79,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,delight,,,,,
d_main_35bf_07_80,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_80,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,delight,,,,,
d_main_35bf_07_81,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_81,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_82,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_82,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_83,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_83,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_84,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_84,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_85,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_85,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_86,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_86,True,,5,idle,,130,130,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_87,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_87,False,,5,idle,,130,130,1.0,,,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_88,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_88,True,,5,idle,,130,13,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_89,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_89,True,,5,idle,,13,13,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_90,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_90,True,,5,idle,,13,13,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_91,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_91,True,,5,idle,,13,13,1.0,,maxwell,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_92,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_92,True,,5,idle,,50,50,1.0,,rapi_red,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_93,d_main_35bf_07,Self,rapi_red,Locale_MainScenario:d_main_35bf_07_93,False,,5,idle,,50,50,1.0,,,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_94,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_94,True,,5,delight,,50,50,1.0,,rapi_red,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_95,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_95,True,,5,delight,,50,2,1.0,,laplace,,,,3,idle,,1,idle,,13,idle,,,,,
d_main_35bf_07_96,d_main_35bf_07,Speech,drake,Locale_MainScenario:d_main_35bf_07_96,True,,5,delight,,2,2,1.0,,drake,,Low_2,,3,idle,,1,delight,,13,idle,,drake,,,
d_main_35bf_07_97,d_main_35bf_07,Speech,laplace,Locale_MainScenario:d_main_35bf_07_97,True,,5,delight,,2,2,1.0,,laplace,,Low_2,,3,angry,,,,,13,idle,,,laplace,,
d_main_35bf_07_98,d_main_35bf_07,Speech,maxwell,Locale_MainScenario:d_main_35bf_07_98,True,,5,delight,,2,13,1.0,,maxwell,,,,,,,,,,13,sad,,,,,
d_main_35bf_07_99,d_main_35bf_07,Monologue,maxwell,Locale_MainScenario:d_main_35bf_07_99,False,,5,idle,,13,13,1.0,,,,,,,,,,,,13,sad,,,,maxwell,
d_main_35bf_07_100,d_main_35bf_07,Monologue,maxwell,Locale_MainScenario:d_main_35bf_07_100,False,,5,idle,,13,16,1.0,,,,,,,,,,,,,,,,,,
d_main_35bf_07_101,d_main_35bf_07,Monologue,maxwell,Locale_MainScenario:d_main_35bf_07_101,False,,5,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,
d_main_35bf_07_102,d_main_35bf_07,Monologue,maxwell,Locale_MainScenario:d_main_35bf_07_102,False,,5,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,
d_main_35bf_07_103,d_main_35bf_07,Self,maxwell,Locale_MainScenario:d_main_35bf_07_103,False,,5,idle,,16,16,1.0,none,,,,,,,,,,,,,,,,,
d_main_35bf_07_104,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_104,True,,5,idle,,16,16,1.0,,rapi_red,,,,,,,,,,,,,,,,
d_main_35bf_07_105,d_main_35bf_07,Self,rapi_red,Locale_MainScenario:d_main_35bf_07_105,False,,5,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,
d_main_35bf_07_106,d_main_35bf_07,Self,rapi_red,Locale_MainScenario:d_main_35bf_07_106,False,,5,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,
d_main_35bf_07_107,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_107,False,,5,idle,,16,5,1.5,,rapi_red,,,,,,,,,,,,,,,,
d_main_35bf_07_108,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_108,True,,5,idle,,5,5,1.0,,rapi_red,,,,,,,,,,,,,,,,
d_main_35bf_07_109,d_main_35bf_07,Self,rapi_red,Locale_MainScenario:d_main_35bf_07_109,False,,5,idle,,5,5,1.0,,,,,,,,,,,,,,,,,,
d_main_35bf_07_110,d_main_35bf_07,Speech,rapi_red,Locale_MainScenario:d_main_35bf_07_110,True,,5,idle,,5,5,1.0,,rapi_red,,,,,,,,,,,,,,,,
d_main_35bf_07_111,d_main_35bf_07,Speech,anis,Locale_MainScenario:d_main_35bf_07_111,False,,5,idle,,black,black,1.0,,anis,,,neon,15,idle,anis,17,void,,,,,,,,rapi_red
d_main_35bf_07_112,d_main_35bf_07,Speech,neon,Locale_MainScenario:d_main_35bf_07_112,False,,,,,black,black,1.0,,neon,,,,15,idle,,17,void,,,,,,,,
d_main_35bf_07_113,d_main_35bf_07,Speech,anis,Locale_MainScenario:d_main_35bf_07_113,True,,,,,16,16,1.0,,anis,,,,15,idle,,17,void,,,,,,,,
d_main_35bf_07_114,d_main_35bf_07,Speech,neon,Locale_MainScenario:d_main_35bf_07_114,True,,,,,16,16,1.0,,neon,,,,15,idle,,17,void,,,,,,,,
d_main_35bf_07_115,d_main_35bf_07,Speech,anis,Locale_MainScenario:d_main_35bf_07_115,True,,,,,16,16,1.0,,anis,,,,15,idle,,17,idle,,,,,,,,
d_main_35bf_07_116,d_main_35bf_07,Speech,neon,Locale_MainScenario:d_main_35bf_07_116,True,,,,,16,16,1.0,,neon,,,,15,idle,,17,idle,,,,,,,,
d_main_35bf_07_117,d_main_35bf_07,Speech,anis,Locale_MainScenario:d_main_35bf_07_117,True,,,,,16,16,1.0,,anis,,,,15,idle,,17,idle,,,,,,,,
d_main_35bf_07_118,d_main_35bf_07,Speech,neon,Locale_MainScenario:d_main_35bf_07_118,True,,,,,16,16,1.0,,neon,,,,15,surprise,,17,idle,,,,,,,,
d_main_35bf_07_119,d_main_35bf_07,Speech,anis,Locale_MainScenario:d_main_35bf_07_119,True,,,,,16,16,1.0,,anis,,,,15,surprise,,17,no,,,,,,,,
