id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_church_06_16,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_16,False,,3,idle2,,black,black,1.0,,,,,,,,,,,
d_ex_church_06_17,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_17,False,,3,idle2,,black,black,1.0,,,,,,,,,,,
d_ex_church_06_18,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_18,False,,3,idle2,,black,black,1.0,,,,,,,,,,,
d_ex_church_06_19,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_19,True,,3,idle2,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_20,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_20,False,,3,idle2,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_21,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_21,False,,3,shy,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_22,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_22,True,,3,shy,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_23,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_23,True,,3,idle2,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_24,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_24,True,,3,idle2,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_25,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_25,True,,3,idle2,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_26,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_26,True,,3,delight2,,30,30,1.0,,,,,,,,,,,
d_ex_church_06_27,d_ex_church_06,Speech,unknown,unknown,Locale_SuddenStory:d_ex_church_06_27,True,,3,delight2,,30,2,1.0,none,,,,,,,,,,
d_ex_church_06_28,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_28,False,,3,shy,,2,2,1.0,,,,,,,,,,,
d_ex_church_06_29,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_29,True,,3,shy,,2,2,1.0,bgm_story_darklord,,guillotine,1,idle,,,,,,
d_ex_church_06_30,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_30,True,,3,shy,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_31,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_31,True,,3,shy,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_32,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_32,True,,3,shy,,2,XS_10,1.0,,,,1,delight,,,,,,
d_ex_church_06_33,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_33,True,,3,shy,,XS_10,XS_10,1.0,,,,1,delight,,,,,,
d_ex_church_06_34,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_34,True,,3,shy,,XS_10,XS_10,1.0,,,,1,idle,,,,,,
d_ex_church_06_35,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_35,True,,3,shy,,XS_10,XS_10,1.0,,,,1,idle,,,,,,
d_ex_church_06_36,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_36,True,,3,shy,,XS_10,XS_10,1.0,,,,1,idle,,,,,,
d_ex_church_06_37,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_37,True,,3,angry,,XS_10,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_38,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_38,True,,3,angry,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_39,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_39,True,,3,angry,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_40,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_40,True,,3,angry,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_41,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_41,True,,3,angry,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_42,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_42,False,,3,angry,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_43,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_43,True,,3,surprise,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_44,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_44,True,,3,surprise,,2,30,1.0,,,,1,idle,,,,,,
d_ex_church_06_45,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_45,True,,3,idle2,,30,30,1.0,,,,1,idle,,,,,,
d_ex_church_06_46,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_46,True,,3,idle2,,30,30,1.0,,,,1,idle,,,,,,
d_ex_church_06_47,d_ex_church_06,Narration,,,Locale_SuddenStory:d_ex_church_06_47,False,,3,idle2,,30,3,1.0,,,,1,idle,,,,,,
d_ex_church_06_48,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_48,False,,3,idle2,,3,3,1.0,,,,1,idle,,,,,,
d_ex_church_06_49,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_49,True,,3,idle2,,XS_10,XS_10,1.0,,,,1,idle,,,,,,
d_ex_church_06_50,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_50,True,,3,idle2,,XS_10,XS_10,1.0,,,,1,idle,,,,,,
d_ex_church_06_51,d_ex_church_06,Narration,,,Locale_SuddenStory:d_ex_church_06_51,False,,3,idle2,,XS_10,1,1.0,,,,1,idle,,,,,,
d_ex_church_06_52,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_52,False,,3,idle2,,1,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_53,d_ex_church_06,Choice,,,Locale_SuddenStory:d_ex_church_06_53,False,,3,idle2,,2,2,1.0,,d_ex_church_06_55,,1,idle,,,,,,
d_ex_church_06_54,d_ex_church_06,Choice,,,Locale_SuddenStory:d_ex_church_06_54,False,,3,idle2,,2,2,1.0,,d_ex_church_06_55,,1,idle,,,,,,
d_ex_church_06_55,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_55,False,,3,idle2,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_56,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_56,False,,3,idle2,,2,2,1.0,,,,1,idle,,,,,,
d_ex_church_06_57,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_57,False,,3,idle2,,black,black,1.0,,,,1,idle,black,,,,,
d_ex_church_06_58,d_ex_church_06,Narration,,,Locale_SuddenStory:d_ex_church_06_58,False,,3,idle2,,2,2,1.0,,,,1,idle,,sfx_scn_rustydooropen,,,,
d_ex_church_06_59,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_59,False,,3,angry,,2,XS_10,0.7,,,,1,angry,,,,,,
d_ex_church_06_60,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_60,True,,3,angry,,XS_10,XS_10,1.0,,,,1,angry,,,,,,
d_ex_church_06_61,d_ex_church_06,Narration,,,Locale_SuddenStory:d_ex_church_06_61,False,,3,angry,,black,black,1.0,none,,,1,angry,,sfx_scn_heavytrip,Low_2,,,
d_ex_church_06_62,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_62,False,,3,angry,,2,2,1.0,,,,1,angry,,,,,,
d_ex_church_06_63,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_63,False,,3,angry,,2,2,1.0,,,,1,angry,,,,,,
d_ex_church_06_64,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_64,False,,3,angry,,2,8,1.0,bgm_story_backtonormal,,,1,angry,,,,aria,8,idle
d_ex_church_06_65,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_65,True,,3,angry,,8,80,1.0,,,,1,angry,,,,,8,"expression_01,idle"
d_ex_church_06_66,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_66,True,,3,angry,,80,80,1.0,,,,1,angry,,,,,8,idle
d_ex_church_06_67,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_67,True,,3,angry,,80,80,1.0,,,,1,angry,,,,,8,idle
d_ex_church_06_68,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_68,True,,3,angry,,80,80,1.0,,,,1,angry,,,,,8,idle
d_ex_church_06_69,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_69,True,,3,angry,,80,80,1.0,,,,1,angry,,,,,8,idle
d_ex_church_06_70,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_70,False,,3,angry,,80,80,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_71,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_71,True,,3,angry,,80,8,1.0,,,,1,idle,,,,,8,etc
d_ex_church_06_72,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_72,True,,3,angry,,8,8,1.0,,,,1,idle,,,,,8,etc
d_ex_church_06_73,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_73,True,,3,angry,,8,8,1.0,,,,1,idle,,,,,8,etc
d_ex_church_06_74,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_74,True,,3,angry,,8,8,1.0,,,,1,idle,,,,,8,etc
d_ex_church_06_75,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_75,False,,3,angry,,2,2,1.0,,,,1,shy,,,,,8,etc
d_ex_church_06_76,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_76,False,,3,angry,,2,2,1.0,,,,1,shy,,,,,8,think
d_ex_church_06_77,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_77,False,,3,angry,,2,2,1.0,,,,1,shy,,,,,8,think
d_ex_church_06_78,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_78,True,,3,shy,,2,30,1.0,,,,1,shy,,,,,8,think
d_ex_church_06_79,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_79,True,,3,shy,,30,30,1.0,,,,1,shy,,,,,8,think
d_ex_church_06_80,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_80,True,,3,shy,,30,30,1.0,,,,1,shy,,,,,8,think
d_ex_church_06_81,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_81,True,,3,shy,,30,30,1.0,,,,1,shy,,,,,8,think
d_ex_church_06_82,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_82,True,,3,shy,,30,XS_10,0.6,none,,,1,angry,,,Low_2,,8,think
d_ex_church_06_83,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_83,False,,3,shy,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_84,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_84,False,,3,shy,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_85,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_85,True,,3,surprise,,XS_10,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_86,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_86,True,,3,surprise,,2,2,1.0,bgm_story_darklord,,,1,angry,,,,,8,think
d_ex_church_06_87,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_87,True,,3,surprise,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_88,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_88,True,,3,surprise,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_89,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_89,True,,3,surprise,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_90,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_90,True,,3,surprise,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_91,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_91,True,,3,shy,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_92,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_92,True,,3,shy,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_93,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_93,True,,3,shy,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_94,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_94,True,,3,shy,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_95,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_95,True,,3,shy,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_96,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_96,True,,3,idle,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_97,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_97,True,,3,idle,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_98,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_98,True,,3,idle,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_99,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_99,True,,3,idle,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_100,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_100,True,,3,idle,,2,2,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_101,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_101,False,,3,surprise,,2,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_102,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_102,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_103,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_103,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_104,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_104,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_105,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_105,False,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_106,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_106,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_107,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_107,False,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_108,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_108,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_109,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_109,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_110,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_110,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_111,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_111,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_112,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_112,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_113,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_113,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_114,d_ex_church_06,Narration,,,Locale_SuddenStory:d_ex_church_06_114,False,,3,surprise,,XS_10,XS_100,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_115,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_115,False,,3,surprise,,XS_100,XS_100,1.0,,,,1,angry,,,,,8,think
d_ex_church_06_116,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_116,True,,3,surprise,,XS_100,XS_100,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_117,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_117,False,,3,surprise,,XS_100,XS_100,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_118,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_118,True,,3,surprise,,XS_100,XS_100,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_119,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_119,True,,3,surprise,,XS_100,XS_100,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_120,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_120,False,,3,surprise,,XS_100,XS_100,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_121,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_121,True,,3,surprise,,XS_100,XS_100,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_122,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_122,True,,3,surprise,,XS_100,XS_10,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_123,d_ex_church_06,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_church_06_123,True,,3,surprise,,XS_10,XS_10,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_124,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_124,False,,3,angry,,XS_10,30,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_125,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_125,True,,3,angry,,30,30,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_126,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_126,True,,3,angry,,30,30,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_127,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_127,False,,3,angry,,30,30,1.0,none,,,1,idle,,,,,8,think
d_ex_church_06_128,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_128,False,,3,angry,,30,30,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_129,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_129,False,,3,angry,,30,8,1.0,,,,1,idle,,,,,8,think
d_ex_church_06_130,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_130,False,,3,surprise2,,8,8,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_131,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_131,True,,3,surprise2,,8,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_132,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_132,True,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_133,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_133,True,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_134,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_134,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_135,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_135,False,,3,surprise2,,80,80,1.0,bgm_story_herecomestrouble,,,1,idle,,,,,8,idle
d_ex_church_06_136,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_136,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_137,d_ex_church_06,Speech,mast,mast,Locale_SuddenStory:d_ex_church_06_137,False,,3,surprise2,,30,30,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_138,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_138,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_139,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_139,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_140,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_140,True,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_141,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_141,True,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_142,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_142,True,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_143,d_ex_church_06,Monologue,,,Locale_SuddenStory:d_ex_church_06_143,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_144,d_ex_church_06,Narration,,,Locale_SuddenStory:d_ex_church_06_144,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_145,d_ex_church_06,Speech,aria,aria,Locale_SuddenStory:d_ex_church_06_145,True,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_146,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_146,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
d_ex_church_06_147,d_ex_church_06,Self,,,Locale_SuddenStory:d_ex_church_06_147,False,,3,surprise2,,80,80,1.0,,,,1,idle,,,,,8,idle
