id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_camera_shake
d_main_28_07_e_28,d_main_28_07_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_07_e_28,True,,,,,S_130,12,0.6,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,special,,15,idle,
d_main_28_07_e_29,d_main_28_07_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_07_e_29,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_30,d_main_28_07_e,Speech,neon,neon,Locale_MainScenario:d_main_28_07_e_30,True,,,,,4,4,1.0,,,,7,idle,,5,delight,,3,no,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_31,d_main_28_07_e,Speech,anis,anis,Locale_MainScenario:d_main_28_07_e_31,True,,,,,4,4,1.0,,,,7,idle,,5,delight,,3,no,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_32,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_32,True,,,,,4,7,1.0,,,,7,idle,,5,delight,,3,no,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_33,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_33,True,,,,,7,7,1.0,,,,7,idle,,5,delight,,3,no,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_34,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_34,True,,,,,7,70,1.0,,,,7,idle,,5,delight,,3,no,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_35,d_main_28_07_e,Self,,,Locale_MainScenario:d_main_28_07_e_35,False,,,,,70,70,1.0,,,,7,idle,,5,delight,,3,no,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_36,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_36,True,,,,,70,70,1.0,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_37,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_37,True,,,,,70,70,1.0,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_38,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_38,True,,,,,70,70,1.0,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_39,d_main_28_07_e,Self,,,Locale_MainScenario:d_main_28_07_e_39,False,,,,,70,70,1.0,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_40,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_40,True,,,,,70,70,1.0,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_41,d_main_28_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_07_e_41,True,,,,,70,70,1.0,,,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,idle,
d_main_28_07_e_42,d_main_28_07_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_07_e_42,True,,,,,150,1500,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,smile,
