id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id
d_main_33_04_12,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_12,True,,1,smile,,13,worry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_13,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_13,True,,1,smile,,13,sad,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_14,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_14,True,,1,smile,,13,sad,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_15,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_15,True,,1,smile,,13,sad,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_16,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_16,True,,1,smile,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_17,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_17,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_18,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_18,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_19,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_19,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_20,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_20,True,,1,idle,,13,worry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_21,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_21,True,,1,idle,,13,worry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_22,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_22,True,,1,idle,,13,worry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_23,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_23,True,,1,idle,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_24,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_24,True,,1,idle,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_25,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_25,True,,1,idle,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_26,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_26,True,,1,idle,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_27,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_27,True,,1,idle,,13,pain,,15,idle,,17,idle,,113,130,1.0,,,,,,
d_main_33_04_28,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_28,True,,1,idle,,13,pain,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_29,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_29,True,,1,idle,,13,pain,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_30,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_30,True,,1,idle,,13,pain,,15,idle,,17,idle,,130,S_10,1.0,,,,,,
d_main_33_04_31,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_31,True,,1,idle,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,
d_main_33_04_32,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_32,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_33,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_33,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,
d_main_33_04_34,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_34,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_100,1.0,,,,,,
d_main_33_04_35,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_35,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_100,S_100,1.0,,,,,,
d_main_33_04_36,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_36,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_100,S_100,1.0,,,,,,
d_main_33_04_37,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_37,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_100,S_10,1.0,,,,,,
d_main_33_04_38,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_38,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_39,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_39,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,113,1.0,,,,,,
d_main_33_04_40,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_40,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_41,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_41,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_42,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_42,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,S_10,1.0,,,,,,
d_main_33_04_43,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_43,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,
d_main_33_04_44,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_44,True,,1,idle,,13,pain,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_45,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_45,True,,1,idle,,13,pain,,15,idle,,17,idle,,130,1300,1.0,,,,,,
d_main_33_04_46,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_46,True,,1,idle,,13,pain,,15,idle,,17,idle,,1300,1300,1.0,,,,,,
d_main_33_04_47,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_47,True,,1,smile,,13,pain,,15,idle,,17,idle,,S_100,S_100,1.0,,,,,,
d_main_33_04_48,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_48,True,,1,smile,,13,angry,,15,idle,,17,idle,,1300,1300,1.0,,,,,,
d_main_33_04_49,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_49,True,,1,idle,,13,angry,,15,idle,,17,idle,,1300,130,0.5,,,,,,
d_main_33_04_50,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_50,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_51,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_51,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_52,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_52,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_53,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_53,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,113,1.0,,,,,,
d_main_33_04_54,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_54,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_55,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_55,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_56,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_56,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_57,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_57,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_58,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_58,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_59,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_59,True,,1,idle,,13,angry,,15,idle,,17,idle,,113,130,1.0,,,,,,
d_main_33_04_60,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_60,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,,,,
d_main_33_04_61,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_61,True,,1,idle,,13,angry,,15,idle,,17,idle,,130,S_10,1.0,,,,,,
d_main_33_04_62,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_62,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,
d_main_33_04_63,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_63,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,
d_main_33_04_64,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_64,True,,1,idle,,13,angry,,15,idle,,17,idle,,S_10,S_100,1.0,,,,,,
d_main_33_04_65,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_65,True,,1,idle,,13,sad,,15,idle,,17,idle,,1300,1300,1.0,,,,,,
d_main_33_04_66,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_66,True,,1,idle,,13,sad,,15,idle,,17,idle,,S_100,S_100,1.0,,,,,,
d_main_33_04_67,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_67,True,,1,idle,,13,sad,,15,idle,,17,idle,,S_100,S_10,1.0,,,,,,
d_main_33_04_68,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_68,True,,1,idle,,13,sad,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,
d_main_33_04_69,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_69,True,,1,idle,,13,sad,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,,
d_main_33_04_70,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_70,True,,1,idle,,13,pain,,15,idle,,17,idle,,S_10,113,1.0,,,,,,
d_main_33_04_71,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_71,True,,1,delight,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_72,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_72,True,,1,delight,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_73,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_73,True,,1,delight,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_74,d_main_33_04,Monologue,cinderella,,Locale_MainScenario:d_main_33_04_74,False,,1,smile,,13,pain,,15,idle,rapi,17,idle,,113,1517,2.0,,,,,,
d_main_33_04_75,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_75,True,,1,smile,,13,pain,,15,idle,,17,idle,,1517,1517,1.0,,,,,,
d_main_33_04_76,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_76,True,,1,smile,,13,pain,,15,idle,,17,idle,,1517,113,2.0,,,,,,
d_main_33_04_77,d_main_33_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_04_77,True,,1,smile,,13,pain,,15,idle,,17,idle,,113,113,1.0,,,,,,
d_main_33_04_78,d_main_33_04,Monologue,cinderella,,Locale_MainScenario:d_main_33_04_78,False,,1,smile,,13,pain,,15,idle,,17,idle,,113,113,1.0,,cinderella,sfx_scn_heelfootstep,,,
d_main_33_04_79,d_main_33_04,Speech,neon,neon,Locale_MainScenario:d_main_33_04_79,True,,,,,13,pain,,15,idle,,17,idle,,113,1315,1.0,,,,,,
d_main_33_04_80,d_main_33_04,Speech,neon,neon,Locale_MainScenario:d_main_33_04_80,True,,,,,13,pain,,15,idle,,17,idle,,1315,1315,1.0,,,,,,
d_main_33_04_81,d_main_33_04,Speech,neon,neon,Locale_MainScenario:d_main_33_04_81,True,,,,,13,pain,,15,idle,,17,idle,,1315,1315,1.0,,,,,,
d_main_33_04_82,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_82,True,,,,,13,sad,,15,idle,,17,idle,,1315,1315,1.0,,,,,,
d_main_33_04_83,d_main_33_04,Speech,neon,neon,Locale_MainScenario:d_main_33_04_83,True,,,,,13,sad,,15,worry,,17,idle,,1315,1517,1.0,,,,,,
d_main_33_04_84,d_main_33_04,Speech,rapi,rapi,Locale_MainScenario:d_main_33_04_84,True,,,,,13,sad,,15,worry,,17,think,,1517,1517,1.0,,,,,,
d_main_33_04_85,d_main_33_04,Self,rapi,,Locale_MainScenario:d_main_33_04_85,False,,,,,13,sad,,15,worry,,17,think,,1517,13,1.0,,,,,,
d_main_33_04_86,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_86,True,,,,,13,pain,,15,worry,,17,idle,,13,130,1.0,,,,,,
d_main_33_04_87,d_main_33_04,Monologue,anis,,Locale_MainScenario:d_main_33_04_87,False,,,,,13,pain,,15,worry,,17,idle,,130,130,1.0,,,,neon,rapi,
d_main_33_04_88,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_88,True,,,,,13,pain,,,,,,,,130,130,1.0,,,,,,
d_main_33_04_89,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_89,True,,,,,13,sad,,,,,,,,130,130,1.0,,,,,,
d_main_33_04_90,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_90,True,,,,,13,sad,,,,,,,,130,130,1.0,,,,,,
d_main_33_04_91,d_main_33_04,Monologue,anis,,Locale_MainScenario:d_main_33_04_91,False,,,,,13,sad,,,,,,,Sky2,130,L_130,1.0,,,,,,anis
d_main_33_04_92,d_main_33_04,Narration,anis,,Locale_MainScenario:d_main_33_04_92,False,,,,,,,,,,,,,,black,black,1.0,,,,,,
d_main_33_04_93,d_main_33_04,Narration,anis,,Locale_MainScenario:d_main_33_04_93,False,,,,,,,,,,,,,,black,black,1.0,,,,,,
d_main_33_04_94,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_94,True,,,,,,,,,,,,,,L_130,L_130,1.0,,,,,,
d_main_33_04_95,d_main_33_04,Speech,anis,anis,Locale_MainScenario:d_main_33_04_95,True,,,,,,,,,,,,,,L_130,L_130,1.0,,,,,,
