id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_main_38_02_52,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_52,True,,S_10,S_10,1.0,,,,,1,no,,,13,cry,
d_main_38_02_53,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_53,True,,S_10,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_54,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_54,True,,12,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_55,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_55,True,,12,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_56,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_56,False,,12,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_57,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_57,True,,12,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_58,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_58,True,,12,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_59,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_59,True,,12,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_60,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_60,True,,12,12,1.0,,,,,1,no,,,13,cry,
d_main_38_02_61,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_61,True,,12,12,1.0,,,,,1,no,,,13,idle,
d_main_38_02_62,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_62,True,,12,12,1.0,,,,,1,no,,,13,idle,
d_main_38_02_63,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_63,True,EventScene_Chap_34_07,12,12,1.0,,,,,1,no,leviathan,,13,idle,ziz
d_main_38_02_64,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_64,True,,12,12,1.0,,,,,,,,,,,
d_main_38_02_65,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_65,True,,12,12,1.0,,,,,,,,,,,
d_main_38_02_66,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_66,True,,12,12,1.0,,,,,,,,,,,
d_main_38_02_67,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_67,True,,12,12,1.0,,,,,,,,,,,
d_main_38_02_68,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_68,True,Jungle2,12,12,1.0,,,,leviathan,1,idle,,ziz,13,delight,
d_main_38_02_69,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_69,True,,12,12,1.0,,,,,1,idle,,,13,idle,
d_main_38_02_70,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_70,True,,12,12,1.0,,,,,1,no,,,13,idle,
d_main_38_02_71,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_71,True,,12,12,1.0,,,,,1,no,,,13,idle,
d_main_38_02_72,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_72,True,,12,12,1.0,,,,,1,think_02,,,13,idle,
d_main_38_02_73,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_73,True,,12,12,1.0,,,,,1,no,,,13,idle,
d_main_38_02_74,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_74,True,,12,12,1.0,,,,,1,no,,,13,idle,
d_main_38_02_75,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_75,True,,12,12,1.0,,,,,1,no,,,13,idle,
d_main_38_02_76,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_76,True,,12,12,1.0,,,,,1,no,,,13,sad,
d_main_38_02_77,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_77,False,,12,12,1.0,,,,,1,think_01,,,13,sad,
d_main_38_02_78,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_78,True,,12,12,1.0,,,,,1,think_01,,,13,sad,
d_main_38_02_79,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_79,True,,12,12,1.0,,,,,1,think_01,,,13,sad,
d_main_38_02_80,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_80,True,,12,12,1.0,,,,,1,think_01,,,13,sad,
d_main_38_02_81,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_81,True,,12,12,1.0,,,,,1,think_01,,,13,sad,
d_main_38_02_82,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_82,True,,12,12,1.0,,,,,1,no,,,13,sad,
d_main_38_02_83,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_83,False,,12,12,1.0,,,,,1,no,,,13,sad,
d_main_38_02_84,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_84,True,,12,12,1.0,,,,,1,no,,,13,sad,
d_main_38_02_85,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_85,True,,12,12,1.0,,,,,1,no,,,13,sad,
d_main_38_02_86,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_86,True,,12,S_130,1.0,,,,,1,no,,,13,sad,
d_main_38_02_87,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_87,True,,S_130,S_130,1.0,,,,,1,no,,,13,sad,
d_main_38_02_88,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_88,True,,S_130,S_130,1.0,,,,,1,no,,,13,sad,
d_main_38_02_89,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_89,True,,S_130,S_130,1.0,,,,,1,no,,,13,idle,
d_main_38_02_90,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_90,True,,S_130,S_130,1.0,,,,,1,no,,,13,idle,
d_main_38_02_91,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_91,True,,S_130,S_10,1.0,,,,,1,think_01,,,13,idle,
d_main_38_02_92,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_92,True,,S_10,12,1.0,,,,,1,think_01,,,13,idle,
d_main_38_02_93,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_93,True,,12,12,1.0,,,,,1,surprise,,,13,idle,
d_main_38_02_94,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_94,True,,12,12,1.0,,,,,1,surprise,,,13,idle,
d_main_38_02_95,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_95,True,,12,12,1.0,,,,,1,think_01,,,13,idle,
d_main_38_02_96,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_96,True,,12,12,1.0,,,,,1,think_01,,,13,idle,
d_main_38_02_97,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_97,True,,12,S_130,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_98,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_98,True,,S_130,S_130,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_99,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_99,True,,S_130,S_130,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_100,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_100,True,,S_130,S_130,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_101,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_101,True,,S_130,S_130,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_102,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_102,True,,S_130,12,1.0,,,,,1,idle,,,13,delight,
d_main_38_02_103,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_103,True,,12,12,1.0,,,,,1,idle,,,13,delight,
d_main_38_02_104,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_104,True,,12,12,1.0,,,,,1,idle,,,13,delight,
d_main_38_02_105,d_main_38_02,Narration,ziz,,Locale_MainScenario:d_main_38_02_105,False,,black,black,1.0,,sfx_scn_mudywing,,,1,idle,,,13,delight,
d_main_38_02_106,d_main_38_02,Narration,ziz,,Locale_MainScenario:d_main_38_02_106,False,,black,black,1.0,,,,,1,idle,,,13,delight,
d_main_38_02_107,d_main_38_02,Narration,ziz,,Locale_MainScenario:d_main_38_02_107,False,,black,black,1.0,,sfx_scn_down,,,1,idle,,,13,delight,
d_main_38_02_108,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_108,True,,12,12,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_109,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_109,True,,12,12,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_110,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_110,True,,12,12,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_111,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_111,True,,12,12,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_112,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_112,True,,12,12,1.0,,,,,1,think_01,,,13,delight,
d_main_38_02_113,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_113,True,,12,12,1.0,,,,,1,no,,,13,delight,
d_main_38_02_114,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_114,True,,12,12,1.0,,,,,1,no,,,13,delight,
d_main_38_02_115,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_115,False,,12,12,1.0,,,,,1,no,,,13,delight,
d_main_38_02_116,d_main_38_02,Narration,leviathan,,Locale_MainScenario:d_main_38_02_116,False,,12,S_10,1.0,,,,,1,no,,,13,delight,
d_main_38_02_117,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_117,True,,S_10,S_10,1.0,,,,,1,no,,,13,delight,
d_main_38_02_118,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_118,True,,S_10,S_10,1.0,,,,,1,no,,,13,delight,
d_main_38_02_119,d_main_38_02,Speech,ziz,ziz,Locale_MainScenario:d_main_38_02_119,True,,S_130,S_130,1.0,,,,,1,no,,,13,idle,
d_main_38_02_120,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_120,True,,S_10,S_100,1.0,none,,,,1,no,,,13,idle,
d_main_38_02_121,d_main_38_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_02_121,True,,S_100,S_100,1.0,,,,,1,no,,,13,idle,
