id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_camera_shake
d_main_23_07_s_40,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_40,True,,100,100,1.0,,rosanna_op_l,rosanna_op_l,,1,think,rosanna_op_l,OP_leftup,idle,,
d_main_23_07_s_41,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_41,True,,100,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_42,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_42,True,,10,10,1.0,,rosanna_op_l,rosanna_op_l,,1,think,,OP_leftup,good,,
d_main_23_07_s_43,d_main_23_07_s,Narration,Locale_MainScenario:d_main_23_07_s_43,False,,10,10,1.0,,,,,1,think,,OP_leftup,good,rosanna_op_l,
d_main_23_07_s_44,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_44,True,,100,100,1.0,,moran,moran,,1,angry,,,,,Low_2
d_main_23_07_s_45,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_45,True,,100,10,1.0,,moran,moran,,1,worry,,,,,
d_main_23_07_s_46,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_46,True,,10,10,1.0,,moran,moran,,1,worry,,,,,
d_main_23_07_s_47,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_47,True,,10,10,1.0,,moran,moran,,1,worry,,,,,
d_main_23_07_s_48,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_48,False,,10,10,1.0,,moran,moran,,1,worry,,,,,
d_main_23_07_s_49,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_49,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,worry,jin_op_l,OP_leftup,idle,,
d_main_23_07_s_50,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_50,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,worry,,OP_leftup,idle,,
d_main_23_07_s_51,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_51,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_52,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_52,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_53,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_53,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_54,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_54,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_55,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_55,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_56,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_56,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_57,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_57,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_58,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_58,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_59,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_59,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_60,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_60,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_61,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_61,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_62,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_62,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_63,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_63,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_64,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_64,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_65,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_65,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_66,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_66,True,,10,10,1.0,,moran,moran,,1,angry,,OP_leftup,idle,,
d_main_23_07_s_67,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_67,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_68,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_68,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_69,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_69,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_70,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_70,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_71,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_71,False,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_72,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_72,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_73,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_73,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_74,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_74,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_75,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_75,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_76,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_76,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_77,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_77,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,
d_main_23_07_s_78,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_78,False,,10,100,1.4,,moran,moran,,1,think,,OP_leftup,idle,,
d_main_23_07_s_79,d_main_23_07_s,Speech,Locale_MainScenario:d_main_23_07_s_79,True,,100,100,1.0,,moran,moran,,1,worry,,OP_leftup,idle,,
