id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_33_08_35,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_35,True,,1,think_02,,3,idle,,300,30,1.0,,,,,,,
d_main_33_08_36,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_36,True,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_37,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_37,False,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_38,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_38,True,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_39,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_39,False,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_40,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_40,True,,1,think_02,,3,idle,,30,300,1.0,,,,,,,
d_main_33_08_41,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_41,True,,1,think_02,,3,idle,,300,300,1.0,,,,,,,
d_main_33_08_42,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_42,True,,1,think_02,,3,idle,,300,300,1.0,,,,,,,
d_main_33_08_43,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_43,False,,1,think_02,,3,idle,,300,300,1.0,,,,,,,
d_main_33_08_44,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_44,True,,1,think_02,,3,idle,,300,30,1.0,,,,,,,
d_main_33_08_45,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_45,True,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_46,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_46,True,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_47,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_47,True,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_48,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_48,False,,1,think_02,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_49,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_49,True,,1,surprise,,3,idle,,30,30,1.0,,,,,,,
d_main_33_08_50,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_50,True,,1,angry,,3,idle,,30,S_10,1.0,,,,,,,
d_main_33_08_51,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_51,True,,1,think_01,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_52,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_52,True,,1,think_01,,3,idle,,S_10,S_100,1.0,,,,,,,
d_main_33_08_53,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_53,False,,1,think_01,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_54,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_54,True,,1,idle,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_55,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_55,True,,1,think_01,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_56,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_56,True,,1,idle,,3,idle,,S_100,S_10,1.0,,,,,,,
d_main_33_08_57,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_57,True,,1,think_01,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_58,d_main_33_08,Monologue,leviathan,,Locale_MainScenario:d_main_33_08_58,False,,1,think_01,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_59,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_59,False,,1,think_01,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_60,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_60,True,,1,think_01,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_61,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_61,False,,1,think_01,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_62,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_62,True,,1,angry,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_63,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_63,False,,1,angry,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_64,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_64,True,,1,surprise,,3,idle,,S_10,S_100,1.0,,,,,,,
d_main_33_08_65,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_65,True,,1,surprise,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_66,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_66,False,,1,surprise,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_67,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_67,False,,1,surprise,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_68,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_68,True,,1,idle,,3,idle,,S_100,S_10,0.5,,,,,,,
d_main_33_08_69,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_69,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_70,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_70,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_71,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_71,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_72,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_72,True,,1,idle,,3,idle,,S_10,31,1.0,,,,,,,
d_main_33_08_73,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_73,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_74,d_main_33_08,Monologue,behemoth,,Locale_MainScenario:d_main_33_08_74,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_75,d_main_33_08,Monologue,behemoth,,Locale_MainScenario:d_main_33_08_75,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_76,d_main_33_08,Monologue,behemoth,,Locale_MainScenario:d_main_33_08_76,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_77,d_main_33_08,Monologue,behemoth,,Locale_MainScenario:d_main_33_08_77,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_78,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_78,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_79,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_79,True,,1,surprise,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_80,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_80,False,,1,surprise,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_81,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_81,True,,1,surprise,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_82,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_82,False,,1,surprise,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_83,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_83,False,,1,surprise,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_84,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_84,False,,1,surprise,,3,surprise,,300,300,1.0,,,,,,,
d_main_33_08_85,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_85,True,,1,surprise,,3,surprise,,S_100,S_100,1.0,,,,,,,
d_main_33_08_86,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_86,False,,1,surprise,,3,surprise,,S_100,S_100,1.0,,,,,,,
d_main_33_08_87,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_87,False,,1,surprise,,3,surprise,,S_100,S_100,1.0,,,,,,,
d_main_33_08_88,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_88,False,,1,surprise,,3,surprise,,S_100,300,1.0,,,,,,,
d_main_33_08_89,d_main_33_08,Self,behemoth,,Locale_MainScenario:d_main_33_08_89,False,,1,surprise,,3,surprise,,300,300,1.0,,,,,,,
d_main_33_08_90,d_main_33_08,Monologue,behemoth,,Locale_MainScenario:d_main_33_08_90,False,,1,surprise,,3,surprise,,300,300,1.0,,,,,,,
d_main_33_08_91,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_91,True,,1,think_01,,3,think,,300,300,1.0,,,,,,,
d_main_33_08_92,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_92,True,,1,think_01,,3,think,,300,300,1.0,,,,,,,
d_main_33_08_93,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_93,True,,1,think_01,,3,think,,300,30,1.0,,,,,,,
d_main_33_08_94,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_94,False,,1,think_01,,3,think,,30,30,1.0,,,,,,,
d_main_33_08_95,d_main_33_08,Monologue,behemoth,,Locale_MainScenario:d_main_33_08_95,False,,1,think_01,,3,think,,30,30,1.0,,,,,,,
d_main_33_08_96,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_96,True,,1,think_01,,3,idle,,30,31,1.0,,,,,,,
d_main_33_08_97,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_97,True,,1,think_01,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_98,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_98,True,,1,think_01,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_99,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_99,True,,1,think_01,,3,idle,,31,S_10,1.0,,,,,,,
d_main_33_08_100,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_100,False,,1,think_01,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_101,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_101,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_102,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_102,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_103,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_103,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_104,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_104,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_105,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_105,False,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_106,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_106,False,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_107,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_107,True,,1,smile,,3,idle,,S_10,S_100,1.0,,,,,,,
d_main_33_08_108,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_108,False,,1,smile,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_109,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_109,True,,1,idle,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_110,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_110,True,,1,idle,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_111,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_111,True,,1,idle,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_112,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_112,True,,1,idle,,3,idle,,S_100,S_100,1.0,,,,,,,
d_main_33_08_113,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_113,True,,1,idle,,3,idle,,S_100,S_10,1.0,,,,,,,
d_main_33_08_114,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_114,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_115,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_115,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_116,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_116,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,,
d_main_33_08_117,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_117,True,,1,idle,,3,idle,,S_10,31,1.0,,,,,,,
d_main_33_08_118,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_118,True,,1,angry,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_119,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_119,True,,1,angry,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_120,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_120,True,,1,think_01,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_121,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_121,True,,1,think_01,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_122,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_122,True,,1,think_01,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_123,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_123,True,,1,angry,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_124,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_124,True,,1,think_01,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_125,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_125,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,
d_main_33_08_126,d_main_33_08,Monologue,leviathan,,Locale_MainScenario:d_main_33_08_126,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,
d_main_33_08_127,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_127,False,,1,surprise,,3,surprise,,S_100,S_100,1.0,,,,,,,
d_main_33_08_128,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_128,False,,1,surprise,,3,surprise,,S_100,1,1.0,,,,,,,
d_main_33_08_129,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_129,False,,1,surprise,,3,surprise,,1,31,1.0,,,,,,,
d_main_33_08_130,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_130,True,,1,surprise,,3,surprise,,31,31,1.0,,,,,,,
d_main_33_08_131,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_131,False,,1,surprise,,3,surprise,,31,31,1.0,,,,,,,
d_main_33_08_132,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_132,False,,1,surprise,,3,surprise,,31,31,1.0,,,,,,,
d_main_33_08_133,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_133,True,,1,surprise,,3,surprise,,31,31,1.0,,,,,,,
d_main_33_08_134,d_main_33_08,Self,leviathan,,Locale_MainScenario:d_main_33_08_134,False,,1,surprise,,3,surprise,,31,31,1.0,,,,,,,
d_main_33_08_135,d_main_33_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_08_135,False,,1,surprise,,3,surprise,,31,31,1.0,,,,,,,
d_main_33_08_136,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_136,False,,1,surprise,,3,surprise,,3,300,1.0,,,,,,,
d_main_33_08_137,d_main_33_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_08_137,True,,1,pain,,3,surprise,,300,300,1.0,none,,,,,,
d_main_33_08_138,d_main_33_08,Narration,,,Locale_MainScenario:d_main_33_08_138,False,,1,pain,,3,surprise,White,black,black,1.0,,leviathan,behemoth,sfx_scn_lazerfire1,,,
d_main_33_08_139,d_main_33_08,Monologue,,,Locale_MainScenario:d_main_33_08_139,False,,,,,,,,3,3,1.0,,,,,cinderella,15,idle_alt
d_main_33_08_140,d_main_33_08,Monologue,,,Locale_MainScenario:d_main_33_08_140,False,,,,,,,,3,3,1.0,,,,,,15,idle_alt
d_main_33_08_141,d_main_33_08,Monologue,cinderella,,Locale_MainScenario:d_main_33_08_141,False,,,,,,,,3,15,2.0,,,,,,15,idle_alt
d_main_33_08_142,d_main_33_08,Monologue,cinderella,,Locale_MainScenario:d_main_33_08_142,False,,,,,,,,15,S_150,1.0,,,,,,15,idle_alt
