id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_16_13_e_53,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_53,True,,exotic_betray_01,exotic_betray_02,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_54,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_54,True,,exotic_betray_02,exotic_betray_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_55,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_55,True,,exotic_betray_02,exotic_betray_06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_56,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_56,True,,exotic_betray_06,exotic_betray_06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_57,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_57,True,,exotic_betray_06,exotic_betray_01,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_58,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_58,True,,exotic_betray_01,exotic_betray_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_59,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_59,True,,exotic_betray_01,exotic_betray_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_60,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_60,True,,exotic_betray_01,exotic_betray_02,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_16_13_e_61,d_main_16_13_e,Narration,,Narration,Locale_MainScenario:d_main_16_13_e_61,False,IceLand_n,black,black,1.0,,sfx_scn_aim,,,,,jackal,5,idle,,viper,3,idle,,crow,1,good,,rapi,15,angry,,anis,17,void,,neon,19,idle,
d_main_16_13_e_62,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_62,True,,1,10,0.5,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_63,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_63,True,,10,150,2.0,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_64,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_64,True,,150,150,1.0,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_65,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_65,True,,150,1500,2.0,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_66,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_66,True,,10,10,1.0,,,,,,,,5,idle,,,3,idle,,,1,delight,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_67,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_67,True,,10,10,1.0,,,,,,,,5,idle,,,3,idle,,,1,delight,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_68,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_68,True,,10,100,2.0,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_69,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_69,True,,100,1,2.0,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_70,d_main_16_13_e,Narration,,Narration,Locale_MainScenario:d_main_16_13_e_70,False,EventScene_Main_16_01,black,black,1.0,,sfx_scn_1shot,Low_2,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_71,d_main_16_13_e,Monologue,,,Locale_MainScenario:d_main_16_13_e_71,False,,black,black,2.0,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_72,d_main_16_13_e,Monologue,,,Locale_MainScenario:d_main_16_13_e_72,False,,black,black,1.0,,,,,,,,5,idle,,,3,idle,,,1,good,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_73,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_73,True,,exotic_betray_06,exotic_betray_02,4.0,,,,Blur_Low,,Vignetting,,5,idle,jackal,,3,idle,viper,,1,delight,crow,,15,angry,rapi,,17,void,anis,,19,idle,neon
d_main_16_13_e_74,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_74,True,,exotic_betray_02,exotic_betray_01,4.0,,,,Blur_Low,,Vignetting,,5,idle,,,3,idle,,,1,delight,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_75,d_main_16_13_e,Narration,,Narration,Locale_MainScenario:d_main_16_13_e_75,False,,black,black,1.0,none,sfx_scn_shotgun,,,,,,5,idle,,,3,idle,,,1,delight,,,15,angry,,,17,void,,,19,idle,
