id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,jump_target,play_sound
d_ex_outdoorpool_06_16,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_16,True,,1,1,1.0,,,2,idle,,12,sad2,,,
d_ex_outdoorpool_06_17,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_17,False,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_18,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_18,True,,1,XS_20,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_19,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_19,True,,XS_20,XS_20,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_20,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_20,True,,XS_20,XS_20,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_21,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_21,True,,XS_20,XS_20,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_22,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_22,True,,XS_20,XS_20,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_23,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_23,True,,XS_20,XS_20,1.0,,,2,delight,,12,idle,,,
d_ex_outdoorpool_06_24,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_24,True,,XS_20,1,0.7,,,2,delight,,12,angry,,,
d_ex_outdoorpool_06_25,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_25,True,,1,1,1.0,,,2,no,,12,angry,,,
d_ex_outdoorpool_06_26,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_26,True,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_27,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_27,True,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_28,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_28,False,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_29,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_29,True,,1,1,1.0,,,2,delight,,12,idle,,,
d_ex_outdoorpool_06_30,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_30,True,,1,1,1.0,,,2,delight,,12,idle,,,
d_ex_outdoorpool_06_31,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_31,False,,1,1,1.0,,,2,delight,,12,idle,,,
d_ex_outdoorpool_06_32,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_32,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_33,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_33,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_34,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_34,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_35,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_35,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_36,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_36,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_37,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_37,False,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_38,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_38,True,,1,1,1.0,,,2,idle,,12,delight2,,,
d_ex_outdoorpool_06_39,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_39,True,,1,1,1.0,,,2,worry,,12,delight2,,,
d_ex_outdoorpool_06_40,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_40,True,,1,S_120,1.0,,,2,worry,,12,idle,,,
d_ex_outdoorpool_06_41,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_41,True,,S_120,S_120,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_42,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_42,True,,S_120,S_120,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_43,d_ex_outdoorpool_06,Speech,morgan,morgan,Locale_SuddenStory:d_ex_outdoorpool_06_43,True,,S_120,S_120,1.0,,,2,idle,,12,idle,Low_2,,
d_ex_outdoorpool_06_44,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_44,False,,S_120,S_120,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_45,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_45,True,,S_120,S_120,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_46,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_46,False,,S_120,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_47,d_ex_outdoorpool_06,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_06_47,False,,1,1,1.0,,,2,idle,,12,idle,,d_ex_outdoorpool_06_49,
d_ex_outdoorpool_06_48,d_ex_outdoorpool_06,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_06_48,False,,1,1,1.0,,,2,idle,,12,idle,,d_ex_outdoorpool_06_54,
d_ex_outdoorpool_06_49,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_49,False,,1,1,1.0,,,2,no,,12,idle,,,
d_ex_outdoorpool_06_50,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_50,False,,1,1,2.0,,,2,no,,12,surprise,,,
d_ex_outdoorpool_06_51,d_ex_outdoorpool_06,Speech,morgan,morgan,Locale_SuddenStory:d_ex_outdoorpool_06_51,True,,1,1,1.0,,,2,no,,12,surprise,Low_2,,
d_ex_outdoorpool_06_52,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_52,False,,1,1,1.0,,,2,no,,12,surprise,,,
d_ex_outdoorpool_06_53,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_53,True,,1,1,1.0,,,2,idle,,12,surprise,,,
d_ex_outdoorpool_06_54,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_54,True,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_55,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_55,True,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_56,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_56,False,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_57,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_57,True,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_58,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_58,True,,1,1,1.0,,,2,idle,,12,idle2,,,
d_ex_outdoorpool_06_59,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_59,True,,1,1,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_60,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_60,True,,1,1,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_61,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_61,True,,1,1,1.0,,,2,no,,12,angry,,,
d_ex_outdoorpool_06_62,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_62,True,,1,1,1.0,,,2,no,,12,idle,,,
d_ex_outdoorpool_06_63,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_63,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_64,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_64,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_65,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_65,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_66,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_66,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_67,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_67,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_68,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_68,True,,1,XS_20,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_69,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_69,True,,XS_20,XS_200,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_70,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_70,True,,black,black,0.7,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_71,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_71,True,,12,S_120,1.0,,,2,idle,,12,delight2,,,
d_ex_outdoorpool_06_72,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_72,True,,2,XS_20,1.0,,,2,angry,,12,delight2,,,
d_ex_outdoorpool_06_73,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_73,False,,1,1,1.0,,,2,angry,,12,idle,,,
d_ex_outdoorpool_06_74,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_74,False,,1,1,1.0,,,2,angry,,12,idle,,,
d_ex_outdoorpool_06_75,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_75,False,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_76,d_ex_outdoorpool_06,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_06_76,False,,1,1,1.0,,,2,idle,,12,idle,,d_ex_outdoorpool_06_78,
d_ex_outdoorpool_06_77,d_ex_outdoorpool_06,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_06_77,False,,1,1,1.0,,,2,idle,,12,idle,,d_ex_outdoorpool_06_85,
d_ex_outdoorpool_06_78,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_78,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_79,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_79,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_80,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_80,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_81,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_81,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_82,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_82,True,,1,1,1.0,,,2,idle,,12,surprise2,,,
d_ex_outdoorpool_06_83,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_83,True,,1,1,1.0,,,2,angry,,12,surprise2,,,
d_ex_outdoorpool_06_84,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_84,False,,black,black,1.0,,,2,angry,,12,surprise2,,d_ex_outdoorpool_06_91,
d_ex_outdoorpool_06_85,d_ex_outdoorpool_06,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_06_85,False,,black,black,1.0,,,2,idle,,12,idle,,,sfx_scn_splash
d_ex_outdoorpool_06_86,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_86,False,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_87,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_87,False,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_88,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_88,False,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_89,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_89,True,,1,1,1.0,,,2,idle,,12,surprise2,,,
d_ex_outdoorpool_06_90,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_90,True,,1,1,1.0,,,2,angry,,12,surprise2,,,
d_ex_outdoorpool_06_91,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_91,True,,1,1,1.0,,,2,angry,,12,angry,,,
d_ex_outdoorpool_06_92,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_92,True,,1,1,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_93,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_93,True,,1,S_120,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_94,d_ex_outdoorpool_06,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_06_94,False,,black,black,1.0,,,2,idle,,12,angry,,,sfx_scn_spraywater
d_ex_outdoorpool_06_95,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_95,False,,S_120,S_120,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_96,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_96,True,,S_120,12,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_97,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_97,False,,12,12,1.0,,,2,idle,,12,angry,Low_2,,
d_ex_outdoorpool_06_98,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_98,True,,12,S_120,1.0,,,2,idle,,12,sad2,,,
d_ex_outdoorpool_06_99,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_99,True,,S_120,S_120,1.0,,,2,idle,,12,sad2,,,
d_ex_outdoorpool_06_100,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_100,True,,S_120,S_120,1.0,,,2,idle,,12,sad2,,,
d_ex_outdoorpool_06_101,d_ex_outdoorpool_06,Speech,morgan,morgan,Locale_SuddenStory:d_ex_outdoorpool_06_101,True,,S_120,S_120,1.0,,,2,idle,,12,sad2,,,
d_ex_outdoorpool_06_102,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_102,True,,S_120,S_120,1.0,,,2,idle,,12,sad2,,,
d_ex_outdoorpool_06_103,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_103,True,,S_120,XS_20,1.0,,,2,delight,,12,idle,,,
d_ex_outdoorpool_06_104,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_104,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_105,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_105,True,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_106,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_106,False,,1,1,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_107,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_107,False,,1,XS_20,1.0,,,2,shy,,12,idle,,,
d_ex_outdoorpool_06_108,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_108,False,,XS_20,summeranis_top,2.0,,,2,shy,,12,idle,,,
d_ex_outdoorpool_06_109,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_109,False,,summeranis_top,summeranis_top,1.0,,,2,shy,,12,idle,,,
d_ex_outdoorpool_06_110,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_110,False,,summeranis_top,summeranis_bottom,2.0,,,2,shy,,12,idle,,,
d_ex_outdoorpool_06_111,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_111,False,,summeranis_bottom,summeranis_bottom,1.0,,,2,shy,,12,idle,,,
d_ex_outdoorpool_06_112,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_112,False,,summeranis_bottom,summeranis_bottom,1.0,,,2,shy,,12,idle,,,
d_ex_outdoorpool_06_113,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_113,True,,S_120,S_120,0.5,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_114,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_114,True,,S_120,S_120,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_115,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_115,True,,S_120,XS_20,0.6,,,2,angry,,12,angry,,,
d_ex_outdoorpool_06_116,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_116,True,,XS_20,XS_20,1.0,,,2,angry,,12,angry,,,
d_ex_outdoorpool_06_117,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_117,False,,XS_20,XS_200,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_118,d_ex_outdoorpool_06,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_06_118,False,,black,black,1.0,,,2,idle,,12,idle,,,sfx_scn_splash
d_ex_outdoorpool_06_119,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_119,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_120,d_ex_outdoorpool_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_06_120,False,,black,black,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_121,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_121,False,,XS_20,XS_20,1.0,,,2,idle,,12,idle,,,
d_ex_outdoorpool_06_122,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_122,True,,XS_20,1,1.0,,,2,delight,,12,idle,,,
d_ex_outdoorpool_06_123,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_123,True,,1,1,1.0,,,2,delight,,12,angry2,,,
d_ex_outdoorpool_06_124,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_124,True,,1,1,1.0,,,2,idle,,12,angry2,,,
d_ex_outdoorpool_06_125,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_125,True,,1,1,1.0,,,2,idle,,12,angry2,,,
d_ex_outdoorpool_06_126,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_126,True,,1,1,1.0,,,2,idle,,12,angry,,,
d_ex_outdoorpool_06_127,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_127,True,,1,1,1.0,,,2,shy,,12,angry,,,
d_ex_outdoorpool_06_128,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_128,True,,1,1,1.0,,,2,shy,,12,angry,,,
d_ex_outdoorpool_06_129,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_129,True,,1,1,1.0,,,2,shy,,12,sad,,,
d_ex_outdoorpool_06_130,d_ex_outdoorpool_06,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_06_130,False,,1,1,1.0,,,2,shy,,12,sad,,,
d_ex_outdoorpool_06_131,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_131,True,,1,1,1.0,,,2,shy,,12,surprise,,,
d_ex_outdoorpool_06_132,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_132,True,,1,1,1.0,,,2,shy,,12,angry,,,
d_ex_outdoorpool_06_133,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_133,True,,1,1,1.0,,,2,shy,,12,angry,,,
d_ex_outdoorpool_06_134,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_134,True,,1,1,1.0,,,2,delight,,12,angry,,,
d_ex_outdoorpool_06_135,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_135,True,,1,1,1.0,,,2,delight,,12,angry,,,
d_ex_outdoorpool_06_136,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_136,True,,1,1,1.0,,,2,idle,,12,angry2,,,
d_ex_outdoorpool_06_137,d_ex_outdoorpool_06,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_outdoorpool_06_137,True,,1,1,1.0,,,2,idle,,12,angry2,,,
d_ex_outdoorpool_06_138,d_ex_outdoorpool_06,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_06_138,True,,1,1,1.0,,,2,angry,,12,angry2,,,
