id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,set_camera_shake,characters/0/hide_char_id
d_ex_toyshop_06_47,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_47,False,,black,black,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_48,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_48,True,,2,2,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_49,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_49,False,,black,black,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_50,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_50,True,,2,L_20,1.0,bgm_story_whosdumber,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_51,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_51,False,,black,black,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_52,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_52,True,,L_20,L_20,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_53,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_53,False,,black,black,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_54,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_54,True,,L_20,L_200,1.0,,nero,,2,shy,,,12,idle,,,
d_ex_toyshop_06_55,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_55,False,,L_200,L_200,1.0,,,,2,shy,,,12,idle,d_ex_toyshop_06_57,,
d_ex_toyshop_06_56,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_56,False,,L_200,L_200,1.0,,,,2,shy,,,12,idle,d_ex_toyshop_06_60,,
d_ex_toyshop_06_57,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_57,True,,L_200,XS_120,1.0,,admi,,2,shy,,,12,delight,,,
d_ex_toyshop_06_58,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_58,True,,XS_120,XS_120,1.0,,admi,,2,shy,,,12,delight,,,
d_ex_toyshop_06_59,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_59,True,,XS_120,XS_120,1.0,,admi,,2,shy,,,12,delight,d_ex_toyshop_06_62,,
d_ex_toyshop_06_60,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_60,False,,L_200,XS_120,1.0,,admi,,2,shy,,,12,delight,,,
d_ex_toyshop_06_61,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_61,True,,XS_120,XS_120,1.0,,admi,,2,shy,,,12,delight,,,
d_ex_toyshop_06_62,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_62,False,,XS_120,L_20,2.0,,nero,,2,shy,,,12,delight,,,
d_ex_toyshop_06_63,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_63,True,,L_20,L_20,1.0,,nero,,2,sad,,,12,delight,,,
d_ex_toyshop_06_64,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_64,False,,L_20,L_20,1.0,,,,2,sad,,,12,delight,,,
d_ex_toyshop_06_65,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_65,True,,L_20,1,1.0,,admi,,2,idle,,,12,delight,,,
d_ex_toyshop_06_66,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_66,True,,1,1,1.0,,admi,,2,idle,,,12,delight,,,
d_ex_toyshop_06_67,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_67,False,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_68,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_68,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_69,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_69,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_70,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_70,False,,1,1,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_71,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_71,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_72,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_72,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_73,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_73,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_74,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_74,True,,1,1,1.0,,admi,,2,idle,,,12,idle,,,
d_ex_toyshop_06_75,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_75,True,,1,1,1.0,,admi,,2,idle,,,12,idle,,,
d_ex_toyshop_06_76,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_76,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_77,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_77,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_78,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_78,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_79,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_79,True,,1,1,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_80,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_80,False,,1,1,1.0,,,,2,idle,,,12,idle,d_ex_toyshop_06_83,,
d_ex_toyshop_06_81,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_81,False,,1,1,1.0,,,,2,idle,,,12,idle,d_ex_toyshop_06_83,,
d_ex_toyshop_06_82,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_82,False,,1,1,1.0,,,,2,idle,,,12,idle,d_ex_toyshop_06_83,,
d_ex_toyshop_06_83,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_83,True,,1,2,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_84,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_84,True,,2,2,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_85,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_85,True,,2,2,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_86,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_86,True,,2,2,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_87,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_87,False,,black,black,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_88,d_ex_toyshop_06,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_06_88,False,,black,black,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_89,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_89,False,,2,L_40,1.0,,,,4,idle,,,12,idle,,,
d_ex_toyshop_06_90,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_90,True,,L_40,L_40,1.0,,nero,,4,shy,,,12,idle,,Low_2,
d_ex_toyshop_06_91,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_91,False,,L_40,L_40,1.0,,,,4,shy,,,12,idle,,,
d_ex_toyshop_06_92,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_92,False,,L_40,L_40,1.0,,,,4,shy,,,12,idle,d_ex_toyshop_06_94,,
d_ex_toyshop_06_93,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_93,False,,L_40,L_40,1.0,,,,4,shy,,,12,idle,d_ex_toyshop_06_97,,
d_ex_toyshop_06_94,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_94,False,,black,black,1.0,,,,4,shy,,,12,idle,,,
d_ex_toyshop_06_95,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_95,True,,L_40,L_200,1.0,,nero,,2,shy,,,12,idle,,Low_2,
d_ex_toyshop_06_96,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_96,True,,XS_120,XS_120,1.0,,admi,,2,shy,,,12,delight,d_ex_toyshop_06_100,,
d_ex_toyshop_06_97,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_97,False,,black,black,1.0,,,,4,shy,,,12,idle,,,
d_ex_toyshop_06_98,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_98,True,,L_40,L_200,1.0,,nero,,2,shy,,,12,idle,,Low_2,
d_ex_toyshop_06_99,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_99,True,,XS_120,XS_120,1.0,,admi,,2,shy,,,12,delight,,,
d_ex_toyshop_06_100,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_100,False,,XS_120,XS_120,1.0,,,,2,shy,,,12,delight,,,
d_ex_toyshop_06_101,d_ex_toyshop_06,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_06_101,False,,black,black,1.0,,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_102,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_102,True,,1,1,1.0,,admi,,2,idle,,,12,idle,,,
d_ex_toyshop_06_103,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_103,True,,1,L_20,0.7,,nero,,2,delight,,,12,idle,,,
d_ex_toyshop_06_104,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_104,False,,L_20,L_40,1.0,,,,4,delight,,,12,idle,,Low_2,
d_ex_toyshop_06_105,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_105,False,,black,black,1.0,,,,4,delight,,,12,idle,,,
d_ex_toyshop_06_106,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_106,True,,1,1,1.0,,admi,,2,idle,,,12,delight,,,
d_ex_toyshop_06_107,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_107,True,,1,L_20,0.7,,nero,,2,shy,,,12,delight,,,
d_ex_toyshop_06_108,d_ex_toyshop_06,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_06_108,False,,L_20,L_20,1.0,,,,2,shy,,,12,idle,,,nero
d_ex_toyshop_06_109,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_109,False,,L_20,L_20,1.0,,,,2,shy,,,12,idle,,,
d_ex_toyshop_06_110,d_ex_toyshop_06,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_06_110,False,,black,black,1.0,none,,,2,idle,,,12,idle,,,
d_ex_toyshop_06_111,d_ex_toyshop_06,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_06_111,False,OutpostOut,black,black,1.0,,,,2,idle,sfx_scn_chimebell,,12,idle,,,
d_ex_toyshop_06_112,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_112,True,,L_20,L_20,1.0,bgm_story_languor,nero,nero,2,idle,,,12,idle,,,
d_ex_toyshop_06_113,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_113,True,,L_20,L_20,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_114,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_114,True,,L_20,L_20,1.0,,nero,,2,idle,,,12,idle,,,
d_ex_toyshop_06_115,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_115,True,,L_20,1,1.0,,admi,,2,idle,,,12,delight,,,
d_ex_toyshop_06_116,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_116,True,,1,1,1.0,,nero,,2,idle,,,12,delight,,,
d_ex_toyshop_06_117,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_117,False,,1,1,1.0,,,,2,idle,,,12,delight,d_ex_toyshop_06_119,,
d_ex_toyshop_06_118,d_ex_toyshop_06,Choice,,Locale_SuddenStory:d_ex_toyshop_06_118,False,,1,1,1.0,,,,2,idle,,,12,delight,d_ex_toyshop_06_119,,
d_ex_toyshop_06_119,d_ex_toyshop_06,Speech,nero,Locale_SuddenStory:d_ex_toyshop_06_119,True,,1,1,1.0,,nero,,2,sad,,,12,delight,,,
d_ex_toyshop_06_120,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_120,True,,1,1,1.0,,admi,,2,idle,,,12,delight,,,
d_ex_toyshop_06_121,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_121,True,,1,1,1.0,,admi,,2,idle,,,12,delight,,,
d_ex_toyshop_06_122,d_ex_toyshop_06,Speech,admi,Locale_SuddenStory:d_ex_toyshop_06_122,True,,1,1,1.0,,admi,,2,idle,,,12,delight,,,
d_ex_toyshop_06_123,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_123,False,,1,1,1.0,,,,2,idle,,,12,delight,,,
d_ex_toyshop_06_124,d_ex_toyshop_06,Self,Self,Locale_SuddenStory:d_ex_toyshop_06_124,False,,1,1,1.0,,,,2,idle,,,12,delight,,,
