id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_35_08_e_26,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_26,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,angry,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_27,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_27,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,angry,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_28,d_main_35_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_e_28,False,,50,5,1.0,,,,,5,idle,,,3,idle_02,,,1,angry,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_29,d_main_35_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_e_29,False,,5,8,1.0,,,,,5,idle,,,3,idle_02,,,1,angry,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_30,d_main_35_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_e_30,False,,8,8,1.0,,,,,5,idle,,,3,idle_02,,,1,angry,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_31,d_main_35_08_e,Monologue,rapi_red,,Locale_MainScenario:d_main_35_08_e_31,False,,8,8,1.0,,,,,5,idle,,,3,idle_02,,,1,angry,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_32,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_32,False,,8,8,1.0,none,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_33,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_33,False,,3,3,1.0,bgm_chapter35_field_swamp,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_34,d_main_35_08_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_08_e_34,False,,3,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_35,d_main_35_08_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_08_e_35,False,,30,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_36,d_main_35_08_e,Monologue,maxwell,,Locale_MainScenario:d_main_35_08_e_36,False,,30,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_37,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_37,True,,30,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_38,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_38,True,,30,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_39,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_39,True,,30,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_40,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_40,True,,30,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_41,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_41,True,,30,30,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_42,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_42,True,,30,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_43,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_43,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_44,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_44,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_45,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_45,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_46,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_46,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_47,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_47,True,,4,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_48,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_48,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_49,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_49,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_50,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_50,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_51,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_51,False,,2,2,1.0,,,,,5,idle,,,3,sad,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_52,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_52,True,,50,50,1.0,,,,,5,no,,,3,sad,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_53,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_53,True,,50,50,1.0,,,,,5,no,,,3,sad,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_54,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_54,False,,50,50,1.0,,,,,5,no,,,3,sad,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_55,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_55,True,,50,5,1.0,,,,,5,idle,,,3,sad,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_56,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_56,True,,5,5,1.0,,,,,5,idle,,,3,sad,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_main_35_08_e_57,d_main_35_08_e,Narration,rapi_red,,Locale_MainScenario:d_main_35_08_e_57,False,,black,black,1.0,none,,black,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_58,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_58,True,,50,50,1.0,bgm_enemyclose,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_59,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_59,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_60,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_60,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_61,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_61,False,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_62,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_62,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_63,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_63,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_64,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_64,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_65,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_65,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_66,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_66,True,,50,4,1.0,,,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_67,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_67,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_68,d_main_35_08_e,Self,maxwell,,Locale_MainScenario:d_main_35_08_e_68,False,,4,4,1.0,,,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_69,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_69,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_70,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_70,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_71,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_71,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_72,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_72,True,,4,4,1.0,,,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_73,d_main_35_08_e,Self,maxwell,,Locale_MainScenario:d_main_35_08_e_73,False,,4,4,1.0,,,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_74,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_74,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_75,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_75,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_76,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_76,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_77,d_main_35_08_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_08_e_77,True,,L_130,L_130,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_78,d_main_35_08_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_08_e_78,True,,L_130,L_130,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_79,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_79,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_80,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_80,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_81,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_81,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_82,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_82,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_83,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_83,False,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_84,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_84,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_85,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_85,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_86,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_86,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_87,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_87,True,,2,2,1.0,,,,,5,idle,,,3,idle_02,,,1,delight,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_88,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_88,True,,50,50,1.0,,,,,5,think,,,3,idle_02,,,1,delight,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_89,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_89,False,,50,50,1.0,,,,,5,think,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_90,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_90,True,,50,5,1.0,,,,,5,good,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_91,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_91,True,,5,5,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_92,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_92,True,,5,5,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_93,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_93,True,,5,5,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_94,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_94,True,,5,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_95,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_95,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_96,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_96,True,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_97,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_97,False,,4,4,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_98,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_98,True,,4,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_99,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_99,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_100,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_100,False,,50,50,1.0,,,,,5,think,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_101,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_101,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_102,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_102,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_103,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_103,True,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_104,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_104,False,,50,50,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_105,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_105,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle_02,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_106,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_106,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_107,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_107,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_108,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_108,True,,50,50,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_109,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_109,True,,50,50,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_110,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_110,False,,50,50,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_111,d_main_35_08_e,Self,rapi_red,,Locale_MainScenario:d_main_35_08_e_111,False,,50,50,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_112,d_main_35_08_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_08_e_112,True,,50,50,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_113,d_main_35_08_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_08_e_113,True,,S_10,S_10,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_114,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_114,True,,S_10,30,1.0,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
d_main_35_08_e_115,d_main_35_08_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_08_e_115,True,,30,30,1.0,,,,,5,idle,,,3,delight,,,1,idle,,,13,idle,,,15,idle,,,17,idle,
