id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
d_main_27_09_e_16,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_16,True,,31,31,1.0,,,hammering,hammering,,1,pain,,,3,worry,,,5,worry,,,13,idle,,,15,worry,,,17,idle,,,,,,,,
d_main_27_09_e_17,d_main_27_09_e,Narration,Locale_MainScenario:d_main_27_09_e_17,False,,black,black,1.0,,,,,,1,pain,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_18,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_18,True,,1,S_10,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_19,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_19,True,,S_10,S_10,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_20,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_20,True,,S_10,113,1.0,,,rapi,rapi,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_21,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_21,True,,113,113,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_22,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_22,True,,113,113,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_23,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_23,True,,113,113,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_24,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_24,True,,113,S_10,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_25,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_25,True,,S_10,S_10,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_26,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_26,False,,S_10,S_10,1.0,,,elegg,elegg,,1,think,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_27,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_27,True,,S_10,S_10,1.0,,,elegg,elegg,,1,pain,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_28,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_28,True,,S_10,30,1.0,,,hammering,hammering,,1,pain,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_29,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_29,True,,30,30,1.0,,none,hammering,hammering,,1,pain,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_30,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_30,True,,30,31,1.0,,,elegg,elegg,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_31,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_31,True,,31,31,1.0,,,shifty,shifty,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,shifty,OP_leftup,idle,,,,,
d_main_27_09_e_32,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_32,True,,31,31,1.0,,,shifty,shifty,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,idle,,,,,
d_main_27_09_e_33,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_33,True,,31,31,1.0,,bgm_aztec,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,idle,,flora_op_r,OP_rightup,idle,
d_main_27_09_e_34,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_34,True,,31,31,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,idle,,,OP_rightup,idle,
d_main_27_09_e_35,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_35,True,,31,31,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,idle,,,OP_rightup,idle,
d_main_27_09_e_36,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_36,True,,31,5,2.0,,,liveryn,liveryn,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,idle,,,OP_rightup,idle,
d_main_27_09_e_37,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_37,True,,5,5,1.0,,,shifty,shifty,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,worry,,,OP_rightup,idle,
d_main_27_09_e_38,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_38,True,,5,5,1.0,,,shifty,shifty,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,worry,,,OP_rightup,idle,
d_main_27_09_e_39,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_39,True,,5,5,1.0,,,liveryn,liveryn,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,worry,,,OP_rightup,idle,
d_main_27_09_e_40,d_main_27_09_e,Self,Locale_MainScenario:d_main_27_09_e_40,False,,5,5,1.0,,,,,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,OP_leftup,worry,shifty,,OP_rightup,idle,
d_main_27_09_e_41,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_41,True,,5,5,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_47,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_47,True,,5,5,2.0,,,flora_op_r,flora_op_r,,1,worry,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_48,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_48,True,,5,5,1.0,,,flora_op_r,flora_op_r,,1,worry,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_49,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_49,True,,5,50,1.0,,,flora_op_r,flora_op_r,,1,worry,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_50,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_50,True,,130,130,2.0,,,rapi,rapi,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_51,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_51,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_52,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_52,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_53,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_53,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_54,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_54,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_55,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_55,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_56,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_56,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_57,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_57,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_58,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_58,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_59,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_59,True,,130,50,3.0,,,liveryn,liveryn,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_60,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_60,True,,50,50,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_61,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_61,True,,50,50,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_62,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_62,True,,50,50,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_63,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_63,True,,50,50,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_64,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_64,True,,130,130,2.0,,,rapi,rapi,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_65,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_65,True,,130,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_66,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_66,True,,50,50,1.0,,,liveryn,liveryn,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_67,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_67,True,,50,50,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_68,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_68,True,,50,50,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_69,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_69,True,,50,50,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_70,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_70,True,,50,500,1.0,,,liveryn,liveryn,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_71,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_71,True,,500,500,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_72,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_72,True,,500,500,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_73,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_73,True,,1300,1300,1.0,,,rapi,rapi,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_74,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_74,True,,1300,1300,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_75,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_75,True,,1300,1300,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_76,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_76,True,,1300,130,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,worry,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_77,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_77,True,,130,30,2.0,,,hammering,hammering,,1,idle,,,3,smile,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_78,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_78,True,,30,30,1.0,,,flora_op_r,flora_op_r,,1,idle,,,3,smile,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,
d_main_27_09_e_79,d_main_27_09_e,Narration,Locale_MainScenario:d_main_27_09_e_79,False,,30,30,1.0,sfx_scn_over,,Narration,Narration,,1,idle,,,3,smile,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,OP_rightup,idle,flora_op_r
d_main_27_09_e_82,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_82,True,,30,S_10,1.0,,,elegg,elegg,,1,think,,,3,smile,,,5,worry,,,13,idle,,,15,worry,,,17,idle,,,,,,,,
d_main_27_09_e_83,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_83,True,,S_10,S_10,1.0,,,elegg,elegg,,1,think,,,3,smile,,,5,worry,,,13,idle,,,15,worry,,,17,idle,,,,,,,,
d_main_27_09_e_84,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_84,True,,S_10,S_10,1.0,,,elegg,elegg,,1,think,,,3,smile,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_85,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_85,True,,S_10,S_10,1.0,,,elegg,elegg,,1,think,,,3,smile,,,5,worry,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_86,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_86,True,,50,50,1.0,,,liveryn,liveryn,,1,think,,,3,smile,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_87,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_87,True,,30,30,1.0,,,hammering,hammering,,1,think,,,3,smile,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_88,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_88,True,,130,130,1.0,,,rapi,rapi,,1,think,,,3,smile,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_89,d_main_27_09_e,Self,Locale_MainScenario:d_main_27_09_e_89,False,,130,130,1.0,,,,,,1,think,,,3,smile,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_90,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_90,True,,130,130,1.0,,,rapi,rapi,,1,idle,,,3,smile,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_91,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_91,True,,50,50,1.0,,,liveryn,liveryn,,1,idle,,,3,smile,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_92,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_92,True,,30,30,1.0,,,hammering,hammering,,1,idle,,,3,worry,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_93,d_main_27_09_e,Self,Locale_MainScenario:d_main_27_09_e_93,False,,30,30,1.0,,,,,,1,idle,,,3,worry,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_94,d_main_27_09_e,Speech,Locale_MainScenario:d_main_27_09_e_94,True,,30,300,1.0,,,hammering,hammering,,1,idle,,,3,worry,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_95,d_main_27_09_e,Narration,Locale_MainScenario:d_main_27_09_e_95,False,,black,black,1.0,sfx_scn_heavydoordrag,none,,,,1,idle,,,3,worry,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_96,d_main_27_09_e,Narration,Locale_MainScenario:d_main_27_09_e_96,False,,black,black,1.0,sfx_scn_heavydoorhit,,,,,1,idle,,,3,worry,,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_97,d_main_27_09_e,Monologue,Locale_MainScenario:d_main_27_09_e_97,False,CrystalCity,black,black,1.0,,,,,,1,idle,elegg,,3,worry,hammering,,5,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,
d_main_27_09_e_98,d_main_27_09_e,Monologue,Locale_MainScenario:d_main_27_09_e_98,False,,black,black,1.0,,,,,,,,,,,,,,5,idle,liveryn,,13,idle,rapi,,15,idle,anis,,17,idle,,,,,,,,
d_main_27_09_e_99,d_main_27_09_e,Monologue,Locale_MainScenario:d_main_27_09_e_99,False,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,,,,,,,
