id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
d_main_01af_01_27,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_27,True,,1,1,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_28,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_28,True,,1,1,1.0,,,,1,delight,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_29,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_29,True,,1,1,1.0,,,,1,delight,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_30,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_30,True,,1,1,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_31,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_31,True,,1,L_10,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_32,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_32,True,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_33,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_33,True,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_34,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_34,True,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_35,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_35,True,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_36,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_36,True,,L_10,L_100,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_37,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_37,True,,L_100,L_100,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_38,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_38,True,none,black,black,1.0,,,,1,angry,andersen,anis,3,void,anis,,,,,,OP_leftup,idle,shifty
d_main_01af_01_39,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_39,True,ElevatorOut,2,2,1.0,bgm_menu_ark,black,rapi,1,idle,,anis,3,void,,,,,,,,,
d_main_01af_01_40,d_main_01af_01,Self,rapi,Self,Locale_MainScenario:d_main_01af_01_40,True,,2,2,1.0,,,,1,idle,,,3,void,,,,,,,,,
d_main_01af_01_41,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_41,True,,2,2,1.0,,,,1,idle,,,3,void,,,,,,,,,
d_main_01af_01_42,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_42,True,,2,2,1.0,,,,1,idle,,,3,void,,,,,,,,,
d_main_01af_01_43,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_43,True,,2,30,1.0,,,,1,idle,,,3,sad,,,,,,,,,
d_main_01af_01_44,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_44,True,,30,30,1.0,,,,1,idle,,,3,sad,,,,,,,,,
d_main_01af_01_45,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_45,True,,30,2,1.0,,,,1,idle,,,3,delight,,,,,,,,,
d_main_01af_01_46,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_46,True,,2,2,1.0,,,,1,idle,,,3,delight,,,,,,,,,
d_main_01af_01_47,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_47,True,,2,2,1.0,,,,1,idle,,,3,idle,,,,,,,,,
d_main_01af_01_48,d_main_01af_01,Self,anis,Self,Locale_MainScenario:d_main_01af_01_48,True,,2,2,1.0,,,,1,idle,,,3,idle,,,,,,,,,
d_main_01af_01_49,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_49,False,,2,10,1.0,,,,1,idle,,,3,void,,,,,,,,,
d_main_01af_01_50,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_50,False,,10,30,1.0,,,,1,idle,,,3,no,,,,,,,,,
